case_key,family,arm,transition_class,gold,base_champion,arm_champion,arm_champion_relation,base_hit,arm_hit,base_gold_rank,arm_gold_rank
DA_d2_heldout200b/645,DA,remove_non_gold3,removed_candidate_rescue,Abdominal epilepsy as sequela of COVID-19,Focal-onset epilepsy with abdominal aura,Abdominal epilepsy as sequela of COVID-19,base,False,True,4,1
DA_d2_heldout200b/645,DA,add_parent5,shared_candidate_context_gain,Abdominal epilepsy as sequela of COVID-19,Focal-onset epilepsy with abdominal aura,Abdominal epilepsy as sequela of COVID-19,base,False,True,4,1
DA_d2_heldout200b/645,DA,add_sibling5,shared_candidate_champion_flip_without_strict_flip,Abdominal epilepsy as sequela of COVID-19,Focal-onset epilepsy with abdominal aura,Focal epilepsy with occipital and temporal involvement (likely post-COVID-19 or autoimmune-related),base,False,False,4,2
DA_d2_heldout200b/645,DA,add_unrelated5,shared_candidate_champion_flip_without_strict_flip,Abdominal epilepsy as sequela of COVID-19,Focal-onset epilepsy with abdominal aura,Focal epilepsy with occipital and temporal involvement (likely post-COVID-19 or autoimmune-related),base,False,False,4,3
DA_d2_heldout200b/645,DA,add_synonym5,new_candidate_champion_without_strict_flip,Abdominal epilepsy as sequela of COVID-19,Focal-onset epilepsy with abdominal aura,Post-COVID-19 abdominal epilepsy,synonym,False,False,4,2
DA_d2_heldout200b/645,DA,add_component5,shared_candidate_champion_flip_without_strict_flip,Abdominal epilepsy as sequela of COVID-19,Focal-onset epilepsy with abdominal aura,Focal epilepsy with occipital and temporal involvement (likely post-COVID-19 or autoimmune-related),base,False,False,4,3
DA_d2_heldout200b/645,DA,nested_width6,shared_candidate_champion_flip_without_strict_flip,Abdominal epilepsy as sequela of COVID-19,Focal-onset epilepsy with abdominal aura,Focal epilepsy with occipital and temporal involvement (likely post-COVID-19 or autoimmune-related),base,False,False,4,2
DA_d2_heldout200b/645,DA,nested_width8,shared_candidate_champion_flip_without_strict_flip,Abdominal epilepsy as sequela of COVID-19,Focal-onset epilepsy with abdominal aura,Focal epilepsy with occipital and temporal involvement (likely post-COVID-19 or autoimmune-related),base,False,False,4,2
DA_d2_heldout200b/646,DA,remove_non_gold3,shared_candidate_context_gain,Radiation-induced solitary rectal ulcer,Radiation-induced rectal ulcer (radiation proctopathy),Radiation-induced solitary rectal ulcer,base,False,True,2,1
DA_d2_heldout200b/646,DA,add_unrelated5,shared_candidate_context_gain,Radiation-induced solitary rectal ulcer,Radiation-induced rectal ulcer (radiation proctopathy),Radiation-induced solitary rectal ulcer,base,False,True,2,1
DA_d2_heldout200b/646,DA,add_component5,shared_candidate_context_gain,Radiation-induced solitary rectal ulcer,Radiation-induced rectal ulcer (radiation proctopathy),Radiation-induced solitary rectal ulcer,base,False,True,2,1
DA_d2_heldout200b/646,DA,nested_width6,shared_candidate_context_gain,Radiation-induced solitary rectal ulcer,Radiation-induced rectal ulcer (radiation proctopathy),Radiation-induced solitary rectal ulcer,base,False,True,2,1
DA_d2_heldout200b/653,DA,add_synonym5,shared_candidate_context_gain,Spontaneous Hepatic Artery Thrombosis,Common hepatic artery thrombosis,Spontaneous Hepatic Artery Thrombosis,base,False,True,2,1
DA_d2_heldout200b/653,DA,add_component5,shared_candidate_champion_flip_without_strict_flip,Spontaneous Hepatic Artery Thrombosis,Common hepatic artery thrombosis,Hepatic Artery Aneurysm with Thrombus,base,False,False,2,2
DA_d2_heldout200b/653,DA,nested_width6,shared_candidate_context_gain,Spontaneous Hepatic Artery Thrombosis,Common hepatic artery thrombosis,Spontaneous Hepatic Artery Thrombosis,base,False,True,2,1
DA_d2_heldout200b/653,DA,nested_width8,shared_candidate_context_gain,Spontaneous Hepatic Artery Thrombosis,Common hepatic artery thrombosis,Spontaneous Hepatic Artery Thrombosis,base,False,True,2,1
DA_d2_heldout200b/694,DA,nested_width8,shared_candidate_champion_flip_without_strict_flip,Parkinson's Disease,Vascular parkinsonism (small-vessel cerebrovascular disease),Lumbar degenerative disc disease or spondylosis,base,False,False,2,4
DA_d2_heldout200b/723,DA,add_unrelated5,shared_candidate_context_harm,Acute pancreatitis with renal failure,Acute pancreatitis with renal failure,Gallbladder mucocele with secondary pancreatitis,base,True,False,1,2
DA_d2_heldout200b/723,DA,add_synonym5,direct_new_candidate_harm,Acute pancreatitis with renal failure,Acute pancreatitis with renal failure,Acute pancreatitis with acute kidney injury,synonym,True,False,1,2
DA_d2_heldout200b/723,DA,nested_width6,shared_candidate_context_harm,Acute pancreatitis with renal failure,Acute pancreatitis with renal failure,Gallbladder mucocele with secondary pancreatitis,base,True,False,1,2
DA_d2_heldout200b/723,DA,nested_width8,shared_candidate_context_harm,Acute pancreatitis with renal failure,Acute pancreatitis with renal failure,Gallbladder mucocele with secondary pancreatitis,base,True,False,1,2
DA_d2_heldout200b/736,DA,add_parent5,shared_candidate_context_harm,Vertebral osteomyelitis and discitis due to Streptococcus cristatus,Vertebral osteomyelitis and discitis due to Streptococcus cristatus,Spinal infection (discitis) due to S. cristatus,base,True,False,1,2
DA_d2_heldout200b/741,DA,remove_non_gold3,shared_candidate_context_harm,Primary acinic cell carcinoma of the breast,Primary acinic cell carcinoma of the breast,Invasive apocrine carcinoma of the breast,base,True,False,1,3
DA_d2_heldout200b/741,DA,add_parent5,shared_candidate_context_harm,Primary acinic cell carcinoma of the breast,Primary acinic cell carcinoma of the breast,Adenoid cystic carcinoma of the breast,base,True,False,1,3
DA_d2_heldout200b/741,DA,add_sibling5,shared_candidate_context_harm,Primary acinic cell carcinoma of the breast,Primary acinic cell carcinoma of the breast,Invasive apocrine carcinoma of the breast,base,True,False,1,4
DA_d2_heldout200b/741,DA,add_synonym5,shared_candidate_context_harm,Primary acinic cell carcinoma of the breast,Primary acinic cell carcinoma of the breast,Invasive apocrine carcinoma of the breast,base,True,False,1,3
DA_d2_heldout200b/741,DA,nested_width6,shared_candidate_context_harm,Primary acinic cell carcinoma of the breast,Primary acinic cell carcinoma of the breast,Invasive apocrine carcinoma of the breast,base,True,False,1,3
DA_d2_heldout200b/741,DA,nested_width8,shared_candidate_context_harm,Primary acinic cell carcinoma of the breast,Primary acinic cell carcinoma of the breast,Adenoid cystic carcinoma of the breast,base,True,False,1,4
DA_d2_heldout200b/747,DA,remove_non_gold3,shared_candidate_champion_flip_without_strict_flip,Severe Mycoplasma pneumoniae pneumonia (MPP) with coronary artery dilation (CAD) and necrotizing pneumonia,Severe Mycoplasma pneumoniae infection (complicated pneumonia with plastic bronchitis),Severe Mycoplasma pneumoniae pneumonia with Kawasaki disease,base,False,False,2,2
DA_d2_heldout200b/747,DA,add_sibling5,shared_candidate_champion_flip_without_strict_flip,Severe Mycoplasma pneumoniae pneumonia (MPP) with coronary artery dilation (CAD) and necrotizing pneumonia,Severe Mycoplasma pneumoniae infection (complicated pneumonia with plastic bronchitis),Severe Mycoplasma pneumoniae pneumonia with Kawasaki disease,base,False,False,2,3
DA_d2_heldout200b/747,DA,add_synonym5,shared_candidate_context_gain,Severe Mycoplasma pneumoniae pneumonia (MPP) with coronary artery dilation (CAD) and necrotizing pneumonia,Severe Mycoplasma pneumoniae infection (complicated pneumonia with plastic bronchitis),Severe Mycoplasma pneumoniae pneumonia (MPP) with coronary artery dilation (CAD) and necrotizing pneumonia,base,False,True,2,1
DA_d2_heldout200b/747,DA,nested_width6,shared_candidate_champion_flip_without_strict_flip,Severe Mycoplasma pneumoniae pneumonia (MPP) with coronary artery dilation (CAD) and necrotizing pneumonia,Severe Mycoplasma pneumoniae infection (complicated pneumonia with plastic bronchitis),Severe Mycoplasma pneumoniae pneumonia with Kawasaki disease,base,False,False,2,4
DA_d2_heldout200b/769,DA,remove_non_gold3,shared_candidate_context_harm,FH-deficient uterine leiomyoma,FH-deficient uterine leiomyoma,Hereditary Leiomyomatosis and Renal Cell Cancer (HLRCC) Syndrome,base,True,False,1,2
DA_d2_heldout200b/775,DA,remove_non_gold3,shared_candidate_context_harm,Mixed mold infection with Rhizopus microsporus and Mucor racemosus causing disseminated mucormycosis,Mixed mold infection with Rhizopus microsporus and Mucor racemosus causing disseminated mucormycosis,Rhino-orbital-cerebral mucormycosis,base,True,False,1,3
DA_d2_heldout200b/775,DA,add_sibling5,shared_candidate_context_harm,Mixed mold infection with Rhizopus microsporus and Mucor racemosus causing disseminated mucormycosis,Mixed mold infection with Rhizopus microsporus and Mucor racemosus causing disseminated mucormycosis,Rhino-orbital-cerebral mucormycosis,base,True,False,1,3
DA_d2_heldout200b/775,DA,add_unrelated5,shared_candidate_context_harm,Mixed mold infection with Rhizopus microsporus and Mucor racemosus causing disseminated mucormycosis,Mixed mold infection with Rhizopus microsporus and Mucor racemosus causing disseminated mucormycosis,Rhino-orbital-cerebral mucormycosis,base,True,False,1,3
DA_d2_heldout200b/775,DA,add_component5,shared_candidate_context_harm,Mixed mold infection with Rhizopus microsporus and Mucor racemosus causing disseminated mucormycosis,Mixed mold infection with Rhizopus microsporus and Mucor racemosus causing disseminated mucormycosis,Mucormycosis (Rhino-orbital-cerebral),base,True,False,1,3
DA_d2_heldout200b/775,DA,nested_width6,shared_candidate_context_harm,Mixed mold infection with Rhizopus microsporus and Mucor racemosus causing disseminated mucormycosis,Mixed mold infection with Rhizopus microsporus and Mucor racemosus causing disseminated mucormycosis,Rhino-orbital-cerebral mucormycosis,base,True,False,1,3
DA_d2_heldout200b/775,DA,nested_width8,shared_candidate_context_harm,Mixed mold infection with Rhizopus microsporus and Mucor racemosus causing disseminated mucormycosis,Mixed mold infection with Rhizopus microsporus and Mucor racemosus causing disseminated mucormycosis,Mucormycosis (Rhino-orbital-cerebral),base,True,False,1,4
DA_d2_seq100/140,DA,add_synonym5,shared_candidate_context_harm,Pheochromocytoma-induced cardiomyopathy,Pheochromocytoma-induced cardiomyopathy,Pheochromocytoma crisis,base,True,False,1,2
DA_d2_seq100/15,DA,add_parent5,shared_candidate_context_harm,Primary oral histoplasmosis,Primary oral histoplasmosis,Histoplasmosis,base,True,False,1,4
DA_d2_seq100/15,DA,add_unrelated5,shared_candidate_context_harm,Primary oral histoplasmosis,Primary oral histoplasmosis,Oral histoplasmosis,base,True,False,1,3
DA_d2_seq100/15,DA,nested_width6,shared_candidate_context_harm,Primary oral histoplasmosis,Primary oral histoplasmosis,Oral histoplasmosis,base,True,False,1,3
DA_d2_seq100/15,DA,nested_width8,shared_candidate_context_harm,Primary oral histoplasmosis,Primary oral histoplasmosis,Histoplasmosis,base,True,False,1,3
DA_d2_seq100/164,DA,add_sibling5,direct_new_candidate_harm,Blastic plasmacytoid dendritic cell neoplasm (BPDCN) with polyradiculopathy,Blastic plasmacytoid dendritic cell neoplasm (BPDCN) with polyradiculopathy,Acute myeloid leukemia,sibling,True,False,1,2
DA_d2_seq100/164,DA,nested_width6,direct_new_candidate_harm,Blastic plasmacytoid dendritic cell neoplasm (BPDCN) with polyradiculopathy,Blastic plasmacytoid dendritic cell neoplasm (BPDCN) with polyradiculopathy,Acute myeloid leukemia with leptomeningeal involvement,width_distractor,True,False,1,3
DA_d2_seq100/164,DA,nested_width8,direct_new_candidate_harm,Blastic plasmacytoid dendritic cell neoplasm (BPDCN) with polyradiculopathy,Blastic plasmacytoid dendritic cell neoplasm (BPDCN) with polyradiculopathy,Acute myeloid leukemia with leptomeningeal involvement,width_distractor,True,False,1,3
DA_d2_seq100/188,DA,add_synonym5,shared_candidate_context_gain,Coronary Artery Disease (CAD) with Giant R-wave Syndrome,Arrhythmogenic syncope due to multivessel coronary artery disease,Coronary Artery Disease (CAD) with Giant R-wave Syndrome,base,False,True,4,1
DA_d2_seq100/220,DA,add_component5,direct_new_candidate_harm,"Plasmablastic lymphoma (PBL), stage 1 with high-risk features","Plasmablastic lymphoma (PBL), stage 1 with high-risk features","Plasmablastic lymphoma, EBV-positive",component,True,False,1,2
DA_d2_seq100/242,DA,remove_non_gold3,shared_candidate_context_harm,Branch retinal vein occlusion with preretinal neovascularization,Branch retinal vein occlusion with preretinal neovascularization,Retinal Vein Occlusion with Neovascularization,base,True,False,1,2
DA_d2_seq100/242,DA,add_parent5,shared_candidate_context_harm,Branch retinal vein occlusion with preretinal neovascularization,Branch retinal vein occlusion with preretinal neovascularization,Retinal Vein Occlusion with Neovascularization,base,True,False,1,2
DA_d2_seq100/242,DA,add_unrelated5,shared_candidate_context_harm,Branch retinal vein occlusion with preretinal neovascularization,Branch retinal vein occlusion with preretinal neovascularization,Retinal Vein Occlusion with Neovascularization,base,True,False,1,2
DA_d2_seq100/29,DA,add_sibling5,shared_candidate_context_harm,IgG4-related rhinosinusitis with concurrent Streptococcus constellatus bacterial rhinosinusitis,IgG4-related rhinosinusitis with concurrent Streptococcus constellatus bacterial rhinosinusitis,IgG4-Related Disease (IgG4-RD) with Orbital/Sinus Involvement,base,True,False,1,4
DA_d2_seq100/29,DA,add_synonym5,shared_candidate_context_harm,IgG4-related rhinosinusitis with concurrent Streptococcus constellatus bacterial rhinosinusitis,IgG4-related rhinosinusitis with concurrent Streptococcus constellatus bacterial rhinosinusitis,IgG4-Related Disease (IgG4-RD) with Orbital/Sinus Involvement,base,True,False,1,3
DA_d2_seq100/29,DA,add_component5,shared_candidate_context_harm,IgG4-related rhinosinusitis with concurrent Streptococcus constellatus bacterial rhinosinusitis,IgG4-related rhinosinusitis with concurrent Streptococcus constellatus bacterial rhinosinusitis,IgG4-Related Disease (IgG4-RD) with Orbital/Sinus Involvement,base,True,False,1,4
DA_d2_seq100/29,DA,nested_width6,shared_candidate_context_harm,IgG4-related rhinosinusitis with concurrent Streptococcus constellatus bacterial rhinosinusitis,IgG4-related rhinosinusitis with concurrent Streptococcus constellatus bacterial rhinosinusitis,IgG4-Related Disease (IgG4-RD) with Orbital/Sinus Involvement,base,True,False,1,3
DA_d2_seq100/29,DA,nested_width8,shared_candidate_context_harm,IgG4-related rhinosinusitis with concurrent Streptococcus constellatus bacterial rhinosinusitis,IgG4-related rhinosinusitis with concurrent Streptococcus constellatus bacterial rhinosinusitis,IgG4-Related Disease (IgG4-RD) with Orbital/Sinus Involvement,base,True,False,1,3
DA_d2_seq100/87,DA,add_parent5,shared_candidate_context_harm,Myopericarditis,Myopericarditis,Acute pericarditis,base,True,False,1,3
DA_d2_seq100/87,DA,nested_width8,shared_candidate_context_harm,Myopericarditis,Myopericarditis,Acute pericarditis,base,True,False,1,2
DA_d2_seq100/99,DA,add_parent5,shared_candidate_context_harm,Epidermolysis bullosa pruriginosa (EBP),Epidermolysis bullosa pruriginosa (EBP),Dystrophic epidermolysis bullosa (particularly DEB pruriginosa),base,True,False,1,4
DA_d2_seq100/99,DA,add_sibling5,direct_new_candidate_harm,Epidermolysis bullosa pruriginosa (EBP),Epidermolysis bullosa pruriginosa (EBP),"Epidermolysis bullosa dystrophica, pretibial",sibling,True,False,1,2
DA_d2_seq100/99,DA,add_synonym5,direct_new_candidate_harm,Epidermolysis bullosa pruriginosa (EBP),Epidermolysis bullosa pruriginosa (EBP),Dystrophic epidermolysis bullosa pruriginosa,synonym,True,False,1,2
MCR_seq200b/251,MCR,add_parent5,shared_candidate_context_harm,twin anemia polycythemia sequence,twin anemia polycythemia sequence,None,base,True,False,1,4
MCR_seq200b/251,MCR,add_synonym5,shared_candidate_context_harm,twin anemia polycythemia sequence,twin anemia polycythemia sequence,None,base,True,False,1,4
MCR_seq200b/251,MCR,nested_width6,direct_new_candidate_harm,twin anemia polycythemia sequence,twin anemia polycythemia sequence,congenital cytomegalovirus infection,width_distractor,True,False,1,4
MCR_seq200b/257,MCR,nested_width8,direct_new_candidate_harm,collar button abscess,collar button abscess,Suppurative flexor tenosynovitis,width_distractor,True,False,1,2
MCR_seq200b/265,MCR,add_sibling5,direct_new_candidate_harm,Intestinal T-cell lymphoma not otherwise specified,Intestinal T-cell lymphoma not otherwise specified,Enteropathy-associated T-cell lymphoma,sibling,True,False,1,2
MCR_seq200b/265,MCR,nested_width6,direct_new_candidate_harm,Intestinal T-cell lymphoma not otherwise specified,Intestinal T-cell lymphoma not otherwise specified,Indolent T-cell lymphoproliferative disorder of the gastrointestinal tract,width_distractor,True,False,1,3
MCR_seq200b/265,MCR,nested_width8,direct_new_candidate_harm,Intestinal T-cell lymphoma not otherwise specified,Intestinal T-cell lymphoma not otherwise specified,Monomorphic epitheliotropic intestinal T-cell lymphoma,width_distractor,True,False,1,5
MCR_seq200b/266,MCR,add_parent5,direct_new_candidate_harm,Aortic Dissection,Aortic Dissection,Acute aortic syndrome,parent,True,False,1,2
MCR_seq200b/271,MCR,nested_width8,direct_new_candidate_harm,solid persistent facial edema,solid persistent facial edema,chronic lymphedema,width_distractor,True,False,1,2
MCR_seq200b/279,MCR,add_parent5,shared_candidate_context_gain,Leiomyosarcoma,Bartholin’s gland cyst or leiomyoma if the mass is of hard consistency,Leiomyosarcoma,base,False,True,3,1
MCR_seq200b/279,MCR,add_synonym5,shared_candidate_context_gain,Leiomyosarcoma,Bartholin’s gland cyst or leiomyoma if the mass is of hard consistency,Leiomyosarcoma,base,False,True,3,1
MCR_seq200b/279,MCR,nested_width6,shared_candidate_context_gain,Leiomyosarcoma,Bartholin’s gland cyst or leiomyoma if the mass is of hard consistency,Leiomyosarcoma,base,False,True,3,1
MCR_seq200b/279,MCR,nested_width8,new_candidate_champion_without_strict_flip,Leiomyosarcoma,Bartholin’s gland cyst or leiomyoma if the mass is of hard consistency,Bartholin's gland adenocarcinoma,width_distractor,False,False,3,3
MCR_seq200b/283,MCR,add_sibling5,direct_new_candidate_harm,dermoid cyst,dermoid cyst,epidermoid cyst,sibling,True,False,1,2
MCR_seq200b/283,MCR,add_component5,direct_new_candidate_harm,dermoid cyst,dermoid cyst,orbital dermoid,component,True,False,1,2
MCR_seq200b/288,MCR,nested_width6,direct_new_candidate_harm,cystic lymphangioma,cystic lymphangioma,solid pseudopapillary neoplasm,width_distractor,True,False,1,3
MCR_seq200b/288,MCR,nested_width8,direct_new_candidate_harm,cystic lymphangioma,cystic lymphangioma,serous cystadenoma,width_distractor,True,False,1,5
MCR_seq200b/299,MCR,nested_width6,new_candidate_champion_without_strict_flip,Pancreatic adenocarcinoma,None,Autoimmune pancreatitis,width_distractor,False,False,2,2
MCR_seq200b/299,MCR,nested_width8,new_candidate_champion_without_strict_flip,Pancreatic adenocarcinoma,None,Autoimmune pancreatitis,width_distractor,False,False,2,4
MCR_seq200b/302,MCR,add_parent5,direct_new_candidate_harm,septic arthritis,septic arthritis,arthritis,parent,True,False,1,2
MCR_seq200b/302,MCR,add_sibling5,direct_new_candidate_harm,septic arthritis,septic arthritis,reactive arthritis,sibling,True,False,1,2
MCR_seq200b/302,MCR,nested_width6,shared_candidate_context_harm,septic arthritis,septic arthritis,None,base,True,False,1,3
MCR_seq200b/302,MCR,nested_width8,direct_new_candidate_harm,septic arthritis,septic arthritis,gonococcal arthritis,width_distractor,True,False,1,2
MCR_seq200b/312,MCR,add_synonym5,direct_new_candidate_harm,Hepatic cystadenoma,Hepatic cystadenoma,Biliary cystadenoma,synonym,True,False,1,2
MCR_seq200b/314,MCR,add_sibling5,shared_candidate_context_harm,invasive fungal rhinosinusitis,invasive fungal rhinosinusitis,Invasive fungal infection was ultimately supported by serology and clinical response,base,True,False,1,2
MCR_seq200b/314,MCR,add_synonym5,direct_new_candidate_harm,invasive fungal rhinosinusitis,invasive fungal rhinosinusitis,Invasive fungal sinusitis,synonym,True,False,1,2
MCR_seq200b/314,MCR,nested_width6,shared_candidate_context_harm,invasive fungal rhinosinusitis,invasive fungal rhinosinusitis,Invasive fungal infection was ultimately supported by serology and clinical response,base,True,False,1,2
MCR_seq200b/319,MCR,remove_non_gold3,shared_candidate_context_gain,Osteosarcoma,None,Osteosarcoma,base,False,True,4,1
MCR_seq200b/319,MCR,add_sibling5,shared_candidate_champion_flip_without_strict_flip,Osteosarcoma,None,Infection,base,False,False,4,5
MCR_seq200b/319,MCR,add_unrelated5,shared_candidate_champion_flip_without_strict_flip,Osteosarcoma,None,Infection,base,False,False,4,4
MCR_seq200b/319,MCR,nested_width6,new_candidate_champion_without_strict_flip,Osteosarcoma,None,Undifferentiated pleomorphic sarcoma,width_distractor,False,False,4,3
MCR_seq200b/319,MCR,nested_width8,new_candidate_champion_without_strict_flip,Osteosarcoma,None,Pseudotumor,width_distractor,False,False,4,7
MCR_seq200b/327,MCR,remove_non_gold3,removed_candidate_rescue,dermatofibrosarcoma protuberans,Metastasis from the known DFSP was high on the differential given her history of recurrent dermatofibrosarcoma,dermatofibrosarcoma protuberans,base,False,True,3,1
MCR_seq200b/330,MCR,add_parent5,direct_new_candidate_harm,Squamous cell carcinoma,Squamous cell carcinoma,Non-small cell lung carcinoma,parent,True,False,1,2
MCR_seq200b/330,MCR,add_sibling5,direct_new_candidate_harm,Squamous cell carcinoma,Squamous cell carcinoma,Adenocarcinoma,sibling,True,False,1,2
MCR_seq200b/330,MCR,add_component5,direct_new_candidate_harm,Squamous cell carcinoma,Squamous cell carcinoma,Keratinizing squamous cell carcinoma,component,True,False,1,2
MCR_seq200b/330,MCR,nested_width8,direct_new_candidate_harm,Squamous cell carcinoma,Squamous cell carcinoma,Malignant pleural mesothelioma,width_distractor,True,False,1,2
MCR_seq200b/338,MCR,remove_non_gold3,removed_candidate_rescue,filariasis,An intra,filariasis,base,False,True,2,1
MCR_seq200b/339,MCR,add_synonym5,direct_new_candidate_harm,lingual thyroid gland,lingual thyroid gland,ectopic lingual thyroid,synonym,True,False,1,2
MCR_seq200b/341,MCR,remove_non_gold3,shared_candidate_context_gain,acute motor axonal neuropathy,Classical GBS (AIDP),acute motor axonal neuropathy,base,False,True,2,1
MCR_seq200b/341,MCR,add_parent5,shared_candidate_context_gain,acute motor axonal neuropathy,Classical GBS (AIDP),acute motor axonal neuropathy,base,False,True,2,1
MCR_seq200b/341,MCR,add_sibling5,shared_candidate_context_gain,acute motor axonal neuropathy,Classical GBS (AIDP),acute motor axonal neuropathy,base,False,True,2,1
MCR_seq200b/341,MCR,add_unrelated5,shared_candidate_context_gain,acute motor axonal neuropathy,Classical GBS (AIDP),acute motor axonal neuropathy,base,False,True,2,1
MCR_seq200b/341,MCR,add_synonym5,shared_candidate_context_gain,acute motor axonal neuropathy,Classical GBS (AIDP),acute motor axonal neuropathy,base,False,True,2,1
MCR_seq200b/341,MCR,add_component5,shared_candidate_context_gain,acute motor axonal neuropathy,Classical GBS (AIDP),acute motor axonal neuropathy,base,False,True,2,1
MCR_seq200b/341,MCR,nested_width6,shared_candidate_context_gain,acute motor axonal neuropathy,Classical GBS (AIDP),acute motor axonal neuropathy,base,False,True,2,1
MCR_seq200b/342,MCR,add_parent5,direct_new_candidate_harm,Brown bowel syndrome,Brown bowel syndrome,Chronic intestinal pseudo-obstruction,parent,True,False,1,4
MCR_seq200b/342,MCR,add_sibling5,direct_new_candidate_harm,Brown bowel syndrome,Brown bowel syndrome,Visceral myopathy,sibling,True,False,1,2
MCR_seq200b/342,MCR,nested_width8,direct_new_candidate_harm,Brown bowel syndrome,Brown bowel syndrome,Systemic sclerosis,width_distractor,True,False,1,5
MCR_seq200b/354,MCR,remove_non_gold3,shared_candidate_champion_flip_without_strict_flip,Posterior Nutcracker Syndrome,"Other causes of hematuria were considered, including Henoch Schonlein purpura, systemic lupus erythematosus, renal",None,base,False,False,3,3
MCR_seq200b/354,MCR,add_unrelated5,shared_candidate_champion_flip_without_strict_flip,Posterior Nutcracker Syndrome,"Other causes of hematuria were considered, including Henoch Schonlein purpura, systemic lupus erythematosus, renal",None,base,False,False,3,3
MCR_seq200b/354,MCR,add_synonym5,shared_candidate_context_gain,Posterior Nutcracker Syndrome,"Other causes of hematuria were considered, including Henoch Schonlein purpura, systemic lupus erythematosus, renal",Posterior Nutcracker Syndrome,base,False,True,3,1
MCR_seq200b/354,MCR,add_component5,new_candidate_champion_without_strict_flip,Posterior Nutcracker Syndrome,"Other causes of hematuria were considered, including Henoch Schonlein purpura, systemic lupus erythematosus, renal",Left renal vein compression,component,False,False,3,2
MCR_seq200b/354,MCR,nested_width6,new_candidate_champion_without_strict_flip,Posterior Nutcracker Syndrome,"Other causes of hematuria were considered, including Henoch Schonlein purpura, systemic lupus erythematosus, renal",IgA nephropathy,width_distractor,False,False,3,3
MCR_seq200b/354,MCR,nested_width8,new_candidate_champion_without_strict_flip,Posterior Nutcracker Syndrome,"Other causes of hematuria were considered, including Henoch Schonlein purpura, systemic lupus erythematosus, renal",IgA nephropathy,width_distractor,False,False,3,5
MCR_seq200b/355,MCR,add_sibling5,shared_candidate_context_harm,Dedifferentiated chondrosarcoma,Dedifferentiated chondrosarcoma,Conventional chondrosarcoma was included in the initial differential on account of the ring,base,True,False,1,2
MCR_seq200b/355,MCR,add_unrelated5,direct_new_candidate_harm,Dedifferentiated chondrosarcoma,Dedifferentiated chondrosarcoma,Osteosarcoma,unrelated,True,False,1,2
MCR_seq200b/355,MCR,nested_width6,shared_candidate_context_harm,Dedifferentiated chondrosarcoma,Dedifferentiated chondrosarcoma,Conventional chondrosarcoma was included in the initial differential on account of the ring,base,True,False,1,2
MCR_seq200b/356,MCR,add_component5,direct_new_candidate_harm,Synovial sarcoma,Synovial sarcoma,Monophasic synovial sarcoma,component,True,False,1,2
MCR_seq200b/358,MCR,add_synonym5,direct_new_candidate_harm,Foreign body granuloma,Foreign body granuloma,Foreign body-induced granuloma,synonym,True,False,1,2
MCR_seq200b/358,MCR,nested_width8,direct_new_candidate_harm,Foreign body granuloma,Foreign body granuloma,Tenosynovial giant cell tumor,width_distractor,True,False,1,4
MCR_seq200b/372,MCR,add_sibling5,direct_new_candidate_harm,Sporotrichosis,Sporotrichosis,着色芽生菌病,sibling,True,False,1,2
MCR_seq200b/372,MCR,nested_width6,direct_new_candidate_harm,Sporotrichosis,Sporotrichosis,皮肤结核,width_distractor,True,False,1,2
MCR_seq200b/375,MCR,nested_width6,direct_new_candidate_harm,gliomatosis cerebri,gliomatosis cerebri,metachromatic leukodystrophy,width_distractor,True,False,1,2
MCR_seq200b/384,MCR,add_unrelated5,shared_candidate_context_gain,juvenile ossifying fibroma,Trabecular juvenile ossifying fibroma was identified based on histology showing a well,juvenile ossifying fibroma,base,False,True,2,1
MCR_seq200b/384,MCR,add_component5,new_candidate_champion_without_strict_flip,juvenile ossifying fibroma,Trabecular juvenile ossifying fibroma was identified based on histology showing a well,trabecular juvenile ossifying fibroma,component,False,False,2,3
MCR_seq200b/384,MCR,nested_width8,shared_candidate_context_gain,juvenile ossifying fibroma,Trabecular juvenile ossifying fibroma was identified based on histology showing a well,juvenile ossifying fibroma,base,False,True,2,1
MCR_seq200b/394,MCR,add_parent5,direct_new_candidate_harm,Isolated ACTH deficiency,Isolated ACTH deficiency,Secondary adrenal insufficiency,parent,True,False,1,2
MCR_seq200b/403,MCR,remove_non_gold3,shared_candidate_context_harm,Primary angiitis of the central nervous system,Primary angiitis of the central nervous system,Sarcoidosis was less likely in the absence of respiratory disease history,base,True,False,1,2
MCR_seq200b/403,MCR,add_parent5,shared_candidate_context_harm,Primary angiitis of the central nervous system,Primary angiitis of the central nervous system,Sarcoidosis was less likely in the absence of respiratory disease history,base,True,False,1,3
MCR_seq200b/403,MCR,add_unrelated5,direct_new_candidate_harm,Primary angiitis of the central nervous system,Primary angiitis of the central nervous system,Cardioembolic stroke from atrial fibrillation,unrelated,True,False,1,2
MCR_seq200b/403,MCR,add_component5,direct_new_candidate_harm,Primary angiitis of the central nervous system,Primary angiitis of the central nervous system,Acute ischemic stroke,component,True,False,1,2
MCR_seq200b/403,MCR,nested_width6,direct_new_candidate_harm,Primary angiitis of the central nervous system,Primary angiitis of the central nervous system,Aortic stenosis with embolic stroke,width_distractor,True,False,1,3
