case_key,slice_id,family,source_id,arm,success,candidate_n,gold_rank,gold_top1_by_id,strict_top1,champion_label,champion_relation,top1_probability,margin,pool_sha256,cache_hit,error
DA_d2_heldout200b/539,DA_d2_heldout200b,DA,539,nested_width8,True,8,1,True,True,"Pancreatitis, Panniculitis, and Polyarthritis (PPP) syndrome secondary to pancreatic-venous fistula associated with intraductal papillary mucinous neoplasm (IPMN)",base,0.62,high,b3f8daff3addfb1b3e47db033e23202b4f03a766d7651eee51e12f088d9fa657,False,
DA_d2_heldout200b/540,DA_d2_heldout200b,DA,540,base4,True,4,1,True,True,Acute Oxalate Nephropathy,base,0.6,medium,369f039222e48fcfe9468cf47340e27d16ae62acf69a8fb490c036f3b7fa8294,False,
DA_d2_heldout200b/540,DA_d2_heldout200b,DA,540,remove_non_gold3,True,3,1,True,True,Acute Oxalate Nephropathy,base,0.7,high,9b59647ed08bd6a4b00fc3540c01025c82d6d1cf83cd9af381ec93d803683e58,False,
DA_d2_heldout200b/540,DA_d2_heldout200b,DA,540,add_parent5,True,5,1,True,True,Acute Oxalate Nephropathy,base,0.85,high,212ed791aa34c0abda3ef96b310d345da21b642154680028c57077b9cf45fa69,False,
DA_d2_heldout200b/540,DA_d2_heldout200b,DA,540,add_sibling5,True,5,1,True,True,Acute Oxalate Nephropathy,base,0.42,medium,62cedad4b27f6e502e84fb1f17df527b63499259d9f6e7b368fc98b4495afcb8,False,
DA_d2_heldout200b/540,DA_d2_heldout200b,DA,540,add_unrelated5,True,5,1,True,True,Acute Oxalate Nephropathy,base,0.75,high,45db4d4645541857b94b40e718c12d7b541b9e99fee08689f0f6cca5a07dc7ba,False,
DA_d2_heldout200b/540,DA_d2_heldout200b,DA,540,add_synonym5,True,5,1,True,True,Acute Oxalate Nephropathy,base,0.8,high,228c6f778c44b22f2ad9607e2fb4065ceb90d2c31035c8ffa3d9e7706411cdbc,False,
DA_d2_heldout200b/540,DA_d2_heldout200b,DA,540,add_component5,True,5,1,True,True,Acute Oxalate Nephropathy,base,0.75,high,53aafb13f7df6f35a8fdd9b098eb472e56292e1a599618e7323ed279e834ea4e,False,
DA_d2_heldout200b/540,DA_d2_heldout200b,DA,540,nested_width6,True,6,1,True,True,Acute Oxalate Nephropathy,base,0.8,high,fc5371ce1202ce155c15fa1b9e4681fcf96a7e6d9fbcf5a2fb152a9a6ea67b14,False,
DA_d2_heldout200b/540,DA_d2_heldout200b,DA,540,nested_width8,True,8,1,True,True,Acute Oxalate Nephropathy,base,0.7,high,77acfd401692c0e1e6c1e823aa7dd9db72d7270f09edc33278bc58dfbda6cd24,False,
DA_d2_heldout200b/548,DA_d2_heldout200b,DA,548,base4,True,4,3,False,False,Statin-induced rhabdomyolysis (leading to acute tubular necrosis),base,0.85,high,842d278f99a324247aebe705f17724570e9477500df1e246e65fa37dbf354424,False,
DA_d2_heldout200b/548,DA_d2_heldout200b,DA,548,remove_non_gold3,True,3,3,False,False,Statin-induced rhabdomyolysis (leading to acute tubular necrosis),base,0.85,high,fa57d2d8b1b64bfa19a82c6e3b77a8ca021c47a1b900bcb980b7134369495242,False,
DA_d2_heldout200b/548,DA_d2_heldout200b,DA,548,add_parent5,True,5,5,False,False,Statin-induced rhabdomyolysis (leading to acute tubular necrosis),base,0.9,high,a070f0bc700273f4cd3ec0a534c61282e8809c0e76b5d43999c8570f5bbb2ecf,False,
DA_d2_heldout200b/548,DA_d2_heldout200b,DA,548,add_sibling5,True,5,4,False,False,Statin-induced rhabdomyolysis (leading to acute tubular necrosis),base,0.75,high,506039102606caca38e30e877014b2d2db9ff8a55f7e434ad997093e8549790d,False,
DA_d2_heldout200b/548,DA_d2_heldout200b,DA,548,add_unrelated5,True,5,5,False,False,Statin-induced rhabdomyolysis (leading to acute tubular necrosis),base,0.75,medium,24948359bffdf1d1c5b2ec96bb4f7d25d6ec02a9c119c49c1e4f4ddd027c782e,False,
DA_d2_heldout200b/548,DA_d2_heldout200b,DA,548,add_synonym5,False,5,,False,False,,base,,,ccc3796b6869a399f588e3896d62df2197c150464cf6f884726a4f5e8adff383,False,ranking top two must equal champion/runner-up
DA_d2_heldout200b/548,DA_d2_heldout200b,DA,548,add_component5,True,5,4,False,False,Statin-induced rhabdomyolysis (leading to acute tubular necrosis),base,0.75,high,933f5ce93c5fe9ed153be89a14fce4699ab5dbfa2cd9dcdf70d8e198cc9a8072,False,
DA_d2_heldout200b/548,DA_d2_heldout200b,DA,548,nested_width6,True,6,4,False,False,Statin-induced rhabdomyolysis (leading to acute tubular necrosis),base,0.8,high,131955317a8ccc80b1597772b1c179802ba5616bdbd2bb2890b47b47143503b8,False,
DA_d2_heldout200b/548,DA_d2_heldout200b,DA,548,nested_width8,True,8,8,False,False,Statin-induced rhabdomyolysis (leading to acute tubular necrosis),base,0.9,high,5ca3680001f218565504ef433013c09082ec31667c79ae1d17dd368d45db259f,False,
DA_d2_heldout200b/563,DA_d2_heldout200b,DA,563,base4,True,4,1,True,True,Raoultella planticola bacteremia,base,0.7,high,310c6288932c980a892781c5ac9114d443056a20a443fd4a6b5498f65df28439,False,
DA_d2_heldout200b/563,DA_d2_heldout200b,DA,563,remove_non_gold3,True,3,1,True,True,Raoultella planticola bacteremia,base,0.75,medium,7ea94b11c5e295f75ffedf2192fad8e19d0fc55919369b1adcff3158a9ab0088,False,
DA_d2_heldout200b/563,DA_d2_heldout200b,DA,563,add_parent5,True,5,1,True,True,Raoultella planticola bacteremia,base,0.75,medium,ddfbd48cae359530e4ca433f97edbb0e71cbff38607f576cec944183d856e624,False,
DA_d2_heldout200b/563,DA_d2_heldout200b,DA,563,add_sibling5,True,5,4,False,False,Klebsiella pneumoniae sepsis,base,0.7,low,578f44f2b40960e52794aa5dcf10f6b46168b9ca7862dfab8b029a7f8f1e4c02,False,
DA_d2_heldout200b/563,DA_d2_heldout200b,DA,563,add_unrelated5,True,5,1,True,True,Raoultella planticola bacteremia,base,0.8,high,8ee62c3e587b2a73def1453e88c50eff40037606cbda86ab13f15b2b0c4dfa15,False,
DA_d2_heldout200b/563,DA_d2_heldout200b,DA,563,add_synonym5,True,5,1,True,True,Raoultella planticola bacteremia,base,0.9,low,61b703861117f838bfc0791fbb288ae766d2efe3a933dd19f06db85e2a761d1b,False,
DA_d2_heldout200b/563,DA_d2_heldout200b,DA,563,add_component5,True,5,1,True,True,Raoultella planticola bacteremia,base,0.85,high,494a55d39720460cf9d747c4a6cbe25bd064a3e9789e8af44ef0c7f04f74c113,False,
DA_d2_heldout200b/563,DA_d2_heldout200b,DA,563,nested_width6,True,6,1,True,True,Raoultella planticola bacteremia,base,0.85,high,78cee6da77292b9c9fa2a6b2a6cd0edcb9daa6333ee537f8c4957db1b1523770,False,
DA_d2_heldout200b/563,DA_d2_heldout200b,DA,563,nested_width8,True,8,7,False,False,Gram-negative bacterial sepsis (Enterobacteriaceae),base,0.3,low,b689f95a03288378cdb287d47fec25591458cc46a99258e20a55de6b730254d1,False,
DA_d2_heldout200b/569,DA_d2_heldout200b,DA,569,base4,True,4,2,False,False,COVID-19-associated cytokine storm with cardiac involvement,base,0.7,medium,ef56d17b1686ede93a0bc97781c3a576d3d7274d183931e7de9adc5b47c4817d,False,
DA_d2_heldout200b/569,DA_d2_heldout200b,DA,569,remove_non_gold3,True,3,1,True,True,COVID-19-induced inflammatory cardiac channelopathy with refractory ventricular fibrillation,base,0.7,high,5416c3137df4ef3fe615e761f009f2e3ca903275bbf213f5cc8e8740260b0d8f,False,
DA_d2_heldout200b/569,DA_d2_heldout200b,DA,569,add_parent5,True,5,4,False,False,COVID-19-associated cytokine storm with cardiac involvement,base,0.75,high,b9725c1aafff0837723ed95f4dcdae2765e88969b39fb9701998b686ed9c877c,False,
DA_d2_heldout200b/569,DA_d2_heldout200b,DA,569,add_sibling5,True,5,4,False,False,COVID-19-associated cytokine storm with cardiac involvement,base,0.55,medium,ba726b4463ef0f8cc26e74264cfec34e867013981119e2f546c69485b3f47831,False,
DA_d2_heldout200b/569,DA_d2_heldout200b,DA,569,add_unrelated5,True,5,2,False,False,COVID-19-associated cytokine storm with cardiac involvement,base,0.8,high,749ffa647219b3fbd03c66c27e3957fa79ab33013153e44a2c02ecb92b362d5e,False,
DA_d2_heldout200b/569,DA_d2_heldout200b,DA,569,add_synonym5,True,5,2,False,False,COVID-19-associated cytokine storm with cardiac involvement,base,0.55,medium,20649fd5e52e017d4b3d777a8e02c56740ac1d9a8eb361ba08449e327d582ec3,False,
DA_d2_heldout200b/569,DA_d2_heldout200b,DA,569,add_component5,True,5,3,False,False,COVID-19-associated cytokine storm with cardiac involvement,base,0.42,medium,e43d302ec16acaa573a6098161f07ce60c697ddc9289aedb4cb0573cf827008f,False,
DA_d2_heldout200b/569,DA_d2_heldout200b,DA,569,nested_width6,True,6,2,False,False,COVID-19-associated cytokine storm with cardiac involvement,base,0.6,medium,930fe47099a5b495c1727bae2b7854d7ba3cbb5b246ea9840af7c922e3d049a0,False,
DA_d2_heldout200b/569,DA_d2_heldout200b,DA,569,nested_width8,True,8,4,False,False,COVID-19-associated cytokine storm with cardiac involvement,base,0.6,high,89656802bb6524d76e385edb2e31e5b8a1531361c707b90887f3a06b357561ac,False,
DA_d2_heldout200b/573,DA_d2_heldout200b,DA,573,base4,True,4,3,False,False,B-cell Acute Lymphoblastic Leukemia (B-ALL) with Philadelphia chromosome,base,0.85,high,6b9f599704e6a44b05dbc223a8b9404f2e387b2289921cd11e171288b84886b8,False,
DA_d2_heldout200b/573,DA_d2_heldout200b,DA,573,remove_non_gold3,True,3,2,False,False,Philadelphia chromosome-positive acute lymphoblastic leukemia (ALL),base,0.7,medium,2f5f707dc6fcd52a1a43f18f3488acb15966a59ec930811eaf0353702bce85ae,False,
DA_d2_heldout200b/573,DA_d2_heldout200b,DA,573,add_parent5,True,5,3,False,False,Philadelphia chromosome-positive acute lymphoblastic leukemia (ALL),base,0.65,low,9c8783168e2b3755952ae2244d757a48dc1b06c01a9ae847fb903559f7a180de,False,
DA_d2_heldout200b/573,DA_d2_heldout200b,DA,573,add_sibling5,True,5,3,False,False,B-cell Acute Lymphoblastic Leukemia (B-ALL) with Philadelphia chromosome,base,0.55,medium,04eeaddee40f842beb809b5038d961be30d1c3b9e5ab6c551c1cf7e88e0854ee,False,
DA_d2_heldout200b/573,DA_d2_heldout200b,DA,573,add_unrelated5,True,5,3,False,False,B-cell Acute Lymphoblastic Leukemia (B-ALL) with Philadelphia chromosome,base,0.9,high,136a96d8ff8f3a1e3afe458d49c440c21c58e472160ad03d97243cf2a335440a,False,
DA_d2_heldout200b/573,DA_d2_heldout200b,DA,573,add_synonym5,True,5,3,False,False,B-cell Acute Lymphoblastic Leukemia (B-ALL) with Philadelphia chromosome,base,0.9,high,5da4dfffc72229e5aa061cf2fac92260b3ea79acb717d09562bca52ae86e4a69,False,
DA_d2_heldout200b/573,DA_d2_heldout200b,DA,573,add_component5,True,5,3,False,False,B-cell Acute Lymphoblastic Leukemia (B-ALL) with Philadelphia chromosome,base,0.95,low,0ecebb67f404b7a0538728a630de1ebf48858ad18a1891f5c16e525d4b77c886,False,
DA_d2_heldout200b/573,DA_d2_heldout200b,DA,573,nested_width6,True,6,4,False,False,B-cell Acute Lymphoblastic Leukemia (B-ALL) with Philadelphia chromosome,base,0.85,high,637cf9f26575b3896cc92b15da43d4ea3ff1e833c4e8152e7c421fe01b01d0d8,False,
DA_d2_heldout200b/573,DA_d2_heldout200b,DA,573,nested_width8,True,8,3,False,False,B-cell Acute Lymphoblastic Leukemia (B-ALL) with Philadelphia chromosome,base,0.8,high,4fbb453595137149f432158118445e8d8f651f52d6b26a96e7f6af2bb4931d47,False,
DA_d2_heldout200b/574,DA_d2_heldout200b,DA,574,base4,True,4,1,True,True,Mixed Langerhans cell histiocytosis (LCH) and Erdheim-Chester disease (ECD) with renovascular hypertension,base,0.7,high,70d05d7566ee3936b29b0fc232ead751594c55e1de4653121e4f69d1ca23a75d,False,
DA_d2_heldout200b/574,DA_d2_heldout200b,DA,574,remove_non_gold3,True,3,1,True,True,Mixed Langerhans cell histiocytosis (LCH) and Erdheim-Chester disease (ECD) with renovascular hypertension,base,0.7,high,b562c28cbf6969557ba5650638314f1a7d19bb1bc912e803030a4c0d42175c2e,False,
DA_d2_heldout200b/574,DA_d2_heldout200b,DA,574,add_parent5,True,5,1,True,True,Mixed Langerhans cell histiocytosis (LCH) and Erdheim-Chester disease (ECD) with renovascular hypertension,base,0.7,high,661c5d5a751a3426eb1637342af021f8a683ea505f379cbc1403776459bbc3b7,False,
DA_d2_heldout200b/574,DA_d2_heldout200b,DA,574,add_sibling5,True,5,2,False,False,Erdheim-Chester Disease,base,0.8,high,121c79fbb86f2cf901d252bf855b1381919a5b622d582e7df4bfcb249504e2d6,False,
DA_d2_heldout200b/574,DA_d2_heldout200b,DA,574,add_unrelated5,True,5,1,True,True,Mixed Langerhans cell histiocytosis (LCH) and Erdheim-Chester disease (ECD) with renovascular hypertension,base,0.75,high,52244d1419e6551618154643a5a1ca0ca63273623b9d777a1084d0dc0dfc6d9e,False,
DA_d2_heldout200b/574,DA_d2_heldout200b,DA,574,add_synonym5,True,5,1,True,True,Mixed Langerhans cell histiocytosis (LCH) and Erdheim-Chester disease (ECD) with renovascular hypertension,base,0.8,high,b2e8ca9ecbbc90f29ca551ab86c3c3fea2530e9a8f42ee8088d50ccbd145bdcf,False,
DA_d2_heldout200b/574,DA_d2_heldout200b,DA,574,add_component5,True,5,1,True,True,Mixed Langerhans cell histiocytosis (LCH) and Erdheim-Chester disease (ECD) with renovascular hypertension,base,0.75,high,ae502edcb74e73b3830bd2e5daade24b1911a6b9883e3b05ac85eb8e3fbb203e,False,
DA_d2_heldout200b/574,DA_d2_heldout200b,DA,574,nested_width6,True,6,3,False,False,Erdheim-Chester disease with renovascular hypertension,width_distractor,0.7,high,e5a1f1c8d2da2ec1d40adcc805709284312b3cfebe3832e04eb94f1181c43b76,False,
DA_d2_heldout200b/574,DA_d2_heldout200b,DA,574,nested_width8,True,8,3,False,False,Erdheim-Chester disease with renovascular hypertension,width_distractor,0.6,high,b4f9aa7fb2660a4eac54b0cb87a76c47b5f5fc1aa3d835ac908c6f81822e201f,False,
DA_d2_heldout200b/582,DA_d2_heldout200b,DA,582,base4,True,4,1,True,True,Extrahepatic cholangiocarcinoma with paraneoplastic myositis,base,0.8,high,492a4faaa173995a3f40b8b892c678f066574c9681f897fb574af38b550be133,False,
DA_d2_heldout200b/582,DA_d2_heldout200b,DA,582,remove_non_gold3,True,3,1,True,True,Extrahepatic cholangiocarcinoma with paraneoplastic myositis,base,0.7,high,e5845a14ad5bb081737aa79e59802acd548b6303a7c43cf05ce21c8428dc8a9b,False,
DA_d2_heldout200b/582,DA_d2_heldout200b,DA,582,add_parent5,False,4,,False,False,,base,,,e2ed931f2258491faa4e0fe509c137847c1b350352e0b0151c6b5883076ef363,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/582
DA_d2_heldout200b/582,DA_d2_heldout200b,DA,582,add_sibling5,False,4,,False,False,,base,,,e2ed931f2258491faa4e0fe509c137847c1b350352e0b0151c6b5883076ef363,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/582
DA_d2_heldout200b/582,DA_d2_heldout200b,DA,582,add_unrelated5,False,4,,False,False,,base,,,e2ed931f2258491faa4e0fe509c137847c1b350352e0b0151c6b5883076ef363,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/582
DA_d2_heldout200b/582,DA_d2_heldout200b,DA,582,add_synonym5,False,4,,False,False,,base,,,e2ed931f2258491faa4e0fe509c137847c1b350352e0b0151c6b5883076ef363,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/582
DA_d2_heldout200b/582,DA_d2_heldout200b,DA,582,add_component5,False,4,,False,False,,base,,,e2ed931f2258491faa4e0fe509c137847c1b350352e0b0151c6b5883076ef363,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/582
DA_d2_heldout200b/582,DA_d2_heldout200b,DA,582,nested_width6,False,4,,False,False,,base,,,e2ed931f2258491faa4e0fe509c137847c1b350352e0b0151c6b5883076ef363,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/582
DA_d2_heldout200b/582,DA_d2_heldout200b,DA,582,nested_width8,False,4,,False,False,,base,,,e2ed931f2258491faa4e0fe509c137847c1b350352e0b0151c6b5883076ef363,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/582
DA_d2_heldout200b/583,DA_d2_heldout200b,DA,583,base4,True,4,1,True,True,Surfer's Myelopathy,base,0.75,high,a4d4ecf0f10ff778c1ca7409021d5f2a1f4097d9ee9fa97a646966d72dda6321,False,
DA_d2_heldout200b/583,DA_d2_heldout200b,DA,583,remove_non_gold3,True,3,3,False,False,Fibrocartilaginous embolism,base,0.6,medium,e74018877a1acc83afc5c8408a48b6d62706f4abcf6e88544311ae25638db2c5,False,
DA_d2_heldout200b/583,DA_d2_heldout200b,DA,583,add_parent5,True,5,1,True,True,Surfer's Myelopathy,base,0.85,high,c8427ae0be4fe82e3fbadb9aef5aba54e1acca844a1f86e8d8c9fd0cff866f93,False,
DA_d2_heldout200b/583,DA_d2_heldout200b,DA,583,add_sibling5,True,5,1,True,True,Surfer's Myelopathy,base,0.55,medium,cfc0082e86cc0f169a0e11d4ac4e790eb786135c381e9df1841d0b6739cb7bfb,False,
DA_d2_heldout200b/583,DA_d2_heldout200b,DA,583,add_unrelated5,True,5,1,True,True,Surfer's Myelopathy,base,0.9,high,03f03f24568f710a43b65a4dff1a22431b6187ab7ca1f2d081ed9a1e9159261e,False,
DA_d2_heldout200b/583,DA_d2_heldout200b,DA,583,add_synonym5,True,5,1,True,True,Surfer's Myelopathy,base,0.85,high,47187ef0bebfad554c2c3677cbec2582d08e48a933a4bc9c5331d395a4a15dac,False,
DA_d2_heldout200b/583,DA_d2_heldout200b,DA,583,add_component5,True,5,1,True,True,Surfer's Myelopathy,base,0.45,medium,6422dbc251f6c046a13225d7847e1ee20b91816af074d7907238e75b989b157f,False,
DA_d2_heldout200b/583,DA_d2_heldout200b,DA,583,nested_width6,True,6,1,True,True,Surfer's Myelopathy,base,0.85,high,d8e1f8811540fd8aabe1c42f59a28616b45511494ba9919ba585208fef4e7187,False,
DA_d2_heldout200b/583,DA_d2_heldout200b,DA,583,nested_width8,True,8,1,True,True,Surfer's Myelopathy,base,0.95,high,31a483564412aa554f03b2c60777fffb242c090e07605170f5f2651f93ce0ab8,False,
DA_d2_heldout200b/586,DA_d2_heldout200b,DA,586,base4,True,4,2,False,False,Rifampin-induced immune hemolytic anemia with hemoglobin-mediated acute tubular injury,base,0.96,high,234e51865d708e4b9207a4160cfcb2877483a4772cdc68fd6488d7f8d893f073,False,
DA_d2_heldout200b/586,DA_d2_heldout200b,DA,586,remove_non_gold3,True,3,1,True,True,Rifampin-induced acute renal failure due to heme pigment-related injury,base,0.8,high,476470da05f110ca6b5147532f5064ff7e46859c987b6d0757af1ab48a2f727c,False,
DA_d2_heldout200b/586,DA_d2_heldout200b,DA,586,add_parent5,False,4,,False,False,,base,,,234e51865d708e4b9207a4160cfcb2877483a4772cdc68fd6488d7f8d893f073,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/586
DA_d2_heldout200b/586,DA_d2_heldout200b,DA,586,add_sibling5,False,4,,False,False,,base,,,234e51865d708e4b9207a4160cfcb2877483a4772cdc68fd6488d7f8d893f073,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/586
DA_d2_heldout200b/586,DA_d2_heldout200b,DA,586,add_unrelated5,False,4,,False,False,,base,,,234e51865d708e4b9207a4160cfcb2877483a4772cdc68fd6488d7f8d893f073,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/586
DA_d2_heldout200b/586,DA_d2_heldout200b,DA,586,add_synonym5,False,4,,False,False,,base,,,234e51865d708e4b9207a4160cfcb2877483a4772cdc68fd6488d7f8d893f073,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/586
DA_d2_heldout200b/586,DA_d2_heldout200b,DA,586,add_component5,False,4,,False,False,,base,,,234e51865d708e4b9207a4160cfcb2877483a4772cdc68fd6488d7f8d893f073,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/586
DA_d2_heldout200b/586,DA_d2_heldout200b,DA,586,nested_width6,False,4,,False,False,,base,,,234e51865d708e4b9207a4160cfcb2877483a4772cdc68fd6488d7f8d893f073,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/586
DA_d2_heldout200b/586,DA_d2_heldout200b,DA,586,nested_width8,False,4,,False,False,,base,,,234e51865d708e4b9207a4160cfcb2877483a4772cdc68fd6488d7f8d893f073,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/586
DA_d2_heldout200b/589,DA_d2_heldout200b,DA,589,base4,True,4,3,False,False,Spontaneous bacterial empyema,base,0.8,high,d0c56875caa23918de1892cb3a06b9ad12abd92479475e2d8b73c8e18a74e937,False,
DA_d2_heldout200b/589,DA_d2_heldout200b,DA,589,remove_non_gold3,True,3,1,True,True,Edwardsiella tarda infection with empyema,base,0.7,medium,f16441e75a77f41819909a269f550aded68779891fb8ae36d8f0ba17639fdc41,False,
DA_d2_heldout200b/589,DA_d2_heldout200b,DA,589,add_parent5,True,5,3,False,False,Spontaneous bacterial empyema,base,0.35,medium,7f4fd1122a27673d735d52117c58fb40f4bf86057ef68e9b480d16129962ac43,False,
DA_d2_heldout200b/589,DA_d2_heldout200b,DA,589,add_sibling5,True,5,2,False,False,Vibrio vulnificus empyema,sibling,0.45,medium,389028a800c041cb680f0797ea0493092c8e115d90ffaf0d8b6892df35a9e177,False,
DA_d2_heldout200b/589,DA_d2_heldout200b,DA,589,add_unrelated5,True,5,1,True,True,Edwardsiella tarda infection with empyema,base,0.85,high,e5170377622dd117413a62e38ff01d41522818d674c190f7e76be500d682fa8c,False,
DA_d2_heldout200b/589,DA_d2_heldout200b,DA,589,add_synonym5,True,5,1,True,True,Edwardsiella tarda infection with empyema,base,0.85,high,074a0685842371c30fc677d29e0fa89272a9050d2dfe68e509f63b5b9a9c08c6,False,
DA_d2_heldout200b/589,DA_d2_heldout200b,DA,589,add_component5,True,5,1,True,True,Edwardsiella tarda infection with empyema,base,0.55,medium,497ceb39cc1ce9476d3be501da699d6d2c11b1341d285f63d67966bfc39a1976,False,
DA_d2_heldout200b/589,DA_d2_heldout200b,DA,589,nested_width6,True,6,2,False,False,Aeromonas hydrophila empyema,width_distractor,0.45,medium,6e470d19eaaf35d98872fc76d15afc1df8e394109ba818a5aadee60df9313242,False,
DA_d2_heldout200b/589,DA_d2_heldout200b,DA,589,nested_width8,True,8,3,False,False,Aeromonas hydrophila empyema,width_distractor,0.42,medium,07833629b4231ddb598a3f3b403c54cdbcc98fb3296f69921aacd20cda154bbe,False,
DA_d2_heldout200b/591,DA_d2_heldout200b,DA,591,base4,True,4,1,True,True,Recurrent plaque erosion presenting as Non-ST-segment elevation myocardial infarction (NSTEMI),base,0.8,high,40cf92dd21490e8acf1699815eceae5d53dd4a0c329264362c78fb40433acd29,False,
DA_d2_heldout200b/591,DA_d2_heldout200b,DA,591,remove_non_gold3,True,3,1,True,True,Recurrent plaque erosion presenting as Non-ST-segment elevation myocardial infarction (NSTEMI),base,0.75,medium,c6ba418f67e395499afdabd3298d3c2f7a67d2203238f22a5a2b70e37afe92fc,False,
DA_d2_heldout200b/591,DA_d2_heldout200b,DA,591,add_parent5,True,5,1,True,True,Recurrent plaque erosion presenting as Non-ST-segment elevation myocardial infarction (NSTEMI),base,0.6,medium,06879c75b4428780c7d1583d2aa6b939dba98a99df2b4560cc7966f7de71c1e9,False,
DA_d2_heldout200b/591,DA_d2_heldout200b,DA,591,add_sibling5,True,5,1,True,True,Recurrent plaque erosion presenting as Non-ST-segment elevation myocardial infarction (NSTEMI),base,0.45,medium,6bcf46137dd0804b0d47d0be829565ecdb537d34e7d55f0fbc295f2c976aa70e,False,
DA_d2_heldout200b/591,DA_d2_heldout200b,DA,591,add_unrelated5,True,5,1,True,True,Recurrent plaque erosion presenting as Non-ST-segment elevation myocardial infarction (NSTEMI),base,0.8,high,68e894fe065b253d2936391862619b5d5e7ac2ba9cbe5da06781cacf541e28b3,False,
DA_d2_heldout200b/591,DA_d2_heldout200b,DA,591,add_synonym5,True,5,1,True,True,Recurrent plaque erosion presenting as Non-ST-segment elevation myocardial infarction (NSTEMI),base,0.7,medium,241c44319b6cb900446c97b54811953ad4d1cbaf9b1b26c42a2c36bcabec65d6,False,
DA_d2_heldout200b/591,DA_d2_heldout200b,DA,591,add_component5,True,5,1,True,True,Recurrent plaque erosion presenting as Non-ST-segment elevation myocardial infarction (NSTEMI),base,0.75,high,cef2b297dfc8f691277f11684760f56a7fe5279021453538766dc147536a225e,False,
DA_d2_heldout200b/591,DA_d2_heldout200b,DA,591,nested_width6,True,6,1,True,True,Recurrent plaque erosion presenting as Non-ST-segment elevation myocardial infarction (NSTEMI),base,0.85,high,dc7b92921a2ca3308d30b9e04440a1428f92e1e9a87a8c8abe4107d17746b252,False,
DA_d2_heldout200b/591,DA_d2_heldout200b,DA,591,nested_width8,True,8,3,False,False,Coronary artery embolism presenting as Non-ST-elevation myocardial infarction,width_distractor,0.45,low,df8d7e82279a257233b5642c0c220c670c3c36dc5f3bc1e8f9d167b5a7eab318,False,
DA_d2_heldout200b/593,DA_d2_heldout200b,DA,593,base4,True,4,4,False,False,Malignant pleural effusion,base,0.55,medium,461cdf8e2dc20a24837a040e595451c6cba361fefa8edbc5e6242bb4ef36a52d,False,
DA_d2_heldout200b/593,DA_d2_heldout200b,DA,593,remove_non_gold3,True,3,3,False,False,Malignant pleural effusion,base,0.85,high,b21a47ea9afa7aa77755f210c1ca4825946f090a1f727d340c19e066eaece33c,False,
DA_d2_heldout200b/593,DA_d2_heldout200b,DA,593,add_parent5,False,4,,False,False,,base,,,308775de599d9a5daa9cbe9c1db2a96c0e3c1f4f6a1bf438255d8ea48019bb0d,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/593
DA_d2_heldout200b/593,DA_d2_heldout200b,DA,593,add_sibling5,False,4,,False,False,,base,,,308775de599d9a5daa9cbe9c1db2a96c0e3c1f4f6a1bf438255d8ea48019bb0d,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/593
DA_d2_heldout200b/593,DA_d2_heldout200b,DA,593,add_unrelated5,False,4,,False,False,,base,,,308775de599d9a5daa9cbe9c1db2a96c0e3c1f4f6a1bf438255d8ea48019bb0d,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/593
DA_d2_heldout200b/593,DA_d2_heldout200b,DA,593,add_synonym5,False,4,,False,False,,base,,,308775de599d9a5daa9cbe9c1db2a96c0e3c1f4f6a1bf438255d8ea48019bb0d,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/593
DA_d2_heldout200b/593,DA_d2_heldout200b,DA,593,add_component5,False,4,,False,False,,base,,,308775de599d9a5daa9cbe9c1db2a96c0e3c1f4f6a1bf438255d8ea48019bb0d,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/593
DA_d2_heldout200b/593,DA_d2_heldout200b,DA,593,nested_width6,False,4,,False,False,,base,,,308775de599d9a5daa9cbe9c1db2a96c0e3c1f4f6a1bf438255d8ea48019bb0d,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout200b/593
