arm,case_id,replicate,option_letter,is_gold,option_text,auto_leaf_id,auto_leaf_label,auto_rank,corrected_leaf_id,corrected_leaf_label,corrected_rank,binding_verdict,changed,binding_rationale
ALL_B_b1,mxh036,3,J,False,Niemann-Pick disease type A,B3.2,Niemann-Pick Disease,3,B3.2,Niemann-Pick Disease,3,correct,False,
ALL_B_b1,mxh045,1,A,False,Hirschsprung disease,B2.3,Hirschsprung Disease,,B2.3,Hirschsprung Disease,,correct,False,
ALL_B_b1,mxh045,1,B,False,Intestinal lymphoma,,,,,,,correct,False,
ALL_B_b1,mxh045,1,C,False,Superior mesenteric artery syndrome,,,,,,,correct,False,
ALL_B_b1,mxh045,1,D,False,Chronic intestinal pseudo-obstruction,B2.2,Intestinal Pseudo-Obstruction,,B2.2,Intestinal Pseudo-Obstruction,,correct,False,
ALL_B_b1,mxh045,1,E,False,Volvulus,B1.3,Volvulus or Intussusception,,B1.3,Volvulus or Intussusception,,correct,False,
ALL_B_b1,mxh045,1,F,True,Malrotation of the gut,,,,,,,correct,False,
ALL_B_b1,mxh045,1,G,False,Pyloric stenosis,,,,,,,correct,False,
ALL_B_b1,mxh045,1,H,False,Intussusception,B1.3,Volvulus or Intussusception,,B1.3,Volvulus or Intussusception,,correct,False,
ALL_B_b1,mxh045,1,I,False,Meckel diverticulum,,,,,,,correct,False,
ALL_B_b1,mxh045,1,J,False,Duodenal web,,,,,,,correct,False,
ALL_B_b1,mxh045,2,A,False,Hirschsprung disease,,,,,,,correct,False,
ALL_B_b1,mxh045,2,B,False,Intestinal lymphoma,,,,,,,correct,False,
ALL_B_b1,mxh045,2,C,False,Superior mesenteric artery syndrome,,,,,,,correct,False,
ALL_B_b1,mxh045,2,D,False,Chronic intestinal pseudo-obstruction,,,,,,,correct,False,
ALL_B_b1,mxh045,2,E,False,Volvulus,B1.3,Volvulus or Intussusception,,B1.3,Volvulus or Intussusception,,correct,False,
ALL_B_b1,mxh045,2,F,True,Malrotation of the gut,,,,,,,correct,False,
ALL_B_b1,mxh045,2,G,False,Pyloric stenosis,,,,,,,correct,False,
ALL_B_b1,mxh045,2,H,False,Intussusception,B1.3,Volvulus or Intussusception,,B1.3,Volvulus or Intussusception,,correct,False,
ALL_B_b1,mxh045,2,I,False,Meckel diverticulum,,,,,,,correct,False,
ALL_B_b1,mxh045,2,J,False,Duodenal web,,,,,,,correct,False,
ALL_B_b1,mxh045,3,A,False,Hirschsprung disease,B2.3,Hirschsprung Disease,,B2.3,Hirschsprung Disease,,correct,False,
ALL_B_b1,mxh045,3,B,False,Intestinal lymphoma,,,,,,,correct,False,
ALL_B_b1,mxh045,3,C,False,Superior mesenteric artery syndrome,,,,,,,correct,False,
ALL_B_b1,mxh045,3,D,False,Chronic intestinal pseudo-obstruction,B2.2,Intestinal Pseudo-Obstruction,,B2.2,Intestinal Pseudo-Obstruction,,correct,False,
ALL_B_b1,mxh045,3,E,False,Volvulus,B1.3,Volvulus or Intussusception,,B1.3,Volvulus or Intussusception,,correct,False,
ALL_B_b1,mxh045,3,F,True,Malrotation of the gut,,,,,,,correct,False,
ALL_B_b1,mxh045,3,G,False,Pyloric stenosis,,,,,,,correct,False,
ALL_B_b1,mxh045,3,H,False,Intussusception,B1.3,Volvulus or Intussusception,,B1.3,Volvulus or Intussusception,,correct,False,
ALL_B_b1,mxh045,3,I,False,Meckel diverticulum,,,,,,,correct,False,
ALL_B_b1,mxh045,3,J,False,Duodenal web,,,,,,,correct,False,
ALL_B_b1,mxh046,1,A,False,Fibrillin 1 deficiency,,,,,,,correct,False,
ALL_B_b1,mxh046,1,B,False,Procollagen peptidase deficiency,,,,,,,correct,False,
ALL_B_b1,mxh046,1,C,False,Type I collagen mutation,,,,,,,correct,False,
ALL_B_b1,mxh046,1,D,False,Deficiency of pyridoxine-dependent enzymes,,,,,,,correct,False,
ALL_B_b1,mxh046,1,E,False,"Alpha-1,4-glucosidase deficiency",,,,,,,correct,False,
ALL_B_b1,mxh046,1,F,False,Mutation in the FGFR3 gene,,,,,,,correct,False,
ALL_B_b1,mxh046,1,G,False,Type V collagen deficiency,,,,,,,correct,False,
ALL_B_b1,mxh046,1,H,False,Lysyl hydroxylase deficiency,B4.1,Lysyl Hydroxylase Deficiency,,B4.1,Lysyl Hydroxylase Deficiency,,correct,False,
ALL_B_b1,mxh046,1,I,False,Homogentisic acid oxidase deficiency,,,,,,,correct,False,
ALL_B_b1,mxh046,1,J,True,Cystathionine synthase deficiency,B4.2,Cystathionine Synthase Deficiency,1,B4.2,Cystathionine Synthase Deficiency,1,correct,False,
ALL_B_b1,mxh046,2,A,False,Fibrillin 1 deficiency,,,,,,,correct,False,
ALL_B_b1,mxh046,2,B,False,Procollagen peptidase deficiency,,,,,,,correct,False,
ALL_B_b1,mxh046,2,C,False,Type I collagen mutation,,,,,,,correct,False,
ALL_B_b1,mxh046,2,D,False,Deficiency of pyridoxine-dependent enzymes,,,,,,,correct,False,
ALL_B_b1,mxh046,2,E,False,"Alpha-1,4-glucosidase deficiency",,,,,,,correct,False,
ALL_B_b1,mxh046,2,F,False,Mutation in the FGFR3 gene,,,,,,,correct,False,
ALL_B_b1,mxh046,2,G,False,Type V collagen deficiency,,,,,,,correct,False,
ALL_B_b1,mxh046,2,H,False,Lysyl hydroxylase deficiency,,,,,,,correct,False,
ALL_B_b1,mxh046,2,I,False,Homogentisic acid oxidase deficiency,,,,,,,correct,False,
ALL_B_b1,mxh046,2,J,True,Cystathionine synthase deficiency,B1.2,Homocystinuria,,B1.2,Homocystinuria,,correct,False,
ALL_B_b1,mxh046,3,A,False,Fibrillin 1 deficiency,,,,,,,correct,False,
ALL_B_b1,mxh046,3,B,False,Procollagen peptidase deficiency,,,,,,,correct,False,
ALL_B_b1,mxh046,3,C,False,Type I collagen mutation,,,,,,,correct,False,
ALL_B_b1,mxh046,3,D,False,Deficiency of pyridoxine-dependent enzymes,,,,,,,correct,False,
ALL_B_b1,mxh046,3,E,False,"Alpha-1,4-glucosidase deficiency",,,,,,,correct,False,
ALL_B_b1,mxh046,3,F,False,Mutation in the FGFR3 gene,,,,,,,correct,False,
ALL_B_b1,mxh046,3,G,False,Type V collagen deficiency,,,,,,,correct,False,
ALL_B_b1,mxh046,3,H,False,Lysyl hydroxylase deficiency,,,,,,,correct,False,
ALL_B_b1,mxh046,3,I,False,Homogentisic acid oxidase deficiency,,,,,,,correct,False,
ALL_B_b1,mxh046,3,J,True,Cystathionine synthase deficiency,B1.2,Homocystinuria,,B1.2,Homocystinuria,,correct,False,
ALL_B_b1,mxh055,1,A,False,Anticholinergic toxicity,B1.1,Anticholinergic Toxicity,,B1.1,Anticholinergic Toxicity,,correct,False,
ALL_B_b1,mxh055,1,B,True,Exertional heat stroke,B4.1,Exertional Heat Stroke,2,B4.1,Exertional Heat Stroke,2,correct,False,
ALL_B_b1,mxh055,1,C,False,Malignant hyperthermia,,,,,,,correct,False,
ALL_B_b1,mxh055,1,D,False,Neuroleptic malignant syndrome,B1.2,Neuroleptic Malignant Syndrome,1,B1.2,Neuroleptic Malignant Syndrome,1,correct,False,
ALL_B_b1,mxh055,1,E,False,Central nervous system infection,B2.1,Central Nervous System Infection,4,B2.1,Central Nervous System Infection,4,correct,False,
ALL_B_b1,mxh055,1,F,False,Drug-induced hyperthermia,,,,,,,correct,False,
ALL_B_b1,mxh055,1,G,False,Septic shock,,,,,,,correct,False,
ALL_B_b1,mxh055,1,H,False,Nonexertional heat stroke,B4.1,Exertional Heat Stroke,2,B4.1,Exertional Heat Stroke,2,correct,False,
ALL_B_b1,mxh055,1,I,False,Thyroid storm,B5.1,Thyroid Storm,5,B5.1,Thyroid Storm,5,correct,False,
ALL_B_b1,mxh055,1,J,False,Status epilepticus,B3.1,Status Epilepticus,,B3.1,Status Epilepticus,,correct,False,
ALL_B_b1,mxh055,2,A,False,Anticholinergic toxicity,B1.2,Anticholinergic Toxicity,,B1.2,Anticholinergic Toxicity,,correct,False,
ALL_B_b1,mxh055,2,B,True,Exertional heat stroke,B4.1,Exertional Heat Stroke,2,B4.1,Exertional Heat Stroke,2,correct,False,
ALL_B_b1,mxh055,2,C,False,Malignant hyperthermia,,,,,,,correct,False,
ALL_B_b1,mxh055,2,D,False,Neuroleptic malignant syndrome,B1.1,Neuroleptic Malignant Syndrome,1,B1.1,Neuroleptic Malignant Syndrome,1,correct,False,
ALL_B_b1,mxh055,2,E,False,Central nervous system infection,B3.2,Central Nervous System Infection,3,B3.2,Central Nervous System Infection,3,correct,False,
ALL_B_b1,mxh055,2,F,False,Drug-induced hyperthermia,,,,,,,correct,False,
ALL_B_b1,mxh055,2,G,False,Septic shock,,,,,,,correct,False,
ALL_B_b1,mxh055,2,H,False,Nonexertional heat stroke,B4.1,Exertional Heat Stroke,2,B4.1,Exertional Heat Stroke,2,correct,False,
ALL_B_b1,mxh055,2,I,False,Thyroid storm,B5.1,Thyroid Storm,5,B5.1,Thyroid Storm,5,correct,False,
ALL_B_b1,mxh055,2,J,False,Status epilepticus,B3.1,Status Epilepticus,,B3.1,Status Epilepticus,,correct,False,
ALL_B_b1,mxh055,3,A,False,Anticholinergic toxicity,B1.1,Anticholinergic Toxicity,,B1.1,Anticholinergic Toxicity,,correct,False,
ALL_B_b1,mxh055,3,B,True,Exertional heat stroke,B4.1,Exertional Heat Stroke,2,B4.1,Exertional Heat Stroke,2,correct,False,
ALL_B_b1,mxh055,3,C,False,Malignant hyperthermia,B1.5,malignant hyperthermia,,B1.5,malignant hyperthermia,,correct,False,
ALL_B_b1,mxh055,3,D,False,Neuroleptic malignant syndrome,B1.2,Neuroleptic Malignant Syndrome,1,B1.2,Neuroleptic Malignant Syndrome,1,correct,False,
ALL_B_b1,mxh055,3,E,False,Central nervous system infection,B3.2,Central Nervous System Infection,3,B3.2,Central Nervous System Infection,3,correct,False,
ALL_B_b1,mxh055,3,F,False,Drug-induced hyperthermia,,,,,,,correct,False,
ALL_B_b1,mxh055,3,G,False,Septic shock,,,,,,,correct,False,
ALL_B_b1,mxh055,3,H,False,Nonexertional heat stroke,B4.1,Exertional Heat Stroke,2,B4.1,Exertional Heat Stroke,2,correct,False,
ALL_B_b1,mxh055,3,I,False,Thyroid storm,B5.1,Thyroid Storm,4,B5.1,Thyroid Storm,4,correct,False,
ALL_B_b1,mxh055,3,J,False,Status epilepticus,B3.1,Status Epilepticus,,B3.1,Status Epilepticus,,correct,False,
ALL_B_b1,mxh068,1,A,False,Group A Streptococcus,,,,,,,correct,False,
ALL_B_b1,mxh068,1,B,False,Parainfluenza virus type 1,B1.3,Parainfluenza Virus Type 1 Infection,,B1.3,Parainfluenza Virus Type 1 Infection,,correct,False,
ALL_B_b1,mxh068,1,C,False,Haemophilus influenzae type b,B2.2,Haemophilus influenzae Type b Infection,,B2.2,Haemophilus influenzae Type b Infection,,correct,False,
ALL_B_b1,mxh068,1,D,False,Mycoplasma pneumoniae,B2.3,Mycoplasma pneumoniae Infection,,B2.3,Mycoplasma pneumoniae Infection,,correct,False,
ALL_B_b1,mxh068,1,E,True,Staphylococcus aureus,,,,,,,correct,False,
ALL_B_b1,mxh068,1,F,False,Adenovirus,B1.4,Adenovirus Infection,,B1.4,Adenovirus Infection,,correct,False,
ALL_B_b1,mxh068,1,G,False,Influenza A virus,B1.1,Influenza A Virus Infection,,B1.1,Influenza A Virus Infection,,correct,False,
ALL_B_b1,mxh068,1,H,False,Respiratory syncytial virus,B1.2,Respiratory Syncytial Virus Infection,,B1.2,Respiratory Syncytial Virus Infection,,correct,False,
ALL_B_b1,mxh068,1,I,False,Epstein-Barr virus,,,,,,,correct,False,
ALL_B_b1,mxh068,1,J,False,Corynebacterium diphtheriae,,,,,,,correct,False,
ALL_B_b1,mxh068,2,A,False,Group A Streptococcus,,,,,,,correct,False,
ALL_B_b1,mxh068,2,B,False,Parainfluenza virus type 1,B1.3,Parainfluenza Virus Type 1 Infection,,B1.3,Parainfluenza Virus Type 1 Infection,,correct,False,
ALL_B_b1,mxh068,2,C,False,Haemophilus influenzae type b,B2.2,Haemophilus influenzae Type b Infection,,B2.2,Haemophilus influenzae Type b Infection,,correct,False,
ALL_B_b1,mxh068,2,D,False,Mycoplasma pneumoniae,,,,,,,correct,False,
ALL_B_b1,mxh068,2,E,True,Staphylococcus aureus,,,,,,,correct,False,
ALL_B_b1,mxh068,2,F,False,Adenovirus,B1.4,Adenovirus Infection,,B1.4,Adenovirus Infection,,correct,False,
ALL_B_b1,mxh068,2,G,False,Influenza A virus,B1.1,Influenza A Virus Infection,,B1.1,Influenza A Virus Infection,,correct,False,
ALL_B_b1,mxh068,2,H,False,Respiratory syncytial virus,B1.2,Respiratory Syncytial Virus Infection,,B1.2,Respiratory Syncytial Virus Infection,,correct,False,
ALL_B_b1,mxh068,2,I,False,Epstein-Barr virus,,,,,,,correct,False,
ALL_B_b1,mxh068,2,J,False,Corynebacterium diphtheriae,,,,,,,correct,False,
ALL_B_b1,mxh068,3,A,False,Group A Streptococcus,,,,,,,correct,False,
ALL_B_b1,mxh068,3,B,False,Parainfluenza virus type 1,B1.1,Influenza,,B1.1,Influenza,,correct,False,
ALL_B_b1,mxh068,3,C,False,Haemophilus influenzae type b,B2.2,Haemophilus influenzae Type b (Hib) Infection,,B2.2,Haemophilus influenzae Type b (Hib) Infection,,correct,False,
ALL_B_b1,mxh068,3,D,False,Mycoplasma pneumoniae,,,,,,,correct,False,
ALL_B_b1,mxh068,3,E,True,Staphylococcus aureus,,,,,,,correct,False,
ALL_B_b1,mxh068,3,F,False,Adenovirus,B1.4,Adenovirus Infection,,B1.4,Adenovirus Infection,,correct,False,
ALL_B_b1,mxh068,3,G,False,Influenza A virus,B1.1,Influenza,,B1.1,Influenza,,correct,False,
ALL_B_b1,mxh068,3,H,False,Respiratory syncytial virus,B1.2,Respiratory Syncytial Virus (RSV) Infection,,B1.2,Respiratory Syncytial Virus (RSV) Infection,,correct,False,
ALL_B_b1,mxh068,3,I,False,Epstein-Barr virus,,,,,,,correct,False,
ALL_B_b1,mxh068,3,J,False,Corynebacterium diphtheriae,,,,,,,correct,False,
ALL_B_b1,mxh075,1,A,False,Tetralogy of Fallot,B3.4,Tetralogy of Fallot,4,B3.4,Tetralogy of Fallot,4,correct,False,
ALL_B_b1,mxh075,1,B,False,Patent ductus arteriosus,,,,,,,correct,False,
ALL_B_b1,mxh075,1,C,False,Double outlet right ventricle,,,,,,,correct,False,
ALL_B_b1,mxh075,1,D,False,Hypoplastic left heart syndrome,B1.1,Hypoplastic Left Heart Syndrome,1,B1.1,Hypoplastic Left Heart Syndrome,1,correct,False,
ALL_B_b1,mxh075,1,E,False,Ebstein anomaly,B3.3,Ebstein Anomaly,,B3.3,Ebstein Anomaly,,correct,False,
ALL_B_b1,mxh075,1,F,False,Total anomalous pulmonary venous connection,B4.1,Total Anomalous Pulmonary Venous Connection,,B4.1,Total Anomalous Pulmonary Venous Connection,,correct,False,
ALL_B_b1,mxh075,1,G,False,Tricuspid atresia,B3.2,Tricuspid Atresia,,B3.2,Tricuspid Atresia,,correct,False,
ALL_B_b1,mxh075,1,H,False,Transposition of the great arteries,B4.3,Transposition of the Great Arteries,,B4.3,Transposition of the Great Arteries,,correct,False,
ALL_B_b1,mxh075,1,I,False,Atrioventricular septal defect,B2.1,Ventricular Septal Defect,3,B2.1,Ventricular Septal Defect,3,correct,False,
ALL_B_b1,mxh075,1,J,True,Truncus arteriosus,B4.2,Truncus Arteriosus,2,B4.2,Truncus Arteriosus,2,correct,False,
ALL_B_b1,mxh075,2,A,False,Tetralogy of Fallot,B3.4,Tetralogy of Fallot,4,B3.4,Tetralogy of Fallot,4,correct,False,
ALL_B_b1,mxh075,2,B,False,Patent ductus arteriosus,,,,,,,correct,False,
ALL_B_b1,mxh075,2,C,False,Double outlet right ventricle,,,,,,,correct,False,
ALL_B_b1,mxh075,2,D,False,Hypoplastic left heart syndrome,B1.1,Hypoplastic Left Heart Syndrome,1,B1.1,Hypoplastic Left Heart Syndrome,1,correct,False,
ALL_B_b1,mxh075,2,E,False,Ebstein anomaly,B3.3,Ebstein Anomaly,,B3.3,Ebstein Anomaly,,correct,False,
ALL_B_b1,mxh075,2,F,False,Total anomalous pulmonary venous connection,B4.1,Total Anomalous Pulmonary Venous Connection,,B4.1,Total Anomalous Pulmonary Venous Connection,,correct,False,
ALL_B_b1,mxh075,2,G,False,Tricuspid atresia,B3.2,Tricuspid Atresia,,B3.2,Tricuspid Atresia,,correct,False,
ALL_B_b1,mxh075,2,H,False,Transposition of the great arteries,B4.3,Transposition of the Great Arteries,,B4.3,Transposition of the Great Arteries,,correct,False,
ALL_B_b1,mxh075,2,I,False,Atrioventricular septal defect,B2.1,Ventricular Septal Defect,2,B2.1,Ventricular Septal Defect,2,correct,False,
ALL_B_b1,mxh075,2,J,True,Truncus arteriosus,B4.2,Truncus Arteriosus,3,B4.2,Truncus Arteriosus,3,correct,False,
ALL_B_b1,mxh075,3,A,False,Tetralogy of Fallot,B3.4,Tetralogy of Fallot,4,B3.4,Tetralogy of Fallot,4,correct,False,
ALL_B_b1,mxh075,3,B,False,Patent ductus arteriosus,,,,,,,correct,False,
ALL_B_b1,mxh075,3,C,False,Double outlet right ventricle,,,,,,,correct,False,
ALL_B_b1,mxh075,3,D,False,Hypoplastic left heart syndrome,B1.2,Hypoplastic Left Heart Syndrome,1,B1.2,Hypoplastic Left Heart Syndrome,1,correct,False,
ALL_B_b1,mxh075,3,E,False,Ebstein anomaly,B3.3,Ebstein Anomaly,,B3.3,Ebstein Anomaly,,correct,False,
ALL_B_b1,mxh075,3,F,False,Total anomalous pulmonary venous connection,B4.1,Total Anomalous Pulmonary Venous Connection,,B4.1,Total Anomalous Pulmonary Venous Connection,,correct,False,
ALL_B_b1,mxh075,3,G,False,Tricuspid atresia,B3.2,Tricuspid Atresia,,B3.2,Tricuspid Atresia,,correct,False,
ALL_B_b1,mxh075,3,H,False,Transposition of the great arteries,B4.3,Transposition of the Great Arteries,,B4.3,Transposition of the Great Arteries,,correct,False,
ALL_B_b1,mxh075,3,I,False,Atrioventricular septal defect,B2.1,Ventricular Septal Defect,2,B2.1,Ventricular Septal Defect,2,correct,False,
ALL_B_b1,mxh075,3,J,True,Truncus arteriosus,B4.2,Truncus Arteriosus,3,B4.2,Truncus Arteriosus,3,correct,False,
