case_key,slice_id,family,source_id,architecture,condition,success,gold_natural_in_body,l1_gold_recall,raw_gold_recall,unique_entity_gold_recall,strict_top1,raw_proposal_n,unique_entity_n,candidate_option_copy_n,candidate_option_copy_rate,champion_option_copy,champion_label,cache_hit,error
DA_d2_heldout200b/734,DA_d2_heldout200b,DA,734,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,Vibrio vulnificus bacteremia with septicemia in cirrhosis,False,
DA_d2_heldout200b/734,DA_d2_heldout200b,DA,734,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,Vibrio species bacteremia,False,
DA_d2_heldout200b/734,DA_d2_heldout200b,DA,734,ab02_flat,options_fixed,True,False,False,True,True,False,4,4,3,0.75,False,Vertebral osteomyelitis (spondylitis) due to Vibrio infection (likely Vibrio parahaemolyticus),False,
DA_d2_heldout200b/734,DA_d2_heldout200b,DA,734,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Vibrio vulnificus septicemia,False,
DA_d2_heldout200b/738,DA_d2_heldout200b,DA,738,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,ELANE基因突变相关严重先天性中性粒细胞减少症,False,
DA_d2_heldout200b/738,DA_d2_heldout200b,DA,738,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Severe congenital neutropenia (Kostmann syndrome) with Staphylococcus aureus liver abscess,False,
DA_d2_heldout200b/738,DA_d2_heldout200b,DA,738,ab02_flat,options_fixed,True,False,False,True,True,True,3,3,3,1.0,True,Severe congenital neutropenia (SCN) with hepatic abscess caused by Staphylococcus aureus,False,
DA_d2_heldout200b/738,DA_d2_heldout200b,DA,738,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,3,3,0,0.0,False,Severe congenital neutropenia (ELANE gene mutation),False,
DA_d2_heldout200b/740,DA_d2_heldout200b,DA,740,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,1,0.25,True,abdominal wall endometriosis,False,
DA_d2_heldout200b/740,DA_d2_heldout200b,DA,740,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,3,3,1,0.333333,True,abdominal wall endometriosis,False,
DA_d2_heldout200b/740,DA_d2_heldout200b,DA,740,ab02_flat,options_fixed,True,False,False,True,True,False,4,4,3,0.75,False,Abdominal wall endometriosis (scar endometriosis),False,
DA_d2_heldout200b/740,DA_d2_heldout200b,DA,740,ab02_flat,options_shuffled_blocks,True,False,False,True,True,False,4,4,4,1.0,True,Scar (abdominal wall) endometriosis,False,
DA_d2_heldout200b/741,DA_d2_heldout200b,DA,741,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,乳腺化生性癌,False,
DA_d2_heldout200b/741,DA_d2_heldout200b,DA,741,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Breast secretory carcinoma,False,
DA_d2_heldout200b/741,DA_d2_heldout200b,DA,741,ab02_flat,options_fixed,True,False,False,True,True,False,4,4,4,1.0,True,Invasive apocrine carcinoma of the breast,False,
DA_d2_heldout200b/741,DA_d2_heldout200b,DA,741,ab02_flat,options_shuffled_blocks,True,False,False,True,True,False,4,4,4,1.0,True,Invasive apocrine carcinoma of the breast,False,
DA_d2_heldout200b/743,DA_d2_heldout200b,DA,743,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,0,0.0,False,Petersen hernia causing small bowel obstruction with perforation,False,
DA_d2_heldout200b/743,DA_d2_heldout200b,DA,743,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,Adult intussusception (post-bariatric surgery) with perforation,False,
DA_d2_heldout200b/743,DA_d2_heldout200b,DA,743,ab02_flat,options_fixed,True,False,False,True,True,True,3,3,3,1.0,True,Gastric band erosion with migration to jejunum causing intestinal obstruction and jejunal perforation,False,
DA_d2_heldout200b/743,DA_d2_heldout200b,DA,743,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,2,0.5,True,Gastric band erosion with migration to jejunum causing intestinal obstruction and jejunal perforation,False,
DA_d2_heldout200b/747,DA_d2_heldout200b,DA,747,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,重症肺炎支原体肺炎伴塑性支气管炎,False,
DA_d2_heldout200b/747,DA_d2_heldout200b,DA,747,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Mycoplasma pneumoniae pneumonia with plastic bronchitis,False,
DA_d2_heldout200b/747,DA_d2_heldout200b,DA,747,ab02_flat,options_fixed,True,False,False,False,False,False,4,4,2,0.5,True,Severe Mycoplasma pneumoniae pneumonia with Kawasaki disease,False,
DA_d2_heldout200b/747,DA_d2_heldout200b,DA,747,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,3,3,0,0.0,False,Severe Mycoplasma pneumoniae pneumonia with plastic bronchitis,False,
DA_d2_heldout200b/762,DA_d2_heldout200b,DA,762,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,0,0.0,False,Myotonic dystrophy type 1 (congenital form),False,
DA_d2_heldout200b/762,DA_d2_heldout200b,DA,762,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,Congenital myasthenic syndrome (slow-channel syndrome),False,
DA_d2_heldout200b/762,DA_d2_heldout200b,DA,762,ab02_flat,options_fixed,True,False,False,False,False,False,4,4,3,0.75,False,SCN4A-associated congenital myopathy with compound heterozygous variants,False,
DA_d2_heldout200b/762,DA_d2_heldout200b,DA,762,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,4,4,3,0.75,False,SCN4A-associated congenital myopathy with compound heterozygous variants,False,
DA_d2_heldout200b/775,DA_d2_heldout200b,DA,775,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,Acute invasive fungal rhinosinusitis due to mucormycosis (rhinocerebral mucormycosis),False,
DA_d2_heldout200b/775,DA_d2_heldout200b,DA,775,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,rhinocerebral mucormycosis,False,
DA_d2_heldout200b/775,DA_d2_heldout200b,DA,775,ab02_flat,options_fixed,True,False,False,True,True,True,3,3,3,1.0,True,Mixed mold infection with Rhizopus microsporus and Mucor racemosus causing disseminated mucormycosis,False,
DA_d2_heldout200b/775,DA_d2_heldout200b,DA,775,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Rhino-orbital-cerebral mucormycosis due to mixed Rhizopus microsporus and Mucor racemosus infection,False,
DA_d2_seq100/100,DA_d2_seq100,DA,100,ab02_flat,clean_fixed,True,False,False,False,False,False,3,3,0,0.0,False,Cutaneous metastasis of breast carcinoma with intravascular involvement,False,
DA_d2_seq100/100,DA_d2_seq100,DA,100,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,Breast carcinoma cutaneous metastasis with intravascular invasion,False,
DA_d2_seq100/100,DA_d2_seq100,DA,100,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Telangiectatic metastatic breast carcinoma (TMBC),False,
DA_d2_seq100/100,DA_d2_seq100,DA,100,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,1,0.25,False,Telangiectatic metastatic breast carcinoma,False,
DA_d2_seq100/120,DA_d2_seq100,DA,120,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,1,0.25,False,Posterior scleral pit (focal scleral ectasia),False,
DA_d2_seq100/120,DA_d2_seq100,DA,120,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,1,0.25,False,posterior staphyloma (high myopia related),False,
DA_d2_seq100/120,DA_d2_seq100,DA,120,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Myopic macular pit,False,
DA_d2_seq100/120,DA_d2_seq100,DA,120,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,3,3,3,1.0,True,Myopic macular pit,False,
DA_d2_seq100/122,DA_d2_seq100,DA,122,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,Paroxysmal complete atrioventricular block (idiopathic),False,
DA_d2_seq100/122,DA_d2_seq100,DA,122,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,3,3,1,0.333333,True,Paroxysmal complete atrioventricular block,False,
DA_d2_seq100/122,DA_d2_seq100,DA,122,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Vagus-mediated paroxysmal atrioventricular block (VP-AVB),False,
DA_d2_seq100/122,DA_d2_seq100,DA,122,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,4,1.0,True,Vagus-mediated paroxysmal atrioventricular block (VP-AVB),False,
DA_d2_seq100/125,DA_d2_seq100,DA,125,ab02_flat,clean_fixed,True,False,False,False,False,False,6,6,1,0.166667,False,multiple syringomas,False,
DA_d2_seq100/125,DA_d2_seq100,DA,125,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Clear cell basal cell carcinoma,False,
DA_d2_seq100/125,DA_d2_seq100,DA,125,ab02_flat,options_fixed,True,False,False,False,False,False,4,4,2,0.5,False,Tumor of the follicular infundibulum,False,
DA_d2_seq100/125,DA_d2_seq100,DA,125,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,4,4,3,0.75,False,Tumor of the follicular infundibulum (TFI),False,
DA_d2_seq100/134,DA_d2_seq100,DA,134,ab02_flat,clean_fixed,True,False,False,False,False,False,6,6,0,0.0,False,Primary diffuse large B-cell lymphoma of the central nervous system (PCNS-DLBCL),False,
DA_d2_seq100/134,DA_d2_seq100,DA,134,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,3,3,0,0.0,False,原发性中枢神经系统弥漫大B细胞淋巴瘤,False,
DA_d2_seq100/134,DA_d2_seq100,DA,134,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Lymphomatosis cerebri variant of diffuse large B-cell lymphoma (DLBCL),False,
DA_d2_seq100/134,DA_d2_seq100,DA,134,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,4,1.0,True,Lymphomatosis cerebri variant of diffuse large B-cell lymphoma (DLBCL),False,
DA_d2_seq100/151,DA_d2_seq100,DA,151,ab02_flat,clean_fixed,True,False,False,False,False,False,3,3,0,0.0,False,Acute right middle cerebral artery territory ischemic stroke,False,
DA_d2_seq100/151,DA_d2_seq100,DA,151,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,3,3,0,0.0,False,"Acute ischemic stroke, right middle cerebral artery territory",False,
DA_d2_seq100/151,DA_d2_seq100,DA,151,ab02_flat,options_fixed,True,False,False,True,True,False,4,4,4,1.0,True,Acute ischemic stroke (cardioembolic origin secondary to atrial fibrillation),False,
DA_d2_seq100/151,DA_d2_seq100,DA,151,ab02_flat,options_shuffled_blocks,True,False,False,True,True,False,4,4,4,1.0,True,Acute ischemic stroke (cardioembolic origin secondary to atrial fibrillation),False,
DA_d2_seq100/158,DA_d2_seq100,DA,158,ab02_flat,clean_fixed,True,False,False,False,False,False,3,3,1,0.333333,True,pilomatricoma (calcifying epithelioma of Malherbe),False,
DA_d2_seq100/158,DA_d2_seq100,DA,158,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,3,0,0.0,False,Pilomatricoma,False,
DA_d2_seq100/158,DA_d2_seq100,DA,158,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Bullous pilomatricoma,False,
DA_d2_seq100/158,DA_d2_seq100,DA,158,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,4,1.0,True,Bullous pilomatricoma,False,
DA_d2_seq100/161,DA_d2_seq100,DA,161,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,2,0.4,False,Hemosiderotic fibrolipomatous tumor,False,
DA_d2_seq100/161,DA_d2_seq100,DA,161,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Pigmented dermatofibrosarcoma protuberans (Bednar tumor),False,
DA_d2_seq100/161,DA_d2_seq100,DA,161,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Hemosiderotic fibrolipomatous tumor (HFLT),False,
DA_d2_seq100/161,DA_d2_seq100,DA,161,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,4,1.0,True,Hemosiderotic fibrolipomatous tumor (HFLT),False,
DA_d2_seq100/173,DA_d2_seq100,DA,173,ab02_flat,clean_fixed,True,False,False,True,True,True,5,5,2,0.4,True,Netherton syndrome,False,
DA_d2_seq100/173,DA_d2_seq100,DA,173,ab02_flat,clean_shuffled_blocks,True,False,False,True,True,True,5,5,2,0.4,True,Netherton syndrome,False,
DA_d2_seq100/173,DA_d2_seq100,DA,173,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Netherton syndrome,False,
DA_d2_seq100/173,DA_d2_seq100,DA,173,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,4,1.0,True,Netherton syndrome,False,
DA_d2_seq100/182,DA_d2_seq100,DA,182,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,3,0.75,True,fibrolipoma,False,
DA_d2_seq100/182,DA_d2_seq100,DA,182,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,2,0.5,False,Nevus lipomatosus superficialis,False,
DA_d2_seq100/182,DA_d2_seq100,DA,182,ab02_flat,options_fixed,True,False,False,True,True,False,4,4,4,1.0,True,Fibrolipoma,False,
DA_d2_seq100/182,DA_d2_seq100,DA,182,ab02_flat,options_shuffled_blocks,True,False,False,True,True,False,4,4,4,1.0,True,Fibrolipoma,False,
DA_d2_seq100/187,DA_d2_seq100,DA,187,ab02_flat,clean_fixed,True,False,False,False,False,False,3,3,1,0.333333,True,Erdheim-Chester disease,False,
DA_d2_seq100/187,DA_d2_seq100,DA,187,ab02_flat,clean_shuffled_blocks,True,False,False,True,True,True,5,5,4,0.8,True,Xanthoma disseminatum,False,
DA_d2_seq100/187,DA_d2_seq100,DA,187,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Xanthoma disseminatum,False,
DA_d2_seq100/187,DA_d2_seq100,DA,187,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,4,1.0,True,Xanthoma disseminatum,False,
DA_d2_seq100/202,DA_d2_seq100,DA,202,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,0,0.0,False,弥漫大B细胞淋巴瘤,False,
DA_d2_seq100/202,DA_d2_seq100,DA,202,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,Mesenteric diffuse large B-cell lymphoma with mesenteric ischemia,False,
DA_d2_seq100/202,DA_d2_seq100,DA,202,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Type B lactic acidosis secondary to diffuse large B-cell lymphoma,False,
DA_d2_seq100/202,DA_d2_seq100,DA,202,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,4,4,3,0.75,False,Diffuse large B-cell lymphoma with type B lactic acidosis,False,
DA_d2_seq100/21,DA_d2_seq100,DA,21,ab02_flat,clean_fixed,True,False,False,False,False,False,6,6,1,0.166667,False,Ophthalmic artery occlusion,False,
DA_d2_seq100/21,DA_d2_seq100,DA,21,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,1,0.2,True,Orbital compartment syndrome,False,
DA_d2_seq100/21,DA_d2_seq100,DA,21,ab02_flat,options_fixed,True,False,False,True,True,False,4,4,4,1.0,True,Orbital compartment syndrome secondary to rhabdomyolysis,False,
DA_d2_seq100/21,DA_d2_seq100,DA,21,ab02_flat,options_shuffled_blocks,True,False,False,True,True,False,4,4,4,1.0,True,Orbital compartment syndrome secondary to rhabdomyolysis,False,
DA_d2_seq100/214,DA_d2_seq100,DA,214,ab02_flat,clean_fixed,True,False,False,False,False,False,3,3,0,0.0,False,视网膜中央静脉阻塞伴囊样黄斑水肿,False,
DA_d2_seq100/214,DA_d2_seq100,DA,214,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,Central retinal vein occlusion (CRVO) with macular edema,False,
DA_d2_seq100/214,DA_d2_seq100,DA,214,ab02_flat,options_fixed,True,False,False,True,True,True,5,5,1,0.2,True,Macular retinal vein occlusion with chronic cystoid macular edema,False,
DA_d2_seq100/214,DA_d2_seq100,DA,214,ab02_flat,options_shuffled_blocks,True,False,False,True,True,False,5,5,1,0.2,False,Central Retinal Vein Occlusion (CRVO) with chronic cystoid macular edema,False,
DA_d2_seq100/219,DA_d2_seq100,DA,219,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,SUFU-related basal cell nevus syndrome (Gorlin syndrome variant),False,
DA_d2_seq100/219,DA_d2_seq100,DA,219,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,SUFU-mutated basal cell nevus syndrome (Gorlin syndrome variant),False,
DA_d2_seq100/219,DA_d2_seq100,DA,219,ab02_flat,options_fixed,True,False,False,True,True,True,3,3,2,0.666667,True,Multiple hereditary infundibulocystic basal cell carcinoma syndrome (MHIBCC),False,
DA_d2_seq100/219,DA_d2_seq100,DA,219,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,3,3,3,1.0,True,Multiple hereditary infundibulocystic basal cell carcinoma syndrome (MHIBCC),False,
DA_d2_seq100/226,DA_d2_seq100,DA,226,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,光化性痒疹,False,
DA_d2_seq100/226,DA_d2_seq100,DA,226,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,chronic actinic dermatitis,False,
DA_d2_seq100/226,DA_d2_seq100,DA,226,ab02_flat,options_fixed,True,False,False,True,True,True,3,3,3,1.0,True,Actinic prurigo with associated cheilitis,False,
DA_d2_seq100/226,DA_d2_seq100,DA,226,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,4,4,2,0.5,False,Actinic prurigo with cheilitis,False,
DA_d2_seq100/228,DA_d2_seq100,DA,228,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,Primary systemic amyloidosis (AL type),False,
DA_d2_seq100/228,DA_d2_seq100,DA,228,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,AA amyloidosis (secondary),False,
DA_d2_seq100/228,DA_d2_seq100,DA,228,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Primary systemic (AL) amyloidosis,False,
DA_d2_seq100/228,DA_d2_seq100,DA,228,ab02_flat,options_shuffled_blocks,True,False,False,True,True,False,4,4,4,1.0,True,Systemic AL amyloidosis,False,
DA_d2_seq100/233,DA_d2_seq100,DA,233,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,"Langerhans cell histiocytosis (multifocal, scalp and skull)",False,
DA_d2_seq100/233,DA_d2_seq100,DA,233,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,Langerhans cell histiocytosis (scalp and skull involvement),False,
DA_d2_seq100/233,DA_d2_seq100,DA,233,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,2,0.5,True,Multisystem Langerhans cell histiocytosis,False,
DA_d2_seq100/233,DA_d2_seq100,DA,233,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,3,3,2,0.666667,True,Multisystem Langerhans cell histiocytosis,False,
DA_d2_seq100/237,DA_d2_seq100,DA,237,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,Primary focal hyperhidrosis of the buttocks (intergluteal cleft and sacrum),False,
DA_d2_seq100/237,DA_d2_seq100,DA,237,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,3,3,0,0.0,False,原发性局灶性多汗症（累及臀裂和骶骨）,False,
DA_d2_seq100/237,DA_d2_seq100,DA,237,ab02_flat,options_fixed,True,False,False,False,False,False,3,3,3,1.0,True,Primary focal hyperhidrosis (gluteal region),False,
DA_d2_seq100/237,DA_d2_seq100,DA,237,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,4,4,1,0.25,True,Primary focal hyperhidrosis (gluteal region),False,
DA_d2_seq100/27,DA_d2_seq100,DA,27,ab02_flat,clean_fixed,True,False,False,False,False,False,6,6,0,0.0,False,Therapy-related acute myeloid leukemia cutis,False,
DA_d2_seq100/27,DA_d2_seq100,DA,27,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,髓系肉瘤（粒细胞肉瘤）,False,
DA_d2_seq100/27,DA_d2_seq100,DA,27,ab02_flat,options_fixed,True,False,False,True,True,True,5,5,4,0.8,True,Histiocytoid Sweet syndrome,False,
DA_d2_seq100/27,DA_d2_seq100,DA,27,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,3,3,2,0.666667,True,Histiocytoid Sweet syndrome,False,
DA_d2_seq100/3,DA_d2_seq100,DA,3,ab02_flat,clean_fixed,True,False,False,False,False,False,3,3,0,0.0,False,familial cerebral cavernous malformation type 1 (CCM1) with cutaneous vascular malformations,False,
DA_d2_seq100/3,DA_d2_seq100,DA,3,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,3,3,0,0.0,False,familial cerebral cavernous malformation syndrome type 1 (CCM1) with cutaneous vascular malformations,False,
DA_d2_seq100/3,DA_d2_seq100,DA,3,ab02_flat,options_fixed,True,False,False,False,False,False,4,4,2,0.5,False,Familial cerebral cavernous malformations (CCM1),False,
DA_d2_seq100/3,DA_d2_seq100,DA,3,ab02_flat,options_shuffled_blocks,True,False,False,True,True,False,4,4,2,0.5,False,Familial cerebral cavernous malformation type 1 (CCM1) with cutaneous venous malformations,False,
DA_d2_seq100/76,DA_d2_seq100,DA,76,ab02_flat,clean_fixed,True,False,False,False,False,False,3,3,0,0.0,False,Low-grade myxoid chondrosarcoma of the temporal bone,False,
DA_d2_seq100/76,DA_d2_seq100,DA,76,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,facial nerve schwannoma,False,
DA_d2_seq100/76,DA_d2_seq100,DA,76,ab02_flat,options_fixed,True,False,False,False,False,False,4,4,0,0.0,False,Low-grade chondrosarcoma of the temporal bone with facial nerve involvement,False,
DA_d2_seq100/76,DA_d2_seq100,DA,76,ab02_flat,options_shuffled_blocks,False,False,False,False,False,False,0,0,0,,False,,False,candidates must contain 3..8 rows
DA_d2_seq100/81,DA_d2_seq100,DA,81,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,Disseminated strongyloidiasis (hyperinfection syndrome),False,
DA_d2_seq100/81,DA_d2_seq100,DA,81,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,Disseminated strongyloidiasis (hyperinfection syndrome) with ocular involvement,False,
DA_d2_seq100/81,DA_d2_seq100,DA,81,ab02_flat,options_fixed,True,False,False,True,True,True,5,5,1,0.2,True,Disseminated Strongyloides stercoralis infection with ocular involvement (choroiditis),False,
DA_d2_seq100/81,DA_d2_seq100,DA,81,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,3,0.75,True,Disseminated Strongyloides stercoralis infection with ocular involvement (choroiditis),False,
DA_d2_seq100/83,DA_d2_seq100,DA,83,ab02_flat,clean_fixed,True,False,False,False,False,False,6,6,0,0.0,False,Rod-cone dystrophy (retinitis pigmentosa sine pigmento),False,
DA_d2_seq100/83,DA_d2_seq100,DA,83,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Cone-rod dystrophy,False,
DA_d2_seq100/83,DA_d2_seq100,DA,83,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Enhanced S-cone syndrome (ESCS),False,
DA_d2_seq100/83,DA_d2_seq100,DA,83,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,4,1.0,True,Enhanced S-cone syndrome (ESCS),False,
DA_d2_seq100/89,DA_d2_seq100,DA,89,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,0,0.0,False,Nonparoxysmal junctional tachycardia,False,
DA_d2_seq100/89,DA_d2_seq100,DA,89,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,交界性心动过速,False,
DA_d2_seq100/89,DA_d2_seq100,DA,89,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,3,0.75,True,Accelerated atrioventricular junctional tachycardia with isorhythmic atrioventricular dissociation,False,
DA_d2_seq100/89,DA_d2_seq100,DA,89,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,3,0.75,True,Accelerated atrioventricular junctional tachycardia with isorhythmic atrioventricular dissociation,False,
DA_d2_seq100/95,DA_d2_seq100,DA,95,ab02_flat,clean_fixed,True,False,False,False,False,False,3,3,0,0.0,False,多系统萎缩（小脑型）,False,
DA_d2_seq100/95,DA_d2_seq100,DA,95,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,Progressive ataxia and palatal myoclonus (PAPM),False,
DA_d2_seq100/95,DA_d2_seq100,DA,95,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,"Progressive Ataxia and Palatal Tremor (PAPT), sporadic type",False,
DA_d2_seq100/95,DA_d2_seq100,DA,95,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,3,0.75,True,"Progressive Ataxia and Palatal Tremor (PAPT), sporadic type",False,
DA_d2_seq100/99,DA_d2_seq100,DA,99,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,pruritic papular epidermolysis bullosa,False,
DA_d2_seq100/99,DA_d2_seq100,DA,99,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,胫前型显性营养不良性大疱性表皮松解症,False,
DA_d2_seq100/99,DA_d2_seq100,DA,99,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,1,0.25,True,Epidermolysis bullosa pruriginosa (EBP),False,
DA_d2_seq100/99,DA_d2_seq100,DA,99,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,2,0.5,False,Epidermolysis bullosa pruriginosa,False,
MCR_seq200b/249,MCR_seq200b,MCR,249,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,Cryptogenic organizing pneumonia (COP),False,
MCR_seq200b/249,MCR_seq200b,MCR,249,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Pneumocystis jirovecii pneumonia,False,
MCR_seq200b/249,MCR_seq200b,MCR,249,ab02_flat,options_fixed,True,False,False,False,False,False,3,3,0,0.0,False,Secondary (postinfectious) organizing pneumonia related to PCP,False,
MCR_seq200b/249,MCR_seq200b,MCR,249,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Secondary organizing pneumonia (postinfectious) related to Pneumocystis jirovecii pneumonia,False,
MCR_seq200b/258,MCR_seq200b,MCR,258,ab02_flat,clean_fixed,True,False,False,False,False,False,6,6,0,0.0,False,Miliary tuberculosis with tuberculous meningoencephalitis,False,
MCR_seq200b/258,MCR_seq200b,MCR,258,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,6,6,0,0.0,False,Miliary tuberculosis with tuberculous meningoencephalitis,False,
MCR_seq200b/258,MCR_seq200b,MCR,258,ab02_flat,options_fixed,True,False,False,False,False,False,5,5,0,0.0,False,Disseminated tuberculosis with tuberculous meningoencephalitis,False,
MCR_seq200b/258,MCR_seq200b,MCR,258,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,Miliary tuberculosis with tuberculous meningoencephalitis,False,
