cell,l1,local,replicate,case_id,selected_arm,tree_hash,gold_present,gold_parent_route_entered,acceptable_local_champion_entered,technical_failure,top1,top2,rr,rank,funnel,aa_reused,champion_ids,accepted_parent_ids,acceptable_l2_ids,true_f2_fact_ids,calls
AA,actual,actual,1,mxh075,ALL_B_b1_GR_PG,4c77db5916cd3d62f886ae82e8341edec3b2f309b744db2a1812b92953b742a3,True,True,True,False,False,True,0.5,2,success,False,"[""B1.1"", ""B2.1"", ""B3.4"", ""B4.2"", ""B5.1""]","[""B4""]","[""B4.2""]","[""F12"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,1,mxh075,ALL_B_b1_GR_PG,4c77db5916cd3d62f886ae82e8341edec3b2f309b744db2a1812b92953b742a3,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1"", ""B2.1"", ""B3.4"", ""B4.2"", ""B5.1""]","[""B4""]","[""B4.2""]","[""F12"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,1,mxh075,ALL_B_b1_GR_PG,4c77db5916cd3d62f886ae82e8341edec3b2f309b744db2a1812b92953b742a3,True,True,True,False,True,True,1.0,1,success,False,"[""B4.2""]","[""B4""]","[""B4.2""]","[""F12"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,1,mxh075,ALL_B_b1_GR_PG,4c77db5916cd3d62f886ae82e8341edec3b2f309b744db2a1812b92953b742a3,True,True,True,False,True,True,1.0,1,success,False,"[""B4.2""]","[""B4""]","[""B4.2""]","[""F12"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,2,mb11_pancoast,ALL_B_b1_GR_PG,c6a368fe7e6674145406cbcd20bb9a3e326dc189d38c22637c66980d89661aee,True,True,True,False,False,True,0.5,2,success,False,"[""B1.1"", ""B2.1"", ""B3.4"", ""B4.1""]","[""B1""]","[""B1.1"", ""B1.5""]","[""F17"", ""F16""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,2,mb11_pancoast,ALL_B_b1_GR_PG,c6a368fe7e6674145406cbcd20bb9a3e326dc189d38c22637c66980d89661aee,True,True,True,False,False,True,0.5,2,success,False,"[""B1.1"", ""B2.1"", ""B3.4"", ""B4.1""]","[""B1""]","[""B1.1"", ""B1.5""]","[""F17"", ""F16""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,2,mb11_pancoast,ALL_B_b1_GR_PG,c6a368fe7e6674145406cbcd20bb9a3e326dc189d38c22637c66980d89661aee,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1""]","[""B1""]","[""B1.1"", ""B1.5""]","[""F17"", ""F16""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,2,mb11_pancoast,ALL_B_b1_GR_PG,c6a368fe7e6674145406cbcd20bb9a3e326dc189d38c22637c66980d89661aee,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1""]","[""B1""]","[""B1.1"", ""B1.5""]","[""F17"", ""F16""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,2,mb34_leukemoid,ALL_B_b1_GR_PG,47ffd6312e3682431b1a6b5a00aa816ffe5cbb05c0f2327c04af9e9de00c7bac,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1"", ""B2.1"", ""B3.1"", ""B4.5"", ""B5.1"", ""OTHER.1""]","[""B4""]","[""B4.5""]","[""F13"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,2,mb34_leukemoid,ALL_B_b1_GR_PG,47ffd6312e3682431b1a6b5a00aa816ffe5cbb05c0f2327c04af9e9de00c7bac,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1"", ""B2.1"", ""B3.1"", ""B4.5"", ""B5.1"", ""OTHER.1""]","[""B4""]","[""B4.5""]","[""F13"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,2,mb34_leukemoid,ALL_B_b1_GR_PG,47ffd6312e3682431b1a6b5a00aa816ffe5cbb05c0f2327c04af9e9de00c7bac,True,True,True,False,True,True,1.0,1,success,False,"[""B4.5""]","[""B4""]","[""B4.5""]","[""F13"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,2,mb34_leukemoid,ALL_B_b1_GR_PG,47ffd6312e3682431b1a6b5a00aa816ffe5cbb05c0f2327c04af9e9de00c7bac,True,True,True,False,True,True,1.0,1,success,False,"[""B4.5""]","[""B4""]","[""B4.5""]","[""F13"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,2,mb55_glucagonoma,ALL_B_b1_GR_PG,27dd884cdf0262f50085937d2f5341867edec4ffcdb562b493a434659b065347,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1"", ""B2.3"", ""B3.3"", ""B4.1"", ""B5.1""]","[""B1""]","[""B1.1""]","[""F13"", ""F11""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,2,mb55_glucagonoma,ALL_B_b1_GR_PG,27dd884cdf0262f50085937d2f5341867edec4ffcdb562b493a434659b065347,True,True,True,False,False,True,0.5,2,success,False,"[""B1.1"", ""B2.3"", ""B3.3"", ""B4.1"", ""B5.1""]","[""B1""]","[""B1.1""]","[""F13"", ""F11""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,2,mb55_glucagonoma,ALL_B_b1_GR_PG,27dd884cdf0262f50085937d2f5341867edec4ffcdb562b493a434659b065347,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1""]","[""B1""]","[""B1.1""]","[""F13"", ""F11""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,2,mb55_glucagonoma,ALL_B_b1_GR_PG,27dd884cdf0262f50085937d2f5341867edec4ffcdb562b493a434659b065347,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1""]","[""B1""]","[""B1.1""]","[""F13"", ""F11""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,2,mb57_kartagener,ALL_B_b1_GR_PG,c0bb007e5267f23dc5877084779355b4c65bd2552c6dc2903f77e92c2d0fc9c9,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1"", ""B2.5"", ""B3.2"", ""B4.3"", ""B5.1""]","[""B4"", ""B5""]","[""B4.1"", ""B4.3"", ""B5.1"", ""B5.2""]","[""F9"", ""F8""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,2,mb57_kartagener,ALL_B_b1_GR_PG,c0bb007e5267f23dc5877084779355b4c65bd2552c6dc2903f77e92c2d0fc9c9,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1"", ""B2.5"", ""B3.2"", ""B4.3"", ""B5.1""]","[""B4"", ""B5""]","[""B4.1"", ""B4.3"", ""B5.1"", ""B5.2""]","[""F9"", ""F8""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,2,mb57_kartagener,ALL_B_b1_GR_PG,c0bb007e5267f23dc5877084779355b4c65bd2552c6dc2903f77e92c2d0fc9c9,True,True,True,False,True,True,1.0,1,success,False,"[""B4.3"", ""B5.1""]","[""B4"", ""B5""]","[""B4.1"", ""B4.3"", ""B5.1"", ""B5.2""]","[""F9"", ""F8""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,2,mb57_kartagener,ALL_B_b1_GR_PG,c0bb007e5267f23dc5877084779355b4c65bd2552c6dc2903f77e92c2d0fc9c9,True,True,True,False,True,True,1.0,1,success,False,"[""B4.3"", ""B5.1""]","[""B4"", ""B5""]","[""B4.1"", ""B4.3"", ""B5.1"", ""B5.2""]","[""F9"", ""F8""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,2,mb65_cml,ALL_B_b1_GR_PG,a6dd2e22af296619aaf6c3cf1c03a1f0b629241b71253f38b4b9f7a88e498ad4,True,True,True,False,False,False,0.3333333333333333,3,intergroup_rank_loss,False,"[""B1.1"", ""B2.1"", ""B3.1"", ""B4.1"", ""B5.3""]","[""B1"", ""B3"", ""B5""]","[""B1.2"", ""B3.1"", ""B5.2""]","[""F14"", ""F12""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,2,mb65_cml,ALL_B_b1_GR_PG,a6dd2e22af296619aaf6c3cf1c03a1f0b629241b71253f38b4b9f7a88e498ad4,True,True,True,False,True,True,1.0,1,success,False,"[""B1.2"", ""B2.1"", ""B3.1"", ""B4.1"", ""B5.2""]","[""B1"", ""B3"", ""B5""]","[""B1.2"", ""B3.1"", ""B5.2""]","[""F14"", ""F12""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,2,mb65_cml,ALL_B_b1_GR_PG,a6dd2e22af296619aaf6c3cf1c03a1f0b629241b71253f38b4b9f7a88e498ad4,True,True,True,False,False,False,0.3333333333333333,3,intergroup_rank_loss,False,"[""B1.1"", ""B3.1"", ""B5.3""]","[""B1"", ""B3"", ""B5""]","[""B1.2"", ""B3.1"", ""B5.2""]","[""F14"", ""F12""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,2,mb65_cml,ALL_B_b1_GR_PG,a6dd2e22af296619aaf6c3cf1c03a1f0b629241b71253f38b4b9f7a88e498ad4,True,True,True,False,True,True,1.0,1,success,False,"[""B1.2"", ""B3.1"", ""B5.2""]","[""B1"", ""B3"", ""B5""]","[""B1.2"", ""B3.1"", ""B5.2""]","[""F14"", ""F12""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,2,mb66_peliosis,ALL_B_b1_GR_PG,71e08e97df93e94a7e1f56e0ccc850afb87e30aea73320c2cef5554132e56bd1,True,True,False,False,False,False,0.0,,local_champion_miss,False,"[""B1.1"", ""B2.3"", ""B3.1"", ""B4.1"", ""B5.2""]","[""B5""]","[""B5.1""]","[""F13"", ""F11""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,2,mb66_peliosis,ALL_B_b1_GR_PG,71e08e97df93e94a7e1f56e0ccc850afb87e30aea73320c2cef5554132e56bd1,True,True,True,False,False,False,0.2,5,intergroup_rank_loss,False,"[""B1.1"", ""B2.3"", ""B3.1"", ""B4.1"", ""B5.1""]","[""B5""]","[""B5.1""]","[""F13"", ""F11""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,2,mb66_peliosis,ALL_B_b1_GR_PG,71e08e97df93e94a7e1f56e0ccc850afb87e30aea73320c2cef5554132e56bd1,True,True,False,False,False,False,0.0,,local_champion_miss,False,"[""B5.2""]","[""B5""]","[""B5.1""]","[""F13"", ""F11""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,2,mb66_peliosis,ALL_B_b1_GR_PG,71e08e97df93e94a7e1f56e0ccc850afb87e30aea73320c2cef5554132e56bd1,True,True,True,False,True,True,1.0,1,success,False,"[""B5.1""]","[""B5""]","[""B5.1""]","[""F13"", ""F11""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,2,mb77_hyperpara,ALL_B_b1_GR_PG,91ddd13383377d8206a3923a08e8b5e15ef2159a079ff2c8becdacd6de34539c,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1"", ""B2.1"", ""B3.5"", ""B4.1"", ""B5.3""]","[""B4""]","[""B4.1"", ""B4.4""]","[""F21"", ""F22""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,2,mb77_hyperpara,ALL_B_b1_GR_PG,91ddd13383377d8206a3923a08e8b5e15ef2159a079ff2c8becdacd6de34539c,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1"", ""B2.1"", ""B3.5"", ""B4.1"", ""B5.3""]","[""B4""]","[""B4.1"", ""B4.4""]","[""F21"", ""F22""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,2,mb77_hyperpara,ALL_B_b1_GR_PG,91ddd13383377d8206a3923a08e8b5e15ef2159a079ff2c8becdacd6de34539c,True,True,True,False,True,True,1.0,1,success,False,"[""B4.1""]","[""B4""]","[""B4.1"", ""B4.4""]","[""F21"", ""F22""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,2,mb77_hyperpara,ALL_B_b1_GR_PG,91ddd13383377d8206a3923a08e8b5e15ef2159a079ff2c8becdacd6de34539c,True,True,True,False,True,True,1.0,1,success,False,"[""B4.1""]","[""B4""]","[""B4.1"", ""B4.4""]","[""F21"", ""F22""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,2,mb82_adhesions,ALL_B_b1_GR_PG,356da22bf0932353eab5172b47c3b61b0e3c0d8d60792d3b47680c0dc2a3e05f,True,True,False,False,False,False,0.0,,local_champion_miss,False,"[""B1.3"", ""B2.1"", ""B3.1"", ""B4.5"", ""B5.1""]","[""B1""]","[""B1.2""]","[""F15"", ""F17""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,2,mb82_adhesions,ALL_B_b1_GR_PG,356da22bf0932353eab5172b47c3b61b0e3c0d8d60792d3b47680c0dc2a3e05f,True,True,True,False,False,True,0.5,2,success,False,"[""B1.2"", ""B2.1"", ""B3.1"", ""B4.5"", ""B5.1""]","[""B1""]","[""B1.2""]","[""F15"", ""F17""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,2,mb82_adhesions,ALL_B_b1_GR_PG,356da22bf0932353eab5172b47c3b61b0e3c0d8d60792d3b47680c0dc2a3e05f,True,True,False,False,False,False,0.0,,local_champion_miss,False,"[""B1.3""]","[""B1""]","[""B1.2""]","[""F15"", ""F17""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,2,mb82_adhesions,ALL_B_b1_GR_PG,356da22bf0932353eab5172b47c3b61b0e3c0d8d60792d3b47680c0dc2a3e05f,True,True,True,False,True,True,1.0,1,success,False,"[""B1.2""]","[""B1""]","[""B1.2""]","[""F15"", ""F17""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,2,mb83_foreignbody,ALL_B_b1_GR_PG,7922fa2c9babb4f2414241bbef8bdf8d73c991f6efae976dfd03b9fd0fb341b7,True,True,True,False,False,True,0.5,2,success,False,"[""B1.5"", ""B2.1"", ""B3.3"", ""B4.1""]","[""B2""]","[""B2.1""]","[""F11"", ""F3""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,2,mb83_foreignbody,ALL_B_b1_GR_PG,7922fa2c9babb4f2414241bbef8bdf8d73c991f6efae976dfd03b9fd0fb341b7,True,True,True,False,False,True,0.5,2,success,False,"[""B1.5"", ""B2.1"", ""B3.3"", ""B4.1""]","[""B2""]","[""B2.1""]","[""F11"", ""F3""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,2,mb83_foreignbody,ALL_B_b1_GR_PG,7922fa2c9babb4f2414241bbef8bdf8d73c991f6efae976dfd03b9fd0fb341b7,True,True,True,False,True,True,1.0,1,success,False,"[""B2.1""]","[""B2""]","[""B2.1""]","[""F11"", ""F3""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,2,mb83_foreignbody,ALL_B_b1_GR_PG,7922fa2c9babb4f2414241bbef8bdf8d73c991f6efae976dfd03b9fd0fb341b7,True,True,True,False,True,True,1.0,1,success,False,"[""B2.1""]","[""B2""]","[""B2.1""]","[""F11"", ""F3""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,2,mxh011,ALL_B_b1_GR_PG,65afa40d2d639e89df6af84d0eb48436b6d8a26caef9eb62964f1a843a8b8bb3,True,True,True,False,True,True,1.0,1,success,False,"[""B1.4"", ""B2.1"", ""B3.1"", ""B4.2"", ""B5.1""]","[""B1"", ""B3""]","[""B1.4"", ""B3.1"", ""B3.5""]","[""F11"", ""F6""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,2,mxh011,ALL_B_b1_GR_PG,65afa40d2d639e89df6af84d0eb48436b6d8a26caef9eb62964f1a843a8b8bb3,True,True,True,False,True,True,1.0,1,success,False,"[""B1.4"", ""B2.1"", ""B3.1"", ""B4.2"", ""B5.1""]","[""B1"", ""B3""]","[""B1.4"", ""B3.1"", ""B3.5""]","[""F11"", ""F6""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,2,mxh011,ALL_B_b1_GR_PG,65afa40d2d639e89df6af84d0eb48436b6d8a26caef9eb62964f1a843a8b8bb3,True,True,True,False,True,True,1.0,1,success,False,"[""B1.4"", ""B3.1""]","[""B1"", ""B3""]","[""B1.4"", ""B3.1"", ""B3.5""]","[""F11"", ""F6""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,2,mxh011,ALL_B_b1_GR_PG,65afa40d2d639e89df6af84d0eb48436b6d8a26caef9eb62964f1a843a8b8bb3,True,True,True,False,True,True,1.0,1,success,False,"[""B1.4"", ""B3.1""]","[""B1"", ""B3""]","[""B1.4"", ""B3.1"", ""B3.5""]","[""F11"", ""F6""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,2,mxh014,ALL_B_b1_GR_PG,eee08f24e4804adc0f56e7607b2f2f9fa1c5a42bbd73241bf2e51b89f4a065b0,True,True,True,False,True,True,1.0,1,success,False,"[""B1.5"", ""B2.3"", ""B3.1"", ""B4.1"", ""B5.3""]","[""B1""]","[""B1.5""]","[""F9"", ""F4""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,2,mxh014,ALL_B_b1_GR_PG,eee08f24e4804adc0f56e7607b2f2f9fa1c5a42bbd73241bf2e51b89f4a065b0,True,True,True,False,True,True,1.0,1,success,False,"[""B1.5"", ""B2.3"", ""B3.1"", ""B4.1"", ""B5.3""]","[""B1""]","[""B1.5""]","[""F9"", ""F4""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,2,mxh014,ALL_B_b1_GR_PG,eee08f24e4804adc0f56e7607b2f2f9fa1c5a42bbd73241bf2e51b89f4a065b0,True,True,True,False,True,True,1.0,1,success,False,"[""B1.5""]","[""B1""]","[""B1.5""]","[""F9"", ""F4""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,2,mxh014,ALL_B_b1_GR_PG,eee08f24e4804adc0f56e7607b2f2f9fa1c5a42bbd73241bf2e51b89f4a065b0,True,True,True,False,True,True,1.0,1,success,False,"[""B1.5""]","[""B1""]","[""B1.5""]","[""F9"", ""F4""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,2,mxh036,ALL_B_b1_GR_PG,631d9ec1c983ff85ba109b5ef0581e5249548b2df66ae0b3f4b252b826e90198,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1"", ""B2.1"", ""B3.2"", ""B4.1"", ""B5.2""]","[""B2""]","[""B2.1"", ""B2.5""]","[""F10"", ""F8""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,2,mxh036,ALL_B_b1_GR_PG,631d9ec1c983ff85ba109b5ef0581e5249548b2df66ae0b3f4b252b826e90198,True,True,True,False,False,False,0.3333333333333333,3,intergroup_rank_loss,False,"[""B1.1"", ""B2.1"", ""B3.2"", ""B4.1"", ""B5.2""]","[""B2""]","[""B2.1"", ""B2.5""]","[""F10"", ""F8""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,2,mxh036,ALL_B_b1_GR_PG,631d9ec1c983ff85ba109b5ef0581e5249548b2df66ae0b3f4b252b826e90198,True,True,True,False,True,True,1.0,1,success,False,"[""B2.1""]","[""B2""]","[""B2.1"", ""B2.5""]","[""F10"", ""F8""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,2,mxh036,ALL_B_b1_GR_PG,631d9ec1c983ff85ba109b5ef0581e5249548b2df66ae0b3f4b252b826e90198,True,True,True,False,True,True,1.0,1,success,False,"[""B2.1""]","[""B2""]","[""B2.1"", ""B2.5""]","[""F10"", ""F8""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,2,mxh045,ALL_B_b1_GR_PG,119be7825726df9fd4e82a9e5db0641992ed3ba26d26973d4f4b8798cfe166db,False,False,False,False,False,False,0.0,,gold_absent,False,[],[],[],null,"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
AO,actual,oracle,2,mxh045,ALL_B_b1_GR_PG,119be7825726df9fd4e82a9e5db0641992ed3ba26d26973d4f4b8798cfe166db,False,False,False,False,False,False,0.0,,gold_absent,False,[],[],[],null,"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
OA,oracle,actual,2,mxh045,ALL_B_b1_GR_PG,119be7825726df9fd4e82a9e5db0641992ed3ba26d26973d4f4b8798cfe166db,False,False,False,False,False,False,0.0,,gold_absent,False,[],[],[],null,"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
OO,oracle,oracle,2,mxh045,ALL_B_b1_GR_PG,119be7825726df9fd4e82a9e5db0641992ed3ba26d26973d4f4b8798cfe166db,False,False,False,False,False,False,0.0,,gold_absent,False,[],[],[],null,"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
AA,actual,actual,2,mxh046,ALL_B_b1_GR_PG,87d9612f7856942eab225d71f2c0df1836918a980298c47b85c7f76c87f0f310,True,True,False,False,False,False,0.0,,local_champion_miss,False,"[""B1.1"", ""B2.2"", ""B3.4"", ""B4.3""]","[""B1""]","[""B1.2""]","[""F11"", ""F12""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,2,mxh046,ALL_B_b1_GR_PG,87d9612f7856942eab225d71f2c0df1836918a980298c47b85c7f76c87f0f310,True,True,True,False,True,True,1.0,1,success,False,"[""B1.2"", ""B2.2"", ""B3.4"", ""B4.3""]","[""B1""]","[""B1.2""]","[""F11"", ""F12""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,2,mxh046,ALL_B_b1_GR_PG,87d9612f7856942eab225d71f2c0df1836918a980298c47b85c7f76c87f0f310,True,True,False,False,False,False,0.0,,local_champion_miss,False,"[""B1.1""]","[""B1""]","[""B1.2""]","[""F11"", ""F12""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,2,mxh046,ALL_B_b1_GR_PG,87d9612f7856942eab225d71f2c0df1836918a980298c47b85c7f76c87f0f310,True,True,True,False,True,True,1.0,1,success,False,"[""B1.2""]","[""B1""]","[""B1.2""]","[""F11"", ""F12""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,2,mxh055,ALL_B_b1_GR_PG,c938fad3386246c6e1d83eeab4baf89ffd484ad0907c16e584b83d668ee997dc,True,True,True,False,False,True,0.5,2,success,False,"[""B1.1"", ""B2.1"", ""B3.3"", ""B4.1"", ""B5.1""]","[""B4""]","[""B4.1"", ""B4.5""]","[""F9"", ""F7""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,2,mxh055,ALL_B_b1_GR_PG,c938fad3386246c6e1d83eeab4baf89ffd484ad0907c16e584b83d668ee997dc,True,True,True,False,False,False,0.25,4,intergroup_rank_loss,False,"[""B1.1"", ""B2.1"", ""B3.3"", ""B4.1"", ""B5.1""]","[""B4""]","[""B4.1"", ""B4.5""]","[""F9"", ""F7""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,2,mxh055,ALL_B_b1_GR_PG,c938fad3386246c6e1d83eeab4baf89ffd484ad0907c16e584b83d668ee997dc,True,True,True,False,True,True,1.0,1,success,False,"[""B4.1""]","[""B4""]","[""B4.1"", ""B4.5""]","[""F9"", ""F7""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
