dataset,slice,case_id,gold,layer,layer_aphhm,e7_correct,v0_correct,B06_correct,B07_correct,B01_correct,APHHM_correct,e7_s2_n,e7_s3_n,e7_champion,e7_s2_rank_gold,e7_s2_gold_n,e7_s2_near_n,e7_s2_other_n,e7_s2_gold,e7_s2_near,e7_s3_gold_n,e7_s3_near_n,e7_s3_other_n,e7_s3_gold,e7_s3_near,e7_champ_cluster,e7_champ_gold_jaccard,e7_rejected_gold,e7_rejected_near,e7_gold_in_s3_champ_near,e7_gold_in_s3_champ_other,v0_s3_gold,v0_champ_cluster,B06_disc_gold,B06_disc_near,B06_disc_gold_n,B06_sup_gold,B06_sup_near,B06_sup_gold_n,B06_sup_labels,B07_draft_gold,B07_draft_near,B07_diag_gold,B07_diag_near,B07_diag_labels,B01_top2_gold,B01_top2_near,APHHM_tree_gold,APHHM_tree_near,APHHM_final_gold,APHHM_final_near,APHHM_tree_n,APHHM_final_n,APHHM_final_labels,aligned_same_cluster_rank_flip,aligned_true_entrance_gap,baseline_hits_gold_cluster
mcr,mcr_v1,63,Fibroepithelial polyp,,,1,1,1,1,1,1,48,5,Ureteral fibroepithelial polyp,6,1,0,47,1,0,1,0,4,1,0,gold,0.667,0,0,0,0,1,gold,1,1,3,1,1,1,"[""Ureteral polyp"", ""Ureteral fibroepithelial polyp""]",1,0,1,0,"[""Ureteral fibroepithelial polyp"", ""Low-grade urothelial carcinoma""]",1,1,1,1,1,0,26,2,"[""Ureteral Fibroepithelial Polyp"", ""Urothelial Carcinoma""]",0,0,1
mcr,mcr_v1,64,small cell lung carcinoma,,,0,0,0,0,0,0,50,5,Sepsis,,0,0,50,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Perforated appendicitis with peritonitis"", ""Metastatic prostate cancer""]",0,0,0,0,"[""Acute appendicitis with perforation"", ""Metastatic prostate cancer or second primary colorectal cancer""]",0,0,0,1,0,0,23,3,"[""Appendicitis"", ""Peritonitis"", ""Colorectal Cancer""]",0,0,0
mcr,mcr_v1,65,myelolipoma,all_miss_but_recalled,,0,0,0,0,0,0,47,5,Myelodysplastic syndrome with eosinophilia,9,1,0,46,1,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Neurogenic tumor"", ""Germ cell tumor""]",0,0,0,0,"[""Myeloid Sarcoma"", ""Lymphoma""]",0,0,0,0,0,0,44,2,"[""Systemic mastocytosis"", ""Thymoma""]",0,0,0
mcr,mcr_v1,66,CIC-rearranged sarcoma,,,0,0,0,0,0,0,47,5,Desmoplastic small round cell tumor,,0,4,43,0,1,0,1,4,0,1,other,0.0,0,1,0,0,0,other,0,1,0,0,1,0,"[""Desmoplastic small round cell tumor"", ""Ewing's sarcoma""]",0,1,0,1,"[""Desmoplastic small round cell tumor (DSRCT)"", ""Ewing sarcoma""]",0,1,0,1,0,0,23,1,"[""Desmoplastic Small Round Cell Tumor""]",0,0,0
mcr,mcr_v1,67,congenital unilateral hypoplasia of depressor anguli oris,,,1,1,0,0,0,1,46,5,Asymmetric crying face syndrome,,0,10,36,0,1,0,2,3,0,1,other,0.0,0,1,0,0,0,near,0,1,0,0,1,0,"[""Congenital unilateral lower lip palsy"", ""Congenital facial paresis""]",0,1,0,1,"[""Congenital Unilateral Lower Lip Paresis"", ""Congenital Facial Paresis""]",0,1,1,1,1,1,19,2,"[""Congenital Unilateral Hypoplasia of Depressor Anguli Oris"", ""Congenital Facial Palsy""]",0,0,0
mcr,mcr_v1,68,macrodystrophia lipomatosa,,,0,0,0,0,0,0,50,5,Fibrolipomatous hamartoma,,0,0,50,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Macrodactyly"", ""Lipofibromatous hamartoma""]",0,0,0,0,"[""Macrodactyly"", ""Lipomatous tumor""]",0,0,0,0,0,0,19,3,"[""Lipomatosis of nerve"", ""Fibrolipomatous Hamartoma"", ""Macrodactyly""]",0,0,0
mcr,mcr_v1,69,Gastric lipoma,base_win_rank,aphhm_lose,0,0,0,1,0,0,33,5,Gastrointestinal stromal tumor,5,1,15,17,1,1,1,1,3,1,1,other,0.0,1,1,0,1,0,other,1,1,3,1,1,1,"[""Gastric gastrointestinal stromal tumor (GIST)"", ""Gastric lipoma""]",1,0,1,0,"[""Gastrointestinal Stromal Tumor (GIST)"", ""Gastric Lipoma""]",1,0,0,1,0,1,24,2,"[""Gastrointestinal Stromal Tumor (GIST)"", ""Gastric Duplication Cyst""]",1,0,1
mcr,mcr_v1,72,abdominal tuberculosis,all_miss_but_recalled,,0,0,0,0,0,0,52,5,Non-Hodgkin lymphoma,14,1,0,51,1,0,0,0,5,0,0,other,0.0,0,0,0,0,1,other,1,0,3,0,0,0,"[""Ovarian Cancer"", ""Lymphoma""]",0,0,0,0,"[""Ovarian Cancer"", ""Metastatic Malignancy""]",0,0,1,0,0,0,41,3,"[""Serous Ovarian Carcinoma"", ""Ovarian Cancer"", ""metastases""]",0,0,0
mcr,mcr_v1,73,metastatic prostate carcinoma,,aphhm_lose,0,0,0,1,0,0,47,5,Cerebellar metastasis from prostate cancer,,0,2,45,0,1,0,1,4,0,1,near,0.143,0,0,0,0,0,near,0,1,0,0,1,0,"[""Metastatic prostate cancer to the cerebellum"", ""Hemangioblastoma""]",0,0,0,0,"[""Metastasis"", ""Hemangioblastoma""]",0,1,0,1,0,1,24,5,"[""metastatic prostate cancer to cerebellum"", ""metastatic prostate cancer to the cerebellum"", ""cerebellar metastasis from prostate cancer""]",0,0,0
mcr,mcr_v1,74,Catecholaminergic polymorphic ventricular tachycardia,all_miss_but_recalled,,0,0,0,0,0,0,48,5,Risperidone-induced QT prolongation,5,1,4,43,1,1,1,1,3,1,1,other,0.0,1,1,0,1,1,other,1,1,3,0,0,0,"[""Acquired Long QT Syndrome due to Risperidone"", ""Long QT Syndrome""]",0,0,0,0,"[""Long QT Syndrome"", ""Hypertrophic Cardiomyopathy""]",1,0,1,1,1,1,36,3,"[""Long QT Syndrome"", ""Ventricular Tachycardia"", ""Arrhythmogenic Right Ventricular Cardiomyopathy""]",0,0,1
mcr,mcr_v1,75,BasosquamousCarcinoma,,,0,0,0,0,0,0,48,5,Invasive cutaneous squamous cell carcinoma,,0,0,48,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Invasive cutaneous squamous cell carcinoma"", ""Basal cell carcinoma""]",0,0,0,0,"[""Invasive cutaneous squamous cell carcinoma"", ""Basal cell carcinoma""]",0,0,0,0,0,0,18,1,"[""invasive cutaneous squamous cell carcinoma""]",0,0,0
mcr,mcr_v1,76,drug-induced liver injury,,,1,1,1,1,1,1,47,5,Alfuzosin-induced liver injury,1,1,6,40,1,1,1,1,3,1,1,near,0.6,1,0,1,0,1,gold,1,0,3,1,0,1,"[""Drug-induced liver injury (DILI)"", ""Acute viral hepatitis""]",1,1,1,1,"[""Drug-induced liver injury (DILI) due to Alfuzosin"", ""Acute liver failure (ALF) due to idiosyncratic reaction to Alfuzosin""]",1,0,1,1,1,0,45,1,"[""Drug-Induced Liver Injury (DILI) due to Alfuzosin""]",0,0,1
mcr,mcr_v1,77,Accessory extraocular muscle,,,0,0,0,0,0,0,45,5,Adhesive syndrome,,0,2,43,0,1,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Adhesive Syndrome"", ""Orbital Fibrosis""]",0,1,0,1,"[""Anomalous Orbital Structure"", ""Extraocular Muscle Disorder""]",0,0,0,0,0,0,24,2,"[""Duane Retraction Syndrome"", ""Thyroid Ophthalmopathy""]",0,0,0
mcr,mcr_v1,78,schwannoma,base_win_rank,aphhm_lose,0,0,1,1,1,0,44,5,Tarlov cyst,2,6,0,38,1,0,1,0,4,1,0,other,0.0,1,0,0,1,1,other,1,0,3,1,0,1,"[""Schwannoma"", ""Neurofibroma""]",0,0,0,0,"[""Peripheral Nerve Sheath Tumor (PNST)"", ""Neurofibroma""]",0,0,1,0,1,0,25,2,"[""intraneural ganglion cyst"", ""sciatic schwannoma""]",1,0,1
mcr,mcr_v1,80,Leiomyosarcoma,all_miss_but_recalled,,0,0,0,0,0,0,49,5,Locoregional breast cancer recurrence,17,1,0,48,1,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,1,0,3,1,0,1,"[""Locoregional breast cancer recurrence"", ""Sarcoma""]",0,0,0,0,"[""Radiation-induced sarcoma"", ""Breast cancer recurrence""]",0,0,1,0,0,0,54,3,"[""Radiation-Induced Sarcoma"", ""Recurrence of Invasive Ductal Carcinoma"", ""Recurrent Breast Carcinoma""]",0,0,1
mcr,mcr_v1,81,Macrophage myofasciitis,,,0,0,0,0,0,0,51,5,Juvenile Dermatomyositis,,0,0,51,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Juvenile Dermatomyositis"", ""Inflammatory Myopathy""]",0,0,0,0,"[""Juvenile Dermatomyositis (JDM)"", ""Thyroiditis-related myopathy""]",0,0,0,0,0,0,63,2,"[""Juvenile Dermatomyositis"", ""Systemic Lupus Erythematosus""]",0,0,0
mcr,mcr_v1,82,Euglycemic diabetic ketoacidosis,base_win_rank,aphhm_lose,0,0,0,1,1,0,48,5,Lactic acidosis,1,1,2,45,1,1,1,0,4,1,0,other,0.0,1,0,0,1,1,other,1,0,3,1,0,1,"[""Diabetic Ketoacidosis"", ""Lactic Acidosis""]",1,0,1,0,"[""Euglycemic Diabetic Ketoacidosis"", ""Lactic Acidosis""]",1,0,1,1,1,0,25,1,"[""Diabetic Ketoacidosis""]",1,0,1
mcr,mcr_v1,84,Lymphoepithelioma-like carcinoma of the breast,,,0,0,0,0,0,0,48,5,Medullary carcinoma of the breast,,0,36,12,0,1,0,5,0,0,1,near,0.5,0,1,0,0,0,near,0,1,0,0,1,0,"[""Medullary Carcinoma of the Breast"", ""Triple Negative Breast Cancer""]",0,1,0,1,"[""Triple-negative breast cancer"", ""Medullary carcinoma of the breast""]",0,1,0,1,0,1,35,2,"[""medullary carcinoma of the breast"", ""Triple-Negative Breast Cancer""]",0,0,0
mcr,mcr_v1,85,Small intestinal perforation,,,0,0,0,0,0,0,49,5,Acute appendicitis,,0,10,39,0,1,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,1,0,0,1,0,"[""Appendicitis"", ""Intestinal obstruction""]",0,1,0,1,"[""Appendicitis"", ""Intestinal Obstruction""]",0,1,0,0,0,0,19,1,"[""Acute Appendicitis""]",0,0,0
mcr,mcr_v1,86,Restless arms syndrome,,,0,0,0,0,0,0,52,5,Akathisia,,0,10,42,0,1,0,2,3,0,1,other,0.0,0,1,0,0,0,other,0,1,0,0,1,0,"[""Akathisia"", ""Restless Legs Syndrome""]",0,0,0,0,"[""Medication-induced paresthesia"", ""Post-COVID-19 depressive disorder with neurological symptoms""]",0,0,0,1,0,0,44,5,"[""Fibromyalgia"", ""Frontotemporal Dementia"", ""Urticaria""]",0,0,0
mcr,mcr_v1,87,undifferentiated embryonal sarcoma of the liver,all_miss_but_recalled,,0,0,0,0,0,0,50,5,Mucinous cystadenocarcinoma of the liver,11,1,8,41,1,1,0,2,3,0,1,near,0.286,0,1,0,0,1,near,0,1,0,0,0,0,"[""Mucinous cystadenocarcinoma"", ""Intrahepatic biliary cystadenocarcinoma""]",1,1,1,1,"[""Mucinous cystadenocarcinoma of the liver"", ""Sarcoma of the liver""]",0,1,0,1,0,0,19,1,"[""mucinous cystadenocarcinoma""]",0,0,1
mcr,mcr_v1,90,squamous cell carcinoma,all_miss_but_recalled,,0,0,0,0,0,0,46,5,Pacemaker pocket sarcoma,1,2,3,41,1,1,1,1,3,1,1,other,0.0,1,1,0,1,1,other,1,0,3,0,0,0,"[""Pacemaker pocket tumor"", ""Metastatic disease""]",0,0,0,0,"[""Metastatic tumor or new primary tumor"", ""Locally recurrent tumor at the pacemaker site""]",0,0,1,1,1,0,21,4,"[""Metastatic laryngeal squamous cell carcinoma"", ""Metastases"", ""pacemaker pocket sarcoma""]",0,0,0
mcr,mcr_v1,91,Angiosarcoma,all_miss_but_recalled,,0,0,0,0,0,0,51,5,Hemangiopericytoma,18,2,0,49,1,0,1,0,4,1,0,other,0.0,1,0,0,1,0,other,0,0,0,0,0,0,"[""Hemangiopericytoma"", ""Solitary Fibrous Tumor""]",0,0,0,0,"[""Solitary Fibrous Tumor/Hemangiopericytoma"", ""Cavernous Angioma""]",0,0,0,0,0,0,20,2,"[""Solitary Fibrous Tumor/Hemangiopericytoma"", ""Cavernous Angioma""]",0,0,0
mcr,mcr_v1,93,Serum sickness,,,0,0,0,0,0,0,50,5,Poststreptococcal Reactive Arthritis,,0,0,50,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Prosthetic Valve Thrombosis"", ""Infective Endocarditis""]",0,0,0,0,"[""Prosthetic Mitral Valve Thrombosis"", ""Streptokinase-Induced Inflammatory Response""]",0,0,0,0,0,0,28,4,"[""Poststreptococcal Reactive Arthritis"", ""Infective Endocarditis"", ""Infective Endocarditis""]",0,0,0
mcr,mcr_v1,94,Schwannoma,all_miss_but_recalled,,0,0,0,0,0,0,47,5,Branchial cleft cyst,5,1,0,46,1,0,0,0,5,0,0,other,0.0,0,0,0,0,1,other,0,0,0,0,0,0,"[""Branchial cleft cyst"", ""Lipoma""]",0,0,0,0,"[""Branchial cleft cyst"", ""Thyroglossal duct cyst""]",0,0,1,0,0,0,36,1,"[""Branchial Cleft Cyst""]",0,0,0
mcr,mcr_v1,95,Tuberculosis,all_miss_but_recalled,,0,0,0,0,0,0,55,5,Disseminated tuberculosis,1,1,0,54,1,0,1,0,4,1,0,gold,0.5,0,0,0,0,1,gold,1,0,3,1,0,1,"[""Disseminated tuberculosis"", ""Cryptococcal meningitis""]",1,0,1,0,"[""Disseminated Tuberculosis"", ""Sepsis due to an opportunistic infection""]",0,0,1,0,0,0,27,1,"[""Disseminated Mycobacterium avium complex""]",0,0,1
mcr,mcr_v1,96,ParostealOsteosarcoma,all_miss_but_recalled,,0,0,0,0,0,0,48,5,Osteoma,21,1,0,47,1,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Osteoma"", ""Hemangioma""]",0,0,0,0,"[""Osteoma"", ""Calcified Hematoma or Other Benign Bone Lesion""]",0,0,1,0,0,0,29,2,"[""Osteoma"", ""Osteomyelitis of the calvarium""]",0,0,0
mcr,mcr_v1,97,giant juvenile fibroadenoma,all_miss_but_recalled,,0,0,0,0,0,0,52,5,Giant fibroadenoma,1,2,3,47,1,1,2,1,2,1,1,near,0.667,1,0,1,0,1,near,1,0,3,1,0,1,"[""Fibroadenoma"", ""Phyllodes tumor""]",1,0,1,0,"[""Fibroadenoma"", ""Phyllodes Tumor""]",1,0,1,1,0,1,23,1,"[""Giant fibroadenoma""]",0,0,1
mcr,mcr_v1,99,Histoplasmosis,all_miss_but_recalled,,0,0,0,0,0,0,47,5,Cheilitis granulomatosa,1,1,0,46,1,0,1,0,4,1,0,other,0.0,1,0,0,1,1,other,0,0,0,0,0,0,"[""Kaposi's sarcoma"", ""bacillary angiomatosis""]",0,0,0,0,"[""Kaposi's Sarcoma"", ""Immune Reconstitution Inflammatory Syndrome (IRIS)""]",0,0,1,0,0,0,29,3,"[""Pemphigus vulgaris"", ""Kaposi's Sarcoma"", ""Behcet's disease""]",0,0,0
mcr,mcr_v1,100,intraosseous metaplastic meningioma,,,0,0,0,0,0,0,47,5,Hemangioma of bone,,0,9,38,0,1,0,1,4,0,1,other,0.0,0,1,0,0,0,other,0,0,0,0,0,0,"[""Hemangioma"", ""Fibrous Dysplasia""]",0,0,0,0,"[""Hemangioma"", ""Atypical Fibroxanthoma""]",0,0,0,0,0,0,22,5,"[""Hemangioma of bone"", ""Fibrous Dysplasia"", ""Fibrous Dysplasia""]",0,0,0
mcr,mcr_v1,104,Langerhans cell histiocytosis,,,1,1,1,1,1,1,51,5,Langerhans cell histiocytosis,1,1,1,49,1,1,1,0,4,1,0,gold,1.0,0,0,0,0,1,gold,1,0,3,1,0,1,"[""Langerhans cell histiocytosis"", ""Eosinophilic granuloma""]",1,0,1,0,"[""Langerhans cell histiocytosis"", ""Other granulomatous disorders""]",1,0,1,0,1,0,24,1,"[""Langerhans cell histiocytosis""]",0,0,1
mcr,mcr_v1,105,heat stroke,,aphhm_lose,1,1,1,0,1,0,50,5,Heat stroke,1,1,0,49,1,0,1,0,4,1,0,gold,1.0,0,0,0,0,1,gold,1,0,3,1,0,1,"[""Heat Stroke"", ""Hypoxic-Ischemic Encephalopathy""]",1,0,1,0,"[""Cerebellar injury secondary to heat stroke"", ""Hypoxic-ischemic encephalopathy""]",1,0,1,0,1,0,38,4,"[""Severe Heat Stroke"", ""Disseminated Intravascular Coagulation"", ""Encephalitis""]",0,0,1
mcr,mcr_v1,106,neuroendocrine tumor,all_miss_but_recalled,,0,0,0,0,0,0,45,5,Pituitary adenoma,37,1,3,41,1,1,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Pituitary Adenoma"", ""Craniopharyngioma""]",0,0,0,0,"[""Pituitary Adenoma"", ""Craniopharyngioma""]",0,0,0,0,0,0,26,1,"[""Pituitary Adenoma""]",0,0,0
mcr,mcr_v1,107,adrenal hyperplasia,all_miss_but_recalled,,0,0,0,0,0,0,52,5,Leydig cell tumor,10,1,23,28,1,1,0,1,4,0,1,other,0.0,0,1,0,0,0,other,0,1,0,0,0,0,"[""testicular lymphoma"", ""testicular cancer""]",1,0,1,0,"[""Testicular tumor"", ""Primary macronodular adrenal hyperplasia (PMAH)""]",1,0,1,1,0,0,28,2,"[""right testicular seminoma"", ""Leydig Cell Tumor""]",0,0,1
mcr,mcr_v1,109,Aspergillosis,all_miss_but_recalled,,0,0,0,0,0,0,56,5,Progressive Multifocal Leukoencephalopathy,20,1,0,55,1,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Brain Abscess"", ""Cerebral Vasculitis""]",0,0,0,0,"[""Brain Abscess"", ""Encephalitis""]",0,0,0,0,0,0,31,5,"[""Subacute Bacterial Meningitis"", ""Toxoplasmosis"", ""Toxoplasmosis""]",0,0,0
mcr,mcr_v1,111,Giant cell tumor of bone,e7_win_recall,aphhm_lose,1,0,0,0,0,0,49,5,Giant cell tumor,4,1,5,43,1,1,1,0,4,1,0,gold,0.75,0,0,0,0,1,other,0,1,0,0,1,0,"[""Metastatic disease"", ""Primary bone tumor""]",0,1,0,1,"[""Vertebral Osteomyelitis"", ""Vertebral Tumor""]",0,1,1,1,0,1,24,3,"[""Chordoma"", ""Pancoast tumor"", ""Tuberculous spondylitis""]",1,0,0
mcr,mcr_v1,112,Bath salt intoxication,,aphhm_lose,1,0,0,1,0,0,48,5,Bath Salts Intoxication,,0,5,43,0,1,0,1,4,0,1,near,0.5,0,0,0,0,0,other,0,0,0,0,0,0,"[""Sympathomimetic toxicity"", ""Rhabdomyolysis""]",0,0,0,0,"[""Synthetic cathinone toxicity"", ""Rhabdomyolysis due to multiple factors""]",0,0,0,0,0,0,38,5,"[""Sympathomimetic Toxicity"", ""Amphetamine-Induced Hyperthermia"", ""Neuroleptic Malignant Syndrome""]",0,0,0
mcr,mcr_v1,113,jejunal adenocarcinoma,all_miss_but_recalled,,0,0,0,0,0,0,46,5,Sister Mary Joseph nodule due to metastatic colorectal adenocarcinoma,35,1,11,34,1,1,0,4,1,0,1,near,0.111,0,1,0,0,0,near,0,1,0,0,1,0,"[""Sister Mary Joseph nodule with metastatic adenocarcinoma of the colon"", ""Metastatic disease to the umbilicus from a gastrointestinal primary""]",0,1,0,1,"[""Adenocarcinoma of the colon with umbilical metastasis"", ""Sister Mary Joseph nodule due to metastatic adenocarcinoma""]",0,1,0,1,0,1,36,5,"[""Sister Mary Joseph nodule due to colorectal adenocarcinoma"", ""Sister Mary Joseph nodule"", ""metastatic adenocarcinoma""]",0,0,0
mcr,mcr_v1,114,Ependymoma,,,0,0,0,0,0,0,50,5,Epidermoid cyst,,0,0,50,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Pilonidal cyst"", ""Epidermoid cyst""]",0,0,0,0,"[""Pilonidal cyst"", ""Inclusion cyst""]",0,0,0,0,0,0,44,5,"[""Epidermoid Cyst"", ""Liposarcoma"", ""Liposarcoma""]",0,0,0
mcr,mcr_v1,116,systemic sclerosis sine scleroderma,base_win_rank,,0,0,1,0,0,1,51,5,Limited Systemic Sclerosis,1,2,3,46,1,1,1,1,3,1,1,near,0.4,1,0,1,0,1,near,1,1,3,1,0,1,"[""Systemic Sclerosis"", ""Mixed Connective Tissue Disease""]",1,1,1,1,"[""Limited Systemic Sclerosis (CREST syndrome)"", ""Systemic Sclerosis""]",1,1,1,0,1,0,38,1,"[""Systemic Sclerosis""]",1,0,1
mcr,mcr_v1,117,Antiphospholipid syndrome,,aphhm_lose,1,0,1,1,1,0,53,5,Antiphospholipid syndrome,,0,8,45,0,1,1,0,4,1,0,gold,1.0,0,0,0,0,0,other,1,0,3,1,0,1,"[""Antiphospholipid syndrome"", ""Infectious mononucleosis due to Epstein-Barr virus""]",1,0,1,0,"[""Antiphospholipid Syndrome"", ""Respiratory Syncytial Virus Infection""]",1,0,0,1,0,0,83,3,"[""Cryoglobulinemic vasculitis"", ""Systemic Lupus Erythematosus"", ""Hemophagocytic lymphohistiocytosis""]",0,0,1
mcr,mcr_v1,119,cystadenofibroma,,,0,0,0,0,0,0,48,5,Mucinous cystadenoma,,0,0,48,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Mucinous Ovarian Cystadenoma"", ""Serous Ovarian Cystadenoma""]",0,0,0,0,"[""Mucinous Ovarian Cyst"", ""Serous Ovarian Cyst""]",0,0,0,0,0,0,45,3,"[""Mucinous Cystadenoma"", ""Ovarian tumor"", ""Ovarian Fibroma""]",0,0,0
mcr,mcr_v1,121,Angioleiomyoma,,,0,0,0,0,0,0,51,5,Pleomorphic adenoma,,0,0,51,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Ectopic lymph node"", ""Lipoma""]",0,0,0,0,"[""Ectopic lymph node"", ""Lipoma""]",0,0,1,0,0,0,40,5,"[""Lipoma"", ""Lipoma"", ""Lipoma""]",0,0,0
mcr,mcr_v1,122,Malignant peripheral nerve sheath tumour,,,1,1,1,1,0,1,48,5,Malignant peripheral nerve sheath tumor,,0,4,44,0,1,0,2,3,0,1,near,0.667,0,1,0,0,0,near,0,1,0,0,1,0,"[""Malignant Peripheral Nerve Sheath Tumor"", ""Neurofibroma""]",0,1,0,1,"[""Malignant Peripheral Nerve Sheath Tumor (MPNST)"", ""Sarcomatoid Urothelial Carcinoma""]",0,1,0,1,0,1,17,1,"[""Malignant Peripheral Nerve Sheath Tumor""]",0,0,0
mcr,mcr_v1,123,chronic osteomyelitis,all_miss_but_recalled,,0,0,0,0,0,0,46,5,Ewing's sarcoma,2,1,2,43,1,1,1,1,3,1,1,other,0.0,1,1,0,1,0,other,1,1,3,1,0,1,"[""Ewing's Sarcoma"", ""Osteomyelitis""]",0,0,0,0,"[""Langerhans cell histiocytosis"", ""Ewing's sarcoma""]",1,0,1,1,1,0,41,4,"[""Ewing's Sarcoma"", ""Osteomyelitis"", ""Aneurysmal Bone Cyst""]",0,0,1
mcr,mcr_v1,124,echovirus 11 infection,,,0,0,0,0,0,0,50,5,Necrotizing autoimmune myopathy,,0,0,50,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Ibrutinib-induced myositis"", ""Polymyositis""]",0,0,0,0,"[""Immune-mediated myositis"", ""Myocarditis""]",0,0,0,0,0,0,26,5,"[""Polymyositis"", ""Lymphoma-associated Myositis"", ""Myositis associated with Mantle Cell Lymphoma""]",0,0,0
mcr,mcr_v1,125,Cohen syndrome,,,1,1,1,0,1,1,48,5,Cohen syndrome,2,1,21,26,1,1,1,4,0,1,1,gold,1.0,0,1,0,0,1,gold,1,1,3,1,1,1,"[""Cohen Syndrome"", ""Bardet-Biedl Syndrome""]",0,1,0,1,"[""Bardet-Biedl syndrome"", ""Alstrom syndrome""]",1,1,1,1,1,1,21,2,"[""Cohen Syndrome"", ""Bardet-Biedl syndrome""]",0,0,1
mcr,mcr_v1,126,Extranodal natural killer/T-cell lymphoma nasal type,base_win_rank,aphhm_lose,0,0,0,1,0,0,51,5,Subcutaneous panniculitis-like T-cell lymphoma,7,1,2,48,1,1,0,1,4,0,1,near,0.2,0,0,0,0,1,gold,1,0,3,1,0,1,"[""Lymphoma"", ""Sarcoma""]",1,1,1,1,"[""Lymphoma"", ""Mantle Cell Lymphoma""]",1,0,1,1,1,0,48,4,"[""Lymphoma"", ""Castleman disease"", ""Immune-Mediated Necrotizing Myopathy""]",0,0,1
mcr,mcr_v1,128,Endosalpingiosis,all_miss_but_recalled,,0,0,0,0,0,0,45,5,Papillary urothelial carcinoma,41,1,0,44,1,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Bladder Cancer"", ""Urinary Tract Infection""]",0,0,0,0,"[""Mucosal Neoplastic Lesion"", ""Endometriosis""]",0,0,0,0,0,0,25,2,"[""Urothelial Carcinoma"", ""Urinary Bladder Endometriosis""]",0,0,0
mcr,mcr_v2,129,biliary cystadenocarcinoma,all_miss_but_recalled,,0,0,0,0,0,,43,5,Pyogenic liver abscess,12,1,2,40,1,1,0,0,5,0,0,other,0.0,0,0,0,0,1,other,0,0,0,0,0,0,"[""Infected Non-Parasitic Liver Cyst"", ""Pyogenic Liver Abscess""]",0,0,0,0,"[""Infected Non-Parasitic Liver Cyst"", ""Hepatic Hydatid Cyst""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,130,Clinging carcinoma in situ,,,0,0,0,0,0,,55,5,Bilateral invasive ductal carcinoma,,0,19,36,0,1,0,2,3,0,1,near,0.167,0,1,0,0,0,near,0,1,0,0,1,0,"[""Infiltrative ductal carcinoma"", ""Fibroadenoma""]",0,1,0,1,"[""Invasive Ductal Carcinoma (Left Breast)"", ""Fibroadenoma (Right Breast)""]",0,1,,,,,,,,0,0,0
mcr,mcr_v2,131,Histiocytic necrotizing lymphadenitis,,,1,1,1,1,1,,52,5,Kikuchi-Fujimoto disease,9,1,3,48,1,1,1,1,3,1,1,other,0.0,1,1,0,1,1,other,0,1,0,0,0,0,"[""Kikuchi disease"", ""Cat scratch disease""]",0,0,0,0,"[""Kikuchi-Fujimoto disease"", ""Cat scratch disease""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,132,Bowel-associated dermatosis-arthritis syndrome,,,0,0,0,0,0,,46,5,Sweet syndrome,,0,20,26,0,1,0,1,4,0,1,near,0.167,0,0,0,0,0,near,0,0,0,0,0,0,"[""Neutrophilic panniculitis"", ""Sickle cell crisis""]",0,1,0,1,"[""Sweet syndrome"", ""Neutrophilic panniculitis""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,133,ProstateStromalSarcoma,,,1,1,1,1,1,,49,5,Prostatic stromal sarcoma,,0,0,49,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Prostatic Stromal Sarcoma"", ""Prostatic Stromal Tumor of Uncertain Malignant Potential""]",0,0,0,0,"[""Prostatic Stromal Sarcoma"", ""Prostatic Stromal Tumor of Uncertain Malignant Potential""]",0,0,,,,,,,,0,0,0
