arm,case_id,replicate,tree_hash,gold_l2_coverage,actual_top1,actual_top2,mrr_at_2,oracle_parent_f4_local_top2,leaf_burden,leaf_clean_rate,leaf_parent_invalid_rate,semantic_duplicate_excess_rate,reused_ab_downstream_baseline,downstream_required,gold_absent,gold_provenance,ranking_provenance,calls_requested,calls_model,calls_cache_hits,blockers
A3,mb82_adhesions,1,33d9b8bb4237ff54f471dcb8b98e198729f7dfe3a818ce44519a5c8bee1b15fa,True,False,True,0.5,True,4.0,0.25,0.3,0.45,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mb82_adhesions,2,06833a6518664b500cec5c01f6f0b32b5f42caf1bad92e2841d35ad43195c117,True,False,False,0.0,True,4.0,0.3,0.25,0.4,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,3,2,
A3,mb82_adhesions,3,dfa114035af5d3623495d2f18b3fc680369f7e908b6f8df48329902dcf0f251a,True,False,False,0.0,True,3.8,0.2631578947368421,0.21052631578947367,0.42105263157894735,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mb83_foreignbody,1,b0ed4486bff06692fc952013cf004b92ff6f5cb6bb8ae76c1830ded864ba0a6d,True,False,False,0.0,False,3.75,0.26666666666666666,0.4666666666666667,0.4,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,4,4,0,
A3,mb83_foreignbody,2,850db8464d28aa29e8799fab11a1cf601642c05f9f237e4ae373d26614c33a43,True,False,False,0.0,True,4.0,0.25,0.5,0.4375,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,4,4,0,
A3,mb83_foreignbody,3,bfcd0ae50b91ef5bff97d4d8ce282764ee609835ea598985b0e90c7ac5c811e6,True,False,False,0.0,True,4.0,0.1875,0.5625,0.5,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,4,4,0,
A3,mxh011,1,9400e207fbcbc9f5bb61a3942de951eb17aeb478ef888d4412416056ef3e818c,True,True,True,1.0,True,4.0,0.1,0.45,0.65,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh011,2,988274bdc5f754077ddce139a5b0e5dd2bc8c2c4c094e68ef94bfd386430bae2,True,True,True,1.0,True,3.8,0.05263157894736842,0.3684210526315789,0.6842105263157895,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh011,3,fc6459bd889d8b67bec95bde46654fd2c8d93519ba6ea1bba61904848d76e79e,True,True,True,1.0,True,3.8,0.05263157894736842,0.3684210526315789,0.6842105263157895,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh014,1,ef0e61c2bd906f71d347b8162497c6b60e147d49dca9b5c8fdc59baf65f1b67f,True,True,True,1.0,True,3.4,0.47058823529411764,0.11764705882352941,0.4117647058823529,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh014,2,e58a3058be99838a98e11ad8667b33cb33c91171023decd48bafb09c1833bdc1,True,True,True,1.0,True,3.6,0.5,0.1111111111111111,0.3888888888888889,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh014,3,a9dffac24cb820ffb3e66650eb7bcb80e751fc80b2abbba0d6e46e5a62b957fd,True,True,True,1.0,True,4.0,0.3,0.2,0.45,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh036,1,79d3145de75024da3a90dabc32c90dbcacc816a0a49ff25b571817af654eb209,True,False,False,0.0,True,4.0,0.05,0.35,0.55,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh036,2,3ab6f766e16ba46806aa37dc4177eed4265c66ddfc33414dd0d5128983a3a862,True,False,False,0.0,True,4.0,0.25,0.3,0.5,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh036,3,b146c859c9dea092bb90c8f11036e500e47bc516b96de14e4b216cc41cd28f5b,True,False,False,0.0,True,4.0,0.05,0.4,0.65,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh045,1,7200785117ae6866bbc9775af2e1b80038156018c12ffac042b0dfc403e83ce9,True,False,False,0.0,True,4.0,0.05,0.35,0.55,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh045,2,a7c63a254f2942519bcd027be49301739d675ad935c921ceffa1c5f20077d393,True,False,False,0.0,True,4.0,0.05,0.4,0.6,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh045,3,7224e66f8f779ca972c002a280ddce6dd0630c04cf47fe56c96c032170cec861,True,False,False,0.0,False,4.0,0.0,0.4,0.65,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh046,1,596a67e5e987972d4d232b7b1b6200d49f9047a84618f71e707f6e50e84d6ba5,True,False,False,0.0,True,4.0,0.0,0.125,0.75,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,4,4,0,
A3,mxh046,2,6e4875d1ade1942cc1639c690a305e8ceda3256d1060536133990b6bcfe2e464,True,False,False,0.0,True,4.0,0.0,0.125,0.6875,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,4,4,0,
A3,mxh046,3,8392c31b2bff8c66adf29bc1001d36e89b0713a54791288c1e4a94a8f02a232e,True,False,False,0.0,True,4.0,0.0625,0.125,0.6875,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,4,4,0,
A3,mxh055,1,6ed901c280159514ca23bc7e27c1f0aa8991ef9f410bba2950a477b500b59e28,True,True,True,1.0,True,3.6,0.1111111111111111,0.2222222222222222,0.6111111111111112,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh055,2,9ee16f817ed829780f2f24f0d4de9a6560b4cef472811039b671a1bbb3966bdf,True,True,True,1.0,True,3.2,0.125,0.3125,0.625,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh055,3,8fc67f832f7b8798e98697346369c234a6ba9dc4f25f776fb2cd40513b6f7d14,True,True,True,1.0,True,3.8,0.21052631578947367,0.3157894736842105,0.5263157894736842,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh068,1,552a936d790f200e1cb9c06d5c6837bab0d6fa76efe15a0a704aaa5604b97138,False,False,False,0.0,False,3.8,0.15789473684210525,0.3684210526315789,0.5263157894736842,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh068,2,2d4a1ade3949d9d258ca1525f5f2f244ddebf57c82ad4dc276e1db5be4dada10,False,False,False,0.0,False,3.8,0.05263157894736842,0.47368421052631576,0.6842105263157895,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh068,3,46ff9ffcd25aa4969bbba9511cbbf077008d10b7989e02c3c0a5eb31ccce6a8e,False,False,False,0.0,False,3.8,0.05263157894736842,0.47368421052631576,0.5789473684210527,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh075,1,63a2c60db8ed896bd1fb22abcbeabd31800e49a19e798f09c9b96999fd366fd8,True,False,False,0.0,True,4.0,0.1,0.6,0.6,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh075,2,631422e73382007cabf8f2d13a0ca776d93ca1578b0e4a2ff50e935d02932e7b,True,False,False,0.0,True,4.0,0.15,0.55,0.55,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A3,mxh075,3,3ef46f346143112317a2b1edb941bff91fd5da038caae433dfe6da0845c7ad14,True,False,False,0.0,False,4.0,0.2,0.5,0.5,False,False,False,final_audit_gold_match,downstream:A3:baseline_F2,5,5,0,
A4,mb11_pancoast,1,c1c0d56732fcbb3a6174b001b4bb15d7748bc6a4766bd94d1e6a856fb967ebcd,True,False,True,0.5,True,2.0,0.625,0.0,0.125,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,26,5,21,
A4,mb11_pancoast,2,78a3c62f6fa4f28ef9acba81a36de608a403b30dff8e9cf0194c91d0b2a7f7eb,True,False,True,0.5,True,1.75,0.5714285714285714,0.0,0.14285714285714285,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,23,5,18,
A4,mb11_pancoast,3,6baf98d01a8871a5e17ced64dbac622000b483584a394e1a19617858de12674c,True,False,True,0.5,True,0.75,1.0,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,25,3,22,
A4,mb34_leukemoid,1,f4f520a0dd6737350d7be6e28ad7e80113ea47ed606e7893e5f4099436effcbf,True,True,True,1.0,True,1.0,0.8333333333333334,0.16666666666666666,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,57,4,53,
A4,mb34_leukemoid,2,57cf58e89f3a6db3e242f0e466fbcd28b117022f3ce7d4efaa757192b5273491,True,True,True,1.0,True,1.0,0.8333333333333334,0.16666666666666666,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,43,4,39,
A4,mb34_leukemoid,3,2e444691a63101cd9809b5081439222a8d66e66c95c2c5036f6c40e6a5435b50,True,True,True,1.0,True,1.0,0.6666666666666666,0.3333333333333333,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,48,4,44,
A4,mb55_glucagonoma,1,57a5490f2062cfd3ce6269b85d1c105a6f2427650d872d0eeb3127e34dd81dcc,True,False,False,0.0,True,0.8,0.75,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,31,4,27,
A4,mb55_glucagonoma,2,18c69734e12ab7cb79464152d29146b37d150e832f9679c7fd4daddb7ddd82ab,True,False,False,0.0,True,0.8,0.75,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,27,3,24,
A4,mb55_glucagonoma,3,52d7bb7cfad8c642a07ed0c750e7cb53027597791ad12075d626d1aeb95f0da0,True,False,False,0.0,True,0.8,1.0,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,35,4,31,
A4,mb57_kartagener,1,08f20cf57702bc93da253533cd7d1705f63d21864acf6b37fbf7087a48c293be,True,False,False,0.0,False,1.0,0.2,0.8,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,27,3,24,
A4,mb57_kartagener,2,f92fee37297524d292f4db62de9eecec119af6fa4f9f60b104d7fda2bfe895bc,True,True,True,1.0,True,1.0,0.2,0.8,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,31,4,27,
A4,mb57_kartagener,3,9f570b998c5db3f0c8d3e4825dc3f0669b7791e3c6a2c7ffc300b3101d12045b,True,True,True,1.0,True,1.0,0.2,0.8,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,29,4,25,
A4,mb65_cml,1,a2f63477b419e2f8103505baf847b3822c539a66ec985aa213094ebfb8435034,True,False,False,0.0,True,0.8,1.0,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,27,3,24,
A4,mb65_cml,2,313e8f2e3a2b33b3c2e5aff4d65f4ae6da0a68247c924c6b54d0831b01a00be1,True,False,False,0.0,True,1.0,1.0,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,27,3,24,
A4,mb65_cml,3,9a8a2e388d812f39b8bc20a5d87b4179a13c65a4a9a968412b500c85aa156f8d,False,False,False,0.0,False,0.8,1.0,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,26,3,23,
A4,mb66_peliosis,1,6a781166ae101ff34c017661fd9867e017fd7d7fb6fbef115baae66b7640f67a,False,False,False,0.0,False,0.8,1.0,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,30,5,25,
A4,mb66_peliosis,2,2817cd12b11431f5785d1e878a982f2dbb7ce6f8bd352646c41f93e52c8b4185,False,False,False,0.0,False,0.6,1.0,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,25,4,21,
A4,mb66_peliosis,3,cd45fa377f4f2ab26293f4bcf812d54cde3a85159fe9a165b1f6bd11b78368f7,False,False,False,0.0,False,1.0,0.8,0.2,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,30,5,25,
A4,mb77_hyperpara,1,c379ef6968004cd05481f137b070377305a2098590f559aa23055bb766af509c,True,True,True,1.0,True,1.0,0.8,0.2,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,30,4,26,
A4,mb77_hyperpara,2,71ac2bd383ece47bda7a2183971490d75871ace4ef8b28697bb2ffe2a45b2739,True,True,True,1.0,True,1.2,0.6666666666666666,0.16666666666666666,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,38,4,34,
A4,mb77_hyperpara,3,99b95c3031f7d1744d50b0d96e384a128db4023c50b0e06aaa8aaf72f3547914,True,False,True,0.5,True,1.4,0.5714285714285714,0.2857142857142857,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,26,4,22,
A4,mb82_adhesions,1,39d1b7cd8ddeaf5d0d8b8ff81fd14fb483d290863ee3027953f850e867e9233e,True,True,True,1.0,True,1.6,0.5,0.0,0.25,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,30,5,25,
A4,mb82_adhesions,2,56004c40e3cbfe9ff0166b5108c32570ddc1d30e414096259c595029bf489fec,True,True,True,1.0,True,1.8,0.6666666666666666,0.0,0.1111111111111111,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,29,4,25,
A4,mb82_adhesions,3,f64d35f5bd739f20726d54a72e3f67b89fcb4d7ecc89a282a6867f13408ca7a0,True,False,True,0.5,True,1.6,0.5,0.0,0.25,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,29,4,25,
A4,mb83_foreignbody,1,a029a61a5198c840e894db67e942390c5dc864481f9c76eb583447b6727c0112,False,False,False,0.0,False,0.75,0.3333333333333333,0.6666666666666666,0.3333333333333333,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,21,3,18,
A4,mb83_foreignbody,2,b75264f9db25e07a8ee6d4e82deb15c5eb955ff1825d3c9d6425ca5d69ef83f8,False,False,False,0.0,False,0.5,0.5,0.5,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,28,3,25,
A4,mb83_foreignbody,3,d86634c255756085f37ca3117c6bff71b2f0eba66bdcd1315649ce6ceedc59e2,False,False,False,0.0,False,0.75,0.3333333333333333,0.6666666666666666,0.3333333333333333,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,27,3,24,
A4,mxh011,1,deb5f5d538336364725a08fc02fe333d6698fe7ff082562216f8cb483300098d,True,True,True,1.0,True,1.8,0.3333333333333333,0.3333333333333333,0.2222222222222222,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,34,4,30,
A4,mxh011,2,d29f5e856bbe663559e0f366eb9b42c21fb91e2313b37d110b7cbbceceb78d1e,True,True,True,1.0,True,2.0,0.5,0.1,0.3,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,28,4,24,
A4,mxh011,3,8784450efa0d246c8e0818cf55c9a42b40862690e2256a29ccc76de1a7fa0fc9,True,True,True,1.0,True,1.8,0.5555555555555556,0.1111111111111111,0.2222222222222222,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,32,5,27,
A4,mxh014,1,3798e69573a3256b0337782b32e19126777e5c4ff9b7f867e7da7fcfd25a06d7,True,True,True,1.0,True,1.6,1.0,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,41,3,38,
A4,mxh014,2,338da5c8b4a5f19a1662ddada516dfb5dddf84199869542b0194253d2f09ee31,True,True,True,1.0,True,1.4,1.0,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,42,4,38,
A4,mxh014,3,e84ebeb19e824953a0cbe67ecfdf185e1d954bf217af2dc1264543b644eafeaa,True,True,True,1.0,True,1.8,0.7777777777777778,0.0,0.1111111111111111,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,61,5,56,
A4,mxh036,1,bb9dc1d8599fbe4420fdbae950f77355849e30e79b1eacae2f1ea4d5dffc1b6c,True,False,True,0.5,True,1.4,0.8571428571428571,0.14285714285714285,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,30,3,27,
A4,mxh036,2,24bafdfc6da077f346c4ed94edbc02b84669fcdaed031315d2bfe5303e0a7ad9,True,True,True,1.0,True,2.0,0.8,0.0,0.1,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,39,4,35,
A4,mxh036,3,00ae740cf3a12d4cdcfc570b30ed4c5e1c259a67e31609d809968e1b561f41d1,True,False,True,0.5,True,1.4,0.8571428571428571,0.14285714285714285,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,37,4,33,
A4,mxh045,1,f4c2b64fa3a64c870c39629bc649ba7adb0dc252b69f18c85769021013a712cf,True,False,False,0.0,False,2.2,0.7272727272727273,0.09090909090909091,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,45,5,40,
A4,mxh045,2,2224f40d5871c0cd5a7d7c7c5544723d638a4a1f1f93143743ec2c49c90ea4a9,True,False,False,0.0,False,1.6,0.875,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,41,4,37,
A4,mxh045,3,6c8d978980386d3c03ef25fd1f32720fb946ac13face2368c9824dc0d388e174,True,False,False,0.0,False,1.8,0.7777777777777778,0.1111111111111111,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,43,4,39,
A4,mxh046,1,01eab7e36d41ae985fab254851753eae9bf835ac2e029faa63fe36bb782a85ae,True,False,False,0.0,True,1.0,1.0,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,20,2,18,
A4,mxh046,2,d5795a841a15a503b7b8cae0740cc841c1fb87aa4923a181da51acc79e751b6d,True,False,False,0.0,True,1.0,1.0,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,27,2,25,
A4,mxh046,3,12b582a940b0e9d12bcd672963dc6a3098e68c74210153b7271305647ff3874c,True,False,False,0.0,True,1.0,1.0,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,25,2,23,
A4,mxh055,1,232226f417c1aaa7bfa3334630e6afde3da14d70742c1f7e5560b1a9be875e30,True,True,True,1.0,True,1.0,0.6,0.2,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,42,3,39,
A4,mxh055,2,76f0cb19c6100ed410d6369f361235c9eb3b611635307b273d4fee50e8934296,True,True,True,1.0,True,0.6,0.6666666666666666,0.3333333333333333,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,21,2,19,
A4,mxh055,3,9d068f5dbfd9a76fa24a2aacd3de21985c6016cc326adb7df36138debe2b556b,True,True,True,1.0,True,1.2,0.8333333333333334,0.16666666666666666,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,27,3,24,
A4,mxh068,1,62d3e37ae3b3365ff9c95a77ce4787a729d48565fe852fd86ba126431fd3cd3e,False,False,False,0.0,False,1.2,1.0,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,44,4,40,
A4,mxh068,2,d05dad9d733644d5a66f1750b006ef4aea5e217f3d217be3841593ed6a96eaba,False,False,False,0.0,False,1.0,1.0,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,38,4,34,
A4,mxh068,3,a1228377fb34d87f0403521e55ba6f301d3f2e42955d1197ad871dc21dab7c31,False,False,False,0.0,False,1.2,0.8333333333333334,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,47,4,43,
A4,mxh075,1,f3165c8cc426bfeffdf0d231a031f187d8417fb28913bf768625fc7e3f586769,True,False,True,0.5,True,1.6,1.0,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,39,4,35,
A4,mxh075,2,e1fd6138a1a9a4aa145b3e471fcc554edd065b94801abc7ca5638def8d8cfd2d,True,False,True,0.5,True,1.8,1.0,0.0,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,41,4,37,
A4,mxh075,3,2cfd42b760e1b72c0b1055d6d8d78a09ae02be96186e8c16538333a88a6f6084,True,False,False,0.0,True,1.8,0.8888888888888888,0.1111111111111111,0.0,False,False,False,final_audit_gold_match,downstream:A4:baseline_F2,37,4,33,
A5,mb11_pancoast,1,72354bebab93d8ebeef3f4d22e05823ae561db25a83750f24039d7716abaf35e,True,False,False,0.0,True,5.25,0.19047619047619047,0.47619047619047616,0.38095238095238093,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,empty_downstream_ranking:A5
A5,mb11_pancoast,2,2e7c0e68bcccd1b562274bfe099579e95ddd0dedf3d6c1bd554b468d6d4f589d,True,False,False,0.0,True,4.5,0.16666666666666666,0.3888888888888889,0.3888888888888889,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,empty_downstream_ranking:A5
A5,mb11_pancoast,3,e5a65c13128b0f561781625f275297c86b74e7474937a4ae2854aa5a01e9603e,True,False,False,0.0,True,5.5,0.2727272727272727,0.45454545454545453,0.36363636363636365,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,
A5,mb34_leukemoid,1,bad862dc996bb858e1133a40a3b5de874fd2f12e8ec58f2e0ebdc44ace807960,True,False,False,0.0,True,8.833333333333334,0.2830188679245283,0.2830188679245283,0.41509433962264153,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,empty_downstream_ranking:A5
A5,mb34_leukemoid,2,d1565db47952a6b2812a88a433c9143db97d8a1b74fd3014c637130cab32c678,True,False,False,0.0,True,6.5,0.23076923076923078,0.48717948717948717,0.5128205128205128,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,empty_downstream_ranking:A5
A5,mb34_leukemoid,3,6d51d3cc9741751968c8483e1378a4d49477ca66ad722fd47c5f9cca12536755,True,False,False,0.0,True,7.333333333333333,0.13636363636363635,0.5454545454545454,0.5,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,empty_downstream_ranking:A5
A5,mb55_glucagonoma,1,ba8abc8fd90c037fc3d6d4bb79ef7013d8989abd2a2692f24717f1348839f8e7,True,False,False,0.0,True,5.4,0.2222222222222222,0.37037037037037035,0.2962962962962963,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,empty_downstream_ranking:A5
A5,mb55_glucagonoma,2,115585c0166d118d4154656fffb64dc3d6359c4f7f33e3a73d3575c357cca60a,True,False,False,0.0,True,4.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,
A5,mb55_glucagonoma,3,39c81e6efab689f1744717885869945230ac59022dd77051ee855d6666a6d343,True,True,True,1.0,True,6.2,0.3225806451612903,0.3870967741935484,0.25806451612903225,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,
A5,mb57_kartagener,1,7474d340f509614be282c1d178279928aad1309ee7426730f0b9d6643c39014c,True,False,False,0.0,True,4.8,0.08333333333333333,0.625,0.5833333333333334,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,empty_downstream_ranking:A5
A5,mb57_kartagener,2,7694f78181abee444b5b5521af55ef499af271e0239b85c380ef4749afb79a83,True,False,False,0.0,True,5.4,0.14814814814814814,0.5185185185185185,0.5925925925925926,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,empty_downstream_ranking:A5
A5,mb57_kartagener,3,b10e89c767ba955474cbc0fa4898d1865b1b1ac80e23eed4dbdc4c327131bee2,True,False,False,0.0,True,5.0,0.04,0.56,0.72,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,empty_downstream_ranking:A5
A5,mb65_cml,1,d19f1372eb01b0cd76a2e2724176cf1a0bd2ac25ce36a1a7e9cba29e0774e592,True,False,False,0.0,True,4.8,0.20833333333333334,0.4583333333333333,0.5416666666666666,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,
A5,mb65_cml,2,3aeeb9e584833aaf9f0da85174f42dd36dd907a190ee837bc3de7057afd8ea15,True,False,False,0.0,True,4.8,0.25,0.4166666666666667,0.5,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,
A5,mb65_cml,3,04b178ad93384deb6d52d642d81eed246b4bf5b0229f0bf77487b053ad97723e,True,False,False,0.0,True,4.6,0.2608695652173913,0.43478260869565216,0.5217391304347826,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,
A5,mb66_peliosis,1,a2d138f6694ae40f57ab562bb5d0e51172dc80260b5234e92e22e6b462330cb9,False,False,False,0.0,False,5.0,0.12,0.56,0.52,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,
A5,mb66_peliosis,2,5279238a1a7e5c01ed9784999547ea6eda1845591820f5bf8952c75ef9a00219,False,False,False,0.0,False,4.2,0.047619047619047616,0.5714285714285714,0.5714285714285714,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,empty_downstream_ranking:A5
A5,mb66_peliosis,3,a3b1fdbf96353e99862f79ab44c8d0793732961e696da83cd5f91f9e638e8447,False,False,False,0.0,False,5.0,0.2,0.4,0.44,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,empty_downstream_ranking:A5
A5,mb77_hyperpara,1,93e738e892563f9991ec210090e9f5c5a1a62d6c87bc4c5905249765c92f0968,True,False,False,0.0,True,5.2,0.5,0.38461538461538464,0.23076923076923078,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,empty_downstream_ranking:A5
A5,mb77_hyperpara,2,2a6d4e1ec76fed8b17e77f2e39f3df96dd9f38586387127573b8ba13ba189a0c,True,False,False,0.0,True,6.8,0.14705882352941177,0.5882352941176471,0.2647058823529412,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,
A5,mb77_hyperpara,3,57f3844a5f06387501b61cd9dc7a6664b2724c7a1339f105708a20de12f8b2e7,True,False,True,0.5,True,4.4,0.36363636363636365,0.45454545454545453,0.36363636363636365,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,
A5,mb82_adhesions,1,be45f25123d883713c4b662ed5ef936a3c58bdc553a10b7a83473d7bf1693b84,True,True,True,1.0,True,5.0,0.2,0.36,0.44,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,
A5,mb82_adhesions,2,0f18a79c994e90aca5f60fdfe362c44cf7d95fba4c929cafd09e4a30a4146a67,True,True,True,1.0,True,5.0,0.24,0.32,0.4,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,
A5,mb82_adhesions,3,f59a49c48872a5759bb4bba1d289a84690b8a8daa0e77c37e1f09ca08e2bd271,True,False,False,0.0,True,5.0,0.32,0.24,0.36,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,empty_downstream_ranking:A5
A5,mb83_foreignbody,1,22b95ff8413a24a65c8f404b77a67bc9116952230b8ad9bc644218749fb10b7f,True,False,False,0.0,False,4.5,0.16666666666666666,0.5,0.5,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,empty_downstream_ranking:A5
A5,mb83_foreignbody,2,5d6e4f546f1b1b296a55288477f5be90a27752ce73268929a3722cb7dbf3b297,True,False,False,0.0,True,6.25,0.36,0.44,0.36,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,
A5,mb83_foreignbody,3,786eb6669e7e9644769719c74fbd1dddc2813d933d01cac94b2de6bc30540adf,True,False,False,0.0,True,6.0,0.125,0.5,0.5416666666666666,False,False,False,ab_gold_tree_hash,downstream:A-raw:A5,0,0,0,
