case_key,family,arm,success,gold_exposure_hit,gold_top1,champion_label,runner_up_label,margin,requested_object,candidate_n,relation_n,relation_typing_success,cache_hit,error
DA_d2_heldout200b/498,DA,directional_relation,True,False,False,Choriocarcinoma,Eclampsia,high,disease,6,1,True,False,
DA_d2_heldout200b/498,DA,bounded_inheritance,True,False,False,Eclampsia,Eclampsia or preeclampsia,medium,disease,6,1,True,False,
DA_d2_heldout200b/500,DA,exact_control,True,False,False,Acute lipodermatosclerosis,Lipodermatosclerosis,medium,disease,5,0,True,False,
DA_d2_heldout200b/500,DA,generic_non_equivalence,True,False,False,Acute lipodermatosclerosis,Lipodermatosclerosis,high,disease,5,1,True,False,
DA_d2_heldout200b/500,DA,directional_relation,True,False,False,Acute lipodermatosclerosis,Lipodermatosclerosis,high,disease,5,1,True,False,
DA_d2_heldout200b/500,DA,bounded_inheritance,True,False,False,Acute lipodermatosclerosis,Lipodermatosclerosis,high,disease,5,1,True,False,
DA_d2_heldout200b/507,DA,exact_control,True,False,False,Secondary acute myeloid leukemia,Acute Myeloid Leukemia,medium,disease,6,0,True,False,
DA_d2_heldout200b/507,DA,generic_non_equivalence,True,False,False,Secondary acute myeloid leukemia,Acute Myeloid Leukemia,medium,disease,6,1,True,False,
DA_d2_heldout200b/507,DA,directional_relation,True,False,False,Acute Myeloid Leukemia,Secondary acute myeloid leukemia,medium,disease,6,1,True,False,
DA_d2_heldout200b/507,DA,bounded_inheritance,True,False,False,Secondary acute myeloid leukemia,Acute Myeloid Leukemia,high,disease,6,1,True,False,
DA_d2_heldout200b/508,DA,exact_control,True,False,False,Peripheral T-cell Lymphoma,T-cell Lymphoma,high,disease,3,0,True,False,
DA_d2_heldout200b/508,DA,generic_non_equivalence,True,False,False,Peripheral T-cell Lymphoma,T-cell Lymphoma,high,disease,3,1,True,False,
DA_d2_heldout200b/508,DA,directional_relation,True,False,False,Peripheral T-cell Lymphoma,T-cell Lymphoma,high,disease,3,1,True,False,
DA_d2_heldout200b/508,DA,bounded_inheritance,True,False,False,Peripheral T-cell Lymphoma,T-cell Lymphoma,high,disease,3,1,True,False,
DA_d2_heldout200b/511,DA,exact_control,True,False,False,Sepsis due to Capnocytophaga canimorsus,Capnocytophaga canimorsus infection,high,disease,6,0,True,False,
DA_d2_heldout200b/511,DA,generic_non_equivalence,True,False,False,Sepsis due to Capnocytophaga canimorsus,Capnocytophaga canimorsus infection,high,disease,6,1,True,False,
DA_d2_heldout200b/511,DA,directional_relation,True,False,False,Sepsis due to Capnocytophaga canimorsus,Capnocytophaga canimorsus infection,high,disease,6,1,True,False,
DA_d2_heldout200b/511,DA,bounded_inheritance,True,False,False,Sepsis due to Capnocytophaga canimorsus,Capnocytophaga canimorsus infection,high,disease,6,1,True,False,
DA_d2_heldout200b/513,DA,exact_control,True,False,False,Metastatic melanoma to the liver,Melanoma metastasis to the liver,high,disease,6,0,True,False,
DA_d2_heldout200b/513,DA,generic_non_equivalence,True,False,False,Metastatic melanoma to the liver,Metastatic melanoma,high,disease,6,1,True,False,
DA_d2_heldout200b/513,DA,directional_relation,True,False,False,Metastatic melanoma to the liver,Melanoma metastasis to the liver,high,disease,6,1,True,False,
DA_d2_heldout200b/513,DA,bounded_inheritance,True,False,False,Metastatic melanoma to the liver,Metastatic melanoma,high,disease,6,1,True,False,
DA_d2_heldout200b/518,DA,exact_control,True,False,False,Adult-onset Still's disease,Still's disease,high,disease,6,0,True,False,
DA_d2_heldout200b/518,DA,generic_non_equivalence,True,False,False,Adult-onset Still's disease,Hemophagocytic lymphohistiocytosis,high,disease,6,2,True,False,
DA_d2_heldout200b/518,DA,directional_relation,True,False,False,Adult-onset Still's disease,Still's disease,high,disease,6,2,True,False,
DA_d2_heldout200b/518,DA,bounded_inheritance,True,False,False,Adult-onset Still's disease,Still's disease,high,disease,6,2,True,False,
DA_d2_heldout200b/524,DA,exact_control,True,False,False,Embolic stroke,Acute Embolic Stroke,high,disease,4,0,True,False,
DA_d2_heldout200b/524,DA,generic_non_equivalence,True,False,False,Acute Embolic Stroke,Embolic stroke,low,disease,4,3,True,False,
DA_d2_heldout200b/524,DA,directional_relation,True,False,False,Acute Embolic Stroke,Embolic stroke,high,disease,4,3,True,False,
DA_d2_heldout200b/524,DA,bounded_inheritance,True,False,False,Acute Embolic Stroke,Embolic stroke,low,disease,4,3,True,False,
DA_d2_heldout200b/529,DA,exact_control,True,False,False,Cytomegalovirus (CMV) infection,Immune reconstitution inflammatory syndrome (IRIS),high,disease,6,0,True,False,
DA_d2_heldout200b/529,DA,generic_non_equivalence,True,False,False,Cytomegalovirus (CMV) infection,Immune reconstitution inflammatory syndrome (IRIS),high,disease,6,0,True,True,
DA_d2_heldout200b/529,DA,directional_relation,True,False,False,Cytomegalovirus (CMV) infection,Immune reconstitution inflammatory syndrome (IRIS),high,disease,6,0,True,True,
DA_d2_heldout200b/529,DA,bounded_inheritance,True,False,False,Cytomegalovirus (CMV) infection,Immune reconstitution inflammatory syndrome (IRIS),high,disease,6,0,True,True,
DA_d2_heldout200b/530,DA,exact_control,True,False,False,Sjögren's Syndrome,Limited Systemic Sclerosis,high,disease,5,0,True,False,
DA_d2_heldout200b/530,DA,generic_non_equivalence,True,False,False,Sjögren's Syndrome,Limited Systemic Sclerosis,high,disease,5,1,True,False,
DA_d2_heldout200b/530,DA,directional_relation,True,False,False,Sjögren's Syndrome,Limited Systemic Sclerosis,high,disease,5,1,True,False,
DA_d2_heldout200b/530,DA,bounded_inheritance,True,False,False,Sjögren's Syndrome,Calcinosis Cutis,high,disease,5,1,True,False,
DA_d2_heldout200b/539,DA,exact_control,True,False,False,Pancreatic cancer with panniculitis,Pancreatic panniculitis,medium,composite,4,0,True,False,
DA_d2_heldout200b/539,DA,generic_non_equivalence,True,False,False,Pancreatic cancer with panniculitis,Pancreatic panniculitis,high,composite,4,1,True,False,
DA_d2_heldout200b/539,DA,directional_relation,True,False,False,Pancreatic cancer with panniculitis,Pancreatic cancer,high,disease,4,1,True,False,
DA_d2_heldout200b/539,DA,bounded_inheritance,True,False,False,Pancreatic cancer with panniculitis,Pancreatic panniculitis,high,disease,4,1,True,False,
DA_d2_heldout200b/548,DA,exact_control,True,False,False,Drug-induced rhabdomyolysis,Rhabdomyolysis,high,disease,6,0,True,False,
DA_d2_heldout200b/548,DA,generic_non_equivalence,True,False,False,Drug-induced rhabdomyolysis,Rhabdomyolysis,high,disease,6,2,True,False,
DA_d2_heldout200b/548,DA,directional_relation,True,False,False,Drug-induced rhabdomyolysis,Rhabdomyolysis,high,disease,6,1,True,False,
DA_d2_heldout200b/548,DA,bounded_inheritance,True,False,False,Drug-induced rhabdomyolysis,Rhabdomyolysis,high,disease,6,1,True,False,
DA_d2_heldout200b/549,DA,exact_control,True,False,False,Systemic Lupus Erythematosus (SLE) with renal involvement,Systemic Lupus Erythematosus,medium,disease,5,0,True,False,
DA_d2_heldout200b/549,DA,generic_non_equivalence,True,False,False,Systemic Lupus Erythematosus (SLE) with renal involvement,Systemic Lupus Erythematosus,high,disease,5,2,True,False,
DA_d2_heldout200b/549,DA,directional_relation,True,False,False,Systemic Lupus Erythematosus (SLE) with renal involvement,IgA Nephropathy,high,disease,5,2,True,False,
DA_d2_heldout200b/549,DA,bounded_inheritance,True,False,False,Systemic Lupus Erythematosus (SLE) with renal involvement,Systemic Lupus Erythematosus,medium,disease,5,2,True,False,
DA_d2_heldout200b/553,DA,exact_control,True,False,False,Paraganglioma,Prostatic paraganglioma,high,disease,4,0,True,False,
DA_d2_heldout200b/553,DA,generic_non_equivalence,True,False,False,Paraganglioma,Prostatic paraganglioma,medium,disease,4,2,True,False,
DA_d2_heldout200b/553,DA,directional_relation,True,False,False,Paraganglioma,Prostatic paraganglioma,high,disease,4,1,True,False,
DA_d2_heldout200b/553,DA,bounded_inheritance,True,False,False,Prostatic paraganglioma,Paraganglioma,high,disease,4,1,True,False,
DA_d2_heldout200b/555,DA,exact_control,True,False,False,Starvation Ketoacidosis,Ketoacidosis,high,disease,5,0,True,False,
DA_d2_heldout200b/555,DA,generic_non_equivalence,True,False,False,Starvation Ketoacidosis,Ketoacidosis,high,disease,5,6,True,False,
DA_d2_heldout200b/555,DA,directional_relation,True,False,False,Starvation Ketoacidosis,Ketoacidosis,high,disease,5,6,True,False,
DA_d2_heldout200b/555,DA,bounded_inheritance,True,False,False,Starvation Ketoacidosis,Ketoacidosis,high,disease,5,6,True,False,
DA_d2_heldout200b/565,DA,exact_control,True,False,False,ALK-positive lung adenocarcinoma,Lung adenocarcinoma,high,disease,6,0,True,False,
DA_d2_heldout200b/565,DA,generic_non_equivalence,True,False,False,ALK-positive lung adenocarcinoma,Lung adenocarcinoma,high,disease,6,1,True,False,
DA_d2_heldout200b/565,DA,directional_relation,True,False,False,ALK-positive lung adenocarcinoma,Lung adenocarcinoma,high,disease,6,1,True,False,
DA_d2_heldout200b/565,DA,bounded_inheritance,True,False,False,ALK-positive lung adenocarcinoma,Lung adenocarcinoma,high,disease,6,1,True,False,
DA_d2_heldout200b/566,DA,exact_control,True,False,False,Diffuse Large B-Cell Lymphoma,Lymphoma,high,disease,6,0,True,False,
DA_d2_heldout200b/566,DA,generic_non_equivalence,True,False,False,Diffuse Large B-Cell Lymphoma,Lymphoma,high,disease,6,4,True,False,
DA_d2_heldout200b/566,DA,directional_relation,True,False,False,Diffuse Large B-Cell Lymphoma,Nodular lymphocyte-predominant Hodgkin lymphoma,high,disease,6,3,True,False,
DA_d2_heldout200b/566,DA,bounded_inheritance,True,False,False,Diffuse Large B-Cell Lymphoma,Lymphoma,high,disease,6,3,True,False,
DA_d2_heldout200b/567,DA,exact_control,True,False,False,Neisseria meningitidis sepsis,Gram-negative sepsis,high,disease,6,0,True,False,
DA_d2_heldout200b/567,DA,generic_non_equivalence,True,False,False,Neisseria meningitidis sepsis,Gram-negative sepsis,medium,disease,6,7,True,False,
DA_d2_heldout200b/567,DA,directional_relation,True,False,False,Neisseria meningitidis sepsis,Gram-negative sepsis,medium,disease,6,7,True,False,
DA_d2_heldout200b/567,DA,bounded_inheritance,True,False,False,Gram-negative sepsis,Sepsis,medium,disease,6,7,True,False,
DA_d2_heldout200b/568,DA,exact_control,True,False,False,Cardiac Synovial Sarcoma,Synovial Sarcoma,high,disease,5,0,True,False,
DA_d2_heldout200b/568,DA,generic_non_equivalence,True,False,False,Cardiac Synovial Sarcoma,Synovial Sarcoma,high,disease,5,1,True,False,
DA_d2_heldout200b/568,DA,directional_relation,True,False,False,Cardiac Synovial Sarcoma,Synovial Sarcoma,high,disease,5,1,True,False,
DA_d2_heldout200b/568,DA,bounded_inheritance,True,False,False,Cardiac Synovial Sarcoma,Synovial Sarcoma,high,disease,5,1,True,False,
DA_d2_heldout200b/575,DA,exact_control,True,False,False,Plasmodium falciparum malaria,Malaria,high,disease,5,0,True,False,
DA_d2_heldout200b/575,DA,generic_non_equivalence,True,False,False,Plasmodium falciparum malaria,Malaria,high,disease,5,3,True,False,
DA_d2_heldout200b/575,DA,directional_relation,True,False,False,Plasmodium falciparum malaria,Malaria,high,subtype,5,3,True,False,
DA_d2_heldout200b/575,DA,bounded_inheritance,True,False,False,Plasmodium falciparum malaria,Malaria,high,disease,5,3,True,False,
DA_d2_heldout200b/579,DA,exact_control,True,False,False,Otogenic Brain Abscess,Brain Abscess,high,disease,6,0,False,False,
DA_d2_heldout200b/579,DA,generic_non_equivalence,True,False,False,Otogenic Brain Abscess,Brain Abscess,high,disease,6,2,False,False,
DA_d2_heldout200b/579,DA,directional_relation,True,False,False,Otogenic Brain Abscess,Brain Abscess,high,disease,6,0,False,True,
DA_d2_heldout200b/579,DA,bounded_inheritance,True,False,False,Otogenic Brain Abscess,Brain Abscess,high,disease,6,0,False,True,
DA_d2_heldout200b/583,DA,exact_control,True,False,False,Spinal Cord Injury,Transverse myelitis,medium,disease,5,0,True,False,
DA_d2_heldout200b/583,DA,generic_non_equivalence,True,False,False,Spinal Cord Injury,Traumatic Spinal Cord Injury,medium,disease,5,3,True,False,
DA_d2_heldout200b/583,DA,directional_relation,True,False,False,Spinal Cord Injury,Traumatic Spinal Cord Injury,medium,disease,5,3,True,False,
DA_d2_heldout200b/583,DA,bounded_inheritance,True,False,False,Transverse myelitis,Spinal Cord Injury,medium,disease,5,3,True,False,
DA_d2_heldout200b/584,DA,exact_control,True,False,False,Hypersplenism,Cirrhosis-related thrombocytopenia,medium,disease,6,0,True,False,
DA_d2_heldout200b/584,DA,generic_non_equivalence,True,False,False,Hypersplenism,Cirrhosis-related thrombocytopenia,medium,disease,6,7,True,False,
DA_d2_heldout200b/584,DA,directional_relation,True,False,False,Hypersplenism,Cirrhosis-related thrombocytopenia,medium,disease,6,7,True,False,
DA_d2_heldout200b/584,DA,bounded_inheritance,True,False,False,Hypersplenism,Cirrhosis-related thrombocytopenia,medium,disease,6,7,True,False,
DA_d2_heldout200b/587,DA,exact_control,True,False,False,Drug-induced pneumonitis,Drug-Induced Interstitial Lung Disease,medium,disease,6,0,True,False,
DA_d2_heldout200b/587,DA,generic_non_equivalence,False,False,False,,,medium,disease,6,1,True,False,"champion_id must be one of ['D1', 'D2', 'D3', 'D4', 'D5', 'D6']; got ''"
DA_d2_heldout200b/587,DA,directional_relation,True,False,False,Drug-induced pneumonitis,Drug-Induced Interstitial Lung Disease,high,disease,6,1,True,False,
DA_d2_heldout200b/587,DA,bounded_inheritance,True,False,False,Drug-induced pneumonitis,Drug-Induced Interstitial Lung Disease,medium,disease,6,1,True,False,
DA_d2_heldout200b/589,DA,exact_control,True,False,False,Spontaneous Bacterial Empyema,Pleural Empyema,medium,disease,6,0,True,False,
DA_d2_heldout200b/589,DA,generic_non_equivalence,True,False,False,Spontaneous Bacterial Empyema,Pleural Empyema,high,disease,6,3,True,False,
DA_d2_heldout200b/589,DA,directional_relation,True,False,False,Spontaneous Bacterial Empyema,Pleural Empyema,high,disease,6,3,True,False,
DA_d2_heldout200b/589,DA,bounded_inheritance,True,False,False,Spontaneous Bacterial Empyema,Pleural Empyema,high,disease,6,3,True,False,
DA_d2_heldout200b/590,DA,exact_control,True,False,False,Inferior Wall Myocardial Infarction with Aneurysm Formation,Ventricular Aneurysm,high,composite,6,0,True,False,
DA_d2_heldout200b/590,DA,generic_non_equivalence,True,False,False,Inferior Wall Myocardial Infarction with Aneurysm Formation,Inferior Wall Myocardial Infarction,high,composite,6,4,True,False,
DA_d2_heldout200b/590,DA,directional_relation,True,False,False,Inferior Wall Myocardial Infarction with Aneurysm Formation,Inferior Wall Myocardial Infarction,high,disease,6,5,True,False,
DA_d2_heldout200b/590,DA,bounded_inheritance,True,False,False,Inferior Wall Myocardial Infarction with Aneurysm Formation,Inferior Wall Myocardial Infarction,high,disease,6,5,True,False,
DA_d2_heldout200b/591,DA,exact_control,True,False,False,Spontaneous Coronary Artery Dissection,Myocardial Infarction with Non-Obstructive Coronary Artery Disease,medium,disease,5,0,True,False,
DA_d2_heldout200b/591,DA,generic_non_equivalence,True,False,False,Myocardial Infarction with Non-Obstructive Coronary Artery Disease,Myocardial Infarction,medium,disease,5,1,True,False,
DA_d2_heldout200b/591,DA,directional_relation,True,False,False,Spontaneous Coronary Artery Dissection,Myocardial Infarction with Non-Obstructive Coronary Artery Disease,medium,disease,5,1,True,False,
DA_d2_heldout200b/591,DA,bounded_inheritance,True,False,False,Myocardial Infarction with Non-Obstructive Coronary Artery Disease,Myocardial Infarction,medium,disease,5,1,True,False,
DA_d2_heldout200b/592,DA,exact_control,True,False,False,Pulmonary Embolism,Acute Cor Pulmonale,high,disease,6,0,True,False,
DA_d2_heldout200b/592,DA,generic_non_equivalence,True,False,False,Pulmonary Embolism,Acute Cor Pulmonale,high,disease,6,1,True,False,
DA_d2_heldout200b/592,DA,directional_relation,True,False,False,Pulmonary Embolism,Acute Cor Pulmonale,high,disease,6,1,True,False,
DA_d2_heldout200b/592,DA,bounded_inheritance,True,False,False,Pulmonary Embolism,Acute Cor Pulmonale,high,disease,6,1,True,False,
DA_d2_heldout200b/601,DA,exact_control,True,False,False,Cushing's syndrome due to ectopic ACTH-producing tumor,Ectopic ACTH-producing tumor,high,disease,6,0,True,False,
DA_d2_heldout200b/601,DA,generic_non_equivalence,True,False,False,Cushing's syndrome due to ectopic ACTH-producing tumor,Ectopic ACTH-producing tumor,medium,disease,6,1,True,False,
DA_d2_heldout200b/601,DA,directional_relation,True,False,False,Cushing's syndrome due to ectopic ACTH-producing tumor,Ectopic ACTH-producing tumor,high,disease,6,1,True,False,
DA_d2_heldout200b/601,DA,bounded_inheritance,True,False,False,Cushing's syndrome due to ectopic ACTH-producing tumor,Ectopic ACTH-producing tumor,high,disease,6,1,True,False,
DA_d2_heldout200b/602,DA,exact_control,True,False,False,Scleroderma,Calcinosis Cutis,high,disease,6,0,True,False,
DA_d2_heldout200b/602,DA,generic_non_equivalence,True,False,False,Calcinosis Cutis,Scleroderma,high,disease,6,2,True,False,
DA_d2_heldout200b/602,DA,directional_relation,True,False,False,Calcinosis Cutis,Calcinosis,medium,disease,6,2,True,False,
DA_d2_heldout200b/602,DA,bounded_inheritance,True,False,False,Calcinosis Cutis,Calcinosis,high,disease,6,2,True,False,
DA_d2_heldout200b/604,DA,exact_control,True,False,False,Diffuse Large B-Cell Lymphoma,Non-Hodgkin Lymphoma,high,disease,5,0,True,False,
DA_d2_heldout200b/604,DA,generic_non_equivalence,True,False,False,Diffuse Large B-Cell Lymphoma,Lymphoma,high,disease,5,13,True,False,
DA_d2_heldout200b/604,DA,directional_relation,True,False,False,Diffuse Large B-Cell Lymphoma,Lymphomatoid granulomatosis,medium,disease,5,19,True,False,
DA_d2_heldout200b/604,DA,bounded_inheritance,True,False,False,Diffuse Large B-Cell Lymphoma,Lymphomatoid granulomatosis,medium,disease,5,19,True,False,
DA_d2_heldout200b/605,DA,exact_control,True,False,False,Thrombotic Thrombocytopenic Purpura,Ischemic Stroke,high,disease,6,0,True,False,
DA_d2_heldout200b/605,DA,generic_non_equivalence,True,False,False,Thrombotic Thrombocytopenic Purpura,Ischemic Stroke,high,disease,6,6,True,False,
DA_d2_heldout200b/605,DA,directional_relation,True,False,False,Thrombotic Thrombocytopenic Purpura,Thrombophilia,high,disease,6,6,True,False,
DA_d2_heldout200b/605,DA,bounded_inheritance,True,False,False,Thrombotic Thrombocytopenic Purpura,Thrombophilia,high,disease,6,6,True,False,
DA_d2_heldout200b/608,DA,exact_control,True,False,False,Cardiac Sarcoidosis,Sarcoidosis,high,disease,5,0,True,False,
DA_d2_heldout200b/608,DA,generic_non_equivalence,True,False,False,Cardiac Sarcoidosis,Sarcoidosis,high,disease,5,2,True,False,
DA_d2_heldout200b/608,DA,directional_relation,True,False,False,Cardiac Sarcoidosis,Sarcoidosis,high,disease,5,2,True,False,
DA_d2_heldout200b/608,DA,bounded_inheritance,True,False,False,Cardiac Sarcoidosis,Sarcoidosis,high,disease,5,2,True,False,
DA_d2_heldout200b/611,DA,exact_control,True,False,False,Multisystem inflammatory syndrome,Vaccine-associated myocarditis,high,disease,6,0,False,False,
DA_d2_heldout200b/611,DA,generic_non_equivalence,True,False,False,Multisystem inflammatory syndrome,Vaccine-associated myocarditis,high,disease,6,2,False,False,
DA_d2_heldout200b/611,DA,directional_relation,True,False,False,Multisystem inflammatory syndrome,Vaccine-associated myocarditis,high,disease,6,0,False,True,
DA_d2_heldout200b/611,DA,bounded_inheritance,True,False,False,Multisystem inflammatory syndrome,Vaccine-associated myocarditis,high,disease,6,0,False,True,
DA_d2_heldout200b/615,DA,exact_control,True,False,False,Klebsiella pneumoniae infection,Klebsiella pneumoniae liver abscess,medium,disease,6,0,True,False,
DA_d2_heldout200b/615,DA,generic_non_equivalence,True,False,False,Klebsiella pneumoniae liver abscess,Klebsiella pneumoniae infection,high,disease,6,3,True,False,
DA_d2_heldout200b/615,DA,directional_relation,True,False,False,Klebsiella pneumoniae liver abscess,Klebsiella pneumoniae infection,high,disease,6,3,True,False,
DA_d2_heldout200b/615,DA,bounded_inheritance,True,False,False,Klebsiella pneumoniae liver abscess,Klebsiella pneumoniae infection,high,disease,6,3,True,False,
DA_d2_heldout200b/618,DA,exact_control,True,False,False,Lymphoma,Sarcoidosis,high,disease,6,0,True,False,
DA_d2_heldout200b/618,DA,generic_non_equivalence,True,False,False,Lymphoma,Sarcoidosis,high,disease,6,0,True,True,
DA_d2_heldout200b/618,DA,directional_relation,True,False,False,Lymphoma,Sarcoidosis,high,disease,6,0,True,True,
DA_d2_heldout200b/618,DA,bounded_inheritance,True,False,False,Lymphoma,Sarcoidosis,high,disease,6,0,True,True,
DA_d2_heldout200b/619,DA,exact_control,True,False,False,Vasculitis,Myocarditis,high,disease,6,0,True,False,
DA_d2_heldout200b/619,DA,generic_non_equivalence,True,False,False,Vasculitis,Myocarditis,medium,disease,6,1,True,False,
DA_d2_heldout200b/619,DA,directional_relation,True,False,False,Vasculitis,Myocarditis,medium,disease,6,1,True,False,
DA_d2_heldout200b/619,DA,bounded_inheritance,True,False,False,Vasculitis,Vaccine-Induced Myocarditis,medium,disease,6,1,True,False,
DA_d2_heldout200b/620,DA,exact_control,True,False,False,Hepatosplenic Candidiasis,Candidemia,high,disease,4,0,True,False,
DA_d2_heldout200b/620,DA,generic_non_equivalence,True,False,False,Hepatosplenic Candidiasis,Candidemia,high,disease,4,2,True,False,
DA_d2_heldout200b/620,DA,directional_relation,True,False,False,Hepatosplenic Candidiasis,Candidiasis,high,disease,4,2,True,False,
DA_d2_heldout200b/620,DA,bounded_inheritance,True,False,False,Hepatosplenic Candidiasis,Candidemia,high,disease,4,2,True,False,
DA_d2_heldout200b/628,DA,exact_control,True,False,False,Acute Pericarditis,Acute myocardial infarction,high,disease,4,0,True,False,
DA_d2_heldout200b/628,DA,generic_non_equivalence,True,False,False,Acute myocardial infarction,Myocardial Infarction,high,disease,4,1,True,False,
DA_d2_heldout200b/628,DA,directional_relation,True,False,False,Acute Pericarditis,Acute myocardial infarction,high,disease,4,1,True,False,
DA_d2_heldout200b/628,DA,bounded_inheritance,True,False,False,Acute Pericarditis,Acute myocardial infarction,high,disease,4,1,True,False,
DA_d2_heldout200b/633,DA,exact_control,True,False,False,Neurocysticercosis,Cysticercosis,high,disease,6,0,True,False,
DA_d2_heldout200b/633,DA,generic_non_equivalence,True,False,False,Neurocysticercosis,Tuberculous meningitis,high,disease,6,3,True,False,
DA_d2_heldout200b/633,DA,directional_relation,True,False,False,Neurocysticercosis,Cysticercosis,high,disease,6,3,True,False,
DA_d2_heldout200b/633,DA,bounded_inheritance,True,False,False,Neurocysticercosis,Cysticercosis,high,disease,6,3,True,False,
DA_d2_heldout200b/634,DA,exact_control,True,False,False,Sigmoid cancer,Sigmoid colon cancer,low,disease,6,0,True,False,
DA_d2_heldout200b/634,DA,generic_non_equivalence,True,False,False,Sigmoid cancer,Sigmoid colon cancer,low,disease,6,0,True,True,
DA_d2_heldout200b/634,DA,directional_relation,True,False,False,Sigmoid cancer,Sigmoid colon cancer,low,disease,6,0,True,True,
DA_d2_heldout200b/634,DA,bounded_inheritance,True,False,False,Sigmoid cancer,Sigmoid colon cancer,low,disease,6,0,True,True,
DA_d2_heldout200b/637,DA,exact_control,True,False,False,Acute urticaria,Allergic reaction to vaccination,medium,disease,6,0,False,False,
DA_d2_heldout200b/637,DA,generic_non_equivalence,True,False,False,Acute urticaria,Allergic reaction to vaccination,medium,disease,6,4,False,False,
DA_d2_heldout200b/637,DA,directional_relation,True,False,False,Allergic reaction to vaccination,Acute urticaria,high,disease,6,3,False,False,
DA_d2_heldout200b/637,DA,bounded_inheritance,True,False,False,Acute urticaria,Allergic reaction to vaccination,medium,disease,6,3,False,False,
DA_d2_heldout200b/638,DA,exact_control,True,True,True,Laryngeal histoplasmosis,Histoplasmosis,medium,disease,6,0,True,False,
DA_d2_heldout200b/638,DA,generic_non_equivalence,True,True,True,Laryngeal histoplasmosis,Disseminated histoplasmosis,medium,disease,6,9,True,False,
DA_d2_heldout200b/638,DA,directional_relation,True,True,False,Disseminated histoplasmosis,Laryngeal histoplasmosis,high,disease,6,12,True,False,
DA_d2_heldout200b/638,DA,bounded_inheritance,True,True,False,Disseminated histoplasmosis,Laryngeal histoplasmosis,high,disease,6,12,True,False,
DA_d2_heldout200b/649,DA,exact_control,True,False,False,COVID-19 pneumonia,COVID-19,medium,disease,5,0,True,False,
DA_d2_heldout200b/649,DA,generic_non_equivalence,True,False,False,COVID-19,COVID-19 pneumonia,medium,disease,5,2,True,False,
DA_d2_heldout200b/649,DA,directional_relation,True,False,False,COVID-19 pneumonia,COVID-19,medium,disease,5,2,True,False,
DA_d2_heldout200b/649,DA,bounded_inheritance,True,False,False,COVID-19,COVID-19 pneumonia,high,disease,5,2,True,False,
DA_d2_heldout200b/652,DA,exact_control,True,False,False,Gram-negative bacteremia,Gram-negative bacillary sepsis,high,disease,5,0,True,False,
DA_d2_heldout200b/652,DA,generic_non_equivalence,True,False,False,Gram-negative bacillary sepsis,Gram-negative bacteremia,medium,disease,5,3,True,False,
DA_d2_heldout200b/652,DA,directional_relation,True,False,False,Gram-negative bacillary sepsis,Sepsis,high,disease,5,3,True,False,
DA_d2_heldout200b/652,DA,bounded_inheritance,True,False,False,Gram-negative bacillary sepsis,Gram-negative bacteremia,medium,disease,5,3,True,False,
DA_d2_heldout200b/653,DA,exact_control,True,False,False,Hepatic artery thrombosis,Thrombosis,high,disease,6,0,True,False,
DA_d2_heldout200b/653,DA,generic_non_equivalence,True,False,False,Hepatic artery thrombosis,Thrombosis,high,disease,6,2,True,False,
DA_d2_heldout200b/653,DA,directional_relation,True,False,False,Hepatic artery thrombosis,Thrombosis,high,disease,6,1,True,False,
DA_d2_heldout200b/653,DA,bounded_inheritance,True,False,False,Hepatic artery thrombosis,Thrombosis,high,disease,6,1,True,False,
DA_d2_heldout200b/660,DA,exact_control,True,False,False,BRCA-1 mutated ovarian cancer,Metastatic ovarian cancer,high,disease,6,0,False,False,
DA_d2_heldout200b/660,DA,generic_non_equivalence,True,False,False,BRCA-1 mutated ovarian cancer,Metastatic ovarian cancer,medium,disease,6,3,False,False,
DA_d2_heldout200b/660,DA,directional_relation,True,False,False,BRCA-1 mutated ovarian cancer,Metastatic ovarian cancer,high,disease,6,0,False,True,
DA_d2_heldout200b/660,DA,bounded_inheritance,True,False,False,BRCA-1 mutated ovarian cancer,Metastatic ovarian cancer,high,disease,6,0,False,True,
DA_d2_heldout200b/662,DA,exact_control,True,False,False,Hemophagocytic Lymphohistiocytosis (HLH),Hemophagocytic lymphohistiocytosis,high,disease,6,0,True,False,
DA_d2_heldout200b/662,DA,generic_non_equivalence,True,False,False,Hemophagocytic Lymphohistiocytosis (HLH),,high,disease,6,2,True,False,
DA_d2_heldout200b/662,DA,directional_relation,True,False,False,Hemophagocytic Lymphohistiocytosis (HLH),Influenza-associated encephalitis,high,disease,6,2,True,False,
DA_d2_heldout200b/662,DA,bounded_inheritance,True,False,False,Hemophagocytic Lymphohistiocytosis (HLH),Influenza-associated encephalitis,high,disease,6,2,True,False,
DA_d2_heldout200b/665,DA,exact_control,True,False,False,Squamous cell carcinoma of the tongue,Human papillomavirus (HPV)-related squamous cell carcinoma,medium,disease,6,0,True,False,
DA_d2_heldout200b/665,DA,generic_non_equivalence,True,False,False,Human papillomavirus (HPV)-related squamous cell carcinoma,Squamous cell carcinoma of the tongue,high,disease,6,1,True,False,
DA_d2_heldout200b/665,DA,directional_relation,True,False,False,Human papillomavirus (HPV)-related squamous cell carcinoma,Squamous cell carcinoma of the tongue,medium,disease,6,1,True,False,
DA_d2_heldout200b/665,DA,bounded_inheritance,True,False,False,Squamous cell carcinoma of the tongue,Human papillomavirus (HPV)-related squamous cell carcinoma,high,disease,6,1,True,False,
