arm,case_id,replicate,active_gold_l2_coverage,inventory_gold_l2_coverage,local_champion,actual_top2,strict_top2,technical_fallback,loss_gate,rescue_events
A4+A14-v2-ref,mxh014,3,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mxh036,3,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mxh045,3,True,True,False,False,False,False,local_champion_elimination,0
A4+A14-v2-ref,mxh046,3,True,True,False,False,False,False,local_champion_elimination,0
A4+A14-v2-ref,mxh055,3,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mxh068,3,False,False,False,False,False,False,coverage_deleted,0
A4+A14-v2-ref,mxh075,3,True,True,True,False,False,False,intergroup_rank_loss,0
A4-v2-ref,mb11_pancoast,1,True,True,True,True,True,False,success,0
A4-v2-ref,mb34_leukemoid,1,True,True,True,True,True,False,success,0
A4-v2-ref,mb55_glucagonoma,1,True,True,True,True,True,False,success,0
A4-v2-ref,mb57_kartagener,1,True,True,True,True,True,False,success,0
A4-v2-ref,mb65_cml,1,True,True,False,False,False,False,local_champion_elimination,0
A4-v2-ref,mb66_peliosis,1,False,False,False,False,False,False,coverage_deleted,0
A4-v2-ref,mb77_hyperpara,1,True,True,True,True,True,False,success,0
A4-v2-ref,mb82_adhesions,1,True,True,False,False,False,False,local_champion_elimination,0
A4-v2-ref,mb83_foreignbody,1,False,False,False,False,False,False,coverage_deleted,0
A4-v2-ref,mxh011,1,True,True,True,True,True,False,success,0
A4-v2-ref,mxh014,1,True,True,True,True,True,False,success,0
A4-v2-ref,mxh036,1,True,True,True,True,True,False,success,0
A4-v2-ref,mxh045,1,True,True,False,False,False,False,local_champion_elimination,0
A4-v2-ref,mxh046,1,True,True,True,True,True,False,success,0
A4-v2-ref,mxh055,1,True,True,False,False,False,False,local_champion_elimination,0
A4-v2-ref,mxh068,1,False,False,False,False,False,False,coverage_deleted,0
A4-v2-ref,mxh075,1,True,True,True,True,True,False,success,0
A4-v2-ref,mb11_pancoast,2,True,True,True,True,True,False,success,0
A4-v2-ref,mb34_leukemoid,2,True,True,True,True,True,False,success,0
A4-v2-ref,mb55_glucagonoma,2,True,True,True,True,True,False,success,0
A4-v2-ref,mb57_kartagener,2,True,True,True,True,True,False,success,0
A4-v2-ref,mb65_cml,2,True,True,False,False,False,False,local_champion_elimination,0
A4-v2-ref,mb66_peliosis,2,False,False,False,False,False,False,coverage_deleted,0
A4-v2-ref,mb77_hyperpara,2,True,True,False,False,False,False,local_champion_elimination,0
A4-v2-ref,mb82_adhesions,2,True,True,False,False,False,False,local_champion_elimination,0
A4-v2-ref,mb83_foreignbody,2,False,False,False,False,False,False,coverage_deleted,0
A4-v2-ref,mxh011,2,True,True,True,True,True,False,success,0
A4-v2-ref,mxh014,2,True,True,True,True,True,False,success,0
A4-v2-ref,mxh036,2,True,True,True,True,True,False,success,0
A4-v2-ref,mxh045,2,True,True,False,False,False,False,local_champion_elimination,0
A4-v2-ref,mxh046,2,True,True,False,False,False,False,local_champion_elimination,0
A4-v2-ref,mxh055,2,True,True,False,False,False,False,local_champion_elimination,0
A4-v2-ref,mxh068,2,False,False,False,False,False,False,coverage_deleted,0
A4-v2-ref,mxh075,2,True,True,True,True,True,False,success,0
A4-v2-ref,mb11_pancoast,3,True,True,True,True,True,False,success,0
A4-v2-ref,mb34_leukemoid,3,True,True,True,True,True,False,success,0
A4-v2-ref,mb55_glucagonoma,3,True,True,True,False,False,False,intergroup_rank_loss,0
A4-v2-ref,mb57_kartagener,3,True,True,True,True,True,False,success,0
A4-v2-ref,mb65_cml,3,False,False,False,False,False,False,coverage_deleted,0
A4-v2-ref,mb66_peliosis,3,False,False,False,False,False,False,coverage_deleted,0
A4-v2-ref,mb77_hyperpara,3,True,True,True,False,False,False,intergroup_rank_loss,0
A4-v2-ref,mb82_adhesions,3,True,True,False,False,False,False,local_champion_elimination,0
A4-v2-ref,mb83_foreignbody,3,False,False,False,False,False,False,coverage_deleted,0
A4-v2-ref,mxh011,3,True,True,True,True,True,False,success,0
A4-v2-ref,mxh014,3,True,True,True,True,True,False,success,0
A4-v2-ref,mxh036,3,True,True,True,True,True,False,success,0
A4-v2-ref,mxh045,3,True,True,False,False,False,False,local_champion_elimination,0
A4-v2-ref,mxh046,3,True,True,False,False,False,False,local_champion_elimination,0
A4-v2-ref,mxh055,3,True,True,False,False,False,False,local_champion_elimination,0
A4-v2-ref,mxh068,3,False,False,False,False,False,False,coverage_deleted,0
A4-v2-ref,mxh075,3,True,True,True,True,True,False,success,0
C-prod-v2,mb11_pancoast,1,True,True,True,True,True,False,success,0
C-prod-v2,mb34_leukemoid,1,False,False,False,False,False,False,coverage_deleted,0
C-prod-v2,mb55_glucagonoma,1,True,True,True,True,True,False,success,0
C-prod-v2,mb57_kartagener,1,True,True,True,True,True,False,success,0
C-prod-v2,mb65_cml,1,True,True,True,False,False,False,intergroup_rank_loss,0
C-prod-v2,mb66_peliosis,1,True,True,True,False,False,False,intergroup_rank_loss,0
C-prod-v2,mb77_hyperpara,1,True,True,True,True,True,False,success,0
C-prod-v2,mb82_adhesions,1,True,True,False,False,False,False,local_champion_elimination,0
C-prod-v2,mb83_foreignbody,1,True,True,True,True,True,False,success,0
C-prod-v2,mxh011,1,True,True,True,True,True,False,success,0
C-prod-v2,mxh014,1,False,False,False,False,False,False,coverage_deleted,0
C-prod-v2,mxh036,1,True,True,True,True,True,False,success,0
C-prod-v2,mxh045,1,False,False,False,False,False,False,coverage_deleted,0
C-prod-v2,mxh046,1,True,True,True,True,True,False,success,0
C-prod-v2,mxh055,1,True,True,True,True,True,False,success,0
C-prod-v2,mxh068,1,False,False,False,False,False,False,coverage_deleted,0
C-prod-v2,mxh075,1,True,True,True,True,True,False,success,0
C-prod-v2,mb11_pancoast,2,True,True,True,True,True,False,success,0
C-prod-v2,mb34_leukemoid,2,False,False,False,False,False,False,coverage_deleted,0
C-prod-v2,mb55_glucagonoma,2,True,True,True,True,True,False,success,0
C-prod-v2,mb57_kartagener,2,True,True,True,True,True,False,success,0
C-prod-v2,mb65_cml,2,True,True,True,False,False,False,intergroup_rank_loss,0
C-prod-v2,mb66_peliosis,2,True,True,True,False,False,False,intergroup_rank_loss,0
C-prod-v2,mb77_hyperpara,2,True,True,True,True,True,False,success,0
C-prod-v2,mb82_adhesions,2,True,True,False,False,False,False,local_champion_elimination,0
C-prod-v2,mb83_foreignbody,2,True,True,True,True,True,False,success,0
C-prod-v2,mxh011,2,True,True,True,True,True,False,success,0
C-prod-v2,mxh014,2,False,False,False,False,False,False,coverage_deleted,0
C-prod-v2,mxh036,2,True,True,True,True,True,False,success,0
C-prod-v2,mxh045,2,False,False,False,False,False,False,coverage_deleted,0
C-prod-v2,mxh046,2,True,True,False,False,False,False,local_champion_elimination,0
C-prod-v2,mxh055,2,True,True,True,True,True,False,success,0
C-prod-v2,mxh068,2,False,False,False,False,False,False,coverage_deleted,0
C-prod-v2,mxh075,2,True,True,False,False,False,False,local_champion_elimination,0
C-prod-v2,mb11_pancoast,3,True,True,True,True,True,False,success,0
C-prod-v2,mb34_leukemoid,3,False,False,False,False,False,False,coverage_deleted,0
C-prod-v2,mb55_glucagonoma,3,True,True,True,True,True,False,success,0
C-prod-v2,mb57_kartagener,3,True,True,True,True,True,False,success,0
C-prod-v2,mb65_cml,3,True,True,True,False,False,False,intergroup_rank_loss,0
C-prod-v2,mb66_peliosis,3,True,True,True,False,False,False,intergroup_rank_loss,0
C-prod-v2,mb77_hyperpara,3,True,True,True,True,True,False,success,0
C-prod-v2,mb82_adhesions,3,True,True,False,False,False,False,local_champion_elimination,0
C-prod-v2,mb83_foreignbody,3,True,True,True,True,True,False,success,0
C-prod-v2,mxh011,3,True,True,True,True,True,False,success,0
C-prod-v2,mxh014,3,False,False,False,False,False,False,coverage_deleted,0
C-prod-v2,mxh036,3,True,True,True,True,True,False,success,0
C-prod-v2,mxh045,3,False,False,False,False,False,False,coverage_deleted,0
C-prod-v2,mxh046,3,True,True,False,False,False,False,local_champion_elimination,0
C-prod-v2,mxh055,3,True,True,True,True,True,False,success,0
C-prod-v2,mxh068,3,False,False,False,False,False,False,coverage_deleted,0
C-prod-v2,mxh075,3,True,True,True,False,False,False,intergroup_rank_loss,0
