idx	case	relation	subject	predicate	quote	context	licensed
126	522	sufficient_for	Dementia	Ginkgo biloba efficacy at >200mg/day for at least five months	at doses greater than 200mg/day for at least five months, EGb had potentially beneficial effects	odestly, it appeared to stabilize and improve the cognitive performance as well as social functioning of dementia patients for six months to 1 year.[1] Similarly, another 24-week randomized controlled trial with 410 outpatients found that treatment with EGb 761 using a once-daily dose of 240 mg was safe and demonstrated a statistically significant improvement in cognition, psychopathology, functio	
127	56	pathognomonic_for	Anaplastic Carcinoma	FNAB characteristic giant and multinucleated cells	Diagnosis is confirmed by FNAB revealing characteristic giant and multinucleated cells	Diagnosis is confirmed by FNAB revealing characteristic giant and multinucleated cells	
128	56	required_for	Sarcoma	positive surgical margins	patients with margin-positive resections	it is recommended that an interprofessional sarcoma group be involved before considering it.[33] Adding adjuvant radiotherapy is superior to the surgical procedure alone in patients with margin-positive resections.[34] Results from 2 prospective studies from Memorial Sloan Kettering and the National Cancer Institute demonstrated a low local recurrence rate when adjuvant radiotherapy was included i	
129	773	required_for	Cardiomyopathy	electrocardiogram	electrocardiogram, laboratory testing, imaging studies	electrocardiogram, laboratory testing, imaging studies	
130	773	sufficient_for	Patent Foramen Ovale	transthoracic echocardiography with bubble contrast	transthoracic echocardiography with bubble contrast	transthoracic echocardiography with bubble contrast	
131	91	pathognomonic_for	Solitary Fibrous Tumor/Hemangiopericytoma	NAB2-STAT6 gene fusion	NAB2-STAT6 gene fusion	Initially regarded as separate entities, subsequent morphologic, immunohistochemical, and molecular studies demonstrated that SFTs and HPCs represent morphologic variants within a single fibroblastic spectrum unified by the NAB2-STAT6 gene fusion.	
132	91	required_for	PHACE syndrome	minor criterion	two minor criteria	The diagnostic basis of definite PS is the presence of a facial hemangioma of more than 5 cm with one major criterion or two minor criteria. Possible PS requires the presence of cervicofacial hemangioma with one minor criterion.[11]	
133	91	sufficient_for	meningioma	CT imaging	Consider CT imaging for meningioma	Consider CT imaging for meningioma (if not already performed) to assess bone involvement if this is suspected.	
134	119	pathognomonic_for	Sjögren syndrome	focal lymphocytic sialadenitis	focal lymphocytic sialadenitis (FLS)	The minor salivary gland (lip) biopsy remains the most specific single test, demonstrating focal lymphocytic sialadenitis (FLS) in positive cases.[16][17][18] Debate continues regarding the added diagnostic value of this biopsy in seropositive patients.[19] However, biopsy findings provide important prognostic information, helping to stratify disease severity and predict systemic manifestations, i	
135	119	required_for	Mastocytosis	BM and extracutaneous organ histopathologic changes	SM is diagnosed based on BM and extracutaneous organ histopathologic changes	SM is diagnosed based on BM and extracutaneous organ histopathologic changes	
136	179	required_for	Cyanotic congenital heart disease	MRI of the heart	MRI of the heart	MRI of the heart	
137	257	pathognomonic_for	septic arthritis	positive culture	positive Gram stain and culture	Synovial fluid analysis showing elevated WBC count or a high percentage of polymorphonuclear cells significantly increases the likelihood of a diagnosis of septic arthritis resulting in orthopedic consultation, antibiotic therapy, and admission.[9] Septic arthritis can be confirmed with a positive Gram stain and culture, which will help guide antibiotic therapy.	
138	257	required_for	Abscesses	needle aspiration or surgical exploration	specimen should be collected from a sterile site, preferably bypassing the normal flora and with needle aspiration or surgical exploration	specimen should be collected from a sterile site, preferably bypassing the normal flora and with needle aspiration or surgical exploration	
139	326	pathognomonic_for	Spinal Epidural Abscess	magnetic resonance imaging	The gold standard for diagnosing SEA is magnetic resonance imaging (MRI)	The gold standard for diagnosing SEA is magnetic resonance imaging (MRI), which has almost completely replaced myelography.	
140	326	required_for	Gram-negative infections	cultures	Cultures are the only way to determine the organism	Cultures are the only way to determine the organism.[24] Similarly, in bacterial meningitis, one may note fever, severe headache, nausea, vomiting, neck stiffness, prostration, and mental confusion. Thus, the gold-standard examination of these infections is the cultures;	
141	326	sufficient_for	infectious spondylodiscitis	CT	CT has a far higher sensitivity for the diagnosis of infectious spondylodiscitis	As a corollary of its vastly superior contrast resolution for soft tissues, CT has a far higher sensitivity for the diagnosis of infectious spondylodiscitis.	
142	475	required_for	Ulnar Neuropathy	electrodiagnostic studies	Diagnosis of ulnar neuropathy traditionally depends on clinical history, physical examination, and electrodiagnostic studies	Diagnosis of ulnar neuropathy traditionally depends on clinical history, physical examination, and electrodiagnostic studies. Combined use of electromyography and nerve conduction studies improves diagnostic accuracy by localizing sites of pathological compression, allowing relatively early identification in patients with symptoms indicative of ulnar nerve lesions.	
143	475	sufficient_for	axonal loss mononeuropathy	NCS	axonal loss mononeuropathy	NCS is valuable in confirming clinical diagnoses and can also help identify subclinical conditions, localize focal nerve abnormalities, measure severity, and characterize the nature of the lesion. Although NCS and EMG are necessary for a final diagnosis, certain conditions can often be identified through NCS alone.	
144	49	required_for	Diverticulitis	CT scan of the abdomen and pelvis	CT scan of the abdomen and pelvis	CT scan of the abdomen and pelvis	
145	49	sufficient_for	Appendicitis	limited-range CT protocols	limited-range CT protocols have been proposed	However, its use should be judicious due to concerns about radiation exposure in children.[22] To address this, limited-range CT protocols have been proposed to significantly reduce radiation dose while maintaining diagnostic quality.[23]	
146	522	pathognomonic_for	Parkinson disease	pigment loss	This pigment loss is a pathological hallmark of the disease	This pigment loss is a pathological hallmark of the disease	
147	522	required_for	catatonic disorder due to another medical condition	evidence from the history, physical examination, or laboratory findings	evidence from the history, physical examination, or laboratory findings	There must be evidence from the history, physical examination, or laboratory findings that the catatonia is attributable to another medical condition (Crite- rion B). The associated physical examination findings, laboratory findings, and patterns of prevalence and onset reﬂect those of the etiological medical condition.	
148	522	sufficient_for	Dementia with Lewy Bodies	123I-FP-CIT SPECT	use 123I-FP-CIT SPECT	use 123I-FP-CIT SPECT	
149	56	pathognomonic_for	Hydrocele	fluid surrounding the testis	The ultrasound scan revealed fluid surrounding the testis, which is diagnostic of a hydrocele	An ultrasound scan revealed normal right and left testes and a large fluid collection around the right testis. The ultrasound scan revealed fluid surrounding the testis, which is diagnostic of a hydrocele.	
150	56	required_for	epithelioid sarcoma	immunohistochemical labeling	Immunohistochemical labeling may be used to confirm the diagnosis	Immunohistochemical labeling may be used to confirm the diagnosis, although it is essential to consider other more common diagnostic entities with similar histologic and immunophenotypic characteristics. The most accurate diagnosis can be made by considering the appropriate clinical context, such as the presence of a soft tissue mass on the extremity of a young male, with immunohistochemical stain	
151	773	required_for	Chronic Thromboembolic Pulmonary Hypertension	follow-up CT, ventilation-perfusion scans, or echocardiography	follow-up CT, ventilation-perfusion scans, or echocardiography should be performed	In patients who remain persistently symptomatic months to years after an acute PE, follow-up CT, ventilation-perfusion scans, or echocardiography should be performed.	
152	773	sufficient_for	Pulmonary hypertension	echocardiography	presumptive diagnosis of pulmonary hypertension can be made with echocardiography	presumptive diagnosis of pulmonary hypertension can be made with echocardiography	
153	91	pathognomonic_for	cavernous malformations	characteristic imaging findings on MRI	characteristic imaging findings	characteristic imaging findings	
154	91	required_for	cavernous malformation	second symptomatic bleed	many recommend operating after a second symptomatic bleed	While surgery is not typically recommended for brainstem cavernomas due to a significant risk of complications, many recommend operating after a second symptomatic bleed due to the concept that those cavernomas may have a more aggressive natural course.	
155	91	sufficient_for	Kaposi sarcoma	development	Over 5% of transplant patients who develop a de novo malignancy will develop Kaposi sarcoma, a 400- to 500-fold increased risk over the general population	Over 5% of transplant patients who develop a de novo malignancy will develop Kaposi sarcoma, a 400- to 500-fold increased risk over the general population	
156	119	pathognomonic_for	Dermatitis Herpetiformis	characteristic granular IgA deposits at the dermal papillae	characteristic granular IgA deposits at the dermal papillae	Direct immunofluorescence is considered the gold standard, with approximately 92% of cases demonstrating characteristic granular IgA deposits at the dermal papillae.	
157	119	required_for	Urticarial vasculitis	skin biopsy	Skin biopsy is required for definitive diagnosis	Skin biopsy is required for definitive diagnosis	
158	179	required_for	acquired amegakaryocytic thrombocytopenia	hepatic enzymes	Hepatic enzymes, coagulation testing, and albumin levels are essential to evaluate liver function	Hepatic enzymes, coagulation testing, and albumin levels are essential to evaluate liver function.	
159	257	pathognomonic_for	Septic Arthritis	WBCs of more than 50,000 cells/mm3	A cell count with WBCs of more than 50,000 cells/mm3 is considered diagnostic for septic arthritis	A cell count with WBCs of more than 50,000 cells/mm3 is considered diagnostic for septic arthritis	
160	257	required_for	Pyogenic Flexor Tenosynovitis	Kanavel signs	based on the cardinal Kanavel signs	based on the cardinal Kanavel signs	
161	326	pathognomonic_for	Tuberculous spondylitis	preservation of the anterior meningovertebral ligament	the preservation of the anterior meningovertebral ligament—a septum anchoring the posterior longitudinal ligament to the periosteum—suggests tuberculous spondyl	In the case of anterior epidural abscess, the preservation of the anterior meningovertebral ligament—a septum anchoring the posterior longitudinal ligament to the periosteum—suggests tuberculous spondylitis with high sensitivity (83.3%) and specificity (100%).	
162	326	required_for	Vertebral osteomyelitis	excellent bioavailability of the oral drug	excellent bioavailability of the oral drug	excellent bioavailability of the oral drug	
163	326	sufficient_for	Epidural abscess	myelography followed by CT	myelography followed by CT can be used	myelography followed by CT can be used	
164	475	required_for	Radial nerve injury	needle electromyography (EMG)	needle electromyography (EMG)	needle electromyography (EMG)	
165	475	sufficient_for	demyelinating mononeuropathy	NCS	demyelinating mononeuropathy	NCS is valuable in confirming clinical diagnoses and can also help identify subclinical conditions, localize focal nerve abnormalities, measure severity, and characterize the nature of the lesion. Although NCS and EMG are necessary for a final diagnosis, certain conditions can often be identified through NCS alone.	
166	49	required_for	Intestinal tuberculosis	presence of organisms	demonstrating the presence of organisms	Diagnosis is established based on endoscopic biopsies demonstrating the presence of organisms by stains, PCR, or culture.[8][15][21] Diagnosis is based on the presence of mycobacteria identified by histology, PCR, or culture.[22][3]	
167	49	sufficient_for	Appendicitis	abdominal and pelvic CT	Abdominal and pelvic CT offers high diagnostic accuracy	Abdominal and pelvic CT offers high diagnostic accuracy, with a sensitivity of 94% and specificity of 95%.[21] This modality remains the most definitive, especially in equivocal or complicated cases.	
168	522	pathognomonic_for	LBD	Lewy bodies	Lewy bodies	Lewy bodies	
169	522	required_for	Dementia	early diagnosis	Early and accurate diagnosis of the cause of dementia	Early and accurate diagnosis of the cause of dementia is important for a number of reasons, including optimising clinical management, offering opportunities for secondary prevention, increasing prognostic accuracy and the identification of the right people to benefit from disease modifying therapies, once these become available. Brain imaging by means of structural magnetic resonance imaging (MRI)	
170	522	sufficient_for	Dementia	Ginkgo biloba efficacy at 240mg/day	EGb761 at 240 mg/day was able to decelerate decline	t for existing dementia, data has been contradictory regarding the efficacy of Ginkgo biloba extract (EGb). A 52-week, randomized, double-blind, placebo-controlled, parallel-group, multicenter study of 309 patients in 1997 concluded that EGb was safe and though modestly, it appeared to stabilize and improve the cognitive performance as well as social functioning of dementia patients for six months	
171	56	pathognomonic_for	synovial sarcoma	translocation between chromosomes X and 18	pathognomonic translocation between chromosomes X and 18	pathognomonic translocation between chromosomes X and 18	
172	56	required_for	Leiomyosarcoma	tumor size	Prognosis is determined by the tumor's location, size	Prognosis is determined by the tumor's location, size	
173	773	required_for	Chronic thromboembolic pulmonary hypertension (CTEPH)	chronic pulmonary embolism on imaging	evidence of chronic pulmonary embolism on imaging	Identify patients at risk for chronic thromboembolic pulmonary hypertension based on clinical history, symptoms, and risk factors.Develop a clinically appropriate diagnostic plan for a patient with possible chronic thromboembolic pulmonary hypertension.Select individualized therapeutic interventions for patients with chronic thromboembolic pulmonary hypertension.Implement effective interprofession	
174	773	sufficient_for	Tricuspid Regurgitation	Transthoracic echocardiography	Transthoracic echocardiography	Imaging modality Applications   Transthoracic echocardiography • Grading of TR severity• Assessment of tricuspid valve pathology• Evaluation of right ventricular function• Diagnosis of pulmonary hypertension• Pacemaker/defibrillator lead location and evaluation of tricuspid valve leaflet lead impingement   Transesophageal echocardiography • Exclusion of intracardiac thrombus/masses• Pacemaker/defi	
175	91	pathognomonic_for	Cavernous Venous Malformation (CVM)	phleboliths	phleboliths, which are pathognomonic of venous malformations	phleboliths, which are pathognomonic of venous malformations	
176	91	required_for	brainstem cavernomas	second symptomatic bleed	operating after a second symptomatic bleed	While surgery is not typically recommended for brainstem cavernomas due to a significant risk of complications, many recommend operating after a second symptomatic bleed due to the concept that those cavernomas may have a more aggressive natural course.	
177	91	sufficient_for	Primary CNS lymphoma (PCNSL)	thallium-201 SPECT scan	thallium-201 SPECT scan in conjunction with cerebrospinal fluid PCR for EBV	thallium-201 SPECT scan in conjunction with cerebrospinal fluid PCR for EBV	
178	119	pathognomonic_for	Dermatitis Herpetiformis	IgA autoantibodies against transglutaminase-3	IgA autoantibodies against transglutaminase-3	IgA autoantibodies against transglutaminase-3	
179	119	required_for	Tinea versicolor	potassium hydroxide preparation	potassium hydroxide preparation	potassium hydroxide preparation	
180	179	required_for	Cyanotic Congenital Heart Disease	ECG	ECG... are required	ECG...	
181	257	pathognomonic_for	Pyogenic flexor tenosynovitis	Kanavel signs	91 to 97% sensitive for pyogenic flexor tenosynovitis	These signs are 91 to 97% sensitive for pyogenic flexor tenosynovitis, however, with a reduced specificity of 51 to 69%.[13] Other etiologies of tenosynovitis present with a variety of physical manifestations.	
182	257	required_for	Abscess	afebrile	continue for 24 to 48 hours after the patient becomes afebrile	Other antibiotics with high therapeutic efficacy that may be options as single agents include extended-spectrum antibiotics (cefoxitin, cefotetan, cefotaxime, ceftizoxime), beta-lactamase inhibitors (ticarcillin-clavulanate), carbapenems (meropenem, ertapenem), and extended-spectrum penicillins (piperacillin-tazobactam).[3][18][19] Parenteral antibiotics should continue for 24 to 48 hours after th	
183	326	pathognomonic_for	SEA	MRI	The gold standard for diagnosing SEA is magnetic resonance imaging (MRI)	The gold standard for diagnosing SEA is magnetic resonance imaging (MRI), which has almost completely replaced myelography. MRI is as sensitive and specific as CT-myelography.[18] For patients with IEA, CT or MRI can be used, with the latter providing more detailed information.	
184	326	required_for	Osteomyelitis	admission	Children with these conditions are admitted	Children with these conditions are admitted for appropriate intravenous antibiotics.	
185	326	sufficient_for	NVO	biopsy volume >2 mL	obtaining >2 mL of fluid	obtaining >2 mL of fluid	
186	475	required_for	Anterior Interosseous Nerve Syndrome	advanced MRI techniques	Diagnosis of this variant relies on advanced MRI techniques	Diagnosis of this variant relies on advanced MRI techniques and an increasing number of supporting case reports.[16]	
187	475	sufficient_for	tarsal tunnel syndrome	ENG and EMG	ENG and EMG	When done efficiently and effectively, ENG and EMG can lead to the early diagnosis of tarsal tunnel syndrome.[11] By identifying the location of the nerve lesion to the tibial nerve at the level of the medial malleolus, the EMG practitioner can address the causative agent.	
188	49	required_for	Abscess	imaging	Diagnosis of deep abscesses often requires imaging	Diagnosis of deep abscesses often requires imaging	
189	49	sufficient_for	complicated intra-abdominal infection	APACHE II	the panel suggests APACHE II (Acute Physiology Age Chronic Health Evaluation II) as the preferred severity of illness score for risk stratification within 24 ho	the panel suggests APACHE II (Acute Physiology Age Chronic Health Evaluation II) as the preferred severity of illness score for risk stratification within 24 hours of hospital or ICU admission	
190	522	pathognomonic_for	Alzheimer disease	extreme atrophy of the hippocampus	extreme atrophy of the hippocampus	extreme atrophy of the hippocampus	
191	522	required_for	Neurodegenerative disease	neuroprotective strategies	identify potential biomarkers and neuroprotective strategies	identify potential biomarkers and neuroprotective strategies	
192	522	sufficient_for	Lewy Body dementia	1 suggestive feature with 1 or more core features	1 suggestive feature with 1 or more core features	1 suggestive feature with 1 or more core features	
193	56	pathognomonic_for	Kaposi sarcoma	spindle cell vascular proliferation	spindle cell vascular proliferation	spindle cell vascular proliferation	
194	56	required_for	Stage I tumors	physical examination	at 3- to 6-month intervals	Physical examination of stage I tumors should be performed at 3- to 6-month intervals for the first 2 years and then annually.[20] Imaging studies are not generally indicated unless prompted by clinical signs and symptoms.	
195	773	required_for	Primary Tricuspid Regurgitation	worsening right ventricular function	asymptomatic individuals with primary tricuspid regurgitation and worsening right ventricular function	For isolated tricuspid valve surgery, the guidelines recommend intervention for patients with symptoms of right-sided heart failure (class 2a) or asymptomatic individuals with primary tricuspid regurgitation and worsening right ventricular function (class 2b). However, the latest guidelines emphasize that treating primary tricuspid regurgitation before significant right ventricular dysfunction or 	
196	91	pathognomonic_for	cavernous angioma	characteristic imaging findings on MRI	characteristic imaging findings	characteristic imaging findings	
197	91	required_for	Infantile hemangioma	magnetic resonance imaging (MRI)	Imaging studies like ultrasonography, computed tomography (CT), and magnetic resonance imaging (MRI) are indicated to confirm the diagnosis and the extent of de	Imaging studies like ultrasonography, computed tomography (CT), and magnetic resonance imaging (MRI) are indicated to confirm the diagnosis and the extent of deep IH without superficial changes.	
198	91	sufficient_for	Kaposi sarcoma	development	Over 5% of transplant patients who develop a de novo malignancy will develop Kaposi sarcoma	Over 5% of transplant patients who develop a de novo malignancy will develop Kaposi sarcoma	
199	119	pathognomonic_for	Porokeratosis	nonmelanoma skin cancer	will progress to nonmelanoma skin cancer in 6.9% to 30% of cases	will progress to nonmelanoma skin cancer in 6.9% to 30% of cases	
