idx	case	relation	subject	predicate	quote	context	licensed
69	MCR_v2_seq100/133	pathognomonic_for	clear cell sarcoma	EWSR1::ATF1/CREB1 rearrangement	EWSR1::ATF1/CREB1 rearrangement favoring clear cell sarcoma	Frequently, we encounter situations where sarcomas exhibit significant similarities not only among different histological types of sarcomas but also with other neoplasms like melanomas, carcinomas, or mesotheliomas. Therefore, accurate diagnosis and potential therapeutic implications are crucial. For instance, distinguishing between an epithelioid melanoma and a clear cell sarcoma (both expressing	
70	MCR_v2_seq100/133	required_for	Sarcoma	morphologic assessment	Sarcoma is generally diagnosed by morphologic assessment	sion. For sarcomas with initial diagnosis confirmed with excisional biopsy, microscopic residual disease has been reported in up to 69% of reexcision specimens50,51; without reexcision, the reported rate of local recurrence is 30% to 40% when margins are positive or uncertain.Wide en bloc excision is seldom performed as a diagnostic procedure. When en bloc excision is done for diagnosis, the mar-g	
71	MCR_v2_seq100/133	sufficient_for	Prostate Cancer	PCA3	superiority of PCA3 over PSA alone for diagnosing prostate cancer	Studies have reported a 14% positive biopsy rate when PCA3 levels are less than 5, compared to 70% when PCA3 is greater than 100.[99] PCA3 has been shown to exhibit varying sensitivity, specificity, and predictive values across alternative cutoffs. The FDA used a threshold of 25 for its approval. Studies involving large patient cohorts have demonstrated the superiority of PCA3 over PSA alone for d	
72	DA_d2_heldout100/261	pathognomonic_for	Malakoplakia	Michaelis-Gutmann bodies	The pathognomonic Michaelis-Gutmann bodies (MG) (calcified intracytoplasmic inclusions)	t frequently associated organism, although a variety of other bacterial pathogens have also been reported. Management strategies range from antimicrobial therapy to surgical resection, depending on the extent of disease and clinical context.[1] The precise pathogenesis of malakoplakia remains incompletely characterized, representing a significant gap in our understanding of this distinctive chroni	
73	DA_d2_heldout100/261	required_for	Xanthoma	hemoglobin A1c	blood glucose and hemoglobin A1c may also be performed as indicated	cus on both locoregional and systemic disease. For the locoregional lesion, a clinical exam is often enough to make a ready diagnosis of xanthoma. Radiographs are typically normal in these patients. Ultrasound study may be performed of tendinous xanthomas, and advanced imaging in the form of magnetic resonance imaging (MRI) may be helpful to rule out differential diagnoses and for surgical plannin	
74	DA_d2_heldout100/261	sufficient_for	S. zooepidemicus	ELISA detection	PCR and ELISA detection are commonly used to diagnose S. zooepidemicus infection	Streptococcus equi subsp. zooepidemicus (S. zooepidemicus) causes abortion and respiratory disease in horses and donkeys. It can infect a wide range of animals, including humans, monkeys, sheep, dogs, cattle, and swine, and is associated with various diseases in different species. S. zooepidemicus-induced equine ascending placentitis is a common cause of abortion in mares. Recently, Stout et al. f	
75	DA_d2_heldout200b/529	pathognomonic_for	Giardiasis	Giardia DNA in stool	detection of Giardia organisms, antigen, or DNA in stool	Due to the possible extraintestinal manifestations of Giardia enteritis, in addition to a thorough abdominal exam, fundoscopic, musculoskeletal, and skin exams should be conducted to rule out any retinal, arthritic, myopathic, or allergic components. A confirmed case of giardiasis is defined by the CDC as "the detection of Giardia organisms, antigen, or DNA in stool, intestinal fluid, tissue sampl	
76	DA_d2_heldout200b/529	required_for	Pneumonia	identification of etiologic agent	identifying an etiologic agent for pneumonia is essential	While identifying an etiologic agent for pneumonia is essential for effective treatment as well as epidemiological record keeping, this is seldom seen in clinical practice. Widespread reviews have shown that a single cause of pneumonia has often been identified in less than 10% of patients presenting to the emergency department.[6] Nonetheless, the most common organisms causing pneumonia can be st	
77	DA_d2_heldout200b/529	sufficient_for	nodular bronchiectatic form	observation alone	and the diagnosis of the disease does not require immediate treatment and may be managed with observation alone	Non-tuberculosis mycobacterium avium complex infection: The incidence of nontuberculous mycobacterial pulmonary disease in the United States and Canada has been increasing and this is mainly due to mycobacterium avium complex organisms. Although this infection can happen in patients with pre-existing pulmonary disease or depressed immunity, it has been increasingly reported in otherwise healthy in	
78	DA_d2_seq100/100	pathognomonic_for	ATLL	dense chromatin	dense chromatin with lobulated, cloverleaf-shaped nuclei	Pathognomonic morphological features of leukemic ATLL lymphocytes include dense chromatin with lobulated, cloverleaf-shaped nuclei, often referred to as flower cells.[73] Scattered blast cells may also be visible on blood film, whereas bone marrow examination typically demonstrates patchy infiltrates. Histological assessment of lymphoid tissue is essential when lymphomatous disease is suspected. I	
79	DA_d2_seq100/100	required_for	Cutaneous metastasis of breast carcinoma	biopsy-confirmed diagnosis	biopsy-confirmed diagnosis of metastatic cutaneous breast cancer	e control maintained in 32 patients, 21 of whom were disease-free at the end of the follow-up. Unlike primary skin tumors, there are no standardized guidelines for the width of resection margins in cutaneous metastases. Therefore, surgical resection is generally considered only suitable for cutaneous metastases localized in small areas that can be easily closed or reconstructed using techniques su	
80	DA_d2_seq100/100	sufficient_for	primary non-small lung cancer	biopsy of the primary lung lesion	biopsying the primary lung lesion	For patients suspected of having primary non-small lung cancer that has metastasized, clinicians should obtain histologic confirmation from suspected metastatic sites, not the suspected primary lesion. However, if biopsy of a metastatic site is technically difficult or hazardous, biopsying the primary lung lesion or mediastinal lymph nodes should be performed using the least invasive method. Metas	
81	MCR_seq200b/291	pathognomonic_for	Necrolytic acral erythema	necrosis of keratinocytes	The characteristic necrosis of keratinocytes and vacuolar degeneration of some basal cells	in necrolytic acral erythema, including its impact on enzymatic processes and skin integrity, underscores the importance of addressing zinc levels in affected patients.[9] In addition, malabsorption of essential nutrients, including amino acids and vitamins, can contribute to skin manifestations. The resultant hypoaminoacidemia may impair protein synthesis and skin barrier function, exacerbating t	
82	MCR_seq200b/291	required_for	Lichen simplex chronicus	complete medical history	Diagnosis of lichen simplex chronicus includes a complete medical history	Diagnosis of lichen simplex chronicus includes a complete medical history	
83	MCR_v1_seq100/114	pathognomonic_for	Dermoid cyst	Hair protruding from punctum	Hair protruding from a dermoid cyst punctum is pathognomonic for dermoid cysts.	Hair protruding from a dermoid cyst punctum is pathognomonic for dermoid cysts.	
84	MCR_v1_seq100/114	required_for	Pilar cysts	MRI	MRI can be used for more deeper soft tissue involvement	le so that they are most commonly seen on the head especially the scalp, but they can also be found on the face, head, and neck. Trichilemmal cysts are usually asymptomatic unless they calcify or rupture their contents leading to inflammatory process and pain in the affected site. Sometimes, the presence of pilar cyst overpressure or bony prominence might lead to pain. Trichilemmal cysts usually p	
85	MCR_v1_seq100/114	sufficient_for	SIJ pathology	3 or more positive provocation tests	When 3 or more provocation tests yield positive findings	Additional assessments include the Trendelenburg test, which identifies gluteus medius weakness that may contribute to SIJ pain, and the FABER (flexion, abduction, and external rotation) test, where pain localized over the contralateral SIJ constitutes a positive finding. No single maneuver is diagnostic, but the combined use of provocative tests improves accuracy. When 3 or more provocation tests	
86	MCR_v2_seq100/133	required_for	prostate cancer	tissue samples	obtaining confirmatory tissue samples in patients suspected of prostate cancer	If the sonographer has difficulty obtaining adequate images, an immediate discussion with the interprofessional care team and the radiologist is required to consider alternative diagnostic modalities. Nurses should also be included in any discussion of the procedure and the examination's findings. This type of interprofessional healthcare team communication can help ensure more accurate diagnosis 	
87	MCR_v2_seq100/133	sufficient_for	prostate cancer	PSA screening	PSA screening increases the detection of prostate cancer	Symptoms that might prompt investigation for prostate cancer include: Evaluation for localized prostate cancer most commonly involves a serum PSA level, digital rectal examination (DRE), multiparametric MRI (mpMRI), and needle prostate biopsy. It is relatively rare nowadays for localized prostate cancer to be diagnosed incidentally during treatment for BPH (eg, transurethral resection chippings) a	
88	DA_d2_heldout100/261	pathognomonic_for	Dermatitis Herpetiformis	IgA autoantibodies against transglutaminase-3	IgA autoantibodies against transglutaminase-3	Increased intestinal permeability further amplifies antigen exposure and promotes inflammation. Although HLA-DQ2 or HLA-DQ8 is necessary for the development of celiac disease, it is insufficient, as many individuals carrying these alleles remain asymptomatic. Environmental factors, such as gastrointestinal infections, antibiotic-induced disruption of the gut microbiome, and immune modulation durin	
89	DA_d2_heldout100/261	required_for	Xanthoma	blood glucose	blood glucose and hemoglobin A1c may also be performed as indicated	cus on both locoregional and systemic disease. For the locoregional lesion, a clinical exam is often enough to make a ready diagnosis of xanthoma. Radiographs are typically normal in these patients. Ultrasound study may be performed of tendinous xanthomas, and advanced imaging in the form of magnetic resonance imaging (MRI) may be helpful to rule out differential diagnoses and for surgical plannin	
90	DA_d2_heldout100/261	sufficient_for	R. equi	ELISA detection	Moreover, ELISA can also be used to diagnose R. equi infection	CR detection. Transmission of S. zooepidemicus occurs through animal contact or contamination of food or utensils. PCR and ELISA detection are commonly used to diagnose S. zooepidemicus infection. Escherichia coli (E. coli) is considered a normal part of the gastrointestinal tract in horses. However, many strains of E. coli can cause diseases in the gastrointestinal tract, as well as other infecti	
91	DA_d2_heldout200b/529	pathognomonic_for	Cytomegalovirus disease	CMV inclusion bodies	pathognomonic CMV inclusion bodies	Visualizing pathognomonic CMV inclusion bodies on histopathological examination is the gold standard for diagnosing tissue CMV disease. CMV DNA PCR can also be used to diagnose CMV disease in tissues, such as the detection of CMV in bronchoalveolar lavage fluid or lung tissue samples through virus isolation, histopathologic testing, and immunohistochemical analysis.[65] Cytomegalovirus Gastrointes	
92	DA_d2_heldout200b/529	required_for	Immune Reconstitution Inflammatory Syndrome (IRIS)	ART initiation within 30 days of anti-TB therapy	begin ART within 30 days of anti-TB therapy	Immune Reconstitution Inflammatory Syndrome Immune reconstitution inflammatory syndrome refers to either a paradoxical worsening of a known opportunistic infection or unmasking of a previously undiagnosed infection following immune recovery after ART initiation. The syndrome is characterized by overt inflammatory signs that cannot be explained simply by the natural course of the disease or by drug	
93	DA_d2_heldout200b/529	sufficient_for	Immune reconstitution inflammatory syndrome (IRIS)	paracetamol	paracetamol or with the use of nonsteroidal anti-inflammatory drugs (NSAIDs)	Approaches to prevent IRIS in HIV patients: [37] The management of immune reconstitution inflammatory syndrome should focus on symptom control. It is equally important that the treatment includes initiating anti-microbial agents for the underlying opportunistic infection associated with the IRIS. It is also highly recommended to continue HAART unless there is evidence of severe HAART-related toxic	
94	DA_d2_seq100/100	pathognomonic_for	ATLL	lobulated, cloverleaf-shaped nuclei	dense chromatin with lobulated, cloverleaf-shaped nuclei	Pathognomonic morphological features of leukemic ATLL lymphocytes include dense chromatin with lobulated, cloverleaf-shaped nuclei, often referred to as flower cells.[73] Scattered blast cells may also be visible on blood film, whereas bone marrow examination typically demonstrates patchy infiltrates. Histological assessment of lymphoid tissue is essential when lymphomatous disease is suspected. I	
95	DA_d2_seq100/100	required_for	Angiosarcoma	CT or MRI	CT or MRI of the head and neck will help to establish the extent of bone and soft tissue involvement	Cutaneous angiosarcoma can initially appear as a “spreading bruise,” or a raised purple-red papule, eventually developing tissue infiltration, edema, tumor fungation, ulceration, and even hemorrhage due to increasing tumor size. The second most common location is in a lymphedematous upper extremity secondary to radical mastectomy, known as the Stewart Treves tumor. Median size lesions range from 3	
96	DA_d2_seq100/100	sufficient_for	Lymphangiosarcoma	early diagnosis	Only early diagnosis can improve survival	In a recent institutional review, patients were found to have a 3-year and 5-year survival of 55% and 35%, respectively. Median survival has been noted at just 7 months. Good prognostic factors have been found to be age (younger than 50 years), localized tumor stage, and anatomical site (trunk). The reason for increased survival in patients with angiosarcomas of the trunk is unclear. The managemen	
97	MCR_seq200b/291	pathognomonic_for	Lichen simplex chronicus	leathery or tree bark sign	the classical leathery or tree bark sign in lichen simplex chronicus	Lichenification makes up part of the minor criteria under Hanifin and Rajka’s criteria for the diagnosis of atopic dermatitis. Other signs of close similarity include the Dennie-Morgan fold, anterior neck folds, and hyperlinearity of the palms and soles.[16] The classical leathery or tree bark sign in lichen simplex chronicus represents lichenification.[6][17] Lidocaine is a tertiary amine class I	
98	MCR_seq200b/291	required_for	Zinc deficiency	associated symptoms	Accurate identification relies on... associated symptoms	Accurate identification relies on... associated symptoms	
99	MCR_v1_seq100/114	pathognomonic_for	Mature teratoma	Rokitansky nodule	a Rokitansky nodule or dermoid plug—a solid protuberance projecting into the cystic cavity	mature cystic teratoma (MCT) or a dermoid cyst, is the most common GCT and the most common benign ovarian tumor in the pediatric age group, especially in the first two decades of life, accounting for more than half of all cases in this population. It is mostly asymptomatic and typically an incidental finding; however, complications include torsion (3–16%), rupture (1–4%), and less likely infection	
100	MCR_v1_seq100/114	required_for	SFT	biopsy	biopsy is typically recommended	Ultrasound may be used in select cases depending on tumor location. Although not a primary imaging modality for pleural SFTs, it can aid in evaluating extrapleural or superficial lesions. In a reported case of a breast SFT in a 73-year-old man with a 12-month history of a palpable mass and bilateral gynecomastia, ultrasound demonstrated an oval, well-circumscribed, hypoechoic lesion with internal 	
101	MCR_v1_seq100/114	sufficient_for	Lipoma	US diagnosis	US is a useful tool in the diagnosis of superficial lipomas with good sensitivity and even better specificity	Sonographically, tophi appear as a heterogeneous mass (80%), composed of hypoechoic and hyperechoic areas, and have poorly defined contours. They can form multiple groups with surrounding anechoic haloes. Lipoma is considered the most common soft tissue tumor and is seen in ~2% of the population. They are usually subcutaneous and in US, appear as soft variably echogenic masses. If capsulated, it m	
102	MCR_v2_seq100/133	required_for	Sarcoma	physical examination	Physical examination	Follow-up visits are essential to detect local recurrences or metastasis. Physical examination of stage I tumors should be performed at 3- to 6-month intervals for the first 2 years and then annually.[20] Imaging studies are not generally indicated unless prompted by clinical signs and symptoms. Stage II to IV disease must be followed every 2 to 6 months for 2 to 3 years, then every 6 months for 2	
103	MCR_v2_seq100/133	sufficient_for	BPH	prostate volume	volume greater than 30 mL	The CT scan does not sufficiently define detailed prostate anatomy or pathology. It may show a hyperdense central zone with density adjusted to around 40 to 60 Hounsfield Units (HU), and the peripheral zone may appear hypodense, with density between 10 and 25 HU.[8] Focal peripheral zone lesions with >25 HU on CT might be suspicious for prostatic malignancy.[9] Benign Prostatic Hyperplasia CT scan	
104	DA_d2_heldout100/261	pathognomonic_for	Intertrigo	satellite papules	satellite papules	satellite papules	
105	DA_d2_heldout100/261	required_for	Sarcoidosis	histopathology	histopathology remains the gold standard for diagnosis	includes laboratory evaluation, pulmonary function testing, radiographic staging, and biopsy interpretation to confirm the diagnosis and determine disease extent.Select evidence-based pharmacologic treatment strategies for sarcoidosis, including appropriate initiation, tapering, and discontinuation of corticosteroids, and determine when corticosteroid-sparing agents or biologic therapies are indic	
106	DA_d2_heldout100/261	sufficient_for	nontuberculous mycobacterial infections	surgical biopsy	the only definitive test is a surgical biopsy	To rule out nontuberculous mycobacterial infections, microbiological studies should be performed, as they usually allow the isolation and identification of mycobacteria. However, the diagnosis may be difficult in patients with multiple pulmonary nodules by chest CT, since investigations for mycobacteria in respiratory secretions or BAL fluid may be falsely negative. In this situation, the only def	
107	DA_d2_heldout200b/529	pathognomonic_for	CMV colitis	CMV culture	CMV culture offers high sensitivity and specificity for diagnosing CMV colitis	Generally, caution is required when testing for blood viral load by PCR, as CMV DNA may be compartmentalized in tissue, especially in cases of CMV end-organ damage, and may be absent from the blood. In these cases, clinical utility is limited, as CMV DNA may be present in patients with active disease in tissue but is not detectable in blood. In contrast, serial PCR testing may offer greater clinic	
108	DA_d2_heldout200b/529	required_for	Pneumocystis jirovecii pneumonia	CT scan	CT scan	Targeted diagnostics, such as viral PCR testing or biopsies when appropriate, should be obtained early and liberally Bilateral pneumonia and increased LDH should prompt a CT scan, BDG and GM test. BAL for culture, viral PCR and Pneumocystis jirovecii should be considered in case of respiratory distress Severe diarrhea and weight loss is suspicious of CMV enteritis/colitis or microsporidiosis: obta	
109	DA_d2_heldout200b/529	sufficient_for	invasive pulmonary aspergillosis	Aspergillus spp. in BALF culture	Aspergillus spp. in a BALF culture	Among the fungi responsible for pneumonia in immunocompromised patients are molds (e.g., Aspergillus spp. and Mucorales), Pneumocystis jirovecii, and Cryptococcus spp.. They are all airborne pathogens, and their spores can be inhaled from the air. An invasive fungal disease (IFD) in immunocompromised patients can be classified as proven, probable, or possible according to the EORTC/MSGERC criteria	
110	DA_d2_seq100/100	required_for	cancer metastatic to the lung	molecular testing	molecular testing	For patients suspected of having primary non-small lung cancer that has metastasized, clinicians should obtain histologic confirmation from suspected metastatic sites, not the suspected primary lesion. However, if biopsy of a metastatic site is technically difficult or hazardous, biopsying the primary lung lesion or mediastinal lymph nodes should be performed using the least invasive method. Metas	
111	DA_d2_seq100/100	sufficient_for	Angiosarcoma (AS)	negative margin	surgical resection with a negative margin affords the best outcomes	Angiosarcoma (AS) comprises 1% of all soft-tissue sarcoma (STS), which are themselves a rare malignancy. They arise from lymphatic or vascular endothelial cells and are 'high-grade' by definition, which demonstrates their aggressive behavior.[1] Although AS can occur in any part of the body, it most commonly presents as a cutaneous disease in elderly white men or on the chest wall after receiving 	
112	MCR_seq200b/291	pathognomonic_for	Necrolytic acral erythema	vacuolar degeneration of basal cells	The characteristic necrosis of keratinocytes and vacuolar degeneration of some basal cells	in necrolytic acral erythema, including its impact on enzymatic processes and skin integrity, underscores the importance of addressing zinc levels in affected patients.[9] In addition, malabsorption of essential nutrients, including amino acids and vitamins, can contribute to skin manifestations. The resultant hypoaminoacidemia may impair protein synthesis and skin barrier function, exacerbating t	
113	MCR_seq200b/291	required_for	lichen planus	biopsy with microscopic analysis	biopsy with microscopic analysis is the most effective tool	Evaluating lichen planus involves a comprehensive clinical assessment to accurately diagnose the condition and distinguish it from similar dermatological disorders. While in the clinic, dermoscopy allows visualization of Wickham striae in most cases. The classic finding is a network of white lines with red globules along the periphery.[30] Oral lichen planus lesions located near dental restoration	
114	MCR_v1_seq100/114	required_for	Abscess	hemodynamic stability	hemodynamically stable	The ideal candidates for conservative management alone are women with no sign of sepsis and rupture, hemodynamically stable, and pelvic abscess greater than 8 cm on imaging. A 2009 study by Granberg et al reported that 25% of patients fail to respond to conservative treatment.[4] A localized unilocular abscess is more likely to be referred to postsurgical complications and generally requires surgi	
115	MCR_v1_seq100/114	sufficient_for	Soft-tissue tumor	diagnosis by US	around three-quarters of soft tissue tumors could be confidently diagnosed by its US characteristics	Ultrasonography is an excellent imaging technique for assessing any superficial soft-tissue mass. A part from previously discussed advantages (availability, cost and lack of ionizing radiations), US outstands particularly in the characterization of soft-tissue masses because of its reasonably robust diagnostic capabilities. Two prospective studies by Hung and Griffith et al. established that aroun	
116	MCR_v2_seq100/133	required_for	Stage II to IV disease	follow-up	every 2 to 6 months	Follow-up visits are essential to detect local recurrences or metastasis. Physical examination of stage I tumors should be performed at 3- to 6-month intervals for the first 2 years and then annually.[20] Imaging studies are not generally indicated unless prompted by clinical signs and symptoms. Stage II to IV disease must be followed every 2 to 6 months for 2 to 3 years, then every 6 months for 2	
117	DA_d2_heldout100/261	pathognomonic_for	Malakoplakia	Michaelis-Gutmann bodies	The pathognomonic Michaelis-Gutmann bodies	t frequently associated organism, although a variety of other bacterial pathogens have also been reported. Management strategies range from antimicrobial therapy to surgical resection, depending on the extent of disease and clinical context.[1] The precise pathogenesis of malakoplakia remains incompletely characterized, representing a significant gap in our understanding of this distinctive chroni	
118	DA_d2_heldout100/261	required_for	nummular eczema	validated diagnostic criteria	validated diagnostic criteria	If signs of a secondary bacterial infection or a bacterial swab of lesional skin are positive, treatment with topical or oral antistaphylococcal antibiotics is recommended, depending on whether lesions are localized or diffuse. Sensitivities and local antibiotic resistance patterns may impact the choice of antibiotic. Sedating antihistamines such as hydroxyzine or diphenhydramine may be used to pr	
119	DA_d2_heldout100/261	sufficient_for	S. zooepidemicus	PCR detection	PCR and ELISA detection are commonly used to diagnose S. zooepidemicus infection	Streptococcus equi subsp. zooepidemicus (S. zooepidemicus) causes abortion and respiratory disease in horses and donkeys. It can infect a wide range of animals, including humans, monkeys, sheep, dogs, cattle, and swine, and is associated with various diseases in different species. S. zooepidemicus-induced equine ascending placentitis is a common cause of abortion in mares. Recently, Stout et al. f	
120	DA_d2_heldout200b/529	pathognomonic_for	Herpes simplex keratitis	PCR from aqueous sampling	The PCR from aqueous sampling is diagnostic	Herpetic iridocyclitis can result without signs of active corneal inflammation and may be associated with direct viral replication. The rise in intraocular pressure is common and often thought to result from trabeculitis. There can also be IOP elevation second to steroid use. The etiology can be missed in these cases unless an underlying history of herpes simplex keratitis is present. Patchy iris 	
121	DA_d2_heldout200b/529	required_for	Pneumocystis jirovecii pneumonia (PCP)	detectable viral load	patients have a detectable viral load	Due to their poor immune response, patients with HIV and those with immunosuppression for other causes, such as malignancy, autoimmune disease, or iatrogenic due to underlying condition or organ transplant patients, require prophylaxis for numerous pathogens. These pathogens include: Combined antiretroviral therapy (cART) remains the gold standard for the treatment of HIV and opportunistic infecti	
122	DA_d2_heldout200b/529	sufficient_for	Immune reconstitution inflammatory syndrome (IRIS)	TNF-alpha antagonists	biological agents such as TNF-alpha antagonists	that the treatment includes initiating anti-microbial agents for the underlying opportunistic infection associated with the IRIS. It is also highly recommended to continue HAART unless there is evidence of severe HAART-related toxicity or IRIS with central nervous system (CNS) involvement.[20] The current guidelines recommend initiating HAART within 2 weeks of diagnosing most opportunistic infecti	
123	DA_d2_seq100/100	required_for	Metastatic carcinoma	histologic confirmation	histologic confirmation	For patients suspected of having primary non-small lung cancer that has metastasized, clinicians should obtain histologic confirmation from suspected metastatic sites, not the suspected primary lesion. However, if biopsy of a metastatic site is technically difficult or hazardous, biopsying the primary lung lesion or mediastinal lymph nodes should be performed using the least invasive method. Metas	
124	MCR_seq200b/291	pathognomonic_for	Pustular psoriasis	sterile pustules	sterile pustules	Laboratory abnormalities, including hypocalcemia, hypoproteinemia, hypoalbuminemia, and abnormal liver or kidney function, are not diagnostic criteria but should be regularly monitored to detect complications. Genetic testing is not required for diagnosis. However, IL36RN mutation screening is advised if accessible. Mutations in IL36RN have been associated with a more severe disease phenotype, mar	
125	MCR_seq200b/291	required_for	Lichen planus	systemic manifestations	Diagnosis requires careful clinical correlation with transplantation history and systemic manifestations	Oral involvement occurs in approximately 80% of patients undergoing allogeneic bone marrow transplantation. Lichenoid lesions may affect any oral mucosal site, typically developing around 6 months posttransplantation. Diagnosis requires careful clinical correlation with transplantation history and systemic manifestations. Lichen Planus Pemphigoides Lichen planus pemphigoides is a rare mucocutaneou	
126	MCR_v1_seq100/114	required_for	Abscess	size over 8 cm	surgical drainage is needed if the abscess is over 8 cm	indamycin or metronidazole with an aminoglycoside, penicillin, or a third-generation cephalosporin. Aztreonam is a substitute for aminoglycosides in patients with renal impairment. Other antibiotics with high therapeutic efficacy that may be options as single agents include extended-spectrum antibiotics (cefoxitin, cefotetan, cefotaxime, ceftizoxime), beta-lactamase inhibitors (ticarcillin-clavula	
127	MCR_v2_seq100/133	required_for	prostate cancers	transrectal ultrasound-guided prostate tissue biopsies	transrectal ultrasound-guided (TRUS) prostate tissue biopsies	Fortunately, most prostate cancers tend to grow slowly and are low-grade with relatively low risk and limited aggressiveness.[7] There are no initial or early symptoms in most cases, but late symptoms may include fatigue due to anemia, bone pain, paralysis from spinal metastases, and renal failure from bilateral ureteral obstruction. Diagnosis is primarily based on prostate-specific antigen (PSA) 	
128	DA_d2_heldout100/261	pathognomonic_for	Erythema nodosum	edema in the upper dermis with a dense infiltrate of neutrophils in the dermis	edema in the upper dermis with a dense infiltrate of neutrophils in the dermis	Patients are febrile, with an elevated neutrophil count, and have tender, dark-red plaques or papules, most often on the face, neck, and upper extremities, especially the dorsum of hands. Oral lesions can also occur. Rarely, bullous and pustular lesions are present. The lesions often develop in crops. Each crop is preceded by fever and persists for days to weeks. Extracutaneous manifestations can 	
129	DA_d2_heldout100/261	required_for	Xanthoma	high-density lipoproteins (HDL)	laboratory investigations that include high-density lipoproteins (HDL)	Planar xanthomas can be on the palmar creases and flexure surfaces of fingers, and skin folds and are typically seen with biliary cirrhosis. They can occur in a variety of anatomic regions and can be pathognomonic for different systemic conditions based on their presentation. For example, palmar crease xanthomas can be pathognomonic for familial dysbetalipoproteinemia type III.[3] Xanthoma planum 	
130	DA_d2_heldout100/261	sufficient_for	Metastatic calcification	calcium phosphate product exceeds 70	Metastatic calcification has abnormal serum levels of calcium and phosphorus with deposition occurring after calcium phosphate product exceeds 70	rous structures of muscles and tendons. This activity reviews the evaluation and management of calcinosis cutis and highlights the role of the interprofessional team in improving care for affected patients. Objectives: Identify the features of calcinosis cutis and of associated systemic diseases.Review the laboratory studies that should be obtained in the evaluation of calcinosis cutis.Describe th	
131	DA_d2_heldout200b/529	pathognomonic_for	Giardiasis	Giardia antigen in stool	detection of Giardia organisms, antigen, or DNA in stool	Due to the possible extraintestinal manifestations of Giardia enteritis, in addition to a thorough abdominal exam, fundoscopic, musculoskeletal, and skin exams should be conducted to rule out any retinal, arthritic, myopathic, or allergic components. A confirmed case of giardiasis is defined by the CDC as "the detection of Giardia organisms, antigen, or DNA in stool, intestinal fluid, tissue sampl	
132	DA_d2_heldout200b/529	required_for	Mycobacterium avium complex infections	CD4 counts less than 50	when the CD4 counts are less than 50	The complications that can manifest with Mycobacterium avium complex infections are as follows: Mycobacterium avium complex and HIV Mycobacterium avium complex infections occur when the CD4 counts are less than 50. Mycobacterium avium complex infections frequently present as disseminated infections. Disseminated Mycobacterium avium complex infections are uncommon outside of HIV patients. Most infe	
133	DA_d2_heldout200b/529	sufficient_for	Cytomegalovirus infection	PCR	Diagnosis of CMV infection is generally established with PCR	Cytomegalovirus infection is usually seen in patients with HIV/AIDS with CD4 counts of <100 cells/mm3.[12] Diagnosis of CMV infection is generally established with PCR or serologic testing.[4][11] Kaposi sarcoma is diagnosed via biopsy, and a PCR identifies the HHV-8.[4][11] Verruca Vulgaris, Oral Squamous Papillomas, Condyloma Acuminatum, and Heck's Disease	
134	DA_d2_seq100/100	required_for	Metastatic carcinoma	histological diagnosis	obtaining a histological diagnosis is crucial	Postoperative radiation therapy is relatively indicated in the case of advanced tumor and nodal stage on surgical pathology (pT3-4, pN2-3), as well as other high-risk pathologic features, including close margins (<5 mm), perineural invasion, lymphovascular space invasion, extracapsular extension, and emergent tracheostomy due to morbid tumor invasion (to reduce the risk of tumor spread into the tr	
135	MCR_seq200b/291	pathognomonic_for	Scabies	burrow	The presence of a burrow	f age) 3. History of generally dry skin in the past year 4. Onset in a child <2 years of age (criterion not used if child is <4 years of age) 5. Visible flexural dermatitis (including dermatitis affecting cheeks, forehead, and outer aspects of limbs in children <4 years of age) Visible flexural dermatitis (including dermatitis affecting cheeks, forehead, and outer aspects of limbs in children <4 y	
136	MCR_seq200b/291	required_for	Lichen planus	DIF	Lichen planus is evaluated by histological examination and DIF	Leukoedema is an idiopathic condition, possibly associated with local irritation. Leukoedema is associated with smoking and diabetes mellitus.[21] Stretching the oral tissue surrounding the lesion can aid in the diagnosis, as leukoedema will resolve upon introducing tension. Lichen planus is evaluated by histological examination and DIF to obtain a definitive diagnosis. The histological findings c	
137	MCR_v1_seq100/114	required_for	Lipoma	histopathologic confirmation	Histopathologic analysis confirmed the diagnosis of a lipoma	Case of lipoma inside the tensor fascia latae muscle. A: Transverse T1-weighted MR image showing a lesion of 1cm in diameter in the tensor fascia latae muscle (TFL) with high signal intensity comparable to that of subcutaneous fat (white arrow). The black arrow points at the branches of the LFCN. B: Intra-operative image with white bands placed around the separate branches of the LFCN after openin	
138	MCR_v2_seq100/133	required_for	Prostate Cancer	prompt diagnosis	must be promptly diagnosed	An interprofessional team approach is crucial for addressing barriers to using romosozumab, such as its high cost, the requirement for monthly injections administered by healthcare providers, and managing adverse effects. This collaboration ensures that healthcare team members, including clinicians, endocrinologists, pharmacists, and nurses, work together to identify these potential obstacles and 	
139	DA_d2_heldout100/261	pathognomonic_for	Xanthoma	small nodule	the presence of the small, tender, flesh-colored or red nodule	Symptoms and signs develop at the top edge of the posterior shoe counter. Early symptoms may be limited to redness, pain, and warmth. Later, superficial skin erosion may occur. After months or longer, a fluctuant, tender, cystic nodule 1- to 3-cm in diameter develops. It is red or flesh-colored. In chronic cases, the bursa becomes fibrotic. The presence of the small, tender, flesh-colored or red n	
