case_key,family,arm,label,equivalence,direction,vignette_consistency,explanation
DA_d2_heldout200b/569,DA,flat_facts,COVID-19 associated cardiac injury with transient left ventricular dysfunction and QT prolongation leading to cardiac arrest,compatible_partial,broader,supported,"The output is broader, identifying 'cardiac injury' instead of the specific 'channelopathy' subtype. It captures the etiology and complication."
DA_d2_heldout200b/574,DA,flat_facts,"Erdheim-Chester disease with retroperitoneal fibrosis causing left renal artery stenosis and right kidney atrophy, presenting with renovascular hypertension and acute heart failure",compatible_partial,narrower,supported,"Omits LCH, adds unsupported retroperitoneal fibrosis and acute heart failure. Heart failure is not explicitly stated."
DA_d2_heldout200b/574,DA,raw_vignette,"Erdheim-Chester disease with multifocal arterial involvement (right renal artery occlusion, left renal, celiac trunk, and superior mesenteric artery stenosis) causing refractory hypertension and right kidney atrophy",compatible_partial,narrower,supported,"Omits Langerhans cell histiocytosis, making the diagnosis narrower than the reference."
DA_d2_heldout200b/574,DA,typed_event_graph,Erdheim-Chester disease with renovascular hypertension and right kidney atrophy,compatible_partial,narrower,supported,"Omits Langerhans cell histiocytosis, making the diagnosis narrower than the reference."
DA_d2_heldout200b/575,DA,typed_event_graph,Acute Plasmodium falciparum malaria with thrombocytopenia,compatible_partial,narrower,supported,The output identifies P. falciparum but misses the co-infection with P. ovale. 'Acute' and 'thrombocytopenia' are supported but not demanded.
DA_d2_heldout200b/575,DA,flat_facts,Uncomplicated mixed Plasmodium falciparum and Plasmodium ovale malaria,complete_equivalent,same,supported,The output correctly identifies co-infection with both Plasmodium species. 'Uncomplicated' and 'mixed' are supported by the vignette.
DA_d2_heldout200b/575,DA,raw_vignette,"Plasmodium falciparum malaria, uncomplicated",compatible_partial,narrower,supported,The output identifies P. falciparum but misses the co-infection with P. ovale. 'Uncomplicated' is supported by the vignette but not demanded.
DA_d2_heldout200b/578,DA,typed_event_graph,Thymic squamous cell carcinoma with pulmonary embolism,incorrect,different,contradicted,"The output specifies a primary thymic origin, which contradicts the reference's 'secondary' and 'unknown primary site' components. It also adds pulmonary embolism."
DA_d2_heldout200b/578,DA,raw_vignette,Thymic squamous cell carcinoma (thymic carcinoma) with pulmonary embolism,incorrect,different,contradicted,"The output specifies a primary thymic origin, which contradicts the reference's 'secondary' and 'unknown primary site' components. It also adds pulmonary embolism."
DA_d2_heldout200b/578,DA,flat_facts,"Thymic squamous cell carcinoma (anterior mediastinal mass) with pulmonary embolism, acute kidney injury, and anemia",incorrect,different,contradicted,"The output specifies a primary thymic origin, which contradicts the reference's 'secondary' and 'unknown primary site' components. It also adds pulmonary embolism, AKI, and anemia."
DA_d2_heldout200b/582,DA,flat_facts,"Pancreatic ductal adenocarcinoma (head) with obstructive jaundice, paraneoplastic myositis with rhabdomyolysis and acute kidney injury",incorrect,different,contradicted,"The primary diagnosis is incorrect. The reference states extrahepatic cholangiocarcinoma, while the output states pancreatic ductal adenocarcinoma."
DA_d2_heldout200b/582,DA,typed_event_graph,Pancreatic head adenocarcinoma with paraneoplastic myositis and rhabdomyolysis causing acute kidney injury,incorrect,different,contradicted,"The primary diagnosis is incorrect. The reference states extrahepatic cholangiocarcinoma, while the output states pancreatic head adenocarcinoma."
DA_d2_heldout200b/582,DA,raw_vignette,Pancreatic head adenocarcinoma (ductal) with paraneoplastic necrotizing myopathy / rhabdomyolysis and acute kidney injury,incorrect,different,contradicted,"The primary diagnosis is incorrect. The reference states extrahepatic cholangiocarcinoma, while the output states pancreatic head adenocarcinoma."
DA_d2_heldout200b/587,DA,flat_facts,Drug-induced interstitial lung disease (DI-ILD) secondary to paclitaxel/carboplatin chemotherapy,incorrect,different,contradicted,"The output attributes ILD to TC chemotherapy, which is not supported by the vignette. The reference specifies PARP inhibitor-induced ILD."
DA_d2_heldout200b/587,DA,raw_vignette,Drug-induced interstitial lung disease (DI-ILD) secondary to paclitaxel/carboplatin chemotherapy,incorrect,different,contradicted,"The output attributes ILD to TC chemotherapy, which is not supported by the vignette. The reference specifies PARP inhibitor-induced ILD."
DA_d2_heldout200b/587,DA,typed_event_graph,Chemotherapy-induced interstitial lung disease (drug-induced pneumonitis) secondary to prior TC chemotherapy,incorrect,different,contradicted,"The output attributes ILD to TC chemotherapy, which is not supported by the vignette. The reference specifies PARP inhibitor-induced ILD."
DA_d2_heldout200b/589,DA,typed_event_graph,Spontaneous bacterial empyema (SBE) complicating hepatic hydrothorax in end-stage liver disease,incorrect,different,contradicted,The output identifies a different etiology (SBE) and omits the specific pathogen. It also adds an unsupported complication.
DA_d2_heldout200b/589,DA,raw_vignette,Empyema with septic shock due to Vibrio vulnificus infection in a patient with cirrhosis (Child-Pugh C) and history of CML,incorrect,different,contradicted,"The output identifies a different pathogen (Vibrio vulnificus) and adds septic shock, which is not the core diagnosis."
DA_d2_heldout200b/591,DA,typed_event_graph,Acute non-ST-elevation myocardial infarction (NSTEMI) due to acute thrombotic occlusion of the left anterior descending coronary artery,compatible_partial,broader,supported,"Omits the specific etiology of recurrent plaque erosion, instead stating a broader 'acute thrombotic occlusion'."
DA_d2_heldout200b/591,DA,raw_vignette,Non-ST-elevation myocardial infarction (NSTEMI) due to acute thrombus formation on an eroded atherosclerotic plaque in the proximal left anterior descending artery,complete_equivalent,same,supported,"Identifies NSTEMI due to plaque erosion in the LAD, consistent with the reference and vignette findings."
DA_d2_heldout200b/591,DA,flat_facts,Acute non-ST-elevation myocardial infarction (NSTEMI) due to LAD plaque erosion with thrombus formation,complete_equivalent,same,supported,"Identifies NSTEMI due to LAD plaque erosion with thrombus, matching the reference and vignette."
DA_d2_heldout200b/596,DA,flat_facts,Sarcoidosis with granulomatous interstitial nephritis and hypercalcemia,compatible_partial,different,supported,"The output identifies sarcoidosis and renal involvement but misses Fanconi syndrome, which is implied by lab results."
DA_d2_heldout200b/596,DA,raw_vignette,Sarcoidosis with granulomatous interstitial nephritis and hypercalcemia,compatible_partial,different,supported,"The output identifies sarcoidosis and renal involvement but misses Fanconi syndrome, which is implied by lab results."
DA_d2_heldout200b/596,DA,typed_event_graph,Sarcoidosis with renal involvement (granulomatous interstitial nephritis) and hypercalcemia,compatible_partial,different,supported,"The output identifies sarcoidosis and renal involvement but misses Fanconi syndrome, which is implied by lab results."
DA_d2_heldout200b/600,DA,flat_facts,Dermatomyositis (anti-SAE positive) with interstitial lung disease and Wong-type skin involvement,compatible_partial,broader,supported,"The output adds anti-SAE positivity and interstitial lung disease, which are supported by the vignette but not in the reference."
DA_d2_heldout200b/600,DA,typed_event_graph,Anti-SAE antibody-positive dermatomyositis with interstitial lung disease and Wong-type skin involvement,compatible_partial,broader,supported,"The output adds anti-SAE positivity and interstitial lung disease, which are supported by the vignette but not in the reference."
DA_d2_heldout200b/600,DA,raw_vignette,"Dermatomyositis (anti-SAE antibody positive, Wong-type)",compatible_partial,broader,supported,"The output adds anti-SAE antibody positivity, which is supported by the vignette but not in the reference."
DA_d2_heldout200b/601,DA,flat_facts,"Left parotid gland carcinoma with ectopic ACTH secretion causing Cushing's syndrome, stage T2N2B, with lymphovascular and perineural invasion, and metastases to 5/47 lymph nodes",compatible_partial,broader,supported,"Omits the specific carcinoma type (Acinic cell) and high-grade transformation, making the diagnosis broader."
DA_d2_heldout200b/601,DA,typed_event_graph,腮腺原发性产生ACTH的癌（腺癌或未分化癌）伴异位ACTH综合征（库欣综合征）及淋巴结转移,compatible_partial,broader,supported,"Omits specific carcinoma type, high-grade transformation, stage, and invasion details. Offers broader carcinoma types."
DA_d2_heldout200b/601,DA,raw_vignette,Parotid gland carcinoma (T2N2B) with ectopic ACTH secretion causing Cushing's syndrome,compatible_partial,broader,supported,"Omits the specific carcinoma type, high-grade transformation, and details of invasion/metastases, making it broader."
DA_d2_heldout200b/611,DA,raw_vignette,"Polyarteritis nodosa (PAN) with coronary artery involvement, renal infarction, and hepatosplenomegaly",incorrect,different,supported,The output identifies a different primary diagnosis (Polyarteritis nodosa) and misses the MIS-V etiology and myocardial infarction complication.
DA_d2_heldout200b/611,DA,typed_event_graph,Adult-onset Kawasaki disease with coronary artery aneurysms and thrombosis presenting as acute coronary syndrome,compatible_partial,broader,supported,The output suggests a related but broader diagnosis (Kawasaki disease) without specifying MIS-V or the vaccination etiology. It correctly identifies the MI.
DA_d2_heldout200b/611,DA,flat_facts,Adult Kawasaki disease with coronary artery aneurysms/ectasia and thrombosis,compatible_partial,broader,supported,The output suggests a related but broader diagnosis (Kawasaki disease) without specifying MIS-V or the vaccination etiology. It misses the myocardial infarction.
DA_d2_heldout200b/615,DA,raw_vignette,Invasive Klebsiella pneumoniae syndrome with pyogenic liver abscess and multifocal osteomyelitis in a patient with type 2 diabetes and alcohol use disorder,compatible_partial,narrower,supported,Output omits 'hypervirulent' and 'bacteremia' from the reference. Added patient comorbidities are supported by vignette.
DA_d2_heldout200b/615,DA,typed_event_graph,"Invasive Klebsiella pneumoniae syndrome (hypermucoviscous strain) with pyogenic liver abscess, multifocal osteomyelitis, and soft-tissue infections, complicated by septic shock",compatible_partial,narrower,supported,Output omits 'hypervirulent' and 'bacteremia'. 'Hypermucoviscous strain' is a proxy for hvKp but not identical. 'Soft-tissue infections' is an unsupported addition.
DA_d2_heldout200b/615,DA,flat_facts,"Invasive Klebsiella pneumoniae syndrome with pyogenic liver abscess, multifocal osteomyelitis, and septic shock in a 52-year-old man with type 2 diabetes and alcohol use disorder",compatible_partial,narrower,supported,Output omits 'hypervirulent' and 'bacteremia' from the reference. Added patient comorbidities are supported by vignette.
DA_d2_heldout200b/618,DA,flat_facts,Secondary central nervous system involvement by systemic CD5+ CD10− B-cell lymphoma (consistent with CLL/SLL) presenting as right cavernous sinus syndrome with thoracic involvement,compatible_partial,broader,supported,"The output identifies CD5+ B-cell lymphoma and cavernous sinus syndrome, but omits DLBCL subtype and adds unsupported specificity (CLL/SLL consistency)."
DA_d2_heldout200b/618,DA,raw_vignette,"Diffuse large B-cell lymphoma, non-germinal center (activated B-cell) type, involving the right cavernous sinus, pleura, and mediastinal/mesenteric lymph nodes",compatible_partial,broader,supported,"The output identifies DLBCL and cavernous sinus, but omits CD5+ and adds unsupported specificity (non-germinal center, other sites)."
DA_d2_heldout200b/618,DA,typed_event_graph,Mantle cell lymphoma (MCL) with cavernous sinus and pleural involvement,incorrect,different,contradicted,"Mantle cell lymphoma is a different diagnosis. The pathology explicitly ruled out t(11;14)/CCND1-IGH gene rearrangements, which are characteristic of MCL."
DA_d2_heldout200b/619,DA,raw_vignette,"Microscopic polyangiitis (ANCA-associated vasculitis) with diffuse alveolar hemorrhage, glomerulonephritis, and myocarditis",incorrect,different,contradicted,The output identifies a completely different primary diagnosis (Microscopic polyangiitis) than the reference (MIS-A). Glomerulonephritis is not supported.
DA_d2_heldout200b/620,DA,flat_facts,Disseminated trichosporonosis (Trichosporon asahii) with hepatosplenic abscesses,incorrect,different,contradicted,The output identifies a different fungal etiology (Trichosporon asahii) than the reference (Magnusiomyces capitatus).
DA_d2_heldout200b/620,DA,typed_event_graph,"Disseminated trichosporonosis (Trichosporon species) with hepatosplenic abscesses, complicating neutropenia from maintenance chemotherapy for acute promyelocytic leukemia",incorrect,different,contradicted,The output identifies a different fungal etiology (Trichosporon species) than the reference (Magnusiomyces capitatus).
DA_d2_heldout200b/620,DA,raw_vignette,Disseminated Talaromyces marneffei infection involving liver and spleen in an immunocompromised patient with acute promyelocytic leukemia on maintenance chemotherapy,incorrect,different,contradicted,The output identifies a different fungal etiology (Talaromyces marneffei) than the reference (Magnusiomyces capitatus).
DA_d2_heldout200b/621,DA,raw_vignette,Primary adrenal choriocarcinoma (extragonadal germ cell tumor),compatible_partial,narrower,supported,"Output omits pulmonary metastases, a material component of the reference diagnosis."
DA_d2_heldout200b/621,DA,typed_event_graph,"Extragonadal retroperitoneal germ cell tumor (choriocarcinoma) with pulmonary metastases, presenting as hemorrhagic retroperitoneal mass and elevated β-hCG",compatible_partial,broader,supported,The output is broader by specifying 'extragonadal retroperitoneal germ cell tumor (choriocarcinoma)' instead of 'primary adrenal choriocarcinoma'.
DA_d2_heldout200b/621,DA,flat_facts,"Extragonadal retroperitoneal choriocarcinoma (non-seminomatous germ cell tumor) with pulmonary metastases, stage IV, complicated by retroperitoneal hemorrhage and SIADH (hyponatremia)",compatible_partial,broader,supported,The output is broader by specifying 'extragonadal retroperitoneal choriocarcinoma' instead of 'primary adrenal choriocarcinoma' and adds unsupported stage/complications.
DA_d2_heldout200b/622,DA,raw_vignette,"Diffuse idiopathic skeletal hyperostosis (DISH) with large anterior cervical osteophytes causing esophageal compression and dysphagia, and possible hypoglossal nerve compression contributing to tongue atrophy",compatible_partial,broader,supported,"The output identifies DISH but omits the definitive hypoglossal nerve palsy, replacing it with a 'possible' compression."
DA_d2_heldout200b/622,DA,flat_facts,"Squamous cell carcinoma of the hypopharynx with retropharyngeal extension and hypoglossal nerve palsy (CN XII) causing tongue paralysis and atrophy, with dysphagia and aspiration",incorrect,different,supported,"This output proposes a completely different primary diagnosis (SCC) not present in the reference, despite some supporting vignette details."
DA_d2_heldout200b/627,DA,typed_event_graph,"Acute interstitial pancreatitis with pancreatic pseudocyst, complicated by pancreatic ascites and pleural effusion due to pancreatic duct disruption, in the setting of alcohol use disorder and pancreatic duct anomaly",compatible_partial,broader,supported,Output identifies the fistula but misses the specific divisum type. It adds many supported but non-reference components.
DA_d2_heldout200b/627,DA,raw_vignette,"Acute interstitial pancreatitis with pancreatic pseudocyst and pancreatic duct disruption (fistula), complicating pancreatic duct anomaly (likely pancreas divisum)",compatible_partial,broader,supported,Output identifies the fistula and mentions pancreatic duct anomaly (likely divisum) but misses 'complete'. It adds other supported diagnoses.
DA_d2_heldout200b/627,DA,flat_facts,"Acute interstitial pancreatitis complicated by pseudocyst with gastric outlet obstruction, pancreatic ascites, and pancreaticopleural fistula with right pleural effusion, secondary to pancreatic duct anomaly (likely pancreas divisum)",compatible_partial,broader,supported,Output identifies the fistula and mentions pancreatic duct anomaly (likely divisum) but misses 'complete'. It adds other supported diagnoses.
DA_d2_heldout200b/630,DA,raw_vignette,Pulmonary blastomycosis with possible disseminated infection (Horner's syndrome),compatible_partial,broader,supported,The output identifies the correct etiology and complication (Horner syndrome) but omits the specific anatomy (pneumonia) and invasiveness.
DA_d2_heldout200b/630,DA,flat_facts,Disseminated blastomycosis with pulmonary and central nervous system involvement,incorrect,different,contradicted,"The output incorrectly states CNS involvement, which was ruled out by imaging. It also misses the specific complication."
DA_d2_heldout200b/630,DA,typed_event_graph,Disseminated blastomycosis with pulmonary consolidation and CNS involvement (right-sided ptosis and anisocoria),incorrect,different,contradicted,"The output incorrectly states CNS involvement, which was ruled out by imaging. It also misses the specific complication."
DA_d2_heldout200b/633,DA,flat_facts,Disseminated coccidioidomycosis with coccidioidal meningitis (Coccidioides immitis/posadasii),compatible_partial,broader,supported,Output is broader by adding 'Disseminated coccidioidomycosis' and omits the specific complication 'pseudosubarachnoid hemorrhage'.
DA_d2_heldout200b/633,DA,typed_event_graph,Coccidioidal meningitis (disseminated coccidioidomycosis) with pulmonary involvement,compatible_partial,broader,supported,"Output is broader by adding 'disseminated coccidioidomycosis' and 'pulmonary involvement', and omits the specific complication 'pseudosubarachnoid hemorrhage'."
DA_d2_heldout200b/633,DA,raw_vignette,Coccidioidal meningitis (Coccidioides immitis/posadasii),compatible_partial,narrower,supported,Output is narrower by omitting the specific complication 'pseudosubarachnoid hemorrhage' which is a material component of the reference.
DA_d2_heldout200b/636,DA,raw_vignette,"Acute bacterial mastitis of the right breast due to Streptococcus agalactiae, without abscess formation",compatible_partial,narrower,supported,"The output identifies mastitis and the pathogen, but omits recurrence and the concurrent lactotroph hyperplasia."
DA_d2_heldout200b/636,DA,typed_event_graph,"Lymphocytic hypophysitis (postpartum) with hyperprolactinemia and galactorrhea-amenorrhea, complicated by right puerperal mastitis due to Streptococcus agalactiae",incorrect,different,contradicted,"The output diagnoses lymphocytic hypophysitis, which is not supported by the MRI or the reference. It also misses recurrence and lactotroph hyperplasia."
DA_d2_heldout200b/636,DA,flat_facts,"Recurrent acute bacterial mastitis of the right breast due to Streptococcus agalactiae in a lactating postpartum woman, without abscess formation",compatible_partial,narrower,supported,"The output correctly identifies recurrent mastitis with the pathogen, but misses the concurrent lactotroph hyperplasia."
DA_d2_heldout200b/649,DA,raw_vignette,COVID-19 pneumonia with acute respiratory distress syndrome (ARDS) in pregnancy,compatible_partial,broader,supported,"Output omits 'severe' and 'requiring V-V ECMO support' from the reference, making it broader."
DA_d2_heldout200b/649,DA,flat_facts,"Severe COVID-19 pneumonia with acute respiratory distress syndrome (ARDS) and hypercoagulable state (thrombosis, thrombocytopenia, transaminitis) requiring extracorporeal membrane oxygenation (ECMO) support",compatible_partial,broader,supported,Output adds 'hypercoagulable state' which is supported by the vignette but not explicitly in the reference.
DA_d2_heldout200b/649,DA,typed_event_graph,"Severe COVID-19 pneumonia with acute respiratory distress syndrome (ARDS) and pulmonary embolism, complicating pregnancy at 27 weeks, with associated coagulopathy and placental insufficiency",incorrect,different,contradicted,"Output incorrectly diagnoses pulmonary embolism and placental insufficiency, which are not supported as the primary diagnosis."
DA_d2_heldout200b/660,DA,typed_event_graph,"Recurrent stage IIIC papillary serous adenocarcinoma of the ovary with metastases to liver, cecum, right pleura, abdominal masses, and spleen, and somatic BRCA-1 mutation",compatible_partial,broader,supported,"Output adds specific metastatic sites, which are supported by the vignette but not in the reference."
DA_d2_heldout200b/660,DA,flat_facts,"Recurrent papillary serous adenocarcinoma of the ovary, stage IV (metastatic to liver, spleen, pleura, and cecum), with somatic BRCA-1 mutation",compatible_partial,different,supported,"Output changes stage from IIIC to IV, which is a different staging, and adds specific metastatic sites."
DA_d2_heldout200b/660,DA,raw_vignette,Recurrent metastatic high-grade serous ovarian carcinoma (papillary serous adenocarcinoma) with somatic BRCA1 mutation,compatible_partial,narrower,supported,Output omits the specific stage IIIC and adds 'metastatic' and 'high-grade serous' which are supported but not in the reference.
DA_d2_heldout200b/662,DA,raw_vignette,Peripheral T-cell lymphoma (PTCL) with secondary hemophagocytic lymphohistiocytosis (HLH),incorrect,different,contradicted,"The output diagnoses lymphoma, which is contradicted by the lymph node biopsy findings of necroptosis and T-cell expansion, not lymphoma."
DA_d2_heldout200b/662,DA,typed_event_graph,Hemophagocytic lymphohistiocytosis (HLH) secondary to influenza A infection with central nervous system involvement,incorrect,different,contradicted,"The output attributes HLH to influenza A, which is not supported as the primary cause, and misses the KFD diagnosis."
DA_d2_heldout200b/662,DA,flat_facts,Influenza A-associated encephalopathy with secondary hemophagocytic lymphohistiocytosis,incorrect,different,contradicted,"The output diagnoses influenza A-associated encephalopathy, which is not supported as the primary diagnosis, and misses KFD and aseptic meningitis."
DA_d2_heldout200b/676,DA,flat_facts,Neuroleptic malignant syndrome with reversible splenial lesion (CLOCCs),incorrect,different,supported,"The output identifies Neuroleptic Malignant Syndrome, which is a different diagnosis from MERS Type I."
DA_d2_heldout200b/676,DA,typed_event_graph,Neuroleptic malignant syndrome (NMS),incorrect,different,supported,"The output identifies Neuroleptic Malignant Syndrome, which is a different diagnosis from MERS Type I."
DA_d2_heldout200b/676,DA,raw_vignette,Neuroleptic malignant syndrome (NMS),incorrect,different,supported,"The output identifies Neuroleptic Malignant Syndrome, which is a different diagnosis from MERS Type I."
DA_d2_heldout200b/687,DA,raw_vignette,Acute Epstein-Barr virus (EBV) meningoencephalitis with cerebral infarction and subdural hemorrhage,compatible_partial,narrower,supported,"The output adds 'acute' and complications (cerebral infarction, subdural hemorrhage) which are supported by the vignette but not part of the core reference diagnosis."
DA_d2_heldout200b/698,DA,typed_event_graph,Invasive pulmonary aspergillosis with cerebral aspergillosis (left parietal brain abscess),incorrect,different,contradicted,"The output identifies Aspergillus as the etiology, which contradicts the fungal hyphae found in brain pathology and the mucormycosis reference."
DA_d2_heldout200b/698,DA,flat_facts,Invasive pulmonary aspergillosis with cerebral aspergillosis (brain abscess),incorrect,different,contradicted,"The output identifies Aspergillus as the etiology, which contradicts the fungal hyphae found in brain pathology and the mucormycosis reference."
DA_d2_heldout200b/698,DA,raw_vignette,Invasive pulmonary aspergillosis with cerebral aspergillus abscess (acute),incorrect,different,contradicted,"The output identifies Aspergillus as the etiology, which contradicts the fungal hyphae found in brain pathology and the mucormycosis reference."
DA_d2_heldout200b/703,DA,raw_vignette,Uremic encephalopathy (uremic parkinsonism) with lentiform fork sign,compatible_partial,narrower,supported,The output identifies a specific manifestation (uremic parkinsonism) of the broader reference (EPS-CKDD). It adds unsupported specificity.
DA_d2_heldout200b/706,DA,raw_vignette,Acute bilateral anterior compartment syndrome of the lower legs (exercise-induced) with peroneal nerve palsy and muscle necrosis,compatible_partial,narrower,supported,"Specifies 'anterior' compartment, which is narrower than general 'compartment syndrome'. Omits rhabdomyolysis."
DA_d2_heldout200b/706,DA,flat_facts,Acute bilateral anterior compartment syndrome of the legs with rhabdomyolysis and bilateral peroneal nerve palsy,compatible_partial,narrower,supported,"Specifies 'anterior' compartment, which is narrower than general 'compartment syndrome'. Omits 'non-traumatic'."
DA_d2_heldout200b/706,DA,typed_event_graph,Acute bilateral anterior compartment syndrome (exertional) with rhabdomyolysis and bilateral peroneal nerve palsy,compatible_partial,narrower,supported,"Specifies 'anterior' compartment, which is narrower than general 'compartment syndrome'. Omits 'non-traumatic'."
DA_d2_heldout200b/713,DA,typed_event_graph,Acute severe asthma exacerbation with type II respiratory failure (hypercapnic respiratory acidosis) in a patient with poorly controlled eosinophilic asthma,compatible_partial,broader,supported,"Output misses 'near-fatal' and adds 'acute severe', 'poorly controlled', and 'eosinophilic' which are supported but not demanded."
DA_d2_heldout200b/713,DA,flat_facts,Acute severe asthma exacerbation with hypercapnic respiratory failure in a patient with poorly controlled asthma,compatible_partial,broader,supported,Output misses 'near-fatal' and 'respiratory acidosis'. It adds 'acute severe' and 'poorly controlled' which are supported but not demanded.
DA_d2_heldout200b/713,DA,raw_vignette,"Bronchial asthma, severe persistent, acute exacerbation with type II respiratory failure (hypercapnic respiratory acidosis) and hypoxemia",compatible_partial,broader,supported,Output misses 'near-fatal'. It adds 'severe persistent' and 'hypoxemia' which are supported but not demanded by the reference.
DA_d2_heldout200b/719,DA,flat_facts,Brainstem glioma (low-grade) involving the right pons causing right facial nerve palsy,incorrect,different,contradicted,"The reference identifies infarction as the etiology, while the output suggests glioma, which is contradicted by MRI findings."
DA_d2_heldout200b/719,DA,typed_event_graph,Dorsolateral pontine glioma (low-grade or high-grade),incorrect,different,contradicted,"The reference identifies infarction as the etiology, while the output suggests glioma, which is contradicted by MRI findings."
DA_d2_heldout200b/719,DA,raw_vignette,Diffuse intrinsic pontine glioma (brainstem glioma),incorrect,different,contradicted,"The reference identifies infarction as the etiology, while the output suggests glioma, which is contradicted by MRI findings."
DA_d2_heldout200b/723,DA,raw_vignette,胆囊黏液囊肿（伴发急性胰腺炎、肝损伤和急性肾损伤）,compatible_partial,different,supported,"The output identifies gallbladder mucocele as the primary diagnosis, with pancreatitis and renal injury as complications, rather than acute pancreatitis with renal failure."
DA_d2_heldout200b/723,DA,flat_facts,"Hyperadrenocorticism (Cushing's disease) with secondary pancreatitis, gallbladder mucocele, and hepatopathy",compatible_partial,different,supported,"The output identifies Hyperadrenocorticism as the primary diagnosis, with pancreatitis and other issues as secondary, not acute pancreatitis with renal failure."
DA_d2_heldout200b/723,DA,typed_event_graph,"Hyperadrenocorticism (Cushing's syndrome) with secondary pancreatitis, gallbladder mucocele, and hepatopathy",compatible_partial,different,supported,"The output identifies Hyperadrenocorticism as the primary diagnosis, with pancreatitis and other issues as secondary, not acute pancreatitis with renal failure."
DA_d2_heldout200b/724,DA,raw_vignette,Thymic carcinoma (malignant thymic epithelial tumor),compatible_partial,narrower,supported,The output identifies a thymic malignancy but misses the specific type (Type A) and the cardiac component (MINOCA).
DA_d2_heldout200b/724,DA,flat_facts,"Thymic epithelial malignancy (thymic carcinoma) with acute coronary syndrome due to coronary slow flow phenomenon, resulting in myocardial injury and severe hypoxia",compatible_partial,different,supported,"The output identifies a thymic malignancy but misses the specific type. It describes the cardiac issue differently than MINOCA, adding unsupported specificity."
DA_d2_heldout200b/724,DA,typed_event_graph,Thymic epithelial malignancy (thymoma or thymic carcinoma) with acute coronary syndrome due to extrinsic coronary compression,incorrect,different,contradicted,"The output identifies a thymic malignancy but misses the specific type. It incorrectly attributes the cardiac issue to extrinsic coronary compression, which is contradicted by angiography."
DA_d2_heldout200b/736,DA,raw_vignette,L4-L5 infectious discitis (spondylodiscitis) due to Streptococcus cristatus with bilateral obstructive uropathy (hydroureteronephrosis) from benign prostatic hyperplasia and acute kidney injury,compatible_partial,broader,supported,"The output correctly identifies discitis and etiology, but omits vertebral osteomyelitis. It adds other supported diagnoses not requested."
DA_d2_heldout200b/738,DA,raw_vignette,Severe congenital neutropenia (ELANE-related) with Staphylococcus aureus liver abscess,complete_equivalent,same,supported,"The output perfectly matches the reference, including the specific etiology and complication."
DA_d2_heldout200b/738,DA,typed_event_graph,ELANE-associated severe congenital neutropenia (SCN) complicated by Staphylococcus aureus hepatic abscess,complete_equivalent,same,supported,"The output perfectly matches the reference, including the specific etiology and complication."
DA_d2_heldout200b/738,DA,flat_facts,Severe congenital neutropenia (ELANE-related) with Staphylococcus aureus liver abscess,complete_equivalent,same,supported,"The output perfectly matches the reference, including the specific etiology and complication."
DA_d2_heldout200b/743,DA,raw_vignette,Small bowel intussusception with perforation,incorrect,different,contradicted,"The output identifies intussusception, which is not supported by the vignette or the reference diagnosis of gastric band erosion."
DA_d2_heldout200b/743,DA,typed_event_graph,"Internal hernia (e.g., mesenteric defect) causing closed-loop small bowel obstruction, complicated by intestinal ischemia, necrosis, and perforation with diffuse peritonitis",incorrect,different,contradicted,"The output suggests an internal hernia with ischemia/necrosis, which contradicts the reference diagnosis of gastric band erosion."
DA_d2_heldout200b/743,DA,flat_facts,"Acute small bowel obstruction with perforation due to internal hernia (Petersen's or mesenteric defect) post-Roux-en-Y gastric bypass, complicated by peritonitis and pneumatosis intestinalis",incorrect,different,contradicted,"The output identifies an internal hernia post-Roux-en-Y gastric bypass, which contradicts the reference diagnosis of gastric band erosion."
DA_d2_heldout200b/745,DA,raw_vignette,Catatonia with paralytic ileus,compatible_partial,narrower,supported,Output identifies catatonia but misses the underlying psychiatric diagnosis and misidentifies the intestinal condition.
DA_d2_heldout200b/745,DA,flat_facts,"Catatonia (likely due to exacerbation of chronic psychiatric disorder) with paralytic ileus and electrolyte imbalance (hypomagnesemia, hypokalemia)",compatible_partial,narrower,supported,Output identifies catatonia but misses the underlying psychiatric diagnosis and misidentifies the intestinal condition. Adds electrolyte imbalance.
DA_d2_heldout200b/745,DA,typed_event_graph,Catatonia due to schizophrenia,compatible_partial,narrower,supported,Output correctly identifies schizophrenia with catatonia but completely misses the intestinal pseudo-obstruction.
DA_d2_heldout200b/746,DA,raw_vignette,Foreign body aspiration (fish bone) with obstructive pneumonia,complete_equivalent,same,supported,"The output identifies the same core diagnosis, etiology, and complication as the reference."
DA_d2_heldout200b/747,DA,flat_facts,Mycoplasma pneumoniae pneumonia with plastic bronchitis and incomplete Kawasaki disease with right coronary artery dilation,compatible_partial,different,supported,"Output adds plastic bronchitis and incomplete Kawasaki disease, which are supported by the vignette but not in the reference. It also misses severity and necrotizing pneumonia."
DA_d2_heldout200b/747,DA,typed_event_graph,Mycoplasma pneumoniae pneumonia with plastic bronchitis and Kawasaki disease with coronary artery dilation,compatible_partial,different,supported,"Output adds plastic bronchitis and Kawasaki disease, supported by the vignette but not in the reference. It also misses severity and necrotizing pneumonia."
