case_key,family,arm,eligible,success,gold_exposed,gold_top1,gold_hard_veto,champion_id,champion_label,negative_event_n,error
DA_d2_heldout200b/652,DA,atemporal_hard_veto,True,False,False,False,False,D4,Heart failure,4,invalid runner_up_id 'D4'
DA_d2_heldout200b/652,DA,time_scope_soft_veto,True,True,False,False,False,D2,Catheter-related bloodstream infection,4,
DA_d2_heldout200b/652,DA,time_scope_soft_legal_order,True,True,False,False,False,D2,Catheter-related bloodstream infection,4,
DA_d2_heldout200b/652,DA,time_scope_soft_invalid_time,True,True,False,False,False,D7,Gram-negative bacteremia,4,
DA_d2_heldout200b/653,DA,atemporal_hard_veto,True,True,False,False,False,D1,Hepatic Artery Aneurysm,3,
DA_d2_heldout200b/653,DA,time_scope_soft_veto,True,True,False,False,False,D9,Hepatic artery thrombosis,3,
DA_d2_heldout200b/653,DA,time_scope_soft_legal_order,True,True,False,False,False,D1,Hepatic Artery Aneurysm,3,
DA_d2_heldout200b/653,DA,time_scope_soft_invalid_time,True,True,False,False,False,D1,Hepatic Artery Aneurysm,3,
DA_d2_heldout200b/662,DA,atemporal_hard_veto,True,True,False,False,False,D3,Hemophagocytic Lymphohistiocytosis,5,
DA_d2_heldout200b/662,DA,time_scope_soft_veto,True,True,False,False,False,D3,Hemophagocytic Lymphohistiocytosis,5,
DA_d2_heldout200b/662,DA,time_scope_soft_legal_order,True,True,False,False,False,D3,Hemophagocytic Lymphohistiocytosis,5,
DA_d2_heldout200b/662,DA,time_scope_soft_invalid_time,True,True,False,False,False,D3,Hemophagocytic Lymphohistiocytosis,5,
DA_d2_heldout200b/666,DA,atemporal_hard_veto,True,True,False,False,False,D10,Dropped head syndrome,3,
DA_d2_heldout200b/666,DA,time_scope_soft_veto,True,True,False,False,False,D10,Dropped head syndrome,3,
DA_d2_heldout200b/666,DA,time_scope_soft_legal_order,True,True,False,False,False,D10,Dropped head syndrome,3,
DA_d2_heldout200b/666,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,3,invalid_time_not_identified
DA_d2_heldout200b/676,DA,atemporal_hard_veto,True,True,False,False,False,D10,Cytotoxic Lesions of the Corpus Callosum,6,
DA_d2_heldout200b/676,DA,time_scope_soft_veto,True,True,False,False,False,D9,Neuroleptic Malignant Syndrome,6,
DA_d2_heldout200b/676,DA,time_scope_soft_legal_order,True,True,False,False,False,D9,Neuroleptic Malignant Syndrome,6,
DA_d2_heldout200b/676,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,6,invalid_time_not_identified
DA_d2_heldout200b/677,DA,atemporal_hard_veto,False,False,False,False,False,,,5,construction_failed
DA_d2_heldout200b/677,DA,time_scope_soft_veto,False,False,False,False,False,,,5,construction_failed
DA_d2_heldout200b/677,DA,time_scope_soft_legal_order,False,False,False,False,False,,,5,construction_failed
DA_d2_heldout200b/677,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,5,construction_failed
DA_d2_heldout200b/678,DA,atemporal_hard_veto,True,True,False,False,False,D1,Tuberous Sclerosis Complex,3,
DA_d2_heldout200b/678,DA,time_scope_soft_veto,True,True,False,False,False,D1,Tuberous Sclerosis Complex,3,
DA_d2_heldout200b/678,DA,time_scope_soft_legal_order,True,True,False,False,False,D1,Tuberous Sclerosis Complex,3,
DA_d2_heldout200b/678,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,3,invalid_time_not_identified
DA_d2_heldout200b/687,DA,atemporal_hard_veto,True,True,False,False,False,D2,Meningoencephalitis,6,
DA_d2_heldout200b/687,DA,time_scope_soft_veto,True,True,False,False,False,D3,Epstein-Barr virus encephalitis,6,
DA_d2_heldout200b/687,DA,time_scope_soft_legal_order,True,True,False,False,False,D3,Epstein-Barr virus encephalitis,6,
DA_d2_heldout200b/687,DA,time_scope_soft_invalid_time,True,True,False,False,False,D3,Epstein-Barr virus encephalitis,6,
DA_d2_heldout200b/698,DA,atemporal_hard_veto,True,False,False,False,False,D2,Lung aspergillosis,3,invalid runner_up_id 'D2'
DA_d2_heldout200b/698,DA,time_scope_soft_veto,True,True,False,False,False,D3,Cerebral aspergillosis,3,
DA_d2_heldout200b/698,DA,time_scope_soft_legal_order,True,True,False,False,False,D3,Cerebral aspergillosis,3,
DA_d2_heldout200b/698,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,3,invalid_time_not_identified
DA_d2_heldout200b/703,DA,atemporal_hard_veto,True,False,False,False,False,D9,Vascular Parkinsonism,6,invalid runner_up_id 'D9'
DA_d2_heldout200b/703,DA,time_scope_soft_veto,True,True,False,False,False,D4,Leigh syndrome,6,
DA_d2_heldout200b/703,DA,time_scope_soft_legal_order,True,True,False,False,False,D10,Mitochondrial disease,6,
DA_d2_heldout200b/703,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,6,invalid_time_not_identified
DA_d2_heldout200b/707,DA,atemporal_hard_veto,True,True,False,False,False,D3,Wegener's granulomatosis,3,
DA_d2_heldout200b/707,DA,time_scope_soft_veto,True,True,False,False,False,D3,Wegener's granulomatosis,3,
DA_d2_heldout200b/707,DA,time_scope_soft_legal_order,True,True,False,False,False,D3,Wegener's granulomatosis,3,
DA_d2_heldout200b/707,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,3,invalid_time_not_identified
DA_d2_heldout200b/719,DA,atemporal_hard_veto,True,True,False,False,False,D3,Pontine glioma,4,
DA_d2_heldout200b/719,DA,time_scope_soft_veto,True,True,False,False,False,D3,Pontine glioma,4,
DA_d2_heldout200b/719,DA,time_scope_soft_legal_order,True,True,False,False,False,D3,Pontine glioma,4,
DA_d2_heldout200b/719,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,4,invalid_time_not_identified
DA_d2_heldout200b/721,DA,atemporal_hard_veto,True,True,False,False,False,D6,Rituximab-induced immunosuppression,3,
DA_d2_heldout200b/721,DA,time_scope_soft_veto,True,True,False,False,False,D7,COVID-19 with impaired humoral response,3,
DA_d2_heldout200b/721,DA,time_scope_soft_legal_order,True,True,False,False,False,D7,COVID-19 with impaired humoral response,3,
DA_d2_heldout200b/721,DA,time_scope_soft_invalid_time,True,True,False,False,False,D7,COVID-19 with impaired humoral response,3,
DA_d2_heldout200b/733,DA,atemporal_hard_veto,True,True,False,False,False,D5,Photic retinopathy,4,
DA_d2_heldout200b/733,DA,time_scope_soft_veto,True,True,False,False,False,D5,Photic retinopathy,4,
DA_d2_heldout200b/733,DA,time_scope_soft_legal_order,True,True,False,False,False,D5,Photic retinopathy,4,
DA_d2_heldout200b/733,DA,time_scope_soft_invalid_time,True,True,False,False,False,D5,Photic retinopathy,4,
DA_d2_heldout200b/736,DA,atemporal_hard_veto,True,True,False,False,False,D4,Obstructive Uropathy,6,
DA_d2_heldout200b/736,DA,time_scope_soft_veto,True,True,False,False,False,D7,S. cristatus Infection,6,
DA_d2_heldout200b/736,DA,time_scope_soft_legal_order,True,True,False,False,False,D10,Spondylodiscitis,6,
DA_d2_heldout200b/736,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,6,invalid_time_not_identified
DA_d2_heldout200b/740,DA,atemporal_hard_veto,True,True,False,False,False,D1,Scar endometriosis,3,
DA_d2_heldout200b/740,DA,time_scope_soft_veto,True,True,False,False,False,D1,Scar endometriosis,3,
DA_d2_heldout200b/740,DA,time_scope_soft_legal_order,True,True,False,False,False,D1,Scar endometriosis,3,
DA_d2_heldout200b/740,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,3,invalid_time_not_identified
DA_d2_heldout200b/746,DA,atemporal_hard_veto,True,True,False,False,False,D9,Chronic obstructive pulmonary disease (COPD),6,
DA_d2_heldout200b/746,DA,time_scope_soft_veto,True,True,False,False,False,D2,Foreign Body Aspiration with Secondary Infection,6,
DA_d2_heldout200b/746,DA,time_scope_soft_legal_order,True,True,False,False,False,D2,Foreign Body Aspiration with Secondary Infection,6,
DA_d2_heldout200b/746,DA,time_scope_soft_invalid_time,True,True,False,False,False,D2,Foreign Body Aspiration with Secondary Infection,6,
DA_d2_heldout200b/754,DA,atemporal_hard_veto,True,True,False,False,False,D4,Capillary Malformation-Arteriovenous Malformation Syndrome,4,
DA_d2_heldout200b/754,DA,time_scope_soft_veto,True,True,False,False,False,D6,Hereditary Hemorrhagic Telangiectasia,4,
DA_d2_heldout200b/754,DA,time_scope_soft_legal_order,True,True,False,False,False,D4,Capillary Malformation-Arteriovenous Malformation Syndrome,4,
DA_d2_heldout200b/754,DA,time_scope_soft_invalid_time,True,True,False,False,False,D6,Hereditary Hemorrhagic Telangiectasia,4,
DA_d2_heldout200b/758,DA,atemporal_hard_veto,True,True,False,False,False,D8,Myocarditis,3,
DA_d2_heldout200b/758,DA,time_scope_soft_veto,True,True,False,False,False,D2,Fulminant myocarditis,3,
DA_d2_heldout200b/758,DA,time_scope_soft_legal_order,True,True,False,False,False,D7,Myocarditis due to COVID-19,3,
DA_d2_heldout200b/758,DA,time_scope_soft_invalid_time,True,True,False,False,False,D7,Myocarditis due to COVID-19,3,
DA_d2_heldout200b/760,DA,atemporal_hard_veto,True,True,False,False,False,D2,Neutropenic enterocolitis,4,
DA_d2_heldout200b/760,DA,time_scope_soft_veto,True,True,False,False,False,D10,Post-procedure peritonitis,4,
DA_d2_heldout200b/760,DA,time_scope_soft_legal_order,True,True,False,False,False,D10,Post-procedure peritonitis,4,
DA_d2_heldout200b/760,DA,time_scope_soft_invalid_time,True,True,False,False,False,D2,Neutropenic enterocolitis,4,
DA_d2_heldout200b/766,DA,atemporal_hard_veto,True,True,False,False,False,D1,Acute Syphilitic Myocarditis,4,
DA_d2_heldout200b/766,DA,time_scope_soft_veto,True,True,False,False,False,D1,Acute Syphilitic Myocarditis,4,
DA_d2_heldout200b/766,DA,time_scope_soft_legal_order,True,True,False,False,False,D6,Myopericarditis,4,
DA_d2_heldout200b/766,DA,time_scope_soft_invalid_time,True,True,False,False,False,D1,Acute Syphilitic Myocarditis,4,
DA_d2_heldout200b/773,DA,atemporal_hard_veto,True,True,False,False,False,D2,Pulmonary Hypertension,4,
DA_d2_heldout200b/773,DA,time_scope_soft_veto,True,True,False,False,False,D1,Eisenmenger Syndrome,4,
DA_d2_heldout200b/773,DA,time_scope_soft_legal_order,True,True,False,False,False,D1,Eisenmenger Syndrome,4,
DA_d2_heldout200b/773,DA,time_scope_soft_invalid_time,True,True,False,False,False,D1,Eisenmenger Syndrome,4,
DA_d2_heldout200b/778,DA,atemporal_hard_veto,True,True,False,False,False,D5,Histoplasmosis,5,
DA_d2_heldout200b/778,DA,time_scope_soft_veto,True,True,False,False,False,D5,Histoplasmosis,5,
DA_d2_heldout200b/778,DA,time_scope_soft_legal_order,True,True,False,False,False,D5,Histoplasmosis,5,
DA_d2_heldout200b/778,DA,time_scope_soft_invalid_time,True,True,False,False,False,D5,Histoplasmosis,5,
DA_d2_seq100/102,DA,atemporal_hard_veto,True,True,False,False,False,D4,Bullous congenital ichthyosiform erythroderma,6,
DA_d2_seq100/102,DA,time_scope_soft_veto,True,True,False,False,False,D4,Bullous congenital ichthyosiform erythroderma,6,
DA_d2_seq100/102,DA,time_scope_soft_legal_order,True,True,False,False,False,D4,Bullous congenital ichthyosiform erythroderma,6,
DA_d2_seq100/102,DA,time_scope_soft_invalid_time,True,True,False,False,False,D4,Bullous congenital ichthyosiform erythroderma,6,
DA_d2_seq100/117,DA,atemporal_hard_veto,True,True,False,False,False,D7,Cutaneous anthrax,3,
DA_d2_seq100/117,DA,time_scope_soft_veto,True,True,False,False,False,D9,Tularemia,3,
DA_d2_seq100/117,DA,time_scope_soft_legal_order,True,True,False,False,False,D9,Tularemia,3,
DA_d2_seq100/117,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,3,invalid_time_not_identified
DA_d2_seq100/118,DA,atemporal_hard_veto,True,True,False,False,False,D2,COVID-19-associated optic neuritis,6,
DA_d2_seq100/118,DA,time_scope_soft_veto,True,True,False,False,False,D2,COVID-19-associated optic neuritis,6,
DA_d2_seq100/118,DA,time_scope_soft_legal_order,True,True,False,False,False,D2,COVID-19-associated optic neuritis,6,
DA_d2_seq100/118,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,6,invalid_time_not_identified
DA_d2_seq100/132,DA,atemporal_hard_veto,True,True,False,False,False,D5,High-degree atrioventricular (AV) block,4,
DA_d2_seq100/132,DA,time_scope_soft_veto,True,True,False,False,False,D5,High-degree atrioventricular (AV) block,4,
DA_d2_seq100/132,DA,time_scope_soft_legal_order,True,True,False,False,False,D5,High-degree atrioventricular (AV) block,4,
DA_d2_seq100/132,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,4,invalid_time_not_identified
DA_d2_seq100/147,DA,atemporal_hard_veto,True,True,False,False,False,D7,Scleroderma en coup de sabre,6,
DA_d2_seq100/147,DA,time_scope_soft_veto,True,True,False,False,False,D5,Discoid lupus erythematosus,6,
DA_d2_seq100/147,DA,time_scope_soft_legal_order,True,True,False,False,False,D5,Discoid lupus erythematosus,6,
DA_d2_seq100/147,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,6,invalid_time_not_identified
DA_d2_seq100/15,DA,atemporal_hard_veto,True,True,False,False,False,D4,Chronic granulomatous disease,6,
DA_d2_seq100/15,DA,time_scope_soft_veto,True,True,False,False,False,D8,Oral histoplasmosis,6,
DA_d2_seq100/15,DA,time_scope_soft_legal_order,True,True,False,False,False,D8,Oral histoplasmosis,6,
DA_d2_seq100/15,DA,time_scope_soft_invalid_time,True,True,False,False,False,D8,Oral histoplasmosis,6,
DA_d2_seq100/174,DA,atemporal_hard_veto,True,True,False,False,False,D3,Intravascular lymphoma,3,
DA_d2_seq100/174,DA,time_scope_soft_veto,True,True,False,False,False,D8,Natural killer/T-cell lymphoma,3,
DA_d2_seq100/174,DA,time_scope_soft_legal_order,True,True,False,False,False,D3,Intravascular lymphoma,3,
DA_d2_seq100/174,DA,time_scope_soft_invalid_time,True,True,False,False,False,D8,Natural killer/T-cell lymphoma,3,
DA_d2_seq100/177,DA,atemporal_hard_veto,True,True,False,False,False,D7,ST-elevation myocardial infarction,3,
DA_d2_seq100/177,DA,time_scope_soft_veto,True,True,False,False,False,D7,ST-elevation myocardial infarction,3,
DA_d2_seq100/177,DA,time_scope_soft_legal_order,True,True,False,False,False,D7,ST-elevation myocardial infarction,3,
DA_d2_seq100/177,DA,time_scope_soft_invalid_time,True,True,False,False,False,D7,ST-elevation myocardial infarction,3,
DA_d2_seq100/183,DA,atemporal_hard_veto,True,True,False,False,False,D1,IDH-mutant Astrocytoma,4,
DA_d2_seq100/183,DA,time_scope_soft_veto,True,True,False,False,False,D1,IDH-mutant Astrocytoma,4,
DA_d2_seq100/183,DA,time_scope_soft_legal_order,True,True,False,False,False,D1,IDH-mutant Astrocytoma,4,
DA_d2_seq100/183,DA,time_scope_soft_invalid_time,True,True,False,False,False,D1,IDH-mutant Astrocytoma,4,
DA_d2_seq100/186,DA,atemporal_hard_veto,True,True,False,False,False,D7,Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency,5,
DA_d2_seq100/186,DA,time_scope_soft_veto,True,True,False,False,False,D7,Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency,5,
DA_d2_seq100/186,DA,time_scope_soft_legal_order,True,False,False,False,False,D7,Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency,5,invalid veto event_ids
DA_d2_seq100/186,DA,time_scope_soft_invalid_time,True,True,False,False,False,D7,Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency,5,
DA_d2_seq100/205,DA,atemporal_hard_veto,True,True,False,False,False,D7,Cutaneous Leukocytoclastic Vasculitis,5,
DA_d2_seq100/205,DA,time_scope_soft_veto,True,True,False,False,False,D6,Microscopic Polyangiitis (MPA),5,
DA_d2_seq100/205,DA,time_scope_soft_legal_order,True,True,False,False,False,D6,Microscopic Polyangiitis (MPA),5,
DA_d2_seq100/205,DA,time_scope_soft_invalid_time,True,True,False,False,False,D6,Microscopic Polyangiitis (MPA),5,
DA_d2_seq100/21,DA,atemporal_hard_veto,True,True,False,False,False,D7,Compartment syndrome,5,
DA_d2_seq100/21,DA,time_scope_soft_veto,True,True,False,False,False,D2,Rhabdomyolysis-induced Purtscher-like retinopathy,5,
DA_d2_seq100/21,DA,time_scope_soft_legal_order,True,True,False,False,False,D2,Rhabdomyolysis-induced Purtscher-like retinopathy,5,
DA_d2_seq100/21,DA,time_scope_soft_invalid_time,True,True,False,False,False,D2,Rhabdomyolysis-induced Purtscher-like retinopathy,5,
DA_d2_seq100/22,DA,atemporal_hard_veto,True,True,False,False,False,D2,Systemic Lupus Erythematosus,5,
DA_d2_seq100/22,DA,time_scope_soft_veto,True,True,False,False,False,D2,Systemic Lupus Erythematosus,5,
DA_d2_seq100/22,DA,time_scope_soft_legal_order,True,True,False,False,False,D2,Systemic Lupus Erythematosus,5,
DA_d2_seq100/22,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,5,invalid_time_not_identified
DA_d2_seq100/225,DA,atemporal_hard_veto,True,True,False,False,False,D9,Mantle cell lymphoma,4,
DA_d2_seq100/225,DA,time_scope_soft_veto,True,True,False,False,False,D9,Mantle cell lymphoma,4,
DA_d2_seq100/225,DA,time_scope_soft_legal_order,True,True,False,False,False,D9,Mantle cell lymphoma,4,
DA_d2_seq100/225,DA,time_scope_soft_invalid_time,True,True,False,False,False,D9,Mantle cell lymphoma,4,
DA_d2_seq100/229,DA,atemporal_hard_veto,True,True,True,True,False,D2,Rheumatoid Meningitis,6,
DA_d2_seq100/229,DA,time_scope_soft_veto,True,True,True,True,False,D2,Rheumatoid Meningitis,6,
DA_d2_seq100/229,DA,time_scope_soft_legal_order,True,True,True,True,False,D2,Rheumatoid Meningitis,6,
DA_d2_seq100/229,DA,time_scope_soft_invalid_time,True,True,True,True,False,D2,Rheumatoid Meningitis,6,
DA_d2_seq100/242,DA,atemporal_hard_veto,True,True,False,False,False,D4,Retinal neovascularization,3,
DA_d2_seq100/242,DA,time_scope_soft_veto,True,True,False,False,False,D5,Retinal Angiomatous Proliferation,3,
DA_d2_seq100/242,DA,time_scope_soft_legal_order,True,True,False,False,False,D5,Retinal Angiomatous Proliferation,3,
DA_d2_seq100/242,DA,time_scope_soft_invalid_time,True,True,False,False,False,D5,Retinal Angiomatous Proliferation,3,
DA_d2_seq100/243,DA,atemporal_hard_veto,True,True,False,False,False,D7,Erythema multiforme,6,
DA_d2_seq100/243,DA,time_scope_soft_veto,True,True,False,False,False,D2,Polymorphic light eruption,6,
DA_d2_seq100/243,DA,time_scope_soft_legal_order,True,True,False,False,False,D2,Polymorphic light eruption,6,
DA_d2_seq100/243,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,6,invalid_time_not_identified
DA_d2_seq100/36,DA,atemporal_hard_veto,True,True,False,False,False,D8,Cryptococcosis,4,
DA_d2_seq100/36,DA,time_scope_soft_veto,True,True,False,False,False,D8,Cryptococcosis,4,
DA_d2_seq100/36,DA,time_scope_soft_legal_order,True,True,False,False,False,D8,Cryptococcosis,4,
DA_d2_seq100/36,DA,time_scope_soft_invalid_time,True,True,False,False,False,D8,Cryptococcosis,4,
DA_d2_seq100/4,DA,atemporal_hard_veto,True,True,False,False,False,D1,Angiolymphoid hyperplasia with eosinophilia,5,
DA_d2_seq100/4,DA,time_scope_soft_veto,True,True,False,False,False,D2,Targetoid hemosiderotic hemangioma,5,
DA_d2_seq100/4,DA,time_scope_soft_legal_order,True,True,False,False,False,D2,Targetoid hemosiderotic hemangioma,5,
DA_d2_seq100/4,DA,time_scope_soft_invalid_time,True,True,False,False,False,D2,Targetoid hemosiderotic hemangioma,5,
DA_d2_seq100/57,DA,atemporal_hard_veto,True,True,False,False,False,D3,Drug-induced eosinophilic dermatitis,6,
DA_d2_seq100/57,DA,time_scope_soft_veto,True,True,False,False,False,D6,Immune-related adverse event (irAE) of immunotherapy,6,
DA_d2_seq100/57,DA,time_scope_soft_legal_order,True,True,False,False,False,D6,Immune-related adverse event (irAE) of immunotherapy,6,
DA_d2_seq100/57,DA,time_scope_soft_invalid_time,True,True,False,False,False,D3,Drug-induced eosinophilic dermatitis,6,
DA_d2_seq100/59,DA,atemporal_hard_veto,True,True,False,False,False,D4,Iritis,6,
DA_d2_seq100/59,DA,time_scope_soft_veto,True,True,False,False,False,D10,Anastrozole-induced Uveitis,6,
DA_d2_seq100/59,DA,time_scope_soft_legal_order,True,True,False,False,False,D10,Anastrozole-induced Uveitis,6,
DA_d2_seq100/59,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,6,invalid_time_not_identified
DA_d2_seq100/74,DA,atemporal_hard_veto,False,False,False,False,False,,,0,construction_failed
DA_d2_seq100/74,DA,time_scope_soft_veto,False,False,False,False,False,,,0,construction_failed
DA_d2_seq100/74,DA,time_scope_soft_legal_order,False,False,False,False,False,,,0,construction_failed
DA_d2_seq100/74,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,0,construction_failed
DA_d2_seq100/76,DA,atemporal_hard_veto,False,False,False,False,False,,,6,construction_failed
DA_d2_seq100/76,DA,time_scope_soft_veto,False,False,False,False,False,,,6,construction_failed
DA_d2_seq100/76,DA,time_scope_soft_legal_order,False,False,False,False,False,,,6,construction_failed
DA_d2_seq100/76,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,6,construction_failed
DA_d2_seq100/83,DA,atemporal_hard_veto,True,False,False,False,False,D6,Retinitis pigmentosa,5,invalid runner_up_id ''
DA_d2_seq100/83,DA,time_scope_soft_veto,True,True,False,False,False,D6,Retinitis pigmentosa,5,
DA_d2_seq100/83,DA,time_scope_soft_legal_order,True,True,False,False,False,D6,Retinitis pigmentosa,5,
DA_d2_seq100/83,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,5,invalid_time_not_identified
DA_d2_seq100/87,DA,atemporal_hard_veto,True,True,True,False,True,D2,Viral Myocarditis,6,
DA_d2_seq100/87,DA,time_scope_soft_veto,True,True,True,True,False,D10,Myopericarditis,6,
DA_d2_seq100/87,DA,time_scope_soft_legal_order,True,True,True,True,False,D10,Myopericarditis,6,
DA_d2_seq100/87,DA,time_scope_soft_invalid_time,True,True,True,True,False,D10,Myopericarditis,6,
DA_d2_seq100/95,DA,atemporal_hard_veto,True,True,False,False,False,D10,Multiple system atrophy,3,
DA_d2_seq100/95,DA,time_scope_soft_veto,True,True,False,False,False,D9,Olivopontocerebellar atrophy,3,
DA_d2_seq100/95,DA,time_scope_soft_legal_order,True,True,False,False,False,D1,Dentatorubral-pallidoluysian atrophy,3,
DA_d2_seq100/95,DA,time_scope_soft_invalid_time,True,True,False,False,False,D10,Multiple system atrophy,3,
MCR_seq200b/251,MCR,atemporal_hard_veto,True,True,False,False,False,D3,Fetal growth restriction,5,
MCR_seq200b/251,MCR,time_scope_soft_veto,True,True,False,False,False,D7,Twin anemia-polycythemia sequence,5,
MCR_seq200b/251,MCR,time_scope_soft_legal_order,True,True,False,False,False,D6,Selective intrauterine growth restriction,5,
MCR_seq200b/251,MCR,time_scope_soft_invalid_time,True,True,False,False,False,D7,Twin anemia-polycythemia sequence,5,
MCR_seq200b/261,MCR,atemporal_hard_veto,True,True,False,False,False,D1,Etanercept-induced interstitial lung disease,6,
MCR_seq200b/261,MCR,time_scope_soft_veto,True,True,False,False,False,D1,Etanercept-induced interstitial lung disease,6,
MCR_seq200b/261,MCR,time_scope_soft_legal_order,True,True,False,False,False,D1,Etanercept-induced interstitial lung disease,6,
MCR_seq200b/261,MCR,time_scope_soft_invalid_time,True,True,False,False,False,D1,Etanercept-induced interstitial lung disease,6,
MCR_seq200b/263,MCR,atemporal_hard_veto,True,True,True,True,False,D8,Sarcoidosis,6,
MCR_seq200b/263,MCR,time_scope_soft_veto,True,True,True,True,False,D8,Sarcoidosis,6,
MCR_seq200b/263,MCR,time_scope_soft_legal_order,True,True,True,True,False,D8,Sarcoidosis,6,
MCR_seq200b/263,MCR,time_scope_soft_invalid_time,True,True,True,True,False,D8,Sarcoidosis,6,
MCR_seq200b/274,MCR,atemporal_hard_veto,True,True,False,False,False,D2,Lambl's excrescences,6,
MCR_seq200b/274,MCR,time_scope_soft_veto,True,True,False,False,False,D1,Papillary fibroelastoma,6,
MCR_seq200b/274,MCR,time_scope_soft_legal_order,True,True,False,False,False,D1,Papillary fibroelastoma,6,
MCR_seq200b/274,MCR,time_scope_soft_invalid_time,False,False,False,False,False,,,6,invalid_time_not_identified
MCR_seq200b/283,MCR,atemporal_hard_veto,True,True,True,True,False,D2,Dermoid cyst,5,
MCR_seq200b/283,MCR,time_scope_soft_veto,True,True,True,True,False,D2,Dermoid cyst,5,
MCR_seq200b/283,MCR,time_scope_soft_legal_order,True,True,True,False,False,D1,Orbital lymphangioma,5,
MCR_seq200b/283,MCR,time_scope_soft_invalid_time,False,False,True,False,False,,,5,invalid_time_not_identified
MCR_seq200b/288,MCR,atemporal_hard_veto,True,True,False,False,False,D2,Pancreatic Serous Cystadenoma,3,
MCR_seq200b/288,MCR,time_scope_soft_veto,True,True,False,False,False,D2,Pancreatic Serous Cystadenoma,3,
MCR_seq200b/288,MCR,time_scope_soft_legal_order,True,True,False,False,False,D1,Mucinous cystic neoplasm,3,
MCR_seq200b/288,MCR,time_scope_soft_invalid_time,True,True,False,False,False,D8,Intraductal Papillary Mucinous Neoplasm (IPMN),3,
MCR_seq200b/290,MCR,atemporal_hard_veto,True,True,False,False,False,D6,Orthostatic intolerance,6,
MCR_seq200b/290,MCR,time_scope_soft_veto,True,True,False,False,False,D1,Multiple System Atrophy,6,
MCR_seq200b/290,MCR,time_scope_soft_legal_order,True,True,False,False,False,D1,Multiple System Atrophy,6,
MCR_seq200b/290,MCR,time_scope_soft_invalid_time,True,True,False,False,False,D1,Multiple System Atrophy,6,
MCR_seq200b/294,MCR,atemporal_hard_veto,True,True,False,False,False,D1,Embryonal sarcoma of the liver,4,
MCR_seq200b/294,MCR,time_scope_soft_veto,True,True,False,False,False,D8,Undifferentiated embryonal sarcoma,4,
MCR_seq200b/294,MCR,time_scope_soft_legal_order,True,True,False,False,False,D8,Undifferentiated embryonal sarcoma,4,
MCR_seq200b/294,MCR,time_scope_soft_invalid_time,True,True,False,False,False,D8,Undifferentiated embryonal sarcoma,4,
MCR_seq200b/301,MCR,atemporal_hard_veto,True,True,False,False,False,D6,Epilepsy with aquatic triggers,6,
MCR_seq200b/301,MCR,time_scope_soft_veto,True,True,False,False,False,D6,Epilepsy with aquatic triggers,6,
MCR_seq200b/301,MCR,time_scope_soft_legal_order,True,True,False,False,False,D6,Epilepsy with aquatic triggers,6,
MCR_seq200b/301,MCR,time_scope_soft_invalid_time,True,True,False,False,False,D6,Epilepsy with aquatic triggers,6,
MCR_seq200b/306,MCR,atemporal_hard_veto,False,False,False,False,False,,,4,construction_failed
MCR_seq200b/306,MCR,time_scope_soft_veto,False,False,False,False,False,,,4,construction_failed
MCR_seq200b/306,MCR,time_scope_soft_legal_order,False,False,False,False,False,,,4,construction_failed
MCR_seq200b/306,MCR,time_scope_soft_invalid_time,False,False,False,False,False,,,4,construction_failed
MCR_seq200b/309,MCR,atemporal_hard_veto,True,True,True,True,False,D7,Graves' disease,5,
MCR_seq200b/309,MCR,time_scope_soft_veto,True,True,True,True,False,D7,Graves' disease,5,
MCR_seq200b/309,MCR,time_scope_soft_legal_order,True,True,True,True,False,D7,Graves' disease,5,
MCR_seq200b/309,MCR,time_scope_soft_invalid_time,True,True,True,True,False,D7,Graves' disease,5,
MCR_seq200b/313,MCR,atemporal_hard_veto,True,True,False,False,False,D7,Secondary Syphilis,6,
MCR_seq200b/313,MCR,time_scope_soft_veto,True,True,False,False,False,D7,Secondary Syphilis,6,
MCR_seq200b/313,MCR,time_scope_soft_legal_order,True,True,False,False,False,D7,Secondary Syphilis,6,
