slice_id,family,source_id,case_id,gold,logged_champion,n_occurrences,legacy_unsafe_merge_pairs,legacy_unsafe_merge_concepts,legacy_evidence_transfer_targets,legacy_foreign_support_spans,exact_minus_legacy_concepts,typed_relation_edges,legacy_gold_contaminated,exact_gold_contaminated,legacy_order_partition_changed,exact_order_partition_changed,legacy_score_top1,exact_score_top1,score_top1_flipped
DA_d2_heldout100,DA,289,diagnosisarena__000289,Frontotemporal lobar degeneration–motor neuron disease (FTLD-MND),Frontotemporal dementia and parkinsonism-17,8,0,0,0,0,0,0,False,False,False,False,Frontotemporal dementia and parkinsonism-17,Frontotemporal dementia and parkinsonism-17,False
DA_d2_heldout100,DA,290,diagnosisarena__000290,Wellens syndrome with critical left anterior descending coronary artery stenosis,Myocardial Infarction,9,2,1,1,2,1,1,False,False,False,False,Variant Angina,Variant Angina,False
DA_d2_heldout100,DA,293,diagnosisarena__000293,TEMPI syndrome,Hereditary Hemorrhagic Telangiectasia,9,0,0,0,0,0,0,False,False,False,False,Hereditary Hemorrhagic Telangiectasia,Hereditary Hemorrhagic Telangiectasia,False
DA_d2_heldout100,DA,299,diagnosisarena__000299,Exophytic Schneiderian papilloma,Inverted papilloma,6,0,0,0,0,0,1,False,False,False,False,Inverted papilloma,Inverted papilloma,False
DA_d2_heldout100,DA,301,diagnosisarena__000301,Paroxysmal Atrioventricular Block,Atrioventricular Block,7,2,1,3,6,1,1,False,False,False,False,Atrioventricular Block,Atrioventricular Block,False
DA_d2_heldout100,DA,302,diagnosisarena__000302,Unilesional folliculotropic mycosis fungoides,Mycosis Fungoides,9,3,1,4,11,1,1,False,False,False,False,Mycosis Fungoides,Mycosis Fungoides,False
DA_d2_heldout100,DA,303,diagnosisarena__000303,Cutaneous Bacillus cereus infection with bacteremia,Ecthyma gangrenosum,8,0,0,0,0,0,0,False,False,False,False,Pseudomonas aeruginosa infection,Pseudomonas aeruginosa infection,False
DA_d2_heldout100,DA,306,diagnosisarena__000306,Candida tropicalis meningoencephalitis,Autoimmune encephalitis,10,3,1,3,3,2,3,False,False,True,False,Autoimmune encephalitis,Autoimmune encephalitis,False
DA_d2_heldout100,DA,308,diagnosisarena__000308,Periorbital Discoid Lupus Erythematosus (DLE),Discoid lupus erythematosus,7,5,1,4,15,2,3,False,False,True,False,Discoid lupus erythematosus,Cutaneous lupus erythematosus,True
DA_d2_heldout100,DA,310,diagnosisarena__000310,Complete spinal cord injury (SCI) at C4-C5 level with intramedullary hemorrhage,Acute Spinal Cord Injury,9,2,1,3,8,1,1,False,False,False,False,Acute Spinal Cord Injury,Acute Spinal Cord Injury,False
DA_d2_heldout100,DA,312,diagnosisarena__000312,Pseudo-α-galactosidase deficiency (PAGD) syndrome with mild neurocognitive disorder,Fabry Disease,8,0,0,0,0,0,0,False,False,False,False,Fabry Disease,Fabry Disease,False
DA_d2_heldout100,DA,313,diagnosisarena__000313,Community-acquired methicillin-resistant Staphylococcus aureus (CA-MRSA) sepsis with septic vasculopathy,Staphylococcal sepsis,10,0,0,0,0,0,0,False,False,False,False,Purpura Fulminans,Purpura Fulminans,False
DA_d2_heldout100,DA,314,diagnosisarena__000314,Peeling skin disease (PSD),Peeling skin disease due to CDSN gene mutations,9,16,2,9,35,3,3,False,False,True,False,Peeling skin syndrome,Peeling skin syndrome,False
DA_d2_heldout100,DA,317,diagnosisarena__000317,Pyoderma vegetans,Pyoderma gangrenosum,8,0,0,0,0,0,0,False,False,False,False,Acute febrile neutrophilic dermatosis (Sweet syndrome),Acute febrile neutrophilic dermatosis (Sweet syndrome),False
DA_d2_heldout100,DA,318,diagnosisarena__000318,Dual tachycardia: Atrial flutter with accelerated idioventricular rhythm (AIVR),Heart Failure,10,2,1,3,6,1,1,False,False,False,False,Heart Failure,Heart Failure,False
DA_d2_heldout100,DA,320,diagnosisarena__000320,Peristomal localized pemphigus vulgaris,Pemphigus vulgaris,4,0,0,0,0,0,0,False,False,False,False,Pemphigus vulgaris,Pemphigus vulgaris,False
DA_d2_heldout100,DA,321,diagnosisarena__000321,Syringocystadenocarcinoma papilliferum in situ (SCACPIS) arising in a precursor lesion of syringocystadenoma papilliferum (SCAP) with macular amyloidosis,Hidradenoma papilliferum,9,0,0,0,0,0,0,False,False,False,False,Hidradenoma papilliferum,Hidradenoma papilliferum,False
DA_d2_heldout100,DA,325,diagnosisarena__000325,Pigmented extramammary Paget disease,Extramammary Paget's Disease,3,0,0,0,0,0,0,False,False,False,False,Extramammary Paget's Disease,Extramammary Paget's Disease,False
DA_d2_heldout100,DA,328,diagnosisarena__000328,Chronic idiopathic urticaria (CIU) due to methylisothiazolinone contact sensitization,Chronic Urticaria,9,0,0,0,0,0,0,False,False,False,False,Chronic Urticaria,Chronic Urticaria,False
DA_d2_heldout100,DA,329,diagnosisarena__000329,Secondary cardiac lymphoma,Cardiac Lymphoma,8,0,0,0,0,0,0,False,False,False,False,Cardiac Lymphoma,Cardiac Lymphoma,False
DA_d2_heldout100,DA,330,diagnosisarena__000330,Trifascicular block (Right bundle-branch block with alternating left anterior and left posterior fascicular block),Cardiac conduction disease,8,0,0,0,0,0,0,False,False,False,False,Cardiac conduction disease,Cardiac conduction disease,False
DA_d2_heldout100,DA,333,diagnosisarena__000333,Rhombencephalitis caused by Listeria monocytogenes,Cerebral Abscess,9,1,1,0,0,1,1,False,False,False,False,Progressive multifocal leukoencephalopathy,Progressive multifocal leukoencephalopathy,False
DA_d2_heldout100,DA,334,diagnosisarena__000334,Phaeohyphomycosis,Phaeohyphomycosis,9,0,0,0,0,0,0,False,False,False,False,Phaeohyphomycosis,Phaeohyphomycosis,False
DA_d2_heldout100,DA,337,diagnosisarena__000337,Spindle cell lipoma (SCL) with focal intramuscular involvement,Madelung's disease,8,0,0,0,0,0,0,False,False,False,False,Nerve tissue tumor,Nerve tissue tumor,False
DA_d2_heldout100,DA,341,diagnosisarena__000341,Leukemia cutis secondary to juvenile myelomonocytic leukemia (JMML),Langerhans cell histiocytosis,9,0,0,0,0,0,0,False,False,False,False,Langerhans cell histiocytosis,Langerhans cell histiocytosis,False
DA_d2_heldout100,DA,347,diagnosisarena__000347,Nonbullous neutrophilic lupus erythematosus,Subacute Cutaneous Lupus Erythematosus,7,0,0,0,0,0,0,False,False,False,False,Subacute Cutaneous Lupus Erythematosus,Subacute Cutaneous Lupus Erythematosus,False
DA_d2_heldout100,DA,348,diagnosisarena__000348,Asymptomatic posterior corneal dystrophy,Crocodile shagreen of the cornea,8,0,0,0,0,0,0,False,False,False,False,Corneal amyloidosis,Corneal amyloidosis,False
DA_d2_heldout100,DA,349,diagnosisarena__000349,Cutaneous histoplasmosis,Cryptococcosis,10,0,0,0,0,0,0,False,False,False,False,Basal cell carcinoma,Basal cell carcinoma,False
DA_d2_heldout100,DA,350,diagnosisarena__000350,Infrahisian Mobitz type I second-degree AV block (Wenckebach phenomenon occurring in His-Purkinje system),Mobitz Type II Second-Degree Atrioventricular Block,8,3,2,2,3,2,3,False,False,False,False,AV Block,Sick Sinus Syndrome,True
DA_d2_heldout100,DA,352,diagnosisarena__000352,Neurocysticercosis,Pseudotumor Cerebri,9,0,0,0,0,0,0,False,False,False,False,Multiple Sclerosis,Multiple Sclerosis,False
DA_d2_heldout100,DA,353,diagnosisarena__000353,Atypical epidermolysis bullosa nevus (benign),Congenital Melanocytic Nevus,8,0,0,0,0,0,1,False,False,False,False,Congenital Melanocytic Nevus,Congenital Melanocytic Nevus,False
DA_d2_heldout100,DA,354,diagnosisarena__000354,COVID-19-associated papulovesicular eruption with endotheliitis-like changes,Toxic Epidermal Necrolysis,9,2,1,1,1,1,1,False,False,False,False,Toxic Epidermal Necrolysis,Toxic Epidermal Necrolysis,False
DA_d2_heldout100,DA,355,diagnosisarena__000355,Advanced interatrial block (IAB) with Bayés syndrome,Atrial Fibrillation,8,0,0,0,0,0,0,False,False,False,False,Atrial Fibrillation,Atrial Fibrillation,False
DA_d2_heldout100,DA,356,diagnosisarena__000356,Cutaneous cystinosis,Tuberous Sclerosis Complex,8,2,1,3,6,1,1,False,False,False,False,Tuberous Sclerosis Complex,Tuberous Sclerosis Complex (TSC) associated angiofibromas,True
DA_d2_heldout100,DA,357,diagnosisarena__000357,Hailey-Hailey disease (HHD),Psoriasis,10,0,0,0,0,0,0,False,False,False,False,Seborrheic dermatitis,Seborrheic dermatitis,False
DA_d2_heldout100,DA,359,diagnosisarena__000359,Wolff-Parkinson-White (WPW) pattern with heart failure exacerbation,Wolff-Parkinson-White syndrome,8,1,1,0,0,1,1,False,False,False,False,Wolff-Parkinson-White syndrome,Wolff-Parkinson-White syndrome,False
DA_d2_heldout100,DA,361,diagnosisarena__000361,Slow-fast atrioventricular nodal reentry tachycardia (AVNRT),Supraventricular Tachycardia,7,9,1,6,12,1,1,False,False,False,False,Supraventricular Tachycardia,Supraventricular Tachycardia,False
DA_d2_heldout100,DA,364,diagnosisarena__000364,Actinic folliculitis,Rosacea,9,9,1,5,25,3,3,False,False,True,False,Rosacea,Rosacea,False
DA_d2_heldout100,DA,365,diagnosisarena__000365,Fibrosis and ulceration caused by meperidine,Injectable drug-induced skin and soft tissue injury,10,4,2,6,10,2,4,False,False,True,False,Pancreatic panniculitis,Pancreatic panniculitis,False
DA_d2_heldout100,DA,367,diagnosisarena__000367,Ciliary body myxoma,Neurofibroma,5,0,0,0,0,0,0,False,False,False,False,Medulloepithelioma,Medulloepithelioma,False
DA_d2_heldout100,DA,368,diagnosisarena__000368,Ichthyosiform mycosis fungoides,Mycosis Fungoides,7,0,0,0,0,0,0,False,False,False,False,Mycosis Fungoides,Mycosis Fungoides,False
DA_d2_heldout100,DA,372,diagnosisarena__000372,Elevated Lipoprotein(a) causing discordance between direct and calculated LDL cholesterol measurements,Familial Hypercholesterolemia,7,0,0,0,0,0,0,False,False,False,False,Familial Hypercholesterolemia,Familial Hypercholesterolemia,False
DA_d2_heldout100,DA,373,diagnosisarena__000373,Anastrozole-associated crystalline retinopathy,Anastrozole-associated crystalline maculopathy,3,0,0,0,0,0,0,False,False,False,False,Anastrozole-associated crystalline maculopathy,Anastrozole-associated crystalline maculopathy,False
DA_d2_heldout100,DA,374,diagnosisarena__000374,Atypical Atrioventricular Nodal Reentrant Tachycardia (Atypical AVNRT),Atrial Tachycardia,6,0,0,0,0,0,0,False,False,False,False,Atrial Tachycardia,Atrial Tachycardia,False
DA_d2_heldout100,DA,375,diagnosisarena__000375,Herpes vegetans,Verrucous Carcinoma,9,2,1,3,7,1,1,False,False,False,False,Genital Herpes Simplex Virus Infection,Verrucous Carcinoma,True
DA_d2_heldout100,DA,379,diagnosisarena__000379,Neurotropic melanoma with orbital spread,Perineural invasion by malignant melanoma,9,11,1,6,27,2,2,False,False,False,False,Perineural invasion by malignant melanoma,Perineural invasion by malignant melanoma,False
DA_d2_heldout100,DA,381,diagnosisarena__000381,Good syndrome,Thymoma-associated multiorgan autoimmunity,9,2,1,3,6,1,1,False,False,False,False,Thymoma-associated multiorgan autoimmunity,Pemphigus Vulgaris,True
DA_d2_heldout100,DA,382,diagnosisarena__000382,Genital porokeratosis (GP),Darier's disease,8,0,0,0,0,0,0,False,False,False,False,Grover's disease,Grover's disease,False
DA_d2_heldout100,DA,383,diagnosisarena__000383,Primary cutaneous embryonal rhabdomyosarcoma,Rhabdomyosarcoma,7,3,1,4,11,1,1,False,False,False,False,Rhabdomyosarcoma,Rhabdomyosarcoma,False
DA_d2_heldout100,DA,387,diagnosisarena__000387,Primary B-cell mucosa-associated lymphoid tissue (MALT) lymphoma of the iris,Primary Iris Lymphoma,8,0,0,0,0,0,0,False,False,False,False,Primary Iris Lymphoma,Primary Iris Lymphoma,False
DA_d2_heldout100,DA,389,diagnosisarena__000389,Cranial nerve 7 (CN7) paresis secondary to acute bacterial sinusitis,Rhinosinusitis,11,0,0,0,0,0,0,False,False,False,False,Rhinosinusitis,Rhinosinusitis,False
DA_d2_heldout100,DA,391,diagnosisarena__000391,Lepromatous leprosy with type 2 leprosy reaction (T2R),Leprosy,10,0,0,0,0,0,0,False,False,False,False,Sarcoidosis,Sarcoidosis,False
DA_d2_heldout100,DA,392,diagnosisarena__000392,Pigmented onychomatricoma,Onychomatricoma,7,0,0,0,0,0,0,False,False,False,False,Onychomatricoma,Onychomatricoma,False
DA_d2_heldout100,DA,397,diagnosisarena__000397,Mirror-image dextrocardia with acute inferior wall and right ventricular myocardial infarction due to proximal right coronary artery occlusion,Acute Myocardial Infarction,7,2,1,2,3,1,1,False,False,False,False,Acute Myocardial Infarction,Acute Myocardial Infarction,False
DA_d2_heldout100,DA,398,diagnosisarena__000398,Poikilodermatous plaque-like hemangioma (PPH),Kaposi's sarcoma,7,3,1,3,3,1,1,False,False,False,False,Kaposi's sarcoma,Kaposi's sarcoma,False
DA_d2_heldout100,DA,399,diagnosisarena__000399,Atrioventricular nodal reentrant tachycardia (AVNRT),Supraventricular Tachycardia,10,0,0,0,0,0,0,False,False,False,False,Supraventricular Tachycardia,Supraventricular Tachycardia,False
DA_d2_heldout100,DA,400,diagnosisarena__000400,Advanced Parkinson disease,Rapid Eye Movement Sleep Behavior Disorder,6,2,1,3,4,1,1,False,False,False,False,Rapid Eye Movement Sleep Behavior Disorder,Obstructive Sleep Apnea,True
DA_d2_heldout100,DA,402,diagnosisarena__000402,Mycobacterium chelonae sinusitis,Tuberculosis,10,0,0,0,0,0,0,False,False,False,False,Granulomatosis with Polyangiitis,Granulomatosis with Polyangiitis,False
DA_d2_heldout100,DA,404,diagnosisarena__000404,Pemetrexed-induced inflammatory and sclerotic edema,pembrolizumab-induced scleroderma-like reaction,8,2,1,3,3,1,1,False,False,False,False,pembrolizumab-induced scleroderma-like reaction,pembrolizumab-induced scleroderma-like reaction,False
DA_d2_heldout100,DA,409,diagnosisarena__000409,Bilateral syphilitic panuveitis with neurosyphilis,Ocular syphilis,9,2,1,3,5,1,1,False,False,False,False,Ocular syphilis,Ocular syphilis,False
DA_d2_heldout100,DA,410,diagnosisarena__000410,Cutaneous cholesterol embolism,Cholesterol crystal embolism,9,0,0,0,0,0,0,False,False,False,False,Vasculitis,Vasculitis,False
DA_d2_heldout100,DA,411,diagnosisarena__000411,Left posterior fascicular ventricular tachycardia (FVT),Atrioventricular Nodal Reentrant Tachycardia (AVNRT),8,0,0,0,0,0,0,False,False,False,False,Atrioventricular Nodal Reentrant Tachycardia (AVNRT),Atrioventricular Nodal Reentrant Tachycardia (AVNRT),False
DA_d2_heldout100,DA,413,diagnosisarena__000413,Cutaneous Langerhans cell histiocytosis (LCH) with concurrent evolving acute myeloid leukemia (AML),Langerhans cell histiocytosis,10,0,0,0,0,0,0,False,False,False,False,Myelodysplastic syndrome,Myelodysplastic syndrome,False
DA_d2_heldout100,DA,414,diagnosisarena__000414,Juvenile-onset glaucoma with compound heterozygous LTBP2 mutations,Weill-Marchesani syndrome,12,0,0,0,0,0,0,False,False,False,False,Weill-Marchesani syndrome,Weill-Marchesani syndrome,False
DA_d2_heldout100,DA,415,diagnosisarena__000415,"Acute myocardial infarction due to critical stenosis of the proximal left anterior descending artery, presenting with de Winter ECG pattern evolving to Wellens syndrome",Myocardial Infarction,10,9,1,5,26,3,5,False,False,True,False,Myocardial Infarction,Acute Coronary Syndrome,True
DA_d2_heldout100,DA,416,diagnosisarena__000416,Mirror-image dextrocardia,Dextrocardia with Situs Inversus,6,0,0,0,0,0,0,False,False,False,False,Dextrocardia with Situs Inversus,Dextrocardia with Situs Inversus,False
DA_d2_heldout100,DA,420,diagnosisarena__000420,Fulminant Myocarditis,Myocarditis,11,1,1,2,3,1,1,False,False,False,False,Myocarditis,Myocarditis,False
DA_d2_heldout100,DA,421,diagnosisarena__000421,Rowell syndrome,Stevens-Johnson Syndrome,12,0,0,0,0,0,0,False,False,False,False,Stevens-Johnson Syndrome,Stevens-Johnson Syndrome,False
DA_d2_heldout100,DA,423,diagnosisarena__000423,Leptomeningeal lymphoplasmacytic lymphoma (LPL),Leptomeningeal lymphoma,6,0,0,0,0,0,0,False,False,False,False,Central nervous system lymphoma,Central nervous system lymphoma,False
DA_d2_heldout100,DA,424,diagnosisarena__000424,"Hyperkeratosis lenticularis perstans (HLP), unilateral presentation",Necrobiosis Lipoidica,4,0,0,0,0,0,0,False,False,False,False,Necrobiosis Lipoidica,Necrobiosis Lipoidica,False
DA_d2_heldout100,DA,425,diagnosisarena__000425,Chronic lymphocytic leukemia (CLL)-associated warm autoimmune hemolytic anemia,Autoimmune Hemolytic Anemia,4,0,0,0,0,0,0,False,False,False,False,Autoimmune Hemolytic Anemia,Autoimmune Hemolytic Anemia,False
DA_d2_heldout100,DA,428,diagnosisarena__000428,Alcohol-induced Prinzmetal variant angina,Alcoholic Cardiomyopathy,10,0,0,0,0,0,0,False,False,False,False,Alcoholic Cardiomyopathy,Alcoholic Cardiomyopathy,False
DA_d2_heldout100,DA,429,diagnosisarena__000429,Secukinumab-induced dermatomyositis exacerbation,Dermatomyositis,7,0,0,0,0,0,0,False,False,False,False,Dermatomyositis,Dermatomyositis,False
DA_d2_heldout100,DA,431,diagnosisarena__000431,Stage IIIC (T4aN3) melanoma with satellite metastases,Melanoma,10,17,1,7,61,3,3,False,False,True,False,Melanoma,Melanoma,False
DA_d2_heldout100,DA,432,diagnosisarena__000432,Bullous lichen planus of the nails,Lichen planus,7,17,1,7,65,3,3,False,False,False,False,Lichen planus,Lichen planus,False
DA_d2_heldout100,DA,434,diagnosisarena__000434,Dermatophyte infection due to Trichophyton interdigitale,Dermatophytosis,6,0,0,0,0,0,0,False,False,False,False,Dermatophytosis,Dermatophytosis,False
DA_d2_heldout100,DA,437,diagnosisarena__000437,Masquerading bundle-branch block (MBBB) with progression to advanced atrioventricular block,Left Bundle Branch Block,9,0,0,0,0,0,0,False,False,False,False,Left Bundle Branch Block,Left Bundle Branch Block,False
DA_d2_heldout100,DA,439,diagnosisarena__000439,Lightning-induced retinopathy with delayed-onset cystoid macular abnormalities,Traumatic maculopathy,9,0,0,0,0,0,0,False,False,False,False,Photoreceptor damage,Photoreceptor damage,False
DA_d2_heldout100,DA,440,diagnosisarena__000440,Pregnancy at 24 weeks gestation,Heterotopic pregnancy,12,0,0,0,0,0,0,False,False,False,False,Heterotopic pregnancy,Heterotopic pregnancy,False
DA_d2_heldout100,DA,449,diagnosisarena__000449,Acute non–ST-segment elevation myocardial infarction (NSTEMI) with Aslanger pattern,Myocardial Infarction,9,6,2,6,12,3,3,False,False,False,False,Myocardial Infarction,Acute Coronary Syndrome,True
DA_d2_heldout100,DA,451,diagnosisarena__000451,Congenital cholesteatoma with fistula formation in the setting of otomandibular syndrome,Middle Ear Cholesteatoma,9,1,1,2,5,1,2,False,False,True,False,Middle Ear Cholesteatoma,Cholesteatoma,True
DA_d2_heldout100,DA,452,diagnosisarena__000452,Antiplakin dermatosis,Paraneoplastic pemphigus,7,0,0,0,0,0,0,False,False,False,False,Paraneoplastic pemphigus,Paraneoplastic pemphigus,False
DA_d2_heldout200b,DA,455,diagnosisarena__000455,Congenital disseminated pyogenic granuloma (CDPG),Infantile hemangioma,6,0,0,0,0,0,0,False,False,False,False,Infantile hemangioma,Infantile hemangioma,False
DA_d2_heldout200b,DA,457,diagnosisarena__000457,Atrophia maculosa varioliformis cutis (AMVC),Discoid lupus erythematosus,8,0,0,0,0,0,0,False,False,False,False,Discoid lupus erythematosus,Discoid lupus erythematosus,False
DA_d2_heldout200b,DA,458,diagnosisarena__000458,LMNA-mediated atrioventricular block with tachyarrhythmias,Lamin A/C cardiomyopathy,13,0,0,0,0,0,1,False,False,False,False,Dilated cardiomyopathy,Dilated cardiomyopathy,False
DA_d2_heldout200b,DA,459,diagnosisarena__000459,Arrhythmia-induced cardiomyopathy due to paroxysmal ectopic atrial tachycardia,Tachycardia-Induced Cardiomyopathy,9,5,3,8,10,3,3,False,False,False,False,Atrial Fibrillation with Heart Failure,Atrial Fibrillation with Heart Failure,False
DA_d2_heldout200b,DA,461,diagnosisarena__000461,Cutaneous pseudolymphoma arising as Wolf's post-herpetic isotopic response,Cutaneous Pseudolymphoma,9,3,1,3,3,2,2,False,False,False,False,Cutaneous Pseudolymphoma,Cutaneous T-cell lymphoma,True
DA_d2_heldout200b,DA,464,diagnosisarena__000464,Pressure necrosis,Purpura fulminans,10,0,0,0,0,0,0,False,False,False,False,Purpura fulminans,Purpura fulminans,False
DA_d2_heldout200b,DA,465,diagnosisarena__000465,Malignant myopericytoma,Angiosarcoma,6,0,0,0,0,0,0,False,False,False,False,Angiosarcoma,Angiosarcoma,False
DA_d2_heldout200b,DA,466,diagnosisarena__000466,Painful Left Bundle-Branch Block (LBBB) Syndrome,Cardiac Syndrome X,2,0,0,0,0,0,0,False,False,False,False,Cardiac Syndrome X,Cardiac Syndrome X,False
DA_d2_heldout200b,DA,468,diagnosisarena__000468,Progressive nodular histiocytosis (PNHC),Juvenile xanthogranuloma,9,0,0,0,0,0,0,False,False,False,False,Juvenile xanthogranuloma,Juvenile xanthogranuloma,False
DA_d2_heldout200b,DA,472,diagnosisarena__000472,Apical hypertrophic obstructive cardiomyopathy,Hypertrophic Cardiomyopathy,9,0,0,0,0,0,0,False,False,False,False,Hypertrophic Cardiomyopathy,Hypertrophic Cardiomyopathy,False
DA_d2_heldout200b,DA,473,diagnosisarena__000473,COVID-19 (SARS-CoV-2 infection),Respiratory Syncytial Virus (RSV) infection,10,0,0,0,0,0,0,False,False,False,False,Respiratory Syncytial Virus (RSV) infection,Respiratory Syncytial Virus (RSV) infection,False
DA_d2_heldout200b,DA,474,diagnosisarena__000474,COVID-19 with cardiac injury and thrombocytopenia-associated multiple organ failure (TAMOF),Myocarditis,10,1,1,2,2,1,1,False,False,False,False,Acute Respiratory Distress Syndrome,Myocarditis,True
DA_d2_heldout200b,DA,477,diagnosisarena__000477,Multisystem Inflammatory Syndrome in Children (MIS-C) with COVID-19 associated acute ischemic stroke,Multisystem Inflammatory Syndrome in Children (MIS-C),10,1,1,1,2,1,1,False,False,False,False,Multisystem Inflammatory Syndrome in Children (MIS-C),Multisystem Inflammatory Syndrome in Children (MIS-C),False
DA_d2_heldout200b,DA,478,diagnosisarena__000478,Severe SARS-CoV-2 infection,Respiratory Syncytial Virus (RSV) infection,9,5,2,5,8,3,3,False,False,True,False,Respiratory Distress Syndrome,Sepsis,True
DA_d2_heldout200b,DA,479,diagnosisarena__000479,Epstein-Barr virus (EBV) hepatitis,Infectious Mononucleosis,9,0,0,0,0,0,0,False,False,False,False,Autoimmune Hepatitis,Autoimmune Hepatitis,False
DA_d2_heldout200b,DA,480,diagnosisarena__000480,Negative pressure pulmonary oedema with pulmonary haemorrhage,High-Altitude Pulmonary Edema,9,0,0,0,0,0,0,False,False,False,False,High-Altitude Pulmonary Edema,High-Altitude Pulmonary Edema,False
DA_d2_heldout200b,DA,481,diagnosisarena__000481,Severe Influenza A (H3N2) infection,Influenza A (H3N2) pneumonia,10,0,0,0,0,0,1,False,False,False,False,Acute respiratory distress syndrome (ARDS),Acute respiratory distress syndrome (ARDS),False
DA_d2_heldout200b,DA,482,diagnosisarena__000482,Peripheral T-cell non-Hodgkin lymphoma,Hemophagocytic Lymphohistiocytosis (HLH),9,0,0,0,0,0,0,False,False,False,False,Hemophagocytic Lymphohistiocytosis (HLH),Hemophagocytic Lymphohistiocytosis (HLH),False
DA_d2_heldout200b,DA,484,diagnosisarena__000484,Poncet's Disease with tuberculous lymphadenitis,Tuberculosis,7,0,0,0,0,0,0,False,False,False,False,Sarcoidosis,Sarcoidosis,False
DA_d2_heldout200b,DA,485,diagnosisarena__000485,Focal segmental necrotising immune-complex glomerulonephritis triggered by chronic LVAD infection with Corynebacterium jeikeium,Necrotising Immune-Complex Glomerulonephritis,11,0,0,0,0,0,0,False,False,False,False,Chronic kidney disease,Chronic kidney disease,False
DA_d2_heldout200b,DA,486,diagnosisarena__000486,Histoid leprosy,Lupus vulgaris,12,2,1,3,3,1,1,False,False,False,False,Erythema nodosum,Lupus erythematosus,True
DA_d2_heldout200b,DA,487,diagnosisarena__000487,Atypical Tuberous Myxoedema (Scleromyxoedema variant),Necrobiotic xanthogranuloma,11,0,0,0,0,0,0,False,False,False,False,Sjögren's syndrome,Sjögren's syndrome,False
DA_d2_heldout200b,DA,488,diagnosisarena__000488,Myelodysplastic syndrome (MDS) with refractory anaemia with excess blasts-1 presenting with leukaemic vasculitis,Myelodysplastic syndrome,10,0,0,0,0,0,0,False,False,False,False,Sweet syndrome,Sweet syndrome,False
DA_d2_heldout200b,DA,489,diagnosisarena__000489,Pseudohypoparathyroidism type Ib (confirmed by genetic testing showing broad GNAS methylation changes with loss of all maternal methylation imprints),Hypoparathyroidism,9,11,1,4,5,2,2,False,False,False,False,Hypoparathyroidism,Epilepsy,True
DA_d2_heldout200b,DA,490,diagnosisarena__000490,Starvation colitis,Hunger Strike-Related Colitis,10,0,0,0,0,0,0,False,False,False,False,Inflammatory Bowel Disease,Inflammatory Bowel Disease,False
DA_d2_heldout200b,DA,493,diagnosisarena__000493,Dengue myocarditis,Dengue hemorrhagic fever,10,0,0,0,0,0,1,False,False,False,False,Pulmonary edema,Pulmonary edema,False
DA_d2_heldout200b,DA,496,diagnosisarena__000496,Listeria monocytogenes infection in a liver transplant recipient,Sepsis,13,0,0,0,0,0,0,False,False,False,False,Sepsis,Sepsis,False
DA_d2_heldout200b,DA,497,diagnosisarena__000497,Cardioembolic stroke with underlying hypercoagulable state due to metastatic breast cancer and autoimmune hemolytic anemia,Disseminated intravascular coagulation,13,0,0,0,0,0,0,False,False,False,False,Disseminated intravascular coagulation,Disseminated intravascular coagulation,False
DA_d2_heldout200b,DA,498,diagnosisarena__000498,Denied pregnancy with stillbirth delivery complicated by eclampsia and posterior reversible encephalopathy syndrome (PRES),Molar Pregnancy,11,1,1,2,2,1,1,False,False,False,False,Eclampsia or preeclampsia,Pregnancy-related complications,True
DA_d2_heldout200b,DA,500,diagnosisarena__000500,Pemetrexed-related acute lipodermatosclerosis-like eruption,Chronic Venous Insufficiency,9,2,1,0,0,1,1,False,False,False,False,Chronic Venous Insufficiency,Chronic Venous Insufficiency,False
DA_d2_heldout200b,DA,501,diagnosisarena__000501,Epstein-Barr virus–associated polymorphic lymphoproliferative disorder involving the adrenal gland,Adrenal Cortical Carcinoma,13,0,0,0,0,0,0,False,False,False,False,Metastatic Renal Cell Carcinoma,Metastatic Renal Cell Carcinoma,False
DA_d2_heldout200b,DA,506,diagnosisarena__000506,Neuro-Behçet Disease,Herpes Simplex Encephalitis,10,0,0,0,0,0,0,False,False,False,False,Herpes Simplex Encephalitis,Herpes Simplex Encephalitis,False
DA_d2_heldout200b,DA,507,diagnosisarena__000507,Primary isolated cardiac myeloid sarcoma,Cardiac Sarcoma,9,3,2,5,8,2,2,False,False,False,False,Cardiac Sarcoma,Cardiac Sarcoma,False
DA_d2_heldout200b,DA,508,diagnosisarena__000508,Subcutaneous panniculitis-like T-cell lymphoma (SPTCL) with hemophagocytic lymphohistiocytosis (HLH),Hemophagocytic Lymphohistiocytosis (HLH),6,2,1,0,0,1,1,False,False,False,False,Hemophagocytic Lymphohistiocytosis (HLH),Hemophagocytic Lymphohistiocytosis (HLH),False
DA_d2_heldout200b,DA,509,diagnosisarena__000509,Williamsia spongiae/serinedens/deligens bacteremia,Catheter-related bloodstream infection,7,0,0,0,0,0,0,False,False,False,False,Catheter-related bloodstream infection,Catheter-related bloodstream infection,False
DA_d2_heldout200b,DA,510,diagnosisarena__000510,Overlap syndrome involving diffuse systemic sclerosis and systemic lupus erythematosus,Systemic Sclerosis,9,0,0,0,0,0,0,False,False,False,False,Systemic Sclerosis,Systemic Sclerosis,False
