dataset,slice,case_id,gold,layer,layer_aphhm,e7_correct,v0_correct,B06_correct,B07_correct,B01_correct,APHHM_correct,e7_win_vs_base,base_win_vs_e7,exclusive_arm,vig_chars,vig_words,vig_sents,vig_lab_hits,vig_diff_hits,vig_lab_dens,vig_diff_dens,gold_chars,gold_words,gold_has_eponym,gold_has_subtype,gold_has_paren,gold_comma_parts,n_options,gold_in_options,max_opt_gold_overlap,n_opts_near_gold,e7_s2_n,e7_s2_recall,e7_s3_recall,e7_s4_hit,e7_fail_mode,v0_s2_n,v0_s2_recall,v0_s3_recall,v0_s4_hit,v0_fail_mode,e7_s2_gold_rank,e7_mapper_rescue,B06_recall,B06_fail_mode,B07_recall,B07_fail_mode,B01_recall,B01_fail_mode,e7_s3_n,e7_s3_near_gold_n
da,d2_heldout100,392,Pigmented onychomatricoma,,,1,1,1,1,,1,0,0,,1621,232,14,0,0,0.0,0.0,25,2,False,False,False,1,4,True,1.0,2,43.0,1,1,1,s4_ok,15.0,1,1,1,s4_ok,7,False,1,cand_ok,1,cand_ok,,,5,1
da,d2_heldout100,397,Mirror-image dextrocardia with acute inferior wall and right ventricular myocardial infarction due to proximal right coronary artery occlusion,,,1,1,1,0,,1,0,0,,1367,199,12,1,0,0.5025125628140703,0.0,142,19,False,True,False,1,4,True,1.0,2,45.0,0,0,0,recall_miss_s2,15.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout100,398,Poikilodermatous plaque-like hemangioma (PPH),all_miss_but_recalled,,0,0,0,0,,0,0,0,,1597,214,10,0,0,0.0,0.0,45,5,False,False,True,1,4,True,1.0,1,52.0,1,1,0,rank_miss_s4,19.0,1,1,0,rank_miss_s4,2,False,1,cand_ok,1,cand_ok,,,5,0
da,d2_heldout100,399,Atrioventricular nodal reentrant tachycardia (AVNRT),,aphhm_lose,0,1,1,1,,0,0,1,,1521,198,19,0,0,0.0,0.0,52,5,False,False,True,1,4,True,1.0,1,46.0,0,0,0,recall_miss_s2,18.0,1,1,1,s4_ok,,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout100,400,Advanced Parkinson disease,all_miss_but_recalled,,0,0,0,0,,0,0,0,,1429,204,19,0,0,0.0,0.0,26,3,False,False,False,1,4,True,1.0,1,50.0,1,1,0,rank_miss_s4,17.0,1,1,0,rank_miss_s4,3,False,0,recall_miss,0,recall_miss,,,5,1
da,d2_heldout100,402,Mycobacterium chelonae sinusitis,,,0,0,0,0,,0,0,0,,1543,213,18,5,0,2.3474178403755865,0.0,32,3,False,False,False,1,4,True,1.0,1,50.0,0,0,0,recall_miss_s2,21.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout100,404,Pemetrexed-induced inflammatory and sclerotic edema,,aphhm_lose,1,1,0,1,,0,0,0,,1528,194,15,1,0,0.5154639175257731,0.0,51,6,False,False,False,1,4,True,1.0,1,44.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout100,409,Bilateral syphilitic panuveitis with neurosyphilis,,aphhm_lose,0,1,1,1,,0,0,1,,2343,317,14,2,0,0.6309148264984227,0.0,50,5,False,True,False,1,4,True,1.0,1,52.0,1,0,0,prune_miss_s3,15.0,0,0,0,recall_miss_s2,31,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout100,410,Cutaneous cholesterol embolism,,,1,1,1,1,,1,0,0,,1639,226,13,7,0,3.0973451327433628,0.0,30,3,False,False,False,1,4,True,1.0,1,53.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,1
da,d2_heldout100,411,Left posterior fascicular ventricular tachycardia (FVT),all_miss_but_recalled,,0,0,0,0,,0,0,0,,1295,174,13,0,0,0.0,0.0,55,6,False,False,True,1,4,True,1.0,1,44.0,1,0,0,prune_miss_s3,17.0,1,0,0,prune_miss_s3,10,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout100,413,Cutaneous Langerhans cell histiocytosis (LCH) with concurrent evolving acute myeloid leukemia (AML),,,1,1,1,1,,1,0,0,,1648,204,13,5,4,2.450980392156863,1.9607843137254901,99,12,False,True,True,1,4,True,1.0,1,45.0,1,1,1,s4_ok,16.0,1,1,1,s4_ok,8,False,1,cand_ok,1,cand_ok,,,5,0
da,d2_heldout100,414,Juvenile-onset glaucoma with compound heterozygous LTBP2 mutations,e7_win_recall,aphhm_lose,1,0,0,0,,0,1,0,e7,1411,199,15,0,0,0.0,0.0,66,8,False,True,False,1,4,True,1.0,1,50.0,1,0,0,prune_miss_s3,20.0,0,0,0,recall_miss_s2,7,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout100,415,"Acute myocardial infarction due to critical stenosis of the proximal left anterior descending artery, presenting with de Winter ECG pattern evolving to Wellens syndrome",,,1,1,1,1,,1,0,0,,1839,285,16,1,0,0.3508771929824561,0.0,168,24,False,True,False,2,4,True,1.0,1,47.0,1,1,1,s4_ok,17.0,1,1,1,s4_ok,1,False,1,cand_ok,0,recall_miss,,,5,0
da,d2_heldout100,416,Mirror-image dextrocardia,,,1,1,0,1,,1,0,0,,1353,215,10,0,0,0.0,0.0,25,3,False,False,False,1,4,True,1.0,1,49.0,0,0,0,recall_miss_s2,18.0,1,1,0,rank_miss_s4,,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout100,420,Fulminant Myocarditis,,,1,1,1,1,,1,0,0,,1374,193,14,1,0,0.5181347150259068,0.0,21,2,False,False,False,1,4,True,1.0,1,54.0,1,1,1,s4_ok,19.0,1,1,1,s4_ok,2,False,1,cand_ok,1,cand_ok,,,5,1
da,d2_heldout100,421,Rowell syndrome,all_miss_but_recalled,,0,0,0,0,,0,0,0,,2055,267,12,5,2,1.8726591760299627,0.7490636704119851,15,2,False,False,False,1,4,True,1.0,1,55.0,1,0,0,prune_miss_s3,16.0,1,0,0,prune_miss_s3,8,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout100,423,Leptomeningeal lymphoplasmacytic lymphoma (LPL),,,1,1,1,1,,1,0,0,,1758,210,15,2,0,0.9523809523809524,0.0,47,4,False,False,True,1,4,True,1.0,1,45.0,0,0,0,recall_miss_s2,20.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout100,424,"Hyperkeratosis lenticularis perstans (HLP), unilateral presentation",,aphhm_lose,1,0,0,0,,0,1,0,e7,1271,177,14,3,0,1.694915254237288,0.0,67,6,False,False,True,2,4,True,1.0,1,45.0,0,0,0,recall_miss_s2,20.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout100,425,Chronic lymphocytic leukemia (CLL)-associated warm autoimmune hemolytic anemia,,,1,0,1,0,,1,0,0,,979,139,12,2,0,1.4388489208633095,0.0,78,9,False,False,True,1,4,True,1.0,2,48.0,1,1,0,rank_miss_s4,18.0,1,1,1,s4_ok,1,True,1,cand_ok,1,cand_ok,,,5,0
da,d2_heldout100,428,Alcohol-induced Prinzmetal variant angina,,aphhm_lose,0,1,0,0,,0,0,0,v0,1534,213,17,1,0,0.4694835680751174,0.0,41,5,False,True,False,1,4,True,1.0,1,49.0,1,1,0,rank_miss_s4,18.0,1,0,0,prune_miss_s3,11,False,0,recall_miss,0,recall_miss,,,5,1
da,d2_heldout100,429,Secukinumab-induced dermatomyositis exacerbation,,,0,0,1,1,,1,0,1,,1288,166,10,2,0,1.2048192771084338,0.0,48,4,False,False,False,1,4,True,1.0,2,47.0,1,1,0,rank_miss_s4,18.0,1,1,0,rank_miss_s4,1,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout100,431,Stage IIIC (T4aN3) melanoma with satellite metastases,,,1,1,1,1,,1,0,0,,1912,250,16,1,0,0.4,0.0,53,7,False,True,True,1,4,True,1.0,1,48.0,1,1,1,s4_ok,20.0,1,1,1,s4_ok,1,False,1,cand_ok,0,recall_miss,,,5,0
da,d2_heldout100,432,Bullous lichen planus of the nails,base_win_rank,aphhm_lose,0,0,1,1,,0,0,1,,1865,274,13,2,0,0.7299270072992701,0.0,34,6,False,False,False,1,4,True,1.0,2,53.0,1,1,0,rank_miss_s4,18.0,1,1,0,rank_miss_s4,2,False,1,cand_ok,1,cand_ok,,,5,1
da,d2_heldout100,434,Dermatophyte infection due to Trichophyton interdigitale,,,1,1,1,1,,1,0,0,,1276,174,10,2,0,1.1494252873563218,0.0,56,6,False,False,False,1,4,True,1.0,1,48.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,1
da,d2_heldout100,437,Masquerading bundle-branch block (MBBB) with progression to advanced atrioventricular block,,,1,1,1,1,,1,0,0,,1449,198,14,0,0,0.0,0.0,91,11,False,True,True,1,4,True,1.0,1,47.0,0,0,0,recall_miss_s2,16.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout100,439,Lightning-induced retinopathy with delayed-onset cystoid macular abnormalities,,,1,1,1,1,,1,0,0,,1685,232,9,0,0,0.0,0.0,78,9,False,True,False,1,4,True,1.0,1,53.0,0,0,0,recall_miss_s2,20.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout100,440,Pregnancy at 24 weeks gestation,,,1,1,1,0,,1,0,0,,1020,134,13,0,0,0.0,0.0,31,5,False,False,False,1,4,True,1.0,1,47.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout100,449,Acute non–ST-segment elevation myocardial infarction (NSTEMI) with Aslanger pattern,,,1,1,1,0,,1,0,0,,1518,234,11,1,0,0.4273504273504274,0.0,83,10,False,True,True,1,4,True,1.0,1,49.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout100,451,Congenital cholesteatoma with fistula formation in the setting of otomandibular syndrome,,,1,1,1,1,,1,0,0,,1571,224,17,6,0,2.6785714285714284,0.0,88,11,False,True,False,1,4,True,1.0,2,54.0,1,1,0,rank_miss_s4,19.0,1,1,0,rank_miss_s4,5,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout100,452,Antiplakin dermatosis,,,0,0,0,0,,0,0,0,,2061,278,14,1,0,0.3597122302158274,0.0,21,2,False,False,False,1,4,True,1.0,1,46.0,0,0,0,recall_miss_s2,15.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,455,Congenital disseminated pyogenic granuloma (CDPG),,,0,0,0,0,,,0,0,,1670,233,16,2,0,0.8583690987124464,0.0,49,5,False,False,True,1,4,True,1.0,2,47.0,0,0,0,recall_miss_s2,15.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,457,Atrophia maculosa varioliformis cutis (AMVC),,,0,0,0,0,,,0,0,,1546,214,11,0,0,0.0,0.0,44,5,False,False,True,1,4,True,1.0,1,46.0,0,0,0,recall_miss_s2,14.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,458,LMNA-mediated atrioventricular block with tachyarrhythmias,,,1,1,1,1,,,0,0,,1684,234,18,1,0,0.4273504273504274,0.0,58,6,False,True,False,1,4,True,1.0,1,50.0,0,0,0,recall_miss_s2,17.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,459,Arrhythmia-induced cardiomyopathy due to paroxysmal ectopic atrial tachycardia,,,1,1,1,0,,,0,0,,1598,215,9,1,0,0.46511627906976744,0.0,78,9,False,False,False,1,4,True,1.0,1,47.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,1
da,d2_heldout200b,461,Cutaneous pseudolymphoma arising as Wolf's post-herpetic isotopic response,,,0,1,0,1,,,0,1,,1816,250,18,3,3,1.2,1.2,74,9,False,False,False,1,4,True,1.0,2,59.0,1,1,0,rank_miss_s4,20.0,1,1,0,rank_miss_s4,12,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,464,Pressure necrosis,,,0,0,0,0,,,0,0,,1271,182,16,2,0,1.098901098901099,0.0,17,2,False,False,False,1,4,True,1.0,1,49.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,465,Malignant myopericytoma,all_miss_but_recalled,,0,0,0,0,,,0,0,,1525,202,11,1,1,0.49504950495049505,0.49504950495049505,23,2,False,False,False,1,4,True,1.0,1,45.0,1,0,0,prune_miss_s3,18.0,1,0,0,prune_miss_s3,32,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,466,Painful Left Bundle-Branch Block (LBBB) Syndrome,,,0,0,0,0,,,0,0,,1231,179,10,0,0,0.0,0.0,48,7,True,False,True,1,4,True,1.0,2,49.0,0,0,0,recall_miss_s2,17.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,468,Progressive nodular histiocytosis (PNHC),,,0,0,0,0,,,0,0,,1728,237,17,2,0,0.8438818565400843,0.0,40,4,False,False,True,1,4,True,1.0,1,49.0,0,0,0,recall_miss_s2,18.0,1,0,0,prune_miss_s3,,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,472,Apical hypertrophic obstructive cardiomyopathy,,,1,1,1,1,,,0,0,,1553,231,11,1,0,0.4329004329004329,0.0,46,4,False,False,False,1,4,True,1.0,2,48.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,1
da,d2_heldout200b,473,COVID-19 (SARS-CoV-2 infection),,,1,0,0,0,,,1,0,e7,1821,246,23,6,0,2.4390243902439024,0.0,31,6,False,False,True,1,4,True,1.0,1,51.0,0,0,0,recall_miss_s2,21.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,474,COVID-19 with cardiac injury and thrombocytopenia-associated multiple organ failure (TAMOF),,,0,0,0,0,,,0,0,,1683,217,11,3,0,1.3824884792626728,0.0,91,12,False,True,True,1,4,True,1.0,1,49.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,477,Multisystem Inflammatory Syndrome in Children (MIS-C) with COVID-19 associated acute ischemic stroke,base_win_recall,,0,0,1,1,,,0,1,,2403,310,20,9,0,2.903225806451613,0.0,100,14,False,True,True,1,4,True,1.0,2,56.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,False,1,cand_ok,0,recall_miss,,,5,0
da,d2_heldout200b,478,Severe SARS-CoV-2 infection,,,0,0,0,1,,,0,1,B07,1553,204,11,8,0,3.9215686274509802,0.0,27,5,False,False,False,1,4,True,1.0,1,48.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,479,Epstein-Barr virus (EBV) hepatitis,,,1,0,1,1,,,0,0,,2101,318,27,2,0,0.628930817610063,0.0,34,5,True,False,True,1,4,True,1.0,1,51.0,0,0,0,recall_miss_s2,21.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,1
da,d2_heldout200b,480,Negative pressure pulmonary oedema with pulmonary haemorrhage,,,0,0,0,1,,,0,1,B07,1650,229,11,5,0,2.1834061135371177,0.0,61,7,False,True,False,1,4,True,1.0,1,48.0,0,0,0,recall_miss_s2,16.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,481,Severe Influenza A (H3N2) infection,,,1,1,1,1,,,0,0,,1856,272,13,5,0,1.8382352941176472,0.0,35,5,False,False,True,1,4,True,1.0,1,57.0,0,0,0,recall_miss_s2,20.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,482,Peripheral T-cell non-Hodgkin lymphoma,,,1,1,1,1,,,0,0,,2079,281,19,16,0,5.6939501779359425,0.0,38,6,False,False,False,1,4,True,1.0,1,49.0,1,1,0,rank_miss_s4,17.0,1,1,0,rank_miss_s4,2,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,484,Poncet's Disease with tuberculous lymphadenitis,,,1,0,1,0,,,0,0,,1951,252,12,6,1,2.380952380952381,0.3968253968253968,47,5,False,True,False,1,4,True,1.0,1,49.0,0,0,0,recall_miss_s2,20.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,485,Focal segmental necrotising immune-complex glomerulonephritis triggered by chronic LVAD infection with Corynebacterium jeikeium,,,0,1,1,1,,,0,1,,2340,282,17,4,0,1.4184397163120568,0.0,127,14,False,True,False,1,4,True,1.0,1,50.0,0,0,0,recall_miss_s2,17.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,486,Histoid leprosy,base_win_rank,,0,0,1,0,,,0,1,B06,1730,233,15,3,1,1.2875536480686696,0.4291845493562232,15,2,False,False,False,1,4,True,1.0,1,47.0,1,1,0,rank_miss_s4,15.0,1,1,0,rank_miss_s4,11,False,1,cand_ok,0,recall_miss,,,5,1
da,d2_heldout200b,487,Atypical Tuberous Myxoedema (Scleromyxoedema variant),,,1,1,0,1,,,0,0,,1694,240,13,4,1,1.6666666666666667,0.4166666666666667,53,5,False,True,True,1,4,True,1.0,1,52.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,488,Myelodysplastic syndrome (MDS) with refractory anaemia with excess blasts-1 presenting with leukaemic vasculitis,base_win_recall,,0,0,1,1,,,0,1,,2470,367,17,6,5,1.6348773841961852,1.3623978201634876,112,14,False,True,True,1,4,True,1.0,1,56.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,False,1,cand_ok,0,recall_miss,,,5,0
da,d2_heldout200b,489,Pseudohypoparathyroidism type Ib (confirmed by genetic testing showing broad GNAS methylation changes with loss of all maternal methylation imprints),,,1,1,1,1,,,0,0,,1402,188,21,4,0,2.127659574468085,0.0,149,19,False,True,True,1,4,True,1.0,2,47.0,1,1,1,s4_ok,17.0,1,1,1,s4_ok,1,False,1,cand_ok,1,cand_ok,,,5,0
da,d2_heldout200b,490,Starvation colitis,,,0,0,0,1,,,0,1,B07,1171,174,13,8,0,4.597701149425287,0.0,18,2,False,False,False,1,4,True,1.0,1,49.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,493,Dengue myocarditis,,,1,1,1,1,,,0,0,,1646,223,18,4,0,1.7937219730941705,0.0,18,2,False,False,False,1,4,True,1.0,1,52.0,0,0,0,recall_miss_s2,18.0,1,1,0,rank_miss_s4,,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,496,Listeria monocytogenes infection in a liver transplant recipient,,,0,1,0,0,,,0,0,v0,1664,223,29,3,0,1.345291479820628,0.0,64,8,False,False,False,1,4,True,1.0,1,48.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,497,Cardioembolic stroke with underlying hypercoagulable state due to metastatic breast cancer and autoimmune hemolytic anemia,,,1,0,1,0,,,0,0,,1732,235,16,3,0,1.276595744680851,0.0,122,15,False,True,False,1,4,True,1.0,1,50.0,1,1,0,rank_miss_s4,19.0,0,0,0,recall_miss_s2,18,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,498,Denied pregnancy with stillbirth delivery complicated by eclampsia and posterior reversible encephalopathy syndrome (PRES),all_miss_but_recalled,,0,0,0,0,,,0,0,,1545,198,14,4,0,2.0202020202020203,0.0,122,14,False,True,True,1,4,True,1.0,1,49.0,0,0,0,recall_miss_s2,16.0,0,0,0,recall_miss_s2,,False,1,cand_ok,0,recall_miss,,,5,0
da,d2_heldout200b,500,Pemetrexed-related acute lipodermatosclerosis-like eruption,,,1,1,1,1,,,0,0,,2376,317,29,2,0,0.6309148264984227,0.0,59,6,False,False,False,1,4,True,1.0,3,54.0,1,1,1,s4_ok,16.0,1,1,1,s4_ok,36,False,1,cand_ok,1,cand_ok,,,5,0
da,d2_heldout200b,501,Epstein-Barr virus–associated polymorphic lymphoproliferative disorder involving the adrenal gland,,,0,0,0,0,,,0,0,,1870,269,39,7,0,2.6022304832713754,0.0,98,10,True,False,False,1,4,True,1.0,1,49.0,0,0,0,recall_miss_s2,21.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,506,Neuro-Behçet Disease,,,0,0,0,1,,,0,1,B07,2198,291,9,6,0,2.0618556701030926,0.0,20,3,False,False,False,1,4,True,1.0,2,61.0,1,1,0,rank_miss_s4,17.0,0,0,0,recall_miss_s2,12,False,0,recall_miss,0,recall_miss,,,5,1
da,d2_heldout200b,507,Primary isolated cardiac myeloid sarcoma,,,1,1,1,0,,,0,0,,2224,317,18,10,0,3.1545741324921135,0.0,40,5,False,False,False,1,4,True,1.0,3,50.0,1,0,0,prune_miss_s3,15.0,0,0,0,recall_miss_s2,39,True,0,recall_miss,0,recall_miss,,,5,1
da,d2_heldout200b,508,Subcutaneous panniculitis-like T-cell lymphoma (SPTCL) with hemophagocytic lymphohistiocytosis (HLH),,,1,1,1,1,,,0,0,,1617,215,10,6,1,2.7906976744186047,0.46511627906976744,100,11,False,True,True,1,4,True,1.0,2,49.0,1,1,1,s4_ok,18.0,1,1,1,s4_ok,1,False,1,cand_ok,1,cand_ok,,,5,1
da,d2_heldout200b,509,Williamsia spongiae/serinedens/deligens bacteremia,all_miss_but_recalled,,0,0,0,0,,,0,0,,1260,153,15,2,0,1.3071895424836601,0.0,50,5,False,False,False,1,4,True,1.0,1,50.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,False,1,cand_ok,0,recall_miss,,,5,0
da,d2_heldout200b,510,Overlap syndrome involving diffuse systemic sclerosis and systemic lupus erythematosus,base_win_rank,,0,0,1,1,,,0,1,,1968,284,14,2,0,0.7042253521126761,0.0,86,10,False,False,False,1,4,True,1.0,3,48.0,1,1,1,s4_ok,17.0,1,1,1,s4_ok,1,False,1,cand_ok,1,cand_ok,,,5,0
da,d2_heldout200b,511,Capnocytophaga canimorsus-induced immune thrombocytopenia,,,0,0,0,0,,,0,0,,2024,280,12,3,0,1.0714285714285714,0.0,57,5,False,False,False,1,4,True,1.0,1,50.0,0,0,0,recall_miss_s2,16.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,513,Perivascular endothelial carcinoma (PEComa) of the liver,,,0,0,0,0,,,0,0,,1656,229,11,5,0,2.1834061135371177,0.0,56,7,False,False,True,1,4,True,1.0,1,52.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,514,Effusive-constrictive pericarditis,,,1,1,1,1,,,0,0,,2245,297,18,2,0,0.6734006734006733,0.0,34,3,False,False,False,1,4,True,1.0,2,47.0,1,1,1,s4_ok,16.0,1,1,1,s4_ok,1,False,1,cand_ok,1,cand_ok,,,5,1
da,d2_heldout200b,518,Catastrophic Adult-onset Still Disease (AOSD) with secondary hemophagocytic lymphohistiocytosis/macrophage activation syndrome (MAS),,,1,1,0,1,,,0,0,,1836,246,29,5,0,2.0325203252032518,0.0,132,14,False,True,True,1,4,True,1.0,2,54.0,1,1,0,rank_miss_s4,19.0,1,1,1,s4_ok,7,True,1,cand_ok,0,recall_miss,,,5,0
da,d2_heldout200b,522,Catatonia related to underlying Lewy body dementia,,,1,1,1,0,,,0,0,,1750,218,17,4,0,1.834862385321101,0.0,50,7,False,False,False,1,4,True,1.0,3,43.0,0,0,0,recall_miss_s2,16.0,0,0,0,recall_miss_s2,,True,0,recall_miss,1,cand_ok,,,5,0
da,d2_heldout200b,523,Acute-on-chronic liver failure due to acute hepatitis C virus infection,,,1,1,1,1,,,0,0,,1835,244,15,2,0,0.819672131147541,0.0,71,12,False,False,False,1,4,True,1.0,3,48.0,1,1,1,s4_ok,16.0,1,1,1,s4_ok,2,False,1,cand_ok,1,cand_ok,,,5,1
da,d2_heldout200b,524,Acute embolic stroke due to clot formation in retained Impella graft,,,1,1,1,1,,,0,0,,1762,265,15,7,0,2.6415094339622645,0.0,68,11,False,False,False,1,4,True,1.0,1,50.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,True,1,cand_ok,1,cand_ok,,,5,0
da,d2_heldout200b,527,Compound heterozygosity for Hemoglobin Tak and Hemoglobin E with polycythemia,,,1,1,0,1,,,0,0,,2002,282,33,10,0,3.546099290780142,0.0,77,10,False,True,False,1,4,True,1.0,1,45.0,0,0,0,recall_miss_s2,14.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,529,Multidrug-resistant Cytomegalovirus (CMV) infection,,,1,1,1,1,,,0,0,,1614,209,9,3,0,1.4354066985645932,0.0,51,5,False,False,True,1,4,True,1.0,2,46.0,0,0,0,recall_miss_s2,16.0,0,0,0,recall_miss_s2,,True,1,cand_ok,1,cand_ok,,,5,0
da,d2_heldout200b,530,Calcinosis cutis in Sjögren syndrome,e7_win_recall,,1,0,0,0,,,1,0,e7,1971,265,35,5,0,1.8867924528301887,0.0,36,5,False,False,False,1,4,True,1.0,1,52.0,1,1,0,rank_miss_s4,19.0,1,1,0,rank_miss_s4,2,True,0,recall_miss,0,recall_miss,,,5,2
da,d2_heldout200b,532,Interatrial septal lipoma causing Superior Vena Cava (SVC) compression,,,0,1,1,1,,,0,1,,2023,304,18,4,0,1.3157894736842104,0.0,70,9,False,False,True,1,4,True,1.0,1,48.0,0,0,0,recall_miss_s2,20.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,535,Bilateral facial nerve palsy induced by nab-paclitaxel,,,1,1,1,1,,,0,0,,1452,191,11,3,0,1.5706806282722512,0.0,54,8,False,False,False,1,4,True,1.0,1,50.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,0
da,d2_heldout200b,536,Subacute Invasive Aspergillosis (SAIA) with pneumothorax,,,1,1,1,1,,,0,0,,1991,249,16,5,1,2.0080321285140563,0.4016064257028112,56,6,False,True,True,1,4,True,1.0,1,54.0,1,1,0,rank_miss_s4,17.0,1,1,0,rank_miss_s4,2,True,0,recall_miss,0,recall_miss,,,5,1
da,d2_heldout200b,537,Drug-induced acute dystonia caused by sacubitril/valsartan combination therapy,,,1,0,0,0,,,1,0,e7,1766,244,13,1,1,0.4098360655737705,0.4098360655737705,78,10,False,False,False,1,4,True,1.0,1,46.0,0,0,0,recall_miss_s2,16.0,0,0,0,recall_miss_s2,,True,0,recall_miss,0,recall_miss,,,5,0
