key,rule_fail_code,adj_fail_code,rule_cluster,adj_cluster,semantic_e7_correct,layer_chain,rationale
mcr_mcr_v2_129,s2_gold_low_rank,s3_drop_other,other,unrelated,0,all_miss_but_recalled,Biliary cystadenocarcinoma was not on S3; abscess was chosen over even the near cystadenoma option.
mcr_mcr_200b_461,s2_gold_low_rank,parent_vs_subtype,other,parent_subtype,0,all_miss_but_recalled,"Rhabdomyolysis is only the pathophysiologic consequence, not dengue viral myositis itself."
mcr_mcr_200b_268,s3_why_ignored_gold,s3_drop_other,other,sibling_family,0,all_miss_but_recalled,Pustular psoriasis never entered S3 among AGEP/SCAR drug-reaction labels.
da_d2_heldout200b_741,s2_gold_low_rank,s3_drop_other,near,sibling_family,0,all_miss_but_recalled,Acinic cell carcinoma of breast was missing from S3; IDC is a sibling breast-cancer default.
mcr_mcr_v1_113,s2_gold_low_rank,rationale_overfit,near,sibling_family,0,all_miss_but_recalled,S4 overfit the umbilical metastasis pattern to colorectal primary instead of jejunal adenocarcinoma.
mcr_mcr_200b_384,rationale_overfit,rationale_overfit,other,sibling_family,0,all_miss_but_recalled,Juvenile ossifying fibroma was on S3 but rejected in favor of cherubism.
da_d2_heldout200b_698,s2_gold_low_rank,parent_vs_subtype,other,parent_subtype,1,all_miss_but_recalled,Intracranial fungal infection is an acceptable broader parent of cerebral mucormycosis.
da_d2_heldout200b_465,s2_gold_low_rank,s3_drop_other,other,sibling_family,0,all_miss_but_recalled,Malignant myopericytoma never reached S3 among other vascular-tumor options.
mcr_mcr_v2_188,rationale_overfit,rationale_overfit,other,sibling_family,0,all_miss_but_recalled,Liposarcoma was on S3 but rejected after S4 overfit submucosal bleeding behavior to GIST.
mcr_mcr_200b_372,s2_gold_low_rank,s3_drop_other,other,unrelated,0,all_miss_but_recalled,"Sporotrichosis was absent from S3, which listed only facial granulomatous dermatoses."
mcr_mcr_200b_277,rationale_overfit,rationale_overfit,other,sibling_family,0,all_miss_but_recalled,Wilms tumor was on S3 but rejected while S4 defaulted to adult RCC patterning.
da_d2_heldout100_352,s2_gold_low_rank,s3_drop_other,other,unrelated,0,all_miss_but_recalled,Neurocysticercosis never entered S3 among IIH/arachnoid-cyst intracranial-pressure options.
da_d2_heldout100_414,s2_gold_low_rank,ok,near,same_entity,1,all_miss_but_recalled,LTBP2-related ocular syndrome is the gene-level name for juvenile glaucoma with LTBP2 variants.
da_d2_heldout200b_692,s2_gold_low_rank,parent_vs_subtype,near,parent_subtype,1,all_miss_but_recalled,Mediastinal abscess correctly captures the infected bronchogenic-cyst presentation as a parent phenotype.
mcr_mcr_v2_187,s2_gold_low_rank,s3_drop_other,other,sibling_family,0,all_miss_but_recalled,Schwannoma never reached S3 among wrist soft-tissue mass differentials.
mcr_mcr_v1_109,s2_gold_low_rank,s3_drop_other,other,sibling_family,0,all_miss_but_recalled,"PML and CNS aspergillosis are related opportunistic CNS differentials, but gold never entered the S3 shortlist."
mcr_mcr_v2_138,s3_why_ignored_gold,rationale_overfit,other,sibling_family,0,all_miss_but_recalled,S4 overfit endometriosis history/biopsy and missed appendiceal intussusception as the primary diagnosis.
mcr_mcr_v1_106,s2_gold_low_rank,parent_vs_subtype,other,parent_subtype,1,all_miss_but_recalled,Pituitary adenoma is a specific neuroendocrine tumor of the sellar region and should count as correct.
da_d2_heldout200b_701,parent_vs_subtype,s4_hit_judge_miss,near,sibling_family,0,all_miss_but_recalled,IMA aneurysm was on the shortlist near gold but S4 preferred pseudoaneurysm and missed the arteriocolonic fistula.
mcr_mcr_v1_2,s2_gold_low_rank,ok,other,same_entity,1,all_miss_but_recalled,Pyroglutamic acidemia is a synonym of 5-oxoprolinemia.
mcr_mcr_v1_49,s3_why_ignored_gold,ok,other,same_entity,1,all_miss_but_recalled,Appendiceal stump appendicitis is the same entity as StumpAppendicitis.
da_d2_seq100_119,s2_gold_low_rank,s3_drop_other,other,sibling_family,0,all_miss_but_recalled,"Grover disease is a related dyskeratotic papular differential, but EPPP never appeared on the S3 shortlist."
da_d2_heldout200b_536,parent_vs_subtype,parent_vs_subtype,near,parent_subtype,1,all_miss_but_recalled,"Chronic pulmonary aspergillosis is the broader parent of SAIA, which was present but rejected at S4."
mcr_mcr_v2_214,rationale_overfit,s4_hit_judge_miss,other,sibling_family,0,all_miss_but_recalled,Leukocytoclastic vasculitis (near gold urticarial vasculitis) was shortlisted but wrongly rejected for EAC.
da_d2_heldout200b_482,rationale_overfit,s4_hit_judge_miss,other,sibling_family,0,all_miss_but_recalled,Lymphoma was on the S3 shortlist but S4 preferred secondary HLH over the underlying T-cell lymphoma.
da_d2_heldout200b_731,s2_gold_low_rank,s3_drop_other,other,sibling_family,0,all_miss_but_recalled,"Hemangioblastoma is a classic posterior-fossa cystic-nodule differential, but teratoma never made the shortlist."
da_d2_seq100_207,parent_vs_subtype,parent_vs_subtype,near,parent_subtype,1,all_miss_but_recalled,Ocular cicatricial pemphigoid is the ocular subtype of mucous membrane pemphigoid and should count as correct.
da_d2_heldout200b_628,parent_vs_subtype,near_synonym_prefer,other,sibling_family,1,all_miss_but_recalled,Myopericarditis is a closely related post-infarct pericardial label that clinically covers peri-infarction pericarditis.
mcr_mcr_v2_183,s2_gold_low_rank,near_synonym_prefer,near,same_entity,1,all_miss_but_recalled,Atypical femoral fracture is the same clinical entity with only a neck-location qualifier in gold.
mcr_mcr_v1_45,rationale_overfit,s4_hit_judge_miss,other,sibling_family,0,all_miss_but_recalled,Periocular granuloma annulare was shortlisted near gold but S4 chose necrobiotic xanthogranuloma instead.
mcr_mcr_200b_358,s2_gold_low_rank,rationale_overfit,other,unrelated,0,all_miss_but_recalled,S4 overfit a prior TGCT MRI label while the true diagnosis is foreign body granuloma.
mcr_mcr_200b_393,s2_gold_low_rank,near_synonym_prefer,other,same_entity,1,all_miss_but_recalled,Phycomycosis is an older synonym for mucormycosis/zygomycosis.
da_d2_heldout200b_461,near_synonym_prefer,s4_hit_judge_miss,near,sibling_family,0,all_miss_but_recalled,Cutaneous pseudolymphoma was on the shortlist and correctly matched gold but was rejected as true lymphoma.
mcr_mcr_v1_91,rationale_overfit,s4_hit_judge_miss,other,sibling_family,0,all_miss_but_recalled,Angiosarcoma was present on S3 but S4 incorrectly preferred hemangiopericytoma.
mcr_mcr_v2_163,rationale_overfit,s4_hit_judge_miss,other,sibling_family,0,all_miss_but_recalled,Appendicitis was shortlisted among acute-abdomen differentials but S4 preferred ectopic pregnancy.
mcr_mcr_200b_359,s2_gold_low_rank,rationale_overfit,near,sibling_family,0,all_miss_but_recalled,"S4 overfit atypical squamous cytology to SCC, while gold BCC never entered the shortlist."
da_d2_seq100_83,s2_gold_low_rank,s3_drop_other,other,sibling_family,0,all_miss_but_recalled,"Retinitis pigmentosa is a related inherited retinal dystrophy phenotype, but ESCS was absent from S3."
da_d2_seq100_173,s2_gold_low_rank,s3_drop_other,other,sibling_family,0,all_miss_but_recalled,"PRP is a related erythroderma/ichthyosiform differential, but Netherton syndrome never made the shortlist."
mcr_mcr_v1_61,s2_gold_low_rank,rationale_overfit,other,unrelated,0,all_miss_but_recalled,S4 overfit prior hepatic adenoma history and never considered metastatic choriocarcinoma.
mcr_mcr_200b_298,s2_near_crowd_out,rationale_overfit,other,unrelated,0,all_miss_but_recalled,S4 overfit smoking risk to oropharyngeal SCC instead of Warthin tumor.
mcr_mcr_200b_267,rationale_overfit,s4_hit_judge_miss,other,sibling_family,0,all_miss_but_recalled,Lymphoma was on the neck-mass shortlist but S4 incorrectly chose abscess.
da_d2_heldout200b_620,s2_gold_low_rank,label_drift,near,sibling_family,0,all_miss_but_recalled,Champion captured hepatosplenic yeast-dissemination pattern but drifted to Candida instead of Magnusiomyces.
da_d2_heldout200b_530,near_synonym_prefer,s4_hit_judge_miss,near,sibling_family,0,all_miss_but_recalled,Sjögren syndrome and calcinosis cutis were shortlisted near gold but S4 preferred CREST.
da_d2_seq100_190,s2_gold_low_rank,s3_drop_other,other,unrelated,0,all_miss_but_recalled,"Eosinophilic angiocentric fibrosis is unrelated, and Pott's puffy tumor never entered the S3 shortlist."
mcr_mcr_200b_303,s3_why_ignored_gold,s3_drop_other,other,sibling_family,0,all_miss_but_recalled,"GIST is a classic gastric spindle-cell sibling of schwannoma, but gold was absent from S3."
