case_key,gold,clue,denominator,p_gold,gold_hits,gold_docs,best_competitor,best_competitor_methods,p_best_competitor,lift,verdict
MCR_v1_seq100/3,Eosinophilic granulomatosis with polyangiitis,adult asthma,mention,0.0444,7,168,Degenerative spondylosis,['collapse3c'],0.0625,0.71,non_discriminating
MCR_v1_seq100/3,Eosinophilic granulomatosis with polyangiitis,lack of compressive root lesion,mention,0.003,0,168,Degenerative spondylosis,['collapse3c'],0.0625,0.047,favours_competitor
MCR_v1_seq100/3,Eosinophilic granulomatosis with polyangiitis,normal vascular imaging,mention,0.1272,21,168,Degenerative scoliosis,['multistance'],0.1875,0.679,non_discriminating
MCR_v1_seq100/3,Eosinophilic granulomatosis with polyangiitis,rapidly evolving asymmetric painful neuropathy/foot drop,mention,0.003,0,168,Degenerative spondylosis,['collapse3c'],0.0625,0.047,favours_competitor
MCR_v1_seq100/49,StumpAppendicitis,CT tubular structure at cecal pole with collection,topic,0.0086,0,57,Intestinal obstruction,"['collapse3c', 'impc']",0.0833,0.103,favours_competitor
MCR_v1_seq100/49,StumpAppendicitis,appendectomy eight months earlier and adjacent clips,topic,0.0086,0,57,Intestinal obstruction,"['collapse3c', 'impc']",0.0833,0.103,favours_competitor
MCR_v1_seq100/49,StumpAppendicitis,marked neutrophilic leukocytosis,topic,0.0259,1,57,Intestinal obstruction,"['collapse3c', 'impc']",0.0833,0.31,favours_competitor
MCR_v1_seq100/49,StumpAppendicitis,right iliac fossa pain and fever,topic,0.0948,5,57,Diverticulitis,['multistance'],0.1562,0.607,favours_competitor
MCR_v1_seq100/56,Spindle cell squamous cell carcinoma,gingival polypoid mass with bone destruction,topic,0.0008,0,593,Undifferentiated Pleomorphic Sarcoma,['collapse3c'],0.0333,0.025,favours_competitor
MCR_v1_seq100/56,Spindle cell squamous cell carcinoma,malignant spindle cells and atypical mitoses,topic,0.0177,10,593,Undifferentiated Pleomorphic Sarcoma,['collapse3c'],0.2333,0.076,favours_competitor
MCR_v1_seq100/56,Spindle cell squamous cell carcinoma,p63/p53 positivity,topic,0.0126,7,593,Undifferentiated Pleomorphic Sarcoma,['collapse3c'],0.0333,0.379,favours_competitor
MCR_v1_seq100/56,Spindle cell squamous cell carcinoma,remote oral SCC and radiation,topic,0.0008,0,593,Undifferentiated Pleomorphic Sarcoma,['collapse3c'],0.0333,0.025,favours_competitor
MCR_v1_seq100/65,myelolipoma,cytopenias and eosinophilia,topic,0.05,0,9,Myelodysplastic syndrome,"['collapse3c', 'forest', 'impc', 'multistance']",0.0625,0.8,non_discriminating
MCR_v1_seq100/65,myelolipoma,mixed marrow/fat tissue expected on pathology,topic,0.05,0,9,Myelodysplastic syndrome,"['collapse3c', 'forest', 'impc', 'multistance']",0.0625,0.8,non_discriminating
MCR_v1_seq100/65,myelolipoma,well-encapsulated posterior mediastinal mass,topic,0.05,0,9,Thymoma,"['collapse3c', 'impc']",0.1154,0.433,favours_competitor
MCR_v1_seq100/74,Catecholaminergic polymorphic ventricular tachycardia,collapse/VF during emotional-noise stress,mention,0.0758,2,32,Channelopathy,['multistance'],0.1167,0.649,favours_competitor
MCR_v1_seq100/74,Catecholaminergic polymorphic ventricular tachycardia,normal QT and no Brugada/pre-excitation,mention,0.1364,4,32,Channelopathy,['multistance'],0.0833,1.636,gold_leaning
MCR_v1_seq100/74,Catecholaminergic polymorphic ventricular tachycardia,normal electrolytes and structural assessment,mention,0.0758,2,32,Arrhythmogenic Right Ventricular Cardiomyopathy,['impc'],0.1146,0.661,favours_competitor
MCR_v1_seq100/74,Catecholaminergic polymorphic ventricular tachycardia,young patient,mention,0.0758,2,32,Brugada syndrome,['impc'],0.1056,0.718,non_discriminating
MCR_v1_seq100/91,Angiosarcoma,CD31 and Fli-1 positivity,topic,0.0065,0,76,Meningioma,"['collapse3c', 'multistance']",0.0417,0.156,favours_competitor
MCR_v1_seq100/91,Angiosarcoma,branching vascular channels,topic,0.0195,1,76,Meningioma,"['collapse3c', 'multistance']",0.0417,0.468,favours_competitor
MCR_v1_seq100/91,Angiosarcoma,invasive extra-axial mass,topic,0.0065,0,76,Meningioma,"['collapse3c', 'multistance']",0.0417,0.156,favours_competitor
MCR_v1_seq100/91,Angiosarcoma,recurrent occipital hemorrhage,topic,0.0065,0,76,Meningioma,"['collapse3c', 'multistance']",0.0417,0.156,favours_competitor
MCR_v2_seq100/133,ProstateStromalSarcoma,biopsy favors stromal sarcoma versus STUMP,topic,0.0038,0,130,Urinary Retention,['multistance'],0.0114,0.336,favours_competitor
MCR_v2_seq100/133,ProstateStromalSarcoma,large invasive prostatic mass,topic,0.0038,0,130,Benign Prostatic Hyperplasia,['multistance'],0.025,0.153,favours_competitor
MCR_v2_seq100/133,ProstateStromalSarcoma,low PSA,topic,0.0038,0,130,Prostate Cancer,"['collapse3c', 'impc', 'multistance']",0.3025,0.013,favours_competitor
MCR_v2_seq100/133,ProstateStromalSarcoma,young man with urinary retention,topic,0.0038,0,130,Urinary Retention,['multistance'],0.0341,0.112,favours_competitor
MCR_v2_seq100/146,Diffuse large B cell lymphoma,eventual tissue diagnosis of DLBCL,topic,0.0263,0,18,Latent tuberculosis,['forest'],0.0333,0.789,non_discriminating
MCR_v2_seq100/146,Diffuse large B cell lymphoma,negative enteric studies,topic,0.0263,0,18,Inflammatory bowel disease,['multistance'],0.1308,0.201,favours_competitor
MCR_v2_seq100/146,Diffuse large B cell lymphoma,persistent distal ileal disease/stricture,topic,0.0263,0,18,Latent tuberculosis,['forest'],0.0333,0.789,non_discriminating
MCR_v2_seq100/146,Diffuse large B cell lymphoma,weight loss and night sweats,topic,0.0263,0,18,Latent tuberculosis,['forest'],0.1,0.263,favours_competitor
MCR_v2_seq100/179,hypoxia-induced thrombocytopenia,cyanotic congenital heart disease,topic,0.0043,0,114,Cyanotic congenital heart disease,"['impc', 'multistance']",0.75,0.006,favours_competitor
MCR_v2_seq100/179,hypoxia-induced thrombocytopenia,negative immune tests,topic,0.0565,6,114,Cyanotic congenital heart disease,"['impc', 'multistance']",0.0833,0.678,non_discriminating
MCR_v2_seq100/179,hypoxia-induced thrombocytopenia,no IVIG response,topic,0.0217,2,114,Cyanotic congenital heart disease,"['impc', 'multistance']",0.0833,0.261,favours_competitor
MCR_v2_seq100/179,hypoxia-induced thrombocytopenia,normal coagulation and smear,topic,0.0739,8,114,Cyanotic congenital heart disease,"['impc', 'multistance']",0.0833,0.887,non_discriminating
MCR_v2_seq100/179,hypoxia-induced thrombocytopenia,platelets vary with oxygenation,topic,0.0217,2,114,Cyanotic congenital heart disease,"['impc', 'multistance']",0.0833,0.261,favours_competitor
MCR_v2_seq100/196,vertebral hemangioma,epidural extension and cord compression,topic,0.0208,0,23,Spinal cord compression,"['forest', 'multistance']",0.2407,0.087,favours_competitor
MCR_v2_seq100/196,vertebral hemangioma,expansile T1 vertebral lesion,topic,0.0208,0,23,Spinal cord compression,"['forest', 'multistance']",0.0556,0.375,favours_competitor
MCR_v2_seq100/196,vertebral hemangioma,no primary malignancy or inflammatory signal,topic,0.0208,0,23,Epidural abscess,"['forest', 'multistance']",0.0238,0.875,non_discriminating
MCR_v2_seq100/196,vertebral hemangioma,rapid myelopathy,topic,0.0208,0,23,Epidural abscess,"['forest', 'multistance']",0.0238,0.875,non_discriminating
MCR_v2_seq100/202,Mantle cell lymphoma,excisional pathology expected to define lymphoma,topic,0.0018,0,283,Pyogenic Granuloma,['multistance'],0.0455,0.039,favours_competitor
MCR_v2_seq100/202,Mantle cell lymphoma,no nodes or systemic symptoms,topic,0.0863,24,283,Squamous Cell Carcinoma,"['collapse3c', 'multistance']",0.0489,1.764,gold_leaning
MCR_v2_seq100/202,Mantle cell lymphoma,slow painless bilateral hard-palate swelling,topic,0.0018,0,283,Pyogenic Granuloma,['multistance'],0.0455,0.039,favours_competitor
MCR_v2_seq100/215,ClearCellSarcoma,Melan-A and HMB-45 positivity,topic,0.0196,3,178,Cellular neurothekeoma,['forest'],0.375,0.052,favours_competitor
MCR_v2_seq100/215,ClearCellSarcoma,nested spindle/epithelioid clear cells,topic,0.0251,4,178,Cellular neurothekeoma,['forest'],0.375,0.067,favours_competitor
MCR_v2_seq100/215,ClearCellSarcoma,no epidermal junctional component,topic,0.014,2,178,Cellular neurothekeoma,['forest'],0.125,0.112,favours_competitor
MCR_v2_seq100/215,ClearCellSarcoma,slow extremity nodule with recent growth/pain,topic,0.0028,0,178,Cellular neurothekeoma,['forest'],0.125,0.022,favours_competitor
MCR_v2_seq100/232,eccrine chromhidrosis,green-black sweat-associated palmar/plantar material,mention,0.0625,0,7,Pityriasis Rubra Pilaris,['impc'],0.0172,3.625,gold_leaning
MCR_v2_seq100/232,eccrine chromhidrosis,material within dilated eccrine duct,mention,0.0625,0,7,Cholestasis,"['collapse3c', 'forest', 'multistance']",0.0216,2.9,gold_leaning
MCR_v2_seq100/232,eccrine chromhidrosis,negative microbial/iron stains,mention,0.0625,0,7,Alcoholic cirrhosis,"['forest', 'multistance']",0.0417,1.5,gold_leaning
MCR_v2_seq100/232,eccrine chromhidrosis,severe conjugated hyperbilirubinemia,mention,0.0625,0,7,Cholestasis,"['collapse3c', 'forest', 'multistance']",0.1193,0.524,favours_competitor
MCR_v2_seq100/234,SpindleCellHemangioma,adult frontal-bone lytic mass,topic,0.0147,0,33,Fibrous dysplasia,"['collapse3c', 'multistance']",0.1087,0.135,favours_competitor
MCR_v2_seq100/234,SpindleCellHemangioma,avid enhancement,topic,0.0147,0,33,Aneurysmal bone cyst,"['collapse3c', 'multistance']",0.0625,0.235,favours_competitor
MCR_v2_seq100/234,SpindleCellHemangioma,painless circumscribed lesion,topic,0.0735,2,33,Aneurysmal bone cyst,"['collapse3c', 'multistance']",0.0625,1.176,non_discriminating
MCR_v2_seq100/234,SpindleCellHemangioma,soap-bubble cortical destruction,topic,0.0147,0,33,Aneurysmal bone cyst,"['collapse3c', 'multistance']",0.0625,0.235,favours_competitor
