arm,case_id,replicate,option_letter,is_gold,option_text,auto_leaf_id,auto_leaf_label,auto_rank,corrected_leaf_id,corrected_leaf_label,corrected_rank,binding_verdict,changed,binding_rationale
A,mxh045,1,A,False,Hirschsprung disease,B2.1,Hirschsprung disease,5,B2.1,Hirschsprung disease,5,correct,False,
A,mxh045,1,B,False,Intestinal lymphoma,B2.2,Intestinal lymphoma,,B2.2,Intestinal lymphoma,,correct,False,
A,mxh045,1,C,False,Superior mesenteric artery syndrome,B2.4,Superior mesenteric artery syndrome,,B2.4,Superior mesenteric artery syndrome,,correct,False,
A,mxh045,1,D,False,Chronic intestinal pseudo-obstruction,B2.3,Chronic intestinal pseudo-obstruction,,B2.3,Chronic intestinal pseudo-obstruction,,correct,False,
A,mxh045,1,E,False,Volvulus,B1.2,Volvulus,,B1.2,Volvulus,,correct,False,
A,mxh045,1,F,True,Malrotation of the gut,B1.3,Malrotation of the gut,,B1.3,Malrotation of the gut,,correct,False,
A,mxh045,1,G,False,Pyloric stenosis,B2.7,Pyloric stenosis,,B2.7,Pyloric stenosis,,correct,False,
A,mxh045,1,H,False,Intussusception,B1.1,Intussusception,1,B1.1,Intussusception,1,correct,False,
A,mxh045,1,I,False,Meckel diverticulum,B1.4,Meckel diverticulum,,B1.4,Meckel diverticulum,,correct,False,
A,mxh045,1,J,False,Duodenal web,B3.7,Duodenal web,,B3.7,Duodenal web,,correct,False,
A,mxh045,2,A,False,Hirschsprung disease,B2.1,Hirschsprung disease,4,B2.1,Hirschsprung disease,4,correct,False,
A,mxh045,2,B,False,Intestinal lymphoma,B2.2,Intestinal lymphoma,,B2.2,Intestinal lymphoma,,correct,False,
A,mxh045,2,C,False,Superior mesenteric artery syndrome,B2.4,Superior mesenteric artery syndrome,,B2.4,Superior mesenteric artery syndrome,,correct,False,
A,mxh045,2,D,False,Chronic intestinal pseudo-obstruction,B2.3,Chronic intestinal pseudo-obstruction,,B2.3,Chronic intestinal pseudo-obstruction,,correct,False,
A,mxh045,2,E,False,Volvulus,B1.2,Volvulus,,B1.2,Volvulus,,correct,False,
A,mxh045,2,F,True,Malrotation of the gut,B1.3,Malrotation of the gut,,B1.3,Malrotation of the gut,,correct,False,
A,mxh045,2,G,False,Pyloric stenosis,B1.6,Pyloric stenosis,,B1.6,Pyloric stenosis,,correct,False,
A,mxh045,2,H,False,Intussusception,B1.1,Intussusception,1,B1.1,Intussusception,1,correct,False,
A,mxh045,2,I,False,Meckel diverticulum,B1.5,Meckel diverticulum,,B1.5,Meckel diverticulum,,correct,False,
A,mxh045,2,J,False,Duodenal web,B1.7,Duodenal web,,B1.7,Duodenal web,,correct,False,
A,mxh045,3,A,False,Hirschsprung disease,B1.5,Hirschsprung disease,,B1.5,Hirschsprung disease,,correct,False,
A,mxh045,3,B,False,Intestinal lymphoma,B2.2,Intestinal lymphoma,,B2.2,Intestinal lymphoma,,correct,False,
A,mxh045,3,C,False,Superior mesenteric artery syndrome,B2.4,Superior mesenteric artery syndrome,,B2.4,Superior mesenteric artery syndrome,,correct,False,
A,mxh045,3,D,False,Chronic intestinal pseudo-obstruction,B2.3,Chronic intestinal pseudo-obstruction,5,B2.3,Chronic intestinal pseudo-obstruction,5,correct,False,
A,mxh045,3,E,False,Volvulus,B1.2,Volvulus,,B1.2,Volvulus,,correct,False,
A,mxh045,3,F,True,Malrotation of the gut,B1.3,Malrotation of the gut,,B1.3,Malrotation of the gut,,correct,False,
A,mxh045,3,G,False,Pyloric stenosis,B2.7,Pyloric stenosis,,B2.7,Pyloric stenosis,,correct,False,
A,mxh045,3,H,False,Intussusception,B1.1,Intussusception,1,B1.1,Intussusception,1,correct,False,
A,mxh045,3,I,False,Meckel diverticulum,B1.4,Meckel diverticulum,,B1.4,Meckel diverticulum,,correct,False,
A,mxh045,3,J,False,Duodenal web,B4.7,Duodenal web,,B4.7,Duodenal web,,correct,False,
A,mxh046,1,A,False,Fibrillin 1 deficiency,,,,,,,correct,False,
A,mxh046,1,B,False,Procollagen peptidase deficiency,,,,,,,correct,False,
A,mxh046,1,C,False,Type I collagen mutation,,,,,,,correct,False,
A,mxh046,1,D,False,Deficiency of pyridoxine-dependent enzymes,,,,,,,correct,False,
A,mxh046,1,E,False,"Alpha-1,4-glucosidase deficiency",,,,,,,correct,False,
A,mxh046,1,F,False,Mutation in the FGFR3 gene,,,,,,,correct,False,
A,mxh046,1,G,False,Type V collagen deficiency,,,,,,,correct,False,
A,mxh046,1,H,False,Lysyl hydroxylase deficiency,,,,,,,correct,False,
A,mxh046,1,I,False,Homogentisic acid oxidase deficiency,,,,,,,correct,False,
A,mxh046,1,J,True,Cystathionine synthase deficiency,B1.3,Homocystinuria,1,B1.3,Homocystinuria,1,correct,False,
A,mxh046,2,A,False,Fibrillin 1 deficiency,,,,,,,correct,False,
A,mxh046,2,B,False,Procollagen peptidase deficiency,,,,,,,correct,False,
A,mxh046,2,C,False,Type I collagen mutation,,,,,,,correct,False,
A,mxh046,2,D,False,Deficiency of pyridoxine-dependent enzymes,,,,,,,correct,False,
A,mxh046,2,E,False,"Alpha-1,4-glucosidase deficiency",,,,,,,correct,False,
A,mxh046,2,F,False,Mutation in the FGFR3 gene,,,,,,,correct,False,
A,mxh046,2,G,False,Type V collagen deficiency,,,,,,,correct,False,
A,mxh046,2,H,False,Lysyl hydroxylase deficiency,,,,,,,correct,False,
A,mxh046,2,I,False,Homogentisic acid oxidase deficiency,,,,,,,correct,False,
A,mxh046,2,J,True,Cystathionine synthase deficiency,B1.4,Homocystinuria,,B1.4,Homocystinuria,,correct,False,
A,mxh046,3,A,False,Fibrillin 1 deficiency,,,,,,,correct,False,
A,mxh046,3,B,False,Procollagen peptidase deficiency,,,,,,,correct,False,
A,mxh046,3,C,False,Type I collagen mutation,,,,,,,correct,False,
A,mxh046,3,D,False,Deficiency of pyridoxine-dependent enzymes,,,,,,,correct,False,
A,mxh046,3,E,False,"Alpha-1,4-glucosidase deficiency",,,,,,,correct,False,
A,mxh046,3,F,False,Mutation in the FGFR3 gene,,,,,,,correct,False,
A,mxh046,3,G,False,Type V collagen deficiency,,,,,,,correct,False,
A,mxh046,3,H,False,Lysyl hydroxylase deficiency,,,,,,,correct,False,
A,mxh046,3,I,False,Homogentisic acid oxidase deficiency,,,,,,,correct,False,
A,mxh046,3,J,True,Cystathionine synthase deficiency,B1.2,Homocystinuria,1,B1.2,Homocystinuria,1,correct,False,
A,mxh055,1,A,False,Anticholinergic toxicity,B1.4,Anticholinergic Toxicity,,B1.4,Anticholinergic Toxicity,,correct,False,
A,mxh055,1,B,True,Exertional heat stroke,B1.3,Exertional Heat Stroke,,B1.3,Exertional Heat Stroke,,correct,False,
A,mxh055,1,C,False,Malignant hyperthermia,B1.2,Malignant Hyperthermia,,B1.2,Malignant Hyperthermia,,correct,False,
A,mxh055,1,D,False,Neuroleptic malignant syndrome,B4.3,Neuroleptic malignant syndrome,1,B4.3,Neuroleptic malignant syndrome,1,correct,False,
A,mxh055,1,E,False,Central nervous system infection,B2.2,Central nervous system infection,,B2.2,Central nervous system infection,,correct,False,
A,mxh055,1,F,False,Drug-induced hyperthermia,,,,,,,correct,False,
A,mxh055,1,G,False,Septic shock,,,,,,,correct,False,
A,mxh055,1,H,False,Nonexertional heat stroke,B1.3,Exertional Heat Stroke,,,,,should_unmatch,True,Nonexertional heat stroke must not bind to Exertional Heat Stroke leaf
A,mxh055,1,I,False,Thyroid storm,B1.5,Thyroid Storm,,B1.5,Thyroid Storm,,correct,False,
A,mxh055,1,J,False,Status epilepticus,,,,,,,correct,False,
A,mxh055,2,A,False,Anticholinergic toxicity,B4.4,Anticholinergic toxicity,,B4.4,Anticholinergic toxicity,,correct,False,
A,mxh055,2,B,True,Exertional heat stroke,B1.3,Exertional Heat Stroke,,B1.3,Exertional Heat Stroke,,correct,False,
A,mxh055,2,C,False,Malignant hyperthermia,B1.2,Malignant Hyperthermia,,B1.2,Malignant Hyperthermia,,correct,False,
A,mxh055,2,D,False,Neuroleptic malignant syndrome,B3.2,Neuroleptic Malignant Syndrome,1,B3.2,Neuroleptic Malignant Syndrome,1,correct,False,
A,mxh055,2,E,False,Central nervous system infection,B4.5,Central nervous system infection,,B4.5,Central nervous system infection,,correct,False,
A,mxh055,2,F,False,Drug-induced hyperthermia,,,,,,,correct,False,
A,mxh055,2,G,False,Septic shock,,,,,,,correct,False,
A,mxh055,2,H,False,Nonexertional heat stroke,B1.3,Exertional Heat Stroke,,,,,should_unmatch,True,Nonexertional heat stroke must not bind to Exertional Heat Stroke leaf
A,mxh055,2,I,False,Thyroid storm,B5.5,Thyroid Storm,,B5.5,Thyroid Storm,,correct,False,
A,mxh055,2,J,False,Status epilepticus,,,,,,,correct,False,
A,mxh055,3,A,False,Anticholinergic toxicity,B1.4,Anticholinergic Toxicity,,B1.4,Anticholinergic Toxicity,,correct,False,
A,mxh055,3,B,True,Exertional heat stroke,B1.2,Exertional Heat Stroke,,B1.2,Exertional Heat Stroke,,correct,False,
A,mxh055,3,C,False,Malignant hyperthermia,B1.3,Malignant Hyperthermia,,B1.3,Malignant Hyperthermia,,correct,False,
A,mxh055,3,D,False,Neuroleptic malignant syndrome,B3.2,Neuroleptic Malignant Syndrome,1,B3.2,Neuroleptic Malignant Syndrome,1,correct,False,
A,mxh055,3,E,False,Central nervous system infection,B2.3,Central nervous system infection,,B2.3,Central nervous system infection,,correct,False,
A,mxh055,3,F,False,Drug-induced hyperthermia,B4.5,Drug-induced hyperthermia,,B4.5,Drug-induced hyperthermia,,correct,False,
A,mxh055,3,G,False,Septic shock,,,,,,,correct,False,
A,mxh055,3,H,False,Nonexertional heat stroke,B1.2,Exertional Heat Stroke,,,,,should_unmatch,True,Nonexertional heat stroke must not bind to Exertional Heat Stroke leaf
A,mxh055,3,I,False,Thyroid storm,B1.6,Thyroid Storm,,B1.6,Thyroid Storm,,correct,False,
A,mxh055,3,J,False,Status epilepticus,,,,,,,correct,False,
A,mxh068,1,A,False,Group A Streptococcus,,,,,,,correct,False,
A,mxh068,1,B,False,Parainfluenza virus type 1,B1.10,Parainfluenza,,B1.10,Parainfluenza,,correct,False,
A,mxh068,1,C,False,Haemophilus influenzae type b,B4.7,influenza,,,,,should_unmatch,True,Haemophilus influenzae must not bind to generic influenza leaf
A,mxh068,1,D,False,Mycoplasma pneumoniae,B1.6,pneumonia,,B1.6,pneumonia,,correct,False,
A,mxh068,1,E,True,Staphylococcus aureus,,,,,,,missing_leaf_in_tree,False,No Staphylococcus aureus bacterial tracheitis leaf in tree
A,mxh068,1,F,False,Adenovirus,,,,,,,correct,False,
A,mxh068,1,G,False,Influenza A virus,B4.7,influenza,,B4.7,influenza,,correct,False,
A,mxh068,1,H,False,Respiratory syncytial virus,,,,,,,correct,False,
A,mxh068,1,I,False,Epstein-Barr virus,,,,,,,correct,False,
A,mxh068,1,J,False,Corynebacterium diphtheriae,,,,,,,correct,False,
A,mxh068,2,A,False,Group A Streptococcus,,,,,,,correct,False,
A,mxh068,2,B,False,Parainfluenza virus type 1,B3.6,influenza,,,,,should_unmatch,True,Parainfluenza must not bind to generic influenza leaf
A,mxh068,2,C,False,Haemophilus influenzae type b,B3.6,influenza,,,,,should_unmatch,True,Haemophilus influenzae must not bind to generic influenza leaf
A,mxh068,2,D,False,Mycoplasma pneumoniae,B1.4,pneumonia,,B1.4,pneumonia,,correct,False,
A,mxh068,2,E,True,Staphylococcus aureus,B4.10,Tracheitis,,B4.10,Tracheitis,,wrong_leaf,False,Gold Staph option best maps to Tracheitis leaf (generic bacterial tracheitis proxy)
A,mxh068,2,F,False,Adenovirus,,,,,,,correct,False,
A,mxh068,2,G,False,Influenza A virus,B3.6,influenza,,B3.6,influenza,,correct,False,
A,mxh068,2,H,False,Respiratory syncytial virus,,,,,,,correct,False,
A,mxh068,2,I,False,Epstein-Barr virus,,,,,,,correct,False,
A,mxh068,2,J,False,Corynebacterium diphtheriae,,,,,,,correct,False,
A,mxh068,3,A,False,Group A Streptococcus,,,,,,,correct,False,
A,mxh068,3,B,False,Parainfluenza virus type 1,,,,,,,correct,False,
A,mxh068,3,C,False,Haemophilus influenzae type b,,,,,,,correct,False,
A,mxh068,3,D,False,Mycoplasma pneumoniae,B3.5,Pneumonia,,B3.5,Pneumonia,,correct,False,
A,mxh068,3,E,True,Staphylococcus aureus,B3.10,Tracheitis,,B3.10,Tracheitis,,wrong_leaf,False,Gold Staph option best maps to Tracheitis leaf (generic bacterial tracheitis proxy)
A,mxh068,3,F,False,Adenovirus,,,,,,,correct,False,
A,mxh068,3,G,False,Influenza A virus,,,,,,,correct,False,
A,mxh068,3,H,False,Respiratory syncytial virus,,,,,,,correct,False,
A,mxh068,3,I,False,Epstein-Barr virus,,,,,,,correct,False,
A,mxh068,3,J,False,Corynebacterium diphtheriae,,,,,,,correct,False,
A,mxh075,1,A,False,Tetralogy of Fallot,B2.5,Tetralogy of Fallot,,B2.5,Tetralogy of Fallot,,correct,False,
A,mxh075,1,B,False,Patent ductus arteriosus,B3.2,Patent ductus arteriosus,5,B3.2,Patent ductus arteriosus,5,correct,False,
A,mxh075,1,C,False,Double outlet right ventricle,B1.5,Double Outlet Right Ventricle,,B1.5,Double Outlet Right Ventricle,,correct,False,
A,mxh075,1,D,False,Hypoplastic left heart syndrome,B1.1,Hypoplastic Left Heart Syndrome,1,B1.1,Hypoplastic Left Heart Syndrome,1,correct,False,
A,mxh075,1,E,False,Ebstein anomaly,B3.5,Ebstein anomaly,,B3.5,Ebstein anomaly,,correct,False,
A,mxh075,1,F,False,Total anomalous pulmonary venous connection,B3.6,Total anomalous pulmonary venous connection,,B3.6,Total anomalous pulmonary venous connection,,correct,False,
A,mxh075,1,G,False,Tricuspid atresia,B3.7,Tricuspid atresia,,B3.7,Tricuspid atresia,,correct,False,
A,mxh075,1,H,False,Transposition of the great arteries,B2.3,Transposition of the Great Arteries,2,B2.3,Transposition of the Great Arteries,2,correct,False,
A,mxh075,1,I,False,Atrioventricular septal defect,B2.2,Ventricular Septal Defect,,B2.2,Ventricular Septal Defect,,correct,False,
A,mxh075,1,J,True,Truncus arteriosus,B4.4,Truncus Arteriosus,3,B4.4,Truncus Arteriosus,3,correct,False,
A,mxh075,2,A,False,Tetralogy of Fallot,B2.6,Tetralogy of Fallot,,B2.6,Tetralogy of Fallot,,correct,False,
A,mxh075,2,B,False,Patent ductus arteriosus,B2.4,Patent Ductus Arteriosus,2,B2.4,Patent Ductus Arteriosus,2,correct,False,
A,mxh075,2,C,False,Double outlet right ventricle,B1.5,Double Outlet Right Ventricle,,B1.5,Double Outlet Right Ventricle,,correct,False,
A,mxh075,2,D,False,Hypoplastic left heart syndrome,B1.1,Hypoplastic Left Heart Syndrome,1,B1.1,Hypoplastic Left Heart Syndrome,1,correct,False,
A,mxh075,2,E,False,Ebstein anomaly,B3.5,Ebstein anomaly,,B3.5,Ebstein anomaly,,correct,False,
A,mxh075,2,F,False,Total anomalous pulmonary venous connection,B4.3,Total Anomalous Pulmonary Venous Connection,5,B4.3,Total Anomalous Pulmonary Venous Connection,5,correct,False,
A,mxh075,2,G,False,Tricuspid atresia,B2.10,Tricuspid Atresia,,B2.10,Tricuspid Atresia,,correct,False,
A,mxh075,2,H,False,Transposition of the great arteries,B5.1,Transposition of the great arteries,4,B5.1,Transposition of the great arteries,4,correct,False,
A,mxh075,2,I,False,Atrioventricular septal defect,B2.3,Atrioventricular Septal Defect,,B2.3,Atrioventricular Septal Defect,,correct,False,
A,mxh075,2,J,True,Truncus arteriosus,B2.9,Truncus Arteriosus,,B2.9,Truncus Arteriosus,,correct,False,
A,mxh075,3,A,False,Tetralogy of Fallot,B2.4,Tetralogy of Fallot,,B2.4,Tetralogy of Fallot,,correct,False,
A,mxh075,3,B,False,Patent ductus arteriosus,B2.3,Patent ductus arteriosus,2,B2.3,Patent ductus arteriosus,2,correct,False,
A,mxh075,3,C,False,Double outlet right ventricle,B1.5,Double Outlet Right Ventricle,,B1.5,Double Outlet Right Ventricle,,correct,False,
A,mxh075,3,D,False,Hypoplastic left heart syndrome,B1.1,Hypoplastic Left Heart Syndrome,1,B1.1,Hypoplastic Left Heart Syndrome,1,correct,False,
A,mxh075,3,E,False,Ebstein anomaly,B3.5,Ebstein anomaly,,B3.5,Ebstein anomaly,,correct,False,
A,mxh075,3,F,False,Total anomalous pulmonary venous connection,B4.3,Total Anomalous Pulmonary Venous Connection,5,B4.3,Total Anomalous Pulmonary Venous Connection,5,correct,False,
A,mxh075,3,G,False,Tricuspid atresia,B3.7,Tricuspid atresia,,B3.7,Tricuspid atresia,,correct,False,
A,mxh075,3,H,False,Transposition of the great arteries,B5.1,Transposition of the great arteries,4,B5.1,Transposition of the great arteries,4,correct,False,
A,mxh075,3,I,False,Atrioventricular septal defect,B2.2,Ventricular septal defect,,B2.2,Ventricular septal defect,,correct,False,
A,mxh075,3,J,True,Truncus arteriosus,B4.4,Truncus Arteriosus,,B4.4,Truncus Arteriosus,,correct,False,
